s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2
 4.6400676E+002, 1.6686765E+002, 4.6408557E+002, 9.3038645E+000, 7.8158259E+000, 6.0457759E+000, 4.5002213E+000, 3.3930855E+000, 2.6967771E+000, 2.2663434E+000, 2.0645013E+000, 1.8869584E+000, 1.7666860E+000, 2.4010482E+000, 2.4020109E+000, 2.4021041E+000, 2.4021115E+000, 2.4423649E+000, 2.5081820E+000, 2.5994959E+000, 2.6690769E+000, 2.7167661E+000, 2.7676022E+000, 2.7991638E+000, 2.8253045E+000, 2.8498130E+000, 2.8628504E+000, 2.8735981E+000, 2.8859115E+000, 2.8937886E+000, 2.9002841E+000, 2.9066503E+000, 2.9098766E+000, 2.9128783E+000, 9.6199999E+000
 4.6601756E+002, 1.6698392E+002, 4.6406210E+002, 9.3770933E+000, 7.8216324E+000, 6.0433073E+000, 4.4967294E+000, 3.3891788E+000, 2.6930799E+000, 2.2626355E+000, 2.0609949E+000, 1.8837123E+000, 1.7643584E+000, 2.4009690E+000, 2.4020016E+000, 2.4021034E+000, 2.4021115E+000, 2.4401054E+000, 2.5060210E+000, 2.5975773E+000, 2.6674311E+000, 2.7152667E+000, 2.7663219E+000, 2.7980633E+000, 2.8242857E+000, 2.8489056E+000, 2.8620031E+000, 2.8728006E+000, 2.8851728E+000, 2.8930888E+000, 2.8996177E+000, 2.9060197E+000, 2.9092677E+000, 2.9122901E+000, 9.6199999E+000
 4.6802010E+002, 1.6684006E+002, 4.6406982E+002, 9.3539639E+000, 7.8229589E+000, 6.0416446E+000, 4.4929876E+000, 3.3856153E+000, 2.6897750E+000, 2.2587125E+000, 2.0569320E+000, 1.8803728E+000, 1.7606928E+000, 2.4008849E+000, 2.4019918E+000, 2.4021025E+000, 2.4021115E+000, 2.4378538E+000, 2.5038791E+000, 2.5956573E+000, 2.6657913E+000, 2.7137694E+000, 2.7650430E+000, 2.7969668E+000, 2.8232694E+000, 2.8480003E+000, 2.8611579E+000, 2.8720052E+000, 2.8844364E+000, 2.8923914E+000, 2.8989539E+000, 2.9053912E+000, 2.9086614E+000, 2.9117045E+000, 9.6199999E+000
 4.7000211E+002, 1.6644633E+002, 4.6401852E+002, 9.3443336E+000, 7.8220043E+000, 6.0366616E+000, 4.4890547E+000, 3.3823142E+000, 2.6870322E+000, 2.2556720E+000, 2.0533056E+000, 1.8762919E+000, 1.7558233E+000, 2.4007962E+000, 2.4019814E+000, 2.4021015E+000, 2.4021115E+000, 2.4356320E+000, 2.5017776E+000, 2.5937524E+000, 2.6641710E+000, 2.7122867E+000, 2.7637761E+000, 2.7958829E+000, 2.8222640E+000, 2.8471045E+000, 2.8603220E+000, 2.8712187E+000, 2.8837082E+000, 2.8917022E+000, 2.8982983E+000, 2.9047704E+000, 2.9080625E+000, 2.9111264E+000, 9.6199999E+000
 4.7201140E+002, 1.6613016E+002, 4.6400110E+002, 9.3792133E+000, 7.8251610E+000, 6.0362434E+000, 4.4872417E+000, 3.3787484E+000, 2.6829755E+000, 2.2510502E+000, 2.0490811E+000, 1.8728398E+000, 1.7521539E+000, 2.4007022E+000, 2.4019699E+000, 2.4021003E+000, 2.4021115E+000, 2.4334228E+000, 2.4997010E+000, 2.5918453E+000, 2.6625564E+000, 2.7108045E+000, 2.7625093E+000, 2.7948024E+000, 2.8212600E+000, 2.8462102E+000, 2.8594875E+000, 2.8704338E+000, 2.8829815E+000, 2.8910146E+000, 2.8976440E+000, 2.9041510E+000, 2.9074655E+000, 2.9105499E+000, 9.6199999E+000
 4.7400189E+002, 1.6624194E+002, 4.6394205E+002, 9.3643904E+000, 7.8182082E+000, 6.0323009E+000, 4.4832163E+000, 3.3754203E+000, 2.6804302E+000, 2.2483652E+000, 2.0461137E+000, 1.8693093E+000, 1.7504315E+000, 2.4006026E+000, 2.4019575E+000, 2.4020991E+000, 2.4021115E+000, 2.4312317E+000, 2.4976552E+000, 2.5899358E+000, 2.6609473E+000, 2.7093232E+000, 2.7612429E+000, 2.7937245E+000, 2.8202574E+000, 2.8453169E+000, 2.8586543E+000, 2.8696499E+000, 2.8822565E+000, 2.8903286E+000, 2.8969917E+000, 2.9035335E+000, 2.9068701E+000, 2.9099755E+000, 9.6199999E+000
 4.7601474E+002, 1.6600203E+002, 4.6404608E+002, 9.4336643E+000, 7.8241782E+000, 6.0302930E+000, 4.4802814E+000, 3.3718352E+000, 2.6767755E+000, 2.2444913E+000, 2.0425220E+000, 1.8652734E+000, 1.7443032E+000, 2.4004972E+000, 2.4019444E+000, 2.4020979E+000, 2.4021115E+000, 2.4290667E+000, 2.4956493E+000, 2.5880258E+000, 2.6593456E+000, 2.7078435E+000, 2.7599781E+000, 2.7926505E+000, 2.8192570E+000, 2.8444257E+000, 2.8578229E+000, 2.8688684E+000, 2.8815339E+000, 2.8896451E+000, 2.8963416E+000, 2.9029183E+000, 2.9062772E+000, 2.9094033E+000, 9.6199999E+000
 4.7801385E+002, 1.6590088E+002, 4.6407083E+002, 9.4500437E+000, 7.8235674E+000, 6.0304956E+000, 4.4771662E+000, 3.3682063E+000, 2.6733668E+000, 2.2406328E+000, 2.0389957E+000, 1.8623829E+000, 1.7416857E+000, 2.4003849E+000, 2.4019303E+000, 2.4020963E+000, 2.4021113E+000, 2.4269340E+000, 2.4936922E+000, 2.5861137E+000, 2.6577504E+000, 2.7063642E+000, 2.7587130E+000, 2.7915788E+000, 2.8182578E+000, 2.8435354E+000, 2.8569930E+000, 2.8680882E+000, 2.8808124E+000, 2.8889630E+000, 2.8956931E+000, 2.9023046E+000, 2.9056859E+000, 2.9088328E+000, 9.6199999E+000
 4.8000425E+002, 1.6575224E+002, 4.6409265E+002, 9.4463625E+000, 7.8199658E+000, 6.0285287E+000, 4.4738283E+000, 3.3649123E+000, 2.6704073E+000, 2.2372003E+000, 2.0349119E+000, 1.8582116E+000, 1.7380509E+000, 2.4002669E+000, 2.4019156E+000, 2.4020948E+000, 2.4021113E+000, 2.4248619E+000, 2.4918137E+000, 2.5842142E+000, 2.6561744E+000, 2.7048965E+000, 2.7574577E+000, 2.7905180E+000, 2.8172674E+000, 2.8426530E+000, 2.8561704E+000, 2.8673153E+000, 2.8800981E+000, 2.8882875E+000, 2.8950510E+000, 2.9016974E+000, 2.9051006E+000, 2.9082685E+000, 9.6199999E+000
 4.8201550E+002, 1.6541666E+002, 4.6415152E+002, 9.4931507E+000, 7.8276205E+000, 6.0267415E+000, 4.4709945E+000, 3.3615391E+000, 2.6672866E+000, 2.2342803E+000, 2.0323989E+000, 1.8553891E+000, 1.7353947E+000, 2.4001417E+000, 2.4018993E+000, 2.4020932E+000, 2.4021113E+000, 2.4228487E+000, 2.4900181E+000, 2.5823112E+000, 2.6546049E+000, 2.7034278E+000, 2.7562015E+000, 2.7894585E+000, 2.8162773E+000, 2.8417709E+000, 2.8553486E+000, 2.8665431E+000, 2.8793848E+000, 2.8876133E+000, 2.8944101E+000, 2.9010911E+000, 2.9045167E+000, 2.9077058E+000, 9.6199999E+000
 4.8401523E+002, 1.6515222E+002, 4.6414835E+002, 9.4591351E+000, 7.8278241E+000, 6.0229740E+000, 4.4675064E+000, 3.3584208E+000, 2.6642110E+000, 2.2302692E+000, 2.0283985E+000, 1.8519236E+000, 1.7305804E+000, 2.4000089E+000, 2.4018822E+000, 2.4020913E+000, 2.4021113E+000, 2.4209161E+000, 2.4883349E+000, 2.5804057E+000, 2.6530435E+000, 2.7019587E+000, 2.7549448E+000, 2.7884009E+000, 2.8152883E+000, 2.8408897E+000, 2.8545275E+000, 2.8657720E+000, 2.8786724E+000, 2.8869402E+000, 2.8937707E+000, 2.9004862E+000, 2.9039347E+000, 2.9071443E+000, 9.6199999E+000
 4.8600098E+002, 1.6480740E+002, 4.6432523E+002, 9.4358091E+000, 7.8321757E+000, 6.0211339E+000, 4.4652452E+000, 3.3553329E+000, 2.6610742E+000, 2.2265601E+000, 2.0243514E+000, 1.8470237E+000, 1.7295623E+000, 2.3998702E+000, 2.4018641E+000, 2.4020891E+000, 2.4021113E+000, 2.4190979E+000, 2.4868038E+000, 2.5785148E+000, 2.6515057E+000, 2.7005026E+000, 2.7536991E+000, 2.7873547E+000, 2.8143089E+000, 2.8400168E+000, 2.8537147E+000, 2.8650088E+000, 2.8779678E+000, 2.8862746E+000, 2.8931382E+000, 2.8998883E+000, 2.9033589E+000, 2.9065895E+000, 9.6199999E+000
 4.8800319E+002, 1.6470535E+002, 4.6438535E+002, 9.5521030E+000, 7.8357697E+000, 6.0218534E+000, 4.4629846E+000, 3.3524740E+000, 2.6586931E+000, 2.2244632E+000, 2.0223081E+000, 1.8446084E+000, 1.7232888E+000, 2.3997245E+000, 2.4018447E+000, 2.4020870E+000, 2.4021113E+000, 2.4173584E+000, 2.4853952E+000, 2.5766251E+000, 2.6499813E+000, 2.6990490E+000, 2.7524552E+000, 2.7863119E+000, 2.8133318E+000, 2.8391461E+000, 2.8529041E+000, 2.8642476E+000, 2.8772652E+000, 2.8856111E+000, 2.8925078E+000, 2.8992929E+000, 2.9027858E+000, 2.9060366E+000, 9.6199999E+000
 4.9001522E+002, 1.6454134E+002, 4.6425430E+002, 9.5922499E+000, 7.8354187E+000, 6.0170584E+000, 4.4584384E+000, 3.3492167E+000, 2.6555243E+000, 2.2201154E+000, 2.0176935E+000, 1.8406392E+000, 1.7223519E+000, 2.3995690E+000, 2.4018240E+000, 2.4020846E+000, 2.4021111E+000, 2.4156046E+000, 2.4839976E+000, 2.5747252E+000, 2.6484625E+000, 2.6975889E+000, 2.7512054E+000, 2.7852657E+000, 2.8123515E+000, 2.8382726E+000, 2.8520908E+000, 2.8634844E+000, 2.8765609E+000, 2.8849459E+000, 2.8918760E+000, 2.8986962E+000, 2.9022114E+000, 2.9054832E+000, 9.6199999E+000
 4.9201315E+002, 1.6444383E+002, 4.6429092E+002, 9.6072884E+000, 7.8423500E+000, 6.0141048E+000, 4.4560814E+000, 3.3456926E+000, 2.6520743E+000, 2.2165339E+000, 2.0138295E+000, 1.8359057E+000, 1.7158262E+000, 2.3994048E+000, 2.4018018E+000, 2.4020820E+000, 2.4021111E+000, 2.4138029E+000, 2.4825225E+000, 2.5728302E+000, 2.6469636E+000, 2.6961341E+000, 2.7499602E+000, 2.7842247E+000, 2.8113756E+000, 2.8374028E+000, 2.8512814E+000, 2.8627248E+000, 2.8758602E+000, 2.8842840E+000, 2.8912480E+000, 2.8981032E+000, 2.9016407E+000, 2.9049330E+000, 9.6199999E+000
 4.9400744E+002, 1.6449016E+002, 4.6431287E+002, 9.6414566E+000, 7.8444366E+000, 6.0146894E+000, 4.4536619E+000, 3.3428183E+000, 2.6496572E+000, 2.2145455E+000, 2.0125108E+000, 1.8352581E+000, 1.7157755E+000, 2.3992317E+000, 2.4017785E+000, 2.4020791E+000, 2.4021111E+000, 2.4119813E+000, 2.4809661E+000, 2.5709460E+000, 2.6454914E+000, 2.6946888E+000, 2.7487228E+000, 2.7831914E+000, 2.8104069E+000, 2.8365393E+000, 2.8504779E+000, 2.8619709E+000, 2.8751647E+000, 2.8836277E+000, 2.8906248E+000, 2.8975153E+000, 2.9010749E+000, 2.9043882E+000, 9.6199999E+000
 4.9601908E+002, 1.6469748E+002, 4.6429068E+002, 9.6459179E+000, 7.8443995E+000, 6.0120077E+000, 4.4504714E+000, 3.3395143E+000, 2.6461623E+000, 2.2099576E+000, 2.0074348E+000, 1.8294278E+000, 1.7089745E+000, 2.3990483E+000, 2.4017534E+000, 2.4020760E+000, 2.4021111E+000, 2.4101534E+000, 2.4793372E+000, 2.5690582E+000, 2.6440368E+000, 2.6932421E+000, 2.7474837E+000, 2.7821577E+000, 2.8094382E+000, 2.8356757E+000, 2.8496747E+000, 2.8612175E+000, 2.8744702E+000, 2.8829722E+000, 2.8900027E+000, 2.8969283E+000, 2.9005103E+000, 2.9038441E+000, 9.6199999E+000
 4.9800476E+002, 1.6427567E+002, 4.6430664E+002, 9.6938906E+000, 7.8403482E+000, 6.0113969E+000, 4.4475851E+000, 3.3364167E+000, 2.6433372E+000, 2.2069373E+000, 2.0045249E+000, 1.8274525E+000, 1.7084852E+000, 2.3988552E+000, 2.4017272E+000, 2.4020729E+000, 2.4021108E+000, 2.4083514E+000, 2.4776609E+000, 2.5671771E+000, 2.6426113E+000, 2.6918018E+000, 2.7462499E+000, 2.7811286E+000, 2.8084748E+000, 2.8348167E+000, 2.8488760E+000, 2.8604684E+000, 2.8737795E+000, 2.8823206E+000, 2.8893845E+000, 2.8963449E+000, 2.8999496E+000, 2.9033043E+000, 9.6199999E+000
 5.0000429E+002, 1.6413855E+002, 4.6437729E+002, 9.7177458E+000, 7.8405671E+000, 6.0102015E+000, 4.4446192E+000, 3.3335485E+000, 2.6407657E+000, 2.2042665E+000, 2.0012572E+000, 1.8231076E+000, 1.7052971E+000, 2.3986523E+000, 2.4016993E+000, 2.4020693E+000, 2.4021108E+000, 2.4066031E+000, 2.4759500E+000, 2.5653045E+000, 2.6412201E+000, 2.6903691E+000, 2.7450225E+000, 2.7801049E+000, 2.8075173E+000, 2.8339629E+000, 2.8480823E+000, 2.8597243E+000, 2.8730938E+000, 2.8816738E+000, 2.8887708E+000, 2.8957663E+000, 2.8993931E+000, 2.9027684E+000, 9.6199999E+000
 5.0201652E+002, 1.6390404E+002, 4.6441574E+002, 9.6940336E+000, 7.8504777E+000, 6.0086594E+000, 4.4423923E+000, 3.3305490E+000, 2.6375675E+000, 2.2005925E+000, 1.9983617E+000, 1.8205236E+000, 1.6999730E+000, 2.3984368E+000, 2.4016695E+000, 2.4020655E+000, 2.4021106E+000, 2.4049361E+000, 2.4741948E+000, 2.5634224E+000, 2.6398547E+000, 2.6889303E+000, 2.7437894E+000, 2.7790761E+000, 2.8065567E+000, 2.8331063E+000, 2.8472860E+000, 2.8589778E+000, 2.8724060E+000, 2.8810251E+000, 2.8881557E+000, 2.8951867E+000, 2.8988361E+000, 2.9022315E+000, 9.6199999E+000
 5.0400296E+002, 1.6403290E+002, 4.6446597E+002, 9.7607584E+000, 7.8569460E+000, 6.0087929E+000, 4.4394603E+000, 3.3276365E+000, 2.6346943E+000, 2.1971650E+000, 1.9949148E+000, 1.8177793E+000, 1.6989747E+000, 2.3982115E+000, 2.4016383E+000, 2.4020615E+000, 2.4021106E+000, 2.4034588E+000, 2.4724178E+000, 2.5615494E+000, 2.6385341E+000, 2.6875000E+000, 2.7425630E+000, 2.7780521E+000, 2.8056023E+000, 2.8322551E+000, 2.8464949E+000, 2.8582366E+000, 2.8717232E+000, 2.8803813E+000, 2.8875453E+000, 2.8946116E+000, 2.8982830E+000, 2.9016991E+000, 9.6199999E+000
 5.0600682E+002, 1.6362183E+002, 4.6451135E+002, 9.7554951E+000, 7.8625307E+000, 6.0095735E+000, 4.4367714E+000, 3.3247228E+000, 2.6321332E+000, 2.1944659E+000, 1.9914672E+000, 1.8129994E+000, 1.6922683E+000, 2.3979747E+000, 2.4016051E+000, 2.4020569E+000, 2.4021103E+000, 2.4023986E+000, 2.4706209E+000, 2.5596833E+000, 2.6372619E+000, 2.6860757E+000, 2.7413416E+000, 2.7770309E+000, 2.8046527E+000, 2.8314083E+000, 2.8457081E+000, 2.8574994E+000, 2.8710446E+000, 2.8797417E+000, 2.8869388E+000, 2.8940406E+000, 2.8977339E+000, 2.9011705E+000, 9.6199999E+000
 5.0801295E+002, 1.6336139E+002, 4.6458713E+002, 9.7948408E+000, 7.8617601E+000, 6.0047913E+000, 4.4342914E+000, 3.3221443E+000, 2.6292231E+000, 2.1911047E+000, 1.9884876E+000, 1.8104274E+000, 1.6898540E+000, 2.3977249E+000, 2.4015698E+000, 2.4020522E+000, 2.4021103E+000, 2.4021127E+000, 2.4687948E+000, 2.5578110E+000, 2.6360352E+000, 2.6846480E+000, 2.7401166E+000, 2.7760055E+000, 2.8037016E+000, 2.8305600E+000, 2.8449199E+000, 2.8567610E+000, 2.8703651E+000, 2.8791013E+000, 2.8863318E+000, 2.8934689E+000, 2.8971841E+000, 2.9006417E+000, 9.6199999E+000
 5.1000147E+002, 1.6321161E+002, 4.6464929E+002, 9.8487825E+000, 7.8601103E+000, 6.0040412E+000, 4.4321032E+000, 3.3194544E+000, 2.6266859E+000, 2.1887259E+000, 1.9859337E+000, 1.8079077E+000, 1.6876208E+000, 2.3974638E+000, 2.4015329E+000, 2.4020472E+000, 2.4021101E+000, 2.4021118E+000, 2.4669578E+000, 2.5559490E+000, 2.6348653E+000, 2.6832292E+000, 2.7388990E+000, 2.7749839E+000, 2.8027573E+000, 2.8297172E+000, 2.8441372E+000, 2.8560281E+000, 2.8696907E+000, 2.8784659E+000, 2.8857296E+000, 2.8929014E+000, 2.8966391E+000, 2.9001176E+000, 9.6199999E+000
 5.1200760E+002, 1.6307832E+002, 4.6464948E+002, 9.8646412E+000, 7.8711071E+000, 6.0039835E+000, 4.4293618E+000, 3.3167727E+000, 2.6238537E+000, 2.1851809E+000, 1.9821783E+000, 1.8042841E+000, 1.6823572E+000, 2.3971889E+000, 2.4014940E+000, 2.4020417E+000, 2.4021099E+000, 2.4021118E+000, 2.4651055E+000, 2.5540903E+000, 2.6337399E+000, 2.6818140E+000, 2.7376840E+000, 2.7739623E+000, 2.8018160E+000, 2.8288772E+000, 2.8433573E+000, 2.8552978E+000, 2.8690190E+000, 2.8778331E+000, 2.8851299E+000, 2.8923366E+000, 2.8960969E+000, 2.8995960E+000, 9.6199999E+000
 5.1400254E+002, 1.6283578E+002, 4.6470987E+002, 9.9349766E+000, 7.8666587E+000, 6.0034838E+000, 4.4274769E+000, 3.3141079E+000, 2.6209776E+000, 2.1817739E+000, 1.9789478E+000, 1.8010360E+000, 1.6840739E+000, 2.3968995E+000, 2.4014528E+000, 2.4020357E+000, 2.4021096E+000, 2.4021118E+000, 2.4632363E+000, 2.5522316E+000, 2.6326361E+000, 2.6804001E+000, 2.7364695E+000, 2.7729385E+000, 2.8008764E+000, 2.8280387E+000, 2.8425786E+000, 2.8545690E+000, 2.8683488E+000, 2.8772018E+000, 2.8845320E+000, 2.8917735E+000, 2.8955562E+000, 2.8990762E+000, 9.6199999E+000
 5.1600045E+002, 1.6260649E+002, 4.6480368E+002, 9.9478722E+000, 7.8811169E+000, 6.0036774E+000, 4.4247661E+000, 3.3116055E+000, 2.6186478E+000, 2.1800957E+000, 1.9772711E+000, 1.7980623E+000, 1.6774722E+000, 2.3965952E+000, 2.4014094E+000, 2.4020295E+000, 2.4021096E+000, 2.4021118E+000, 2.4613595E+000, 2.5503800E+000, 2.6315274E+000, 2.6789925E+000, 2.7352598E+000, 2.7719162E+000, 2.7999413E+000, 2.8272040E+000, 2.8418040E+000, 2.8538439E+000, 2.8676822E+000, 2.8765743E+000, 2.8839376E+000, 2.8912146E+000, 2.8950195E+000, 2.8985603E+000, 9.6199999E+000
 5.1800662E+002, 1.6221883E+002, 4.6475485E+002, 9.9513559E+000, 7.8771744E+000, 6.0024061E+000, 4.4224162E+000, 3.3089588E+000, 2.6155295E+000, 2.1757913E+000, 1.9731636E+000, 1.7945505E+000, 1.6760515E+000, 2.3962746E+000, 2.4013634E+000, 2.4020228E+000, 2.4021094E+000, 2.4021118E+000, 2.4594669E+000, 2.5485268E+000, 2.6303835E+000, 2.6775846E+000, 2.7340493E+000, 2.7708902E+000, 2.7990069E+000, 2.8263700E+000, 2.8410299E+000, 2.8531199E+000, 2.8670166E+000, 2.8759475E+000, 2.8833442E+000, 2.8906567E+000, 2.8944843E+000, 2.8980455E+000, 9.6199999E+000
 5.2000073E+002, 1.6201414E+002, 4.6483304E+002, 1.0016027E+001, 7.8764210E+000, 6.0030789E+000, 4.4206705E+000, 3.3066852E+000, 2.6131296E+000, 2.1730165E+000, 1.9695498E+000, 1.7911878E+000, 1.6702852E+000, 2.3959389E+000, 2.4013152E+000, 2.4020157E+000, 2.4021089E+000, 2.4021118E+000, 2.4575677E+000, 2.5466785E+000, 2.6291988E+000, 2.6761818E+000, 2.7328422E+000, 2.7698643E+000, 2.7980759E+000, 2.8255389E+000, 2.8402588E+000, 2.8523986E+000, 2.8663540E+000, 2.8753238E+000, 2.8827534E+000, 2.8901017E+000, 2.8939512E+000, 2.8975329E+000, 9.6199999E+000
 5.2200369E+002, 1.6230412E+002, 4.6487231E+002, 1.0091594E+001, 7.8893051E+000, 6.0061083E+000, 4.4187937E+000, 3.3040726E+000, 2.6104712E+000, 2.1711712E+000, 1.9679372E+000, 1.7894648E+000, 1.6689565E+000, 2.3955867E+000, 2.4012644E+000, 2.4020081E+000, 2.4021087E+000, 2.4021118E+000, 2.4556627E+000, 2.5448353E+000, 2.6279750E+000, 2.6747837E+000, 2.7316387E+000, 2.7688386E+000, 2.7971485E+000, 2.8247106E+000, 2.8394904E+000, 2.8516800E+000, 2.8656938E+000, 2.8747027E+000, 2.8821654E+000, 2.8895493E+000, 2.8934207E+000, 2.8970237E+000, 9.6199999E+000
 5.2400281E+002, 1.6216072E+002, 4.6496188E+002, 1.0018977E+001, 7.8952169E+000, 6.0074553E+000, 4.4168291E+000, 3.3018377E+000, 2.6074498E+000, 2.1670201E+000, 1.9636070E+000, 1.7863748E+000, 1.6659293E+000, 2.3952157E+000, 2.4012110E+000, 2.4020000E+000, 2.4021084E+000, 2.4021118E+000, 2.4537497E+000, 2.5429933E+000, 2.6267140E+000, 2.6733875E+000, 2.7304358E+000, 2.7678111E+000, 2.7962229E+000, 2.8238838E+000, 2.8387237E+000, 2.8509631E+000, 2.8650355E+000, 2.8740835E+000, 2.8815794E+000, 2.8889985E+000, 2.8928924E+000, 2.8965161E+000, 9.6199999E+000
 5.2600118E+002, 1.6192238E+002, 4.6506686E+002, 1.0076392E+001, 7.8945212E+000, 6.0082216E+000, 4.4143596E+000, 3.2996030E+000, 2.6054242E+000, 2.1656134E+000, 1.9618382E+000, 1.7829808E+000, 1.6630050E+000, 2.3948295E+000, 2.4011548E+000, 2.4019914E+000, 2.4021080E+000, 2.4021118E+000, 2.4518340E+000, 2.5411568E+000, 2.6254232E+000, 2.6719966E+000, 2.7292368E+000, 2.7667840E+000, 2.7953012E+000, 2.8230603E+000, 2.8379600E+000, 2.8502493E+000, 2.8643804E+000, 2.8734674E+000, 2.8809969E+000, 2.8884511E+000, 2.8923674E+000, 2.8960116E+000, 9.6199999E+000
 5.2801424E+002, 1.6163313E+002, 4.6511273E+002, 1.0165112E+001, 7.8930717E+000, 6.0065212E+000, 4.4117870E+000, 3.2968354E+000, 2.6022313E+000, 2.1623416E+000, 1.9592167E+000, 1.7802873E+000, 1.6603925E+000, 2.3944237E+000, 2.4010956E+000, 2.4019821E+000, 2.4021077E+000, 2.4021118E+000, 2.4499087E+000, 2.5393176E+000, 2.6241009E+000, 2.6706045E+000, 2.7280357E+000, 2.7657528E+000, 2.7943790E+000, 2.8222363E+000, 2.8371959E+000, 2.8495352E+000, 2.8637254E+000, 2.8728518E+000, 2.8804145E+000, 2.8879042E+000, 2.8918428E+000, 2.8955078E+000, 9.6199999E+000
 5.3000613E+002, 1.6196971E+002, 4.6518951E+002, 1.0253136E+001, 7.9125094E+000, 6.0119309E+000, 4.4102840E+000, 3.2947378E+000, 2.5996883E+000, 2.1589618E+000, 1.9554482E+000, 1.7767435E+000, 1.6555521E+000, 2.3939984E+000, 2.4010339E+000, 2.4019723E+000, 2.4021072E+000, 2.4021118E+000, 2.4479845E+000, 2.5374851E+000, 2.6227574E+000, 2.6692188E+000, 2.7268393E+000, 2.7647233E+000, 2.7934618E+000, 2.8214166E+000, 2.8364358E+000, 2.8488250E+000, 2.8630741E+000, 2.8722396E+000, 2.8798354E+000, 2.8873606E+000, 2.8913217E+000, 2.8950071E+000, 9.6199999E+000
 5.3201332E+002, 1.6252182E+002, 4.6522559E+002, 1.0331471E+001, 7.9086003E+000, 6.0144711E+000, 4.4077992E+000, 3.2919555E+000, 2.5968704E+000, 2.1564989E+000, 1.9527302E+000, 1.7737100E+000, 1.6535716E+000, 2.3935506E+000, 2.4009688E+000, 2.4019618E+000, 2.4021068E+000, 2.4021118E+000, 2.4460623E+000, 2.5356591E+000, 2.6213958E+000, 2.6678388E+000, 2.7256470E+000, 2.7636955E+000, 2.7925482E+000, 2.8205998E+000, 2.8356788E+000, 2.8481181E+000, 2.8624258E+000, 2.8716304E+000, 2.8792593E+000, 2.8868196E+000, 2.8908026E+000, 2.8945091E+000, 9.6199999E+000
 5.3400639E+002, 1.6246150E+002, 4.6536255E+002, 1.0455796E+001, 7.9245234E+000, 6.0140319E+000, 4.4064951E+000, 3.2897534E+000, 2.5940292E+000, 2.1536281E+000, 1.9501611E+000, 1.7715787E+000, 1.6486596E+000, 2.3930774E+000, 2.4009008E+000, 2.4019508E+000, 2.4021063E+000, 2.4021118E+000, 2.4441402E+000, 2.5338366E+000, 2.6200161E+000, 2.6664624E+000, 2.7244563E+000, 2.7626677E+000, 2.7916372E+000, 2.8197854E+000, 2.8349237E+000, 2.8474128E+000, 2.8617797E+000, 2.8710234E+000, 2.8786852E+000, 2.8862808E+000, 2.8902862E+000, 2.8940132E+000, 9.6199999E+000
 5.3601468E+002, 1.6202765E+002, 4.6535443E+002, 1.0477151E+001, 7.9275546E+000, 6.0187607E+000, 4.4044509E+000, 3.2877636E+000, 2.5917213E+000, 2.1508932E+000, 1.9473203E+000, 1.7690431E+000, 1.6487420E+000, 2.3925755E+000, 2.4008293E+000, 2.4019392E+000, 2.4021058E+000, 2.4021118E+000, 2.4422195E+000, 2.5320172E+000, 2.6186209E+000, 2.6650896E+000, 2.7232678E+000, 2.7616396E+000, 2.7907283E+000, 2.8189728E+000, 2.8341708E+000, 2.8467100E+000, 2.8611355E+000, 2.8704183E+000, 2.8781135E+000, 2.8857436E+000, 2.8897715E+000, 2.8935196E+000, 9.6199999E+000
 5.3800775E+002, 1.6158365E+002, 4.6544336E+002, 1.0462115E+001, 7.9286213E+000, 6.0157051E+000, 4.4021230E+000, 3.2855151E+000, 2.5893273E+000, 2.1490633E+000, 1.9446658E+000, 1.7647716E+000, 1.6431489E+000, 2.3920465E+000, 2.4007545E+000, 2.4019268E+000, 2.4021053E+000, 2.4021118E+000, 2.4403021E+000, 2.5302022E+000, 2.6172125E+000, 2.6637206E+000, 2.7220812E+000, 2.7606122E+000, 2.7898223E+000, 2.8181624E+000, 2.8334200E+000, 2.8460093E+000, 2.8604939E+000, 2.8698161E+000, 2.8775444E+000, 2.8852091E+000, 2.8892593E+000, 2.8930287E+000, 9.6199999E+000
 5.4000083E+002, 1.6139420E+002, 4.6553088E+002, 1.0567674E+001, 7.9443278E+000, 6.0206399E+000, 4.4021473E+000, 3.2837458E+000, 2.5863578E+000, 2.1453650E+000, 1.9416612E+000, 1.7629427E+000, 1.6410333E+000, 2.3914936E+000, 2.4006763E+000, 2.4019136E+000, 2.4021046E+000, 2.4021118E+000, 2.4383967E+000, 2.5283983E+000, 2.6157985E+000, 2.6623614E+000, 2.7209017E+000, 2.7595899E+000, 2.7889230E+000, 2.8173578E+000, 2.8326745E+000, 2.8453135E+000, 2.8598568E+000, 2.8692179E+000, 2.8769794E+000, 2.8846784E+000, 2.8887510E+000, 2.8925416E+000, 9.6199999E+000
