s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 2.4890468E+002, 4.5664786E+002, 5.3463314E+002, 5.3733448E+002, 5.2340647E+002, 5.2620791E+002, 3.5563770E+002, 8.5490937E+001, 7.3536498E+001, 2.1216173E+002, 1.7088951E+002, 1.2300807E+002, 5.0130629E+001, 3.1130285E+001, 2.9072958E+001, 2.6969626E+001, 2.2195360E+001
 2.4900304E+002, 4.5252596E+002, 5.3477801E+002, 5.4595017E+002, 5.2601903E+002, 5.9911259E+002, 3.1225537E+002, 8.5210586E+001, 7.3072468E+001, 2.1275047E+002, 1.6847716E+002, 1.2055171E+002, 4.9695120E+001, 3.1255346E+001, 2.9157197E+001, 2.6985045E+001, 2.2257272E+001
 2.4910138E+002, 4.5348877E+002, 5.3495533E+002, 5.5210952E+002, 5.2858228E+002, 6.4402742E+002, 2.8732774E+002, 8.5248232E+001, 7.2864824E+001, 2.1760980E+002, 1.6618190E+002, 1.1792950E+002, 4.9462731E+001, 3.1394723E+001, 2.9245389E+001, 2.7005722E+001, 2.2356985E+001
 2.4920947E+002, 4.6131608E+002, 5.3550099E+002, 5.5011541E+002, 5.3246148E+002, 6.0992908E+002, 2.7932840E+002, 8.5707120E+001, 7.2716729E+001, 2.2370955E+002, 1.6465177E+002, 1.1542986E+002, 4.9379691E+001, 3.1431277E+001, 2.9279960E+001, 2.6983389E+001, 2.2447618E+001
 2.4931258E+002, 4.6624697E+002, 5.3700188E+002, 5.4560385E+002, 5.3903232E+002, 6.3937948E+002, 2.6464614E+002, 8.6781929E+001, 7.3175895E+001, 2.2243885E+002, 1.6465960E+002, 1.1363497E+002, 4.9632352E+001, 3.1388599E+001, 2.9324572E+001, 2.7049346E+001, 2.2560474E+001
 2.4940096E+002, 4.7526990E+002, 5.3833323E+002, 5.4293822E+002, 5.4635628E+002, 6.7823637E+002, 2.4470628E+002, 8.8073505E+001, 7.3640558E+001, 2.1684299E+002, 1.6619346E+002, 1.1280706E+002, 5.0306430E+001, 3.1366210E+001, 2.9330255E+001, 2.7044552E+001, 2.2598209E+001
 2.4950406E+002, 4.9413501E+002, 5.3962996E+002, 5.4185408E+002, 5.4896174E+002, 6.4270688E+002, 2.4004496E+002, 8.9592587E+001, 7.4183264E+001, 2.1229237E+002, 1.6916480E+002, 1.1289663E+002, 5.1321295E+001, 3.1336711E+001, 2.9376422E+001, 2.7074682E+001, 2.2619495E+001
 2.4960716E+002, 4.8018212E+002, 5.4204788E+002, 5.4279441E+002, 5.4635541E+002, 6.3366443E+002, 2.4008160E+002, 9.1396180E+001, 7.4780887E+001, 2.0876511E+002, 1.7371336E+002, 1.1411654E+002, 5.2934871E+001, 3.1343041E+001, 2.9436668E+001, 2.7122806E+001, 2.2636363E+001
 2.4971028E+002, 4.7978288E+002, 5.4908214E+002, 5.5254722E+002, 5.4562066E+002, 6.4211504E+002, 2.3088144E+002, 9.4686016E+001, 7.5300238E+001, 2.0484201E+002, 1.7952764E+002, 1.1648276E+002, 5.5001422E+001, 3.1295813E+001, 2.9468613E+001, 2.7165780E+001, 2.2629848E+001
 2.4981339E+002, 4.9511517E+002, 5.6901011E+002, 5.6594696E+002, 5.5291001E+002, 5.4648136E+002, 2.1740390E+002, 1.0003523E+002, 7.5814056E+001, 2.0426450E+002, 1.8620702E+002, 1.2003136E+002, 5.7644077E+001, 3.1323605E+001, 2.9501287E+001, 2.7168406E+001, 2.2602427E+001
 2.4990176E+002, 5.1327271E+002, 5.8191072E+002, 5.6278278E+002, 5.7690596E+002, 4.9350452E+002, 2.1907509E+002, 1.0735754E+002, 7.6628005E+001, 2.1204586E+002, 1.9247058E+002, 1.2417256E+002, 6.0411500E+001, 3.1362519E+001, 2.9526297E+001, 2.7154062E+001, 2.2579916E+001
 2.5000487E+002, 5.1949036E+002, 5.7381131E+002, 5.5644297E+002, 6.0055263E+002, 4.8970022E+002, 2.4278606E+002, 1.1566353E+002, 7.7091451E+001, 2.1889080E+002, 1.9789618E+002, 1.2884241E+002, 6.3297641E+001, 3.1418354E+001, 2.9558659E+001, 2.7140826E+001, 2.2567526E+001
 2.5010797E+002, 5.1143644E+002, 5.6810234E+002, 5.7589436E+002, 5.8638103E+002, 5.2048720E+002, 2.7686335E+002, 1.2574806E+002, 7.7506233E+001, 2.1480690E+002, 2.0184478E+002, 1.3396806E+002, 6.6354183E+001, 3.1504355E+001, 2.9573694E+001, 2.7126731E+001, 2.2581923E+001
 2.5021107E+002, 4.9525643E+002, 5.8039894E+002, 6.2289576E+002, 5.8365077E+002, 5.5538593E+002, 3.0152151E+002, 1.3615900E+002, 7.7857307E+001, 2.0911354E+002, 2.0393237E+002, 1.3847879E+002, 6.9083960E+001, 3.1630383E+001, 2.9578846E+001, 2.7109513E+001, 2.2634006E+001
 2.5031419E+002, 4.8726843E+002, 6.1231011E+002, 6.2998894E+002, 5.5027898E+002, 5.4394367E+002, 3.1085619E+002, 1.4665929E+002, 7.9020391E+001, 2.3320116E+002, 2.0451170E+002, 1.4181086E+002, 7.1094936E+001, 3.1763364E+001, 2.9616998E+001, 2.7107407E+001, 2.2713559E+001
 2.5040257E+002, 5.1171226E+002, 6.4758643E+002, 6.5199283E+002, 5.4459271E+002, 5.2649960E+002, 3.0931596E+002, 1.5492044E+002, 7.9948824E+001, 2.8077064E+002, 2.0321832E+002, 1.4352791E+002, 7.2174405E+001, 3.1865024E+001, 2.9657932E+001, 2.7127542E+001, 2.2839531E+001
 2.5050568E+002, 5.5747886E+002, 6.6190362E+002, 6.4255869E+002, 5.5034685E+002, 5.0164202E+002, 3.0569185E+002, 1.6011774E+002, 8.0572902E+001, 2.5179536E+002, 1.9943598E+002, 1.4383539E+002, 7.2428589E+001, 3.1974431E+001, 2.9712609E+001, 2.7123122E+001, 2.2964643E+001
 2.5060878E+002, 5.4102285E+002, 6.5574689E+002, 6.2361563E+002, 5.5489920E+002, 4.7222134E+002, 3.0521932E+002, 1.6216985E+002, 8.1583645E+001, 2.5977950E+002, 1.9258569E+002, 1.4275247E+002, 7.1819815E+001, 3.2018668E+001, 2.9776715E+001, 2.7154162E+001, 2.3143892E+001
 2.5071188E+002, 5.4229942E+002, 6.1220635E+002, 6.2797375E+002, 5.6913340E+002, 4.5481100E+002, 3.0538736E+002, 1.6296746E+002, 8.2573474E+001, 2.7250602E+002, 1.8432692E+002, 1.4033235E+002, 7.0429640E+001, 3.2033626E+001, 2.9819910E+001, 2.7124495E+001, 2.3289077E+001
 2.5080026E+002, 5.2357917E+002, 5.9636550E+002, 6.3708740E+002, 5.5244116E+002, 4.4438049E+002, 3.0349114E+002, 1.6320960E+002, 8.3264718E+001, 2.4752061E+002, 1.7679476E+002, 1.3706600E+002, 6.8589851E+001, 3.1958543E+001, 2.9880807E+001, 2.7157999E+001, 2.3463063E+001
 2.5091368E+002, 5.0270453E+002, 6.0720191E+002, 5.9920523E+002, 5.2640064E+002, 4.4076236E+002, 2.9872413E+002, 1.6254527E+002, 8.3361620E+001, 2.3937600E+002, 1.7018861E+002, 1.3294395E+002, 6.6405098E+001, 3.1912032E+001, 2.9940985E+001, 2.7188294E+001, 2.3629486E+001
 2.5101089E+002, 5.1349199E+002, 6.1973209E+002, 5.5518493E+002, 5.3195487E+002, 4.4651352E+002, 2.9826946E+002, 1.6151956E+002, 8.3522898E+001, 2.3943435E+002, 1.6522659E+002, 1.2850967E+002, 6.3961769E+001, 3.1817433E+001, 2.9982012E+001, 2.7205221E+001, 2.3777379E+001
 2.5110811E+002, 5.2616087E+002, 6.1009135E+002, 5.4283335E+002, 5.4275102E+002, 4.6129595E+002, 3.1608890E+002, 1.6025997E+002, 8.4089164E+001, 2.3948701E+002, 1.6254532E+002, 1.2487011E+002, 6.1679421E+001, 3.1719885E+001, 3.0032901E+001, 2.7242749E+001, 2.3923178E+001
 2.5120532E+002, 5.2216336E+002, 5.9383848E+002, 5.5446194E+002, 5.4963430E+002, 4.9224045E+002, 3.5844879E+002, 1.5729025E+002, 8.4542593E+001, 2.3368212E+002, 1.6147735E+002, 1.2209634E+002, 5.9449079E+001, 3.1596910E+001, 3.0064809E+001, 2.7287905E+001, 2.4045492E+001
 2.5130254E+002, 5.1215926E+002, 5.8768852E+002, 5.7469120E+002, 5.7634517E+002, 5.3434892E+002, 3.9017358E+002, 1.5122670E+002, 8.4959816E+001, 2.2874503E+002, 1.6163333E+002, 1.2036560E+002, 5.7343437E+001, 3.1466141E+001, 3.0047286E+001, 2.7294431E+001, 2.4103910E+001
 2.5141595E+002, 4.9988317E+002, 5.8989081E+002, 5.9012712E+002, 6.1051928E+002, 5.5282732E+002, 3.7852844E+002, 1.4222402E+002, 8.4696088E+001, 2.3646572E+002, 1.6261181E+002, 1.1955620E+002, 5.5243264E+001, 3.1373838E+001, 3.0073594E+001, 2.7352894E+001, 2.4124766E+001
 2.5151317E+002, 4.9316081E+002, 6.0487774E+002, 6.4402654E+002, 6.1834168E+002, 5.3620226E+002, 3.4806226E+002, 1.3319104E+002, 8.4133167E+001, 2.4985278E+002, 1.6411013E+002, 1.1951700E+002, 5.3347902E+001, 3.1273260E+001, 3.0045991E+001, 2.7363815E+001, 2.4054851E+001
 2.5161038E+002, 4.9846330E+002, 6.6323217E+002, 6.9521173E+002, 6.1873033E+002, 5.2040165E+002, 3.2730585E+002, 1.2673752E+002, 8.4951152E+001, 2.4383889E+002, 1.6603489E+002, 1.1983719E+002, 5.1776458E+001, 3.1237606E+001, 3.0052714E+001, 2.7421590E+001, 2.3959427E+001
 2.5170760E+002, 5.3614588E+002, 6.7722584E+002, 7.0108383E+002, 6.3392397E+002, 5.2513068E+002, 3.1448271E+002, 1.2032345E+002, 8.4686567E+001, 2.3475759E+002, 1.6852685E+002, 1.2015961E+002, 5.0339130E+001, 3.1203300E+001, 3.0063406E+001, 2.7500541E+001, 2.3822432E+001
 2.5180482E+002, 5.7149076E+002, 6.9529289E+002, 6.7345722E+002, 6.2946663E+002, 5.4473041E+002, 3.0432988E+002, 1.1577729E+002, 8.4816082E+001, 2.4689931E+002, 1.7123082E+002, 1.2016738E+002, 4.9045749E+001, 3.1214293E+001, 3.0127852E+001, 2.7641888E+001, 2.3681020E+001
 2.5190204E+002, 5.5139221E+002, 6.7294655E+002, 6.9373400E+002, 6.0758486E+002, 5.6109265E+002, 2.8707794E+002, 1.1355775E+002, 8.4691157E+001, 2.4767665E+002, 1.7371869E+002, 1.1962952E+002, 4.7923841E+001, 3.1251361E+001, 3.0164567E+001, 2.7754217E+001, 2.3502267E+001
 2.5201546E+002, 5.2294507E+002, 6.5867139E+002, 6.9434225E+002, 5.9051608E+002, 5.5001726E+002, 2.6497368E+002, 1.1604677E+002, 8.4540355E+001, 2.2809269E+002, 1.7596070E+002, 1.1842566E+002, 4.6838085E+001, 3.1288172E+001, 3.0199234E+001, 2.7875095E+001, 2.3313089E+001
 2.5211267E+002, 5.1978716E+002, 6.4253970E+002, 6.5214192E+002, 5.8698111E+002, 5.0591947E+002, 2.5044442E+002, 1.2452754E+002, 8.4736929E+001, 2.3518515E+002, 1.7777061E+002, 1.1700325E+002, 4.5942986E+001, 3.1344411E+001, 3.0243861E+001, 2.7996835E+001, 2.3102528E+001
 2.5220988E+002, 5.3404910E+002, 6.2760890E+002, 6.3108056E+002, 5.8564446E+002, 4.6736441E+002, 2.5284345E+002, 1.2288822E+002, 8.4759854E+001, 2.4272539E+002, 1.7890734E+002, 1.1593799E+002, 4.5327937E+001, 3.1414851E+001, 3.0297424E+001, 2.8102196E+001, 2.2927094E+001
 2.5230710E+002, 5.3308797E+002, 6.1988781E+002, 6.2991958E+002, 5.7494088E+002, 4.5818620E+002, 2.7268283E+002, 1.2026493E+002, 8.4397207E+001, 2.3941700E+002, 1.7986059E+002, 1.1536857E+002, 4.4982398E+001, 3.1546071E+001, 3.0400048E+001, 2.8221306E+001, 2.2798743E+001
 2.5240431E+002, 5.2292092E+002, 6.1909201E+002, 6.2694688E+002, 5.6485346E+002, 4.8358343E+002, 3.1179058E+002, 1.2421949E+002, 8.4795901E+001, 2.4073117E+002, 1.8111104E+002, 1.1526892E+002, 4.4854979E+001, 3.1661813E+001, 3.0457712E+001, 2.8289124E+001, 2.2715718E+001
 2.5250153E+002, 5.1621380E+002, 6.2225905E+002, 6.1814767E+002, 5.8158987E+002, 5.4111934E+002, 3.6246801E+002, 1.3230007E+002, 8.5108774E+001, 2.4890097E+002, 1.8290223E+002, 1.1548198E+002, 4.4981378E+001, 3.1784110E+001, 3.0479061E+001, 2.8326971E+001, 2.2696690E+001
 2.5261494E+002, 5.1344773E+002, 6.1681544E+002, 6.1422249E+002, 6.1752048E+002, 6.2335435E+002, 4.1676875E+002, 1.4482044E+002, 8.5660924E+001, 2.4048590E+002, 1.8505378E+002, 1.1583196E+002, 4.5475251E+001, 3.1950757E+001, 3.0496395E+001, 2.8347271E+001, 2.2717538E+001
 2.5271216E+002, 5.1112913E+002, 6.0401148E+002, 6.1453389E+002, 6.1441997E+002, 6.8096800E+002, 4.6163043E+002, 1.5805146E+002, 8.6770391E+001, 2.3116481E+002, 1.8681861E+002, 1.1615539E+002, 4.6377470E+001, 3.2092104E+001, 3.0526937E+001, 2.8402888E+001, 2.2773541E+001
 2.5280937E+002, 5.1148355E+002, 6.0480476E+002, 6.0342645E+002, 6.1588319E+002, 6.8451863E+002, 4.8480639E+002, 1.6452400E+002, 8.7488047E+001, 2.3179132E+002, 1.8775317E+002, 1.1652372E+002, 4.7687940E+001, 3.2141859E+001, 3.0578132E+001, 2.8484532E+001, 2.2808831E+001
 2.5291124E+002, 5.0818827E+002, 6.0547985E+002, 5.8179861E+002, 6.3067648E+002, 6.5495341E+002, 4.8687296E+002, 1.6513755E+002, 8.7442896E+001, 2.2301649E+002, 1.8818279E+002, 1.1717472E+002, 4.9565561E+001, 3.2073770E+001, 3.0536484E+001, 2.8517121E+001, 2.2785169E+001
 2.5301312E+002, 5.0487955E+002, 5.9976428E+002, 5.7337324E+002, 6.4789713E+002, 6.2170598E+002, 4.6593934E+002, 1.6240202E+002, 8.6510995E+001, 2.0821280E+002, 1.8830717E+002, 1.1837970E+002, 5.2110014E+001, 3.2083712E+001, 3.0545143E+001, 2.8611801E+001, 2.2726585E+001
 2.5310043E+002, 5.0334453E+002, 5.9515770E+002, 5.8592823E+002, 6.3985551E+002, 6.0302047E+002, 4.3183654E+002, 1.5769461E+002, 8.5349202E+001, 1.9764992E+002, 1.8836290E+002, 1.2018215E+002, 5.4961695E+001, 3.2150829E+001, 3.0546438E+001, 2.8680987E+001, 2.2628479E+001
 2.5320230E+002, 4.9876047E+002, 5.9470931E+002, 5.9598987E+002, 6.1844290E+002, 5.9296191E+002, 3.9837839E+002, 1.5152858E+002, 8.4281860E+001, 1.9246274E+002, 1.8846623E+002, 1.2270052E+002, 5.8223387E+001, 3.2225925E+001, 3.0577754E+001, 2.8825069E+001, 2.2564802E+001
 2.5330418E+002, 4.9474802E+002, 6.0113468E+002, 6.1322458E+002, 6.0409366E+002, 5.7757387E+002, 3.7240231E+002, 1.4493235E+002, 8.3593569E+001, 1.9295594E+002, 1.8843825E+002, 1.2618046E+002, 6.2021043E+001, 3.2354152E+001, 3.0571809E+001, 2.8897586E+001, 2.2463932E+001
 2.5340605E+002, 4.9317678E+002, 6.1163542E+002, 6.2314599E+002, 5.9377338E+002, 5.5949781E+002, 3.5704053E+002, 1.3888809E+002, 8.3664218E+001, 1.9815892E+002, 1.8751853E+002, 1.3037087E+002, 6.5905839E+001, 3.2454425E+001, 3.0501425E+001, 2.8898891E+001, 2.2373552E+001
 2.5350792E+002, 4.9254144E+002, 6.1667814E+002, 6.1645735E+002, 5.8524014E+002, 5.4764269E+002, 3.5166028E+002, 1.3321989E+002, 8.3949709E+001, 2.0138906E+002, 1.8520043E+002, 1.3509131E+002, 6.9772724E+001, 3.2567299E+001, 3.0441503E+001, 2.8920967E+001, 2.2331290E+001
 2.5360979E+002, 4.8845984E+002, 6.1021977E+002, 6.0240777E+002, 5.8124004E+002, 5.4509210E+002, 3.5436208E+002, 1.2862628E+002, 8.4896227E+001, 1.9809108E+002, 1.8193247E+002, 1.3992377E+002, 7.3422516E+001, 3.2746228E+001, 3.0362709E+001, 2.8909335E+001, 2.2331556E+001
 2.5371165E+002, 4.8552803E+002, 6.0156012E+002, 5.8939798E+002, 5.8083090E+002, 5.4667625E+002, 3.6176783E+002, 1.2383336E+002, 8.5881242E+001, 1.9283050E+002, 1.7909160E+002, 1.4378257E+002, 7.6536205E+001, 3.2942228E+001, 3.0373349E+001, 2.8951959E+001, 2.2365899E+001
 2.5381354E+002, 4.8630069E+002, 5.9493289E+002, 5.8042564E+002, 5.8018554E+002, 5.5092965E+002, 3.7211161E+002, 1.1866537E+002, 8.7050973E+001, 1.9016587E+002, 1.7813371E+002, 1.4541516E+002, 7.8935736E+001, 3.3097811E+001, 3.0292321E+001, 2.8882552E+001, 2.2374950E+001
 2.5390085E+002, 4.8681363E+002, 5.9007651E+002, 5.7463716E+002, 5.7792536E+002, 5.5750389E+002, 3.7964338E+002, 1.1407260E+002, 8.8132689E+001, 1.9090642E+002, 1.7901443E+002, 1.4437072E+002, 8.0437373E+001, 3.3270181E+001, 3.0268135E+001, 2.8843025E+001, 2.2385431E+001
 2.5400272E+002, 4.8344212E+002, 5.8598915E+002, 5.7078858E+002, 5.7565946E+002, 5.7164507E+002, 3.7739233E+002, 1.1046569E+002, 8.8975280E+001, 1.9711821E+002, 1.8103914E+002, 1.4119586E+002, 8.1168715E+001, 3.3345641E+001, 3.0230306E+001, 2.8820041E+001, 2.2429133E+001
 2.5410460E+002, 4.7146115E+002, 5.8210387E+002, 5.6860451E+002, 5.7425123E+002, 5.7598533E+002, 3.6140330E+002, 1.0822793E+002, 8.9934714E+001, 2.1200357E+002, 1.8360209E+002, 1.3692793E+002, 8.1349664E+001, 3.3435119E+001, 3.0154227E+001, 2.8701730E+001, 2.2458592E+001
 2.5420647E+002, 4.5184663E+002, 5.7877320E+002, 5.6753918E+002, 5.7470657E+002, 5.7943071E+002, 3.3921871E+002, 1.0697974E+002, 8.9821272E+001, 2.2245386E+002, 1.8609534E+002, 1.3336266E+002, 8.0977596E+001, 3.3415270E+001, 3.0112385E+001, 2.8637182E+001, 2.2539001E+001
 2.5430833E+002, 4.7170669E+002, 5.7595548E+002, 5.6674059E+002, 5.7377115E+002, 5.7818240E+002, 3.1762286E+002, 1.0735040E+002, 8.9682216E+001, 2.1295638E+002, 1.8842135E+002, 1.3135794E+002, 8.0327507E+001, 3.3358801E+001, 3.0029456E+001, 2.8482472E+001, 2.2627420E+001
 2.5441020E+002, 4.8118798E+002, 5.7384194E+002, 5.6617745E+002, 5.7498128E+002, 5.6463746E+002, 2.9903235E+002, 1.0846598E+002, 8.9303326E+001, 2.0013707E+002, 1.9037461E+002, 1.3084537E+002, 7.9351747E+001, 3.3292964E+001, 3.0033289E+001, 2.8412381E+001, 2.2773805E+001
 2.5451208E+002, 4.8379346E+002, 5.7250874E+002, 5.6843759E+002, 5.7943069E+002, 5.4693141E+002, 2.8557741E+002, 1.1092466E+002, 8.9082908E+001, 2.0187630E+002, 1.9207743E+002, 1.3142752E+002, 7.8151359E+001, 3.3167939E+001, 2.9966717E+001, 2.8272411E+001, 2.2906831E+001
 2.5461395E+002, 4.7716064E+002, 5.7143738E+002, 5.8562064E+002, 5.8403735E+002, 5.2775078E+002, 2.7763889E+002, 1.1533441E+002, 8.7783065E+001, 2.3206159E+002, 1.9349272E+002, 1.3264668E+002, 7.6636339E+001, 3.3012976E+001, 2.9898995E+001, 2.8145733E+001, 2.3044636E+001
 2.5470126E+002, 4.7406493E+002, 5.7238568E+002, 6.2097626E+002, 5.8755005E+002, 5.1129709E+002, 2.7806105E+002, 1.2094725E+002, 8.6733849E+001, 3.0926881E+002, 1.9456863E+002, 1.3406588E+002, 7.4932207E+001, 3.2943812E+001, 2.9911276E+001, 2.8111503E+001, 2.3186201E+001
 2.5480313E+002, 4.7913515E+002, 5.8799471E+002, 6.3247284E+002, 5.8852506E+002, 4.9708526E+002, 3.0189157E+002, 1.2769111E+002, 8.5692368E+001, 3.2023216E+002, 1.9516886E+002, 1.3534602E+002, 7.2917831E+001, 3.2906107E+001, 2.9895188E+001, 2.8064508E+001, 2.3289564E+001
 2.5490501E+002, 4.8191105E+002, 6.1777585E+002, 6.0525271E+002, 5.8823339E+002, 4.9052819E+002, 3.6293994E+002, 1.3543659E+002, 8.4837718E+001, 2.7948100E+002, 1.9532114E+002, 1.3630444E+002, 7.0347340E+001, 3.2872487E+001, 2.9863051E+001, 2.8045651E+001, 2.3418786E+001
 2.5500688E+002, 4.8525255E+002, 6.1678033E+002, 5.8351557E+002, 5.8640434E+002, 5.1450553E+002, 4.2989497E+002, 1.4215590E+002, 8.4241200E+001, 2.8026774E+002, 1.9478813E+002, 1.3660226E+002, 6.7432753E+001, 3.2823070E+001, 2.9788533E+001, 2.8025288E+001, 2.3558489E+001
 2.5510875E+002, 4.9300353E+002, 5.8769971E+002, 5.7528644E+002, 5.8157076E+002, 5.4776665E+002, 4.5364704E+002, 1.4550184E+002, 8.3961272E+001, 2.6411350E+002, 1.9351701E+002, 1.3624514E+002, 6.4477628E+001, 3.2874322E+001, 2.9769093E+001, 2.8109613E+001, 2.3759123E+001
 2.5521062E+002, 4.9989425E+002, 5.7425648E+002, 5.8915016E+002, 5.7508535E+002, 5.5461098E+002, 4.4727523E+002, 1.4317070E+002, 8.3499732E+001, 2.5048016E+002, 1.9150094E+002, 1.3530106E+002, 6.1590097E+001, 3.2975202E+001, 2.9674146E+001, 2.8109144E+001, 2.3937509E+001
 2.5531250E+002, 4.9552773E+002, 5.7252074E+002, 6.2076510E+002, 5.6986964E+002, 5.4423980E+002, 4.4653318E+002, 1.3886260E+002, 8.3529222E+001, 2.4539515E+002, 1.8900718E+002, 1.3387458E+002, 5.8753174E+001, 3.3051639E+001, 2.9572430E+001, 2.8115221E+001, 2.4114994E+001
 2.5540417E+002, 4.8427707E+002, 5.7564111E+002, 6.1886649E+002, 5.6527075E+002, 5.3742864E+002, 4.6095562E+002, 1.3433611E+002, 8.3511148E+001, 2.4360530E+002, 1.8645599E+002, 1.3224298E+002, 5.6291142E+001, 3.3104244E+001, 2.9472881E+001, 2.8122404E+001, 2.4242894E+001
 2.5550023E+002, 4.7816557E+002, 5.8308787E+002, 5.9081582E+002, 5.6056508E+002, 5.3540065E+002, 4.7839500E+002, 1.2963993E+002, 8.3524808E+001, 2.3791205E+002, 1.8408574E+002, 1.3056723E+002, 5.4314087E+001, 3.3129596E+001, 2.9327531E+001, 2.8060950E+001, 2.4352570E+001
 2.5561229E+002, 4.8185255E+002, 5.8743893E+002, 5.7393650E+002, 5.5547838E+002, 5.3280169E+002, 4.8308344E+002, 1.2640340E+002, 8.3645544E+001, 2.3209816E+002, 1.8209424E+002, 1.2883933E+002, 5.2641822E+001, 3.3193622E+001, 2.9168406E+001, 2.7895521E+001, 2.4321578E+001
 2.5570834E+002, 4.8442291E+002, 5.8435078E+002, 5.6895889E+002, 5.5133256E+002, 5.2760477E+002, 4.5678291E+002, 1.2522128E+002, 8.3632600E+001, 2.3784554E+002, 1.8115112E+002, 1.2739659E+002, 5.1521738E+001, 3.3095363E+001, 2.8980383E+001, 2.7735749E+001, 2.4198678E+001
 2.5580438E+002, 4.8861267E+002, 5.7942039E+002, 5.6598732E+002, 5.4789687E+002, 5.2368186E+002, 4.1206835E+002, 1.2531811E+002, 8.3688037E+001, 2.5198695E+002, 1.8147892E+002, 1.2655745E+002, 5.1289281E+001, 3.3020180E+001, 2.8857813E+001, 2.7662050E+001, 2.4026585E+001
 2.5590044E+002, 4.8939638E+002, 5.7560969E+002, 5.6232590E+002, 5.4467297E+002, 5.2127976E+002, 3.7995293E+002, 1.2572456E+002, 8.3427621E+001, 2.4878150E+002, 1.8288450E+002, 1.2649449E+002, 5.1245612E+001, 3.3015656E+001, 2.8769109E+001, 2.7583700E+001, 2.3768721E+001
 2.5601248E+002, 4.8347558E+002, 5.7282500E+002, 5.5804390E+002, 5.4139708E+002, 5.2034050E+002, 3.7330925E+002, 1.2725340E+002, 8.3373151E+001, 2.3097750E+002, 1.8519923E+002, 1.2765405E+002, 5.1772162E+001, 3.3006797E+001, 2.8763024E+001, 2.7553153E+001, 2.3392138E+001
 2.5610855E+002, 4.6968079E+002, 5.7084205E+002, 5.5369898E+002, 5.3840430E+002, 5.2691299E+002, 3.7400028E+002, 1.2885716E+002, 8.3056095E+001, 2.1990301E+002, 1.8803583E+002, 1.3045878E+002, 5.3292781E+001, 3.2919239E+001, 2.8717658E+001, 2.7477778E+001, 2.2972915E+001
 2.5620459E+002, 4.6674519E+002, 5.6952101E+002, 5.5004487E+002, 5.3612653E+002, 5.3910564E+002, 3.6087260E+002, 1.2968256E+002, 8.2924555E+001, 2.1887576E+002, 1.9083603E+002, 1.3456171E+002, 5.5407765E+001, 3.2855572E+001, 2.8728325E+001, 2.7430330E+001, 2.2608601E+001
 2.5630066E+002, 4.7210568E+002, 5.6831922E+002, 5.4684001E+002, 5.3439791E+002, 5.4881054E+002, 3.3552617E+002, 1.2834361E+002, 8.2526100E+001, 2.5111786E+002, 1.9418090E+002, 1.3949617E+002, 5.8097017E+001, 3.2803516E+001, 2.8728448E+001, 2.7307478E+001, 2.2242438E+001
 2.5641269E+002, 4.7148281E+002, 5.6726657E+002, 5.4423287E+002, 5.3337472E+002, 5.5801138E+002, 3.0986503E+002, 1.2482929E+002, 8.2012070E+001, 2.8932547E+002, 1.9828097E+002, 1.4427865E+002, 6.1309534E+001, 3.2709204E+001, 2.8784120E+001, 2.7253350E+001, 2.2007097E+001
 2.5650876E+002, 4.6647477E+002, 5.6605079E+002, 5.4325768E+002, 5.3332381E+002, 5.6661823E+002, 2.9067998E+002, 1.2025415E+002, 8.1439376E+001, 2.7857565E+002, 2.0236695E+002, 1.4708280E+002, 6.4684783E+001, 3.2773513E+001, 2.8867110E+001, 2.7144446E+001, 2.1864009E+001
 2.5660480E+002, 4.6573790E+002, 5.6444624E+002, 5.4401888E+002, 5.3389417E+002, 5.8088076E+002, 2.7983667E+002, 1.1703118E+002, 8.1026052E+001, 2.5844284E+002, 2.0583993E+002, 1.4763717E+002, 6.7551789E+001, 3.2811342E+001, 2.8949447E+001, 2.7038321E+001, 2.1869581E+001
 2.5670087E+002, 4.7414994E+002, 5.6244929E+002, 5.4615535E+002, 5.3498903E+002, 5.9788651E+002, 2.7683261E+002, 1.1572658E+002, 8.0618838E+001, 2.4767411E+002, 2.0813970E+002, 1.4724517E+002, 7.0077371E+001, 3.2843132E+001, 2.9013874E+001, 2.6865424E+001, 2.1962140E+001
 2.5681290E+002, 4.8443248E+002, 5.5966089E+002, 5.4905630E+002, 5.3699206E+002, 6.0360597E+002, 2.8204394E+002, 1.1589619E+002, 8.0136932E+001, 2.4167594E+002, 2.0765904E+002, 1.4708013E+002, 7.2319449E+001, 3.2907446E+001, 2.9113137E+001, 2.6615689E+001, 2.2143082E+001
 2.5690897E+002, 4.7916269E+002, 5.5779389E+002, 5.5124238E+002, 5.3948812E+002, 5.9597240E+002, 2.9401084E+002, 1.1843854E+002, 7.9808895E+001, 2.4113941E+002, 2.0259714E+002, 1.4756764E+002, 7.3968339E+001, 3.2947467E+001, 2.9184002E+001, 2.6247970E+001, 2.2364900E+001
 2.5700500E+002, 4.6893767E+002, 5.6209794E+002, 5.5190920E+002, 5.4127844E+002, 5.9055329E+002, 3.0763932E+002, 1.2065925E+002, 7.9618180E+001, 2.4701937E+002, 1.9540109E+002, 1.4789754E+002, 7.4813034E+001, 3.2978054E+001, 2.9243702E+001, 2.5777518E+001, 2.2521252E+001
