s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,s
 1.0580325E+002, 5.5223286E+002, 6.0147259E+002, 5.6911282E+002, 5.0658480E+002, 4.2056788E+002, 2.4529701E+002, 1.6807537E+002, 7.9422286E+001, 2.1190436E+002, 1.9652832E+002, 1.3897709E+002, 8.8669755E+001, 3.4086351E+001, 3.1571535E+001, 2.7684924E+001, 2.5691835E+001, 0.0000000E+000, 1.0576751E+002
 1.0591045E+002, 5.3521938E+002, 5.9759522E+002, 5.6782550E+002, 5.2196574E+002, 4.2619770E+002, 2.4884050E+002, 1.6169326E+002, 7.8910702E+001, 2.1344396E+002, 1.9744839E+002, 1.3859919E+002, 8.8759266E+001, 3.4113321E+001, 3.1559520E+001, 2.7867877E+001, 2.5447142E+001, 0.0000000E+000, 1.0586578E+002
 1.0601767E+002, 5.1579280E+002, 5.9166475E+002, 5.7194709E+002, 5.4402419E+002, 4.3645764E+002, 2.5420950E+002, 1.5535175E+002, 7.8848219E+001, 2.2071065E+002, 1.9862219E+002, 1.3845070E+002, 8.9582708E+001, 3.4226726E+001, 3.1575453E+001, 2.8097567E+001, 2.5097539E+001, 0.0000000E+000, 1.0597300E+002
 1.0610701E+002, 5.1555344E+002, 5.8637608E+002, 5.7966267E+002, 5.6604613E+002, 4.4639200E+002, 2.5798790E+002, 1.5128535E+002, 7.9174102E+001, 2.2437315E+002, 1.9979736E+002, 1.3858729E+002, 9.0910226E+001, 3.4357637E+001, 3.1601227E+001, 2.8288531E+001, 2.4723365E+001, 0.0000000E+000, 1.0607128E+002
 1.0621423E+002, 5.1690981E+002, 5.8691970E+002, 5.8707560E+002, 5.8486141E+002, 4.5573035E+002, 2.6073366E+002, 1.5022220E+002, 7.9942134E+001, 2.2385398E+002, 2.0135742E+002, 1.3904229E+002, 9.2658139E+001, 3.4493521E+001, 3.1641051E+001, 2.8447139E+001, 2.4374124E+001, 0.0000000E+000, 1.0616955E+002
 1.0630357E+002, 5.2053747E+002, 5.9642799E+002, 5.8882189E+002, 5.8756240E+002, 4.6274225E+002, 2.6257904E+002, 1.5102492E+002, 8.0873154E+001, 2.3206512E+002, 2.0344731E+002, 1.3990907E+002, 9.4608135E+001, 3.4581895E+001, 3.1668635E+001, 2.8543408E+001, 2.4106341E+001, 0.0000000E+000, 1.0626783E+002
 1.0641078E+002, 5.1750896E+002, 5.9856788E+002, 6.0198143E+002, 5.6568778E+002, 4.6555367E+002, 2.6285644E+002, 1.5383690E+002, 8.2116087E+001, 2.4535004E+002, 2.0660209E+002, 1.4153593E+002, 9.6574769E+001, 3.4726887E+001, 3.1718255E+001, 2.8619196E+001, 2.3977744E+001, 0.0000000E+000, 1.0636611E+002
 1.0650013E+002, 5.1781234E+002, 5.9651191E+002, 6.5816232E+002, 5.3290889E+002, 4.6503960E+002, 2.6092022E+002, 1.5774605E+002, 8.3990707E+001, 2.4788173E+002, 2.1126444E+002, 1.4431576E+002, 9.8415315E+001, 3.4915136E+001, 3.1763069E+001, 2.8668297E+001, 2.3908965E+001, 0.0000000E+000, 1.0646439E+002
 1.0660734E+002, 5.2570689E+002, 5.9561691E+002, 6.9018163E+002, 5.0877868E+002, 4.6344021E+002, 2.5822052E+002, 1.6155797E+002, 8.6360511E+001, 2.3876811E+002, 2.1756178E+002, 1.4850494E+002, 9.9919865E+001, 3.5126490E+001, 3.1800048E+001, 2.8708142E+001, 2.3812791E+001, 0.0000000E+000, 1.0656267E+002
 1.0671455E+002, 5.4796399E+002, 5.9461991E+002, 6.9440846E+002, 5.0784829E+002, 4.6400409E+002, 2.5725839E+002, 1.6628474E+002, 8.9304144E+001, 2.3036750E+002, 2.2463113E+002, 1.5384418E+002, 1.0104399E+002, 3.5332709E+001, 3.1837583E+001, 2.8782546E+001, 2.3659692E+001, 0.0000000E+000, 1.0666988E+002
 1.0680389E+002, 5.3661238E+002, 6.0025699E+002, 6.6242144E+002, 5.2220956E+002, 4.6687680E+002, 2.6270374E+002, 1.7153128E+002, 9.0516780E+001, 2.2705392E+002, 2.2906468E+002, 1.5790579E+002, 1.0156347E+002, 3.5501500E+001, 3.1852742E+001, 2.8862446E+001, 2.3495280E+001, 0.0000000E+000, 1.0676816E+002
 1.0691111E+002, 5.2671975E+002, 6.1280730E+002, 6.3311737E+002, 5.2575175E+002, 4.6874435E+002, 2.8113158E+002, 1.7849170E+002, 9.0021555E+001, 2.2743486E+002, 2.2982263E+002, 1.5968045E+002, 1.0156727E+002, 3.5667710E+001, 3.1865121E+001, 2.8958780E+001, 2.3319473E+001, 0.0000000E+000, 1.0686644E+002
 1.0700046E+002, 5.3960269E+002, 6.2086311E+002, 6.2047113E+002, 5.1487654E+002, 4.6798816E+002, 3.1346084E+002, 1.8700076E+002, 9.0203298E+001, 2.2759268E+002, 2.2717640E+002, 1.5876239E+002, 1.0115183E+002, 3.5864405E+001, 3.1880679E+001, 2.9057829E+001, 2.3075945E+001, 0.0000000E+000, 1.0696472E+002
 1.0710767E+002, 5.4800997E+002, 6.1679512E+002, 6.0801016E+002, 5.1021437E+002, 4.6679043E+002, 3.4908050E+002, 1.9582217E+002, 9.0882283E+001, 2.2551776E+002, 2.2176834E+002, 1.5549940E+002, 1.0035227E+002, 3.6032258E+001, 3.1891540E+001, 2.9153142E+001, 2.2717493E+001, 0.0000000E+000, 1.0706300E+002
 1.0721488E+002, 5.3861864E+002, 6.0831382E+002, 5.9291592E+002, 5.2441877E+002, 4.6650372E+002, 3.6967810E+002, 2.0450132E+002, 9.2024082E+001, 2.2366339E+002, 2.1402976E+002, 1.5053283E+002, 9.9145856E+001, 3.6130265E+001, 3.1881519E+001, 2.9212891E+001, 2.2158958E+001, 0.0000000E+000, 1.0717021E+002
 1.0730422E+002, 5.1819309E+002, 5.9766760E+002, 5.8142941E+002, 5.4062464E+002, 4.6612700E+002, 3.6263717E+002, 2.1032386E+002, 9.3233014E+001, 2.2382151E+002, 2.0630797E+002, 1.4595587E+002, 9.7872055E+001, 3.6189776E+001, 3.1874043E+001, 2.9222316E+001, 2.1638651E+001, 0.0000000E+000, 1.0726849E+002
 1.0741144E+002, 4.9441587E+002, 5.8624957E+002, 5.7625741E+002, 5.4302081E+002, 4.6345689E+002, 3.3790778E+002, 2.1281822E+002, 9.3701294E+001, 2.2469558E+002, 1.9890202E+002, 1.4250417E+002, 9.6638107E+001, 3.6296046E+001, 3.1907254E+001, 2.9205986E+001, 2.1315630E+001, 0.0000000E+000, 1.0736677E+002
 1.0750078E+002, 4.9008159E+002, 5.7833750E+002, 5.7505648E+002, 5.2460079E+002, 4.5648353E+002, 3.1006590E+002, 2.1124475E+002, 9.2426921E+001, 2.2383136E+002, 1.9227408E+002, 1.4059929E+002, 9.5571005E+001, 3.6406825E+001, 3.1954387E+001, 2.9158676E+001, 2.1318996E+001, 0.0000000E+000, 1.0746504E+002
 1.0760799E+002, 4.9508337E+002, 5.7450078E+002, 5.7195463E+002, 5.0004881E+002, 4.4266547E+002, 2.8695028E+002, 2.0784332E+002, 9.0329266E+001, 2.2111846E+002, 1.8689219E+002, 1.4013303E+002, 9.4751434E+001, 3.6485291E+001, 3.2019849E+001, 2.9125404E+001, 2.1717211E+001, 0.0000000E+000, 1.0756332E+002
 1.0771521E+002, 4.9453814E+002, 5.7371685E+002, 5.6585239E+002, 4.9533763E+002, 4.2206331E+002, 2.6934473E+002, 2.0275177E+002, 8.7710493E+001, 2.1783568E+002, 1.8268993E+002, 1.4071803E+002, 9.4216673E+001, 3.6576586E+001, 3.2101387E+001, 2.9058367E+001, 2.2371981E+001, 0.0000000E+000, 1.0767054E+002
 1.0780455E+002, 4.9022910E+002, 5.7438939E+002, 5.6375412E+002, 5.0701587E+002, 4.0392682E+002, 2.5957504E+002, 1.9721863E+002, 8.5724857E+001, 2.1506397E+002, 1.8029555E+002, 1.4185263E+002, 9.4063947E+001, 3.6626571E+001, 3.2169460E+001, 2.8998343E+001, 2.2984168E+001, 0.0000000E+000, 1.0776881E+002
 1.0791177E+002, 4.8310165E+002, 5.7388808E+002, 5.6989668E+002, 5.1535082E+002, 3.9133038E+002, 2.5433949E+002, 1.9109996E+002, 8.4099154E+001, 2.1265323E+002, 1.7909140E+002, 1.4335897E+002, 9.4325025E+001, 3.6743329E+001, 3.2263162E+001, 2.8968099E+001, 2.3450705E+001, 0.0000000E+000, 1.0786709E+002
 1.0800111E+002, 4.7768685E+002, 5.7237248E+002, 5.7931926E+002, 5.1714193E+002, 3.8610424E+002, 2.5255087E+002, 1.8497990E+002, 8.2913635E+001, 2.1053903E+002, 1.7868011E+002, 1.4497997E+002, 9.4925874E+001, 3.6883378E+001, 3.2376981E+001, 2.8974651E+001, 2.3713587E+001, 0.0000000E+000, 1.0796537E+002
 1.0810832E+002, 4.7502332E+002, 5.7235276E+002, 5.8372207E+002, 5.1520469E+002, 3.8853846E+002, 2.5266397E+002, 1.7925773E+002, 8.2266149E+001, 2.0885079E+002, 1.7873993E+002, 1.4642063E+002, 9.5817489E+001, 3.7077768E+001, 3.2498294E+001, 2.8995819E+001, 2.3776556E+001, 0.0000000E+000, 1.0806365E+002
 1.0821554E+002, 4.7518338E+002, 5.7544541E+002, 5.8080784E+002, 5.0900305E+002, 3.9620790E+002, 2.5668973E+002, 1.7405536E+002, 8.1937676E+001, 2.0769506E+002, 1.7887631E+002, 1.4736706E+002, 9.6849901E+001, 3.7286803E+001, 3.2602667E+001, 2.9016636E+001, 2.3736802E+001, 0.0000000E+000, 1.0817086E+002
 1.0830488E+002, 4.8150308E+002, 5.7850099E+002, 5.7501470E+002, 5.0344192E+002, 4.0657205E+002, 2.6746106E+002, 1.7037903E+002, 8.1939544E+001, 2.0763849E+002, 1.7869912E+002, 1.4747020E+002, 9.7685915E+001, 3.7509689E+001, 3.2694465E+001, 2.9057588E+001, 2.3687473E+001, 0.0000000E+000, 1.0826914E+002
 1.0841209E+002, 5.0338696E+002, 5.7920986E+002, 5.6896259E+002, 5.0376376E+002, 4.1964018E+002, 2.8546299E+002, 1.6774491E+002, 8.2033731E+001, 2.0970232E+002, 1.7803518E+002, 1.4688676E+002, 9.8251674E+001, 3.7766601E+001, 3.2783499E+001, 2.9120477E+001, 2.3642874E+001, 0.0000000E+000, 1.0836742E+002
 1.0850143E+002, 5.1543428E+002, 5.7970820E+002, 5.6135885E+002, 5.1050385E+002, 4.3397704E+002, 3.0860074E+002, 1.6590084E+002, 8.2032443E+001, 2.1547610E+002, 1.7703913E+002, 1.4585833E+002, 9.8505984E+001, 3.8078152E+001, 3.2880606E+001, 2.9205128E+001, 2.3597371E+001, 0.0000000E+000, 1.0846570E+002
 1.0860865E+002, 5.0386348E+002, 5.7935631E+002, 5.5459027E+002, 5.2106611E+002, 4.4388393E+002, 3.3057197E+002, 1.6493334E+002, 8.2318030E+001, 2.2464920E+002, 1.7615532E+002, 1.4459764E+002, 9.8379381E+001, 3.8354764E+001, 3.2965565E+001, 2.9313367E+001, 2.3575733E+001, 0.0000000E+000, 1.0856398E+002
 1.0871586E+002, 4.9163654E+002, 5.7542217E+002, 5.4973899E+002, 5.3225531E+002, 4.4718621E+002, 3.4538164E+002, 1.6409628E+002, 8.2415158E+001, 2.3102352E+002, 1.7600435E+002, 1.4320740E+002, 9.7865500E+001, 3.8609303E+001, 3.3039887E+001, 2.9423163E+001, 2.3567791E+001, 0.0000000E+000, 1.0867119E+002
 1.0880521E+002, 4.8299807E+002, 5.6704098E+002, 5.4689987E+002, 5.3559701E+002, 4.4747732E+002, 3.4861677E+002, 1.6378800E+002, 8.2613763E+001, 2.2917706E+002, 1.7699843E+002, 1.4204480E+002, 9.7114672E+001, 3.8780837E+001, 3.3092438E+001, 2.9516088E+001, 2.3548604E+001, 0.0000000E+000, 1.0876947E+002
 1.0891242E+002, 4.7548513E+002, 5.6343219E+002, 5.4541208E+002, 5.3310447E+002, 4.5015658E+002, 3.4366275E+002, 1.6401053E+002, 8.3144465E+001, 2.2600353E+002, 1.7906418E+002, 1.4109042E+002, 9.6146979E+001, 3.8900901E+001, 3.3131446E+001, 2.9603716E+001, 2.3457499E+001, 0.0000000E+000, 1.0886775E+002
 1.0900176E+002, 4.8770510E+002, 5.6556275E+002, 5.4774286E+002, 5.2710889E+002, 4.5452532E+002, 3.3436576E+002, 1.6427961E+002, 8.3429953E+001, 2.2598221E+002, 1.8158881E+002, 1.4042341E+002, 9.5035833E+001, 3.8977688E+001, 3.3162665E+001, 2.9712566E+001, 2.3274211E+001, 0.0000000E+000, 1.0896603E+002
 1.0910898E+002, 4.9724106E+002, 5.6111043E+002, 5.4851996E+002, 5.1922257E+002, 4.5616999E+002, 3.2401865E+002, 1.6473132E+002, 8.3622516E+001, 2.2665267E+002, 1.8393168E+002, 1.4017199E+002, 9.3856653E+001, 3.9100285E+001, 3.3204125E+001, 2.9813288E+001, 2.2981043E+001, 0.0000000E+000, 1.0906430E+002
 1.0921619E+002, 4.9082877E+002, 5.5145554E+002, 5.4216004E+002, 5.0980965E+002, 4.5202918E+002, 3.1401087E+002, 1.6537784E+002, 8.3694651E+001, 2.2674569E+002, 1.8579244E+002, 1.4031623E+002, 9.2440803E+001, 3.9146025E+001, 3.3237563E+001, 2.9927083E+001, 2.2648894E+001, 0.0000000E+000, 1.0917152E+002
 1.0930553E+002, 4.8257845E+002, 5.4182435E+002, 5.3450178E+002, 5.0202793E+002, 4.4458587E+002, 3.0799175E+002, 1.6643653E+002, 8.3766845E+001, 2.2730881E+002, 1.8676250E+002, 1.4077249E+002, 9.1104745E+001, 3.9169193E+001, 3.3259598E+001, 3.0020648E+001, 2.2401937E+001, 0.0000000E+000, 1.0926980E+002
 1.0941274E+002, 4.7728668E+002, 5.3304305E+002, 5.2818962E+002, 4.9725982E+002, 4.3825707E+002, 3.0722827E+002, 1.6777812E+002, 8.3914692E+001, 2.2809051E+002, 1.8704925E+002, 1.4138236E+002, 8.9757388E+001, 3.9228602E+001, 3.3297133E+001, 3.0123058E+001, 2.2292487E+001, 0.0000000E+000, 1.0936807E+002
 1.0950209E+002, 4.7145238E+002, 5.2650201E+002, 5.2327264E+002, 4.9578022E+002, 4.3519840E+002, 3.1111971E+002, 1.6941056E+002, 8.4076477E+001, 2.2715108E+002, 1.8677069E+002, 1.4190691E+002, 8.8348265E+001, 3.9282112E+001, 3.3319349E+001, 3.0189622E+001, 2.2266827E+001, 0.0000000E+000, 1.0946635E+002
 1.0960931E+002, 4.6663507E+002, 5.2284394E+002, 5.1990264E+002, 4.9791879E+002, 4.3627030E+002, 3.1604585E+002, 1.7096098E+002, 8.4193995E+001, 2.2328842E+002, 1.8600912E+002, 1.4213637E+002, 8.6811443E+001, 3.9314786E+001, 3.3348555E+001, 3.0229721E+001, 2.2255202E+001, 0.0000000E+000, 1.0956463E+002
 1.0971651E+002, 4.6528529E+002, 5.2126292E+002, 5.1840043E+002, 5.0309270E+002, 4.4192757E+002, 3.1488309E+002, 1.7183907E+002, 8.4229605E+001, 2.1780051E+002, 1.8492260E+002, 1.4198780E+002, 8.5080850E+001, 3.9337326E+001, 3.3368223E+001, 3.0241300E+001, 2.2211916E+001, 0.0000000E+000, 1.0967184E+002
 1.0980586E+002, 4.6430549E+002, 5.2156454E+002, 5.1751236E+002, 5.0736806E+002, 4.4973753E+002, 3.0424694E+002, 1.7088238E+002, 8.4091119E+001, 2.1335314E+002, 1.8408487E+002, 1.4156122E+002, 8.3539061E+001, 3.9426114E+001, 3.3416170E+001, 3.0232989E+001, 2.2134779E+001, 0.0000000E+000, 1.0977012E+002
 1.0991307E+002, 4.6155404E+002, 5.2333223E+002, 5.1705676E+002, 5.0785256E+002, 4.5542232E+002, 2.8820247E+002, 1.6731283E+002, 8.3955166E+001, 2.1055592E+002, 1.8383041E+002, 1.4098062E+002, 8.2128073E+001, 3.9534181E+001, 3.3464057E+001, 3.0189453E+001, 2.2052030E+001, 0.0000000E+000, 1.0986840E+002
 1.1000242E+002, 4.5799711E+002, 5.2590535E+002, 5.1689870E+002, 5.0460727E+002, 4.5664264E+002, 2.7448954E+002, 1.6143558E+002, 8.3716917E+001, 2.1071980E+002, 1.8437499E+002, 1.4037719E+002, 8.0864524E+001, 3.9609335E+001, 3.3501506E+001, 3.0144446E+001, 2.2018405E+001, 0.0000000E+000, 1.0996668E+002
 1.1010963E+002, 4.5423550E+002, 5.2811325E+002, 5.1679713E+002, 4.9991723E+002, 4.5448350E+002, 2.6892165E+002, 1.5365421E+002, 8.3368165E+001, 2.1455509E+002, 1.8574710E+002, 1.3986128E+002, 7.9859669E+001, 3.9708947E+001, 3.3520456E+001, 3.0033618E+001, 2.1989848E+001, 0.0000000E+000, 1.1006496E+002
 1.1021684E+002, 4.4992969E+002, 5.2907496E+002, 5.1645646E+002, 4.9619908E+002, 4.5163052E+002, 2.7158905E+002, 1.4407355E+002, 8.2801318E+001, 2.1919939E+002, 1.8786025E+002, 1.3947674E+002, 7.9001825E+001, 3.9714493E+001, 3.3512103E+001, 2.9905753E+001, 2.1976188E+001, 0.0000000E+000, 1.1017217E+002
 1.1031334E+002, 4.4575269E+002, 5.2764570E+002, 5.1549945E+002, 4.9431508E+002, 4.5040255E+002, 2.7676881E+002, 1.3560161E+002, 8.2374495E+001, 2.1858045E+002, 1.9013353E+002, 1.3931105E+002, 7.8464668E+001, 3.9717737E+001, 3.3507863E+001, 2.9803144E+001, 2.1956925E+001, 0.0000000E+000, 1.1027402E+002
 1.1041161E+002, 4.4389100E+002, 5.2444935E+002, 5.1423667E+002, 4.9333500E+002, 4.5153636E+002, 2.7803192E+002, 1.2903863E+002, 8.1947509E+001, 2.1260891E+002, 1.9222276E+002, 1.3928071E+002, 7.8246777E+001, 3.9698167E+001, 3.3458850E+001, 2.9696122E+001, 2.1913927E+001, 0.0000000E+000, 1.1037230E+002
 1.1050990E+002, 4.4305573E+002, 5.2055591E+002, 5.1252391E+002, 4.9299364E+002, 4.5619040E+002, 2.7536246E+002, 1.2489327E+002, 8.1521704E+001, 2.0512295E+002, 1.9397070E+002, 1.3935778E+002, 7.8280573E+001, 3.9673357E+001, 3.3402974E+001, 2.9618907E+001, 2.1863410E+001, 0.0000000E+000, 1.1047058E+002
 1.1060817E+002, 4.4514547E+002, 5.1719558E+002, 5.1006091E+002, 4.9295381E+002, 4.6390823E+002, 2.7295704E+002, 1.2310978E+002, 8.1253103E+001, 1.9902600E+002, 1.9523209E+002, 1.3952179E+002, 7.8547972E+001, 3.9600813E+001, 3.3309979E+001, 2.9547108E+001, 2.1821949E+001, 0.0000000E+000, 1.1056886E+002
 1.1070645E+002, 4.4793126E+002, 5.1529456E+002, 5.0740518E+002, 4.9275449E+002, 4.6644547E+002, 2.7614676E+002, 1.2315483E+002, 8.0649698E+001, 1.9554920E+002, 1.9597828E+002, 1.3980891E+002, 7.9009917E+001, 3.9474649E+001, 3.3212212E+001, 2.9538751E+001, 2.1866970E+001, 0.0000000E+000, 1.1066714E+002
 1.1080473E+002, 4.5641309E+002, 5.1540935E+002, 5.0583255E+002, 4.9234162E+002, 4.6825257E+002, 2.8849545E+002, 1.2381981E+002, 7.9985766E+001, 1.9479854E+002, 1.9629255E+002, 1.4039501E+002, 7.9790667E+001, 3.9489166E+001, 3.3139167E+001, 2.9484029E+001, 2.1966516E+001, 0.0000000E+000, 1.1076542E+002
 1.1091235E+002, 4.7794688E+002, 5.1760900E+002, 5.0598756E+002, 4.9179693E+002, 4.6836566E+002, 3.0850351E+002, 1.2517996E+002, 7.9262589E+001, 1.9549992E+002, 1.9628029E+002, 1.4141512E+002, 8.0820853E+001, 3.9506448E+001, 3.3049651E+001, 2.9382916E+001, 2.2108587E+001, 0.0000000E+000, 1.1086837E+002
 1.1100032E+002, 4.8083935E+002, 5.2090016E+002, 5.0770070E+002, 4.9125281E+002, 4.6661292E+002, 3.2428301E+002, 1.2764909E+002, 7.8655284E+001, 1.9617211E+002, 1.9609886E+002, 1.4286664E+002, 8.1881585E+001, 3.9552408E+001, 3.2987145E+001, 2.9339579E+001, 2.2250688E+001, 0.0000000E+000, 1.1096514E+002
 1.1110589E+002, 4.6714715E+002, 5.2393975E+002, 5.1069841E+002, 4.9073849E+002, 4.6339243E+002, 3.2806061E+002, 1.3078405E+002, 7.8278583E+001, 1.9696470E+002, 1.9588462E+002, 1.4477932E+002, 8.2924966E+001, 3.9616683E+001, 3.2917401E+001, 2.9306103E+001, 2.2345125E+001, 0.0000000E+000, 1.1106190E+002
 1.1121145E+002, 4.6589460E+002, 5.2638161E+002, 5.1388096E+002, 4.9059428E+002, 4.5936953E+002, 3.2014321E+002, 1.3292309E+002, 7.7945270E+001, 1.9899884E+002, 1.9565184E+002, 1.4713470E+002, 8.3853573E+001, 3.9673642E+001, 3.2863595E+001, 2.9309520E+001, 2.2413411E+001, 0.0000000E+000, 1.1116747E+002
 1.1130470E+002, 4.6048029E+002, 5.2762630E+002, 5.1458215E+002, 4.9070439E+002, 4.5626315E+002, 3.1076071E+002, 1.3248200E+002, 7.7655319E+001, 2.0011708E+002, 1.9551648E+002, 1.4927317E+002, 8.4432838E+001, 3.9769894E+001, 3.2836924E+001, 2.9289907E+001, 2.2415642E+001, 0.0000000E+000, 1.1126634E+002
 1.1140147E+002, 4.5566921E+002, 5.2722913E+002, 5.1223162E+002, 4.9049499E+002, 4.5538344E+002, 3.0828135E+002, 1.3028255E+002, 7.7265069E+001, 1.9901126E+002, 1.9547858E+002, 1.5089033E+002, 8.4599346E+001, 3.9855582E+001, 3.2832527E+001, 2.9259132E+001, 2.2382572E+001, 0.0000000E+000, 1.1136276E+002
 1.1151759E+002, 4.7363637E+002, 5.2638413E+002, 5.0986439E+002, 4.8965103E+002, 4.5553754E+002, 3.1123362E+002, 1.2744338E+002, 7.7114443E+001, 2.0020315E+002, 1.9558811E+002, 1.5181564E+002, 8.4269270E+001, 3.9947268E+001, 3.2844021E+001, 2.9179559E+001, 2.2303720E+001, 0.0000000E+000, 1.1146920E+002
 1.1161435E+002, 4.6618544E+002, 5.2598683E+002, 5.1185166E+002, 4.8843201E+002, 4.5486749E+002, 3.0960695E+002, 1.2458734E+002, 7.7211908E+001, 2.0481465E+002, 1.9599088E+002, 1.5178434E+002, 8.3384788E+001, 3.9953407E+001, 3.2870563E+001, 2.9071983E+001, 2.2218153E+001, 0.0000000E+000, 1.1157564E+002
 1.1171112E+002, 4.5692589E+002, 5.2588555E+002, 5.1573036E+002, 4.8717431E+002, 4.5278897E+002, 2.9960304E+002, 1.2245703E+002, 7.7444509E+001, 2.1075185E+002, 1.9640566E+002, 1.5092611E+002, 8.2157894E+001, 3.9921043E+001, 3.2927842E+001, 2.8976060E+001, 2.2178122E+001, 0.0000000E+000, 1.1167241E+002
 1.1180788E+002, 4.5337454E+002, 5.2600542E+002, 5.1741212E+002, 4.8573358E+002, 4.4969939E+002, 2.8747802E+002, 1.2130046E+002, 7.7738581E+001, 2.1722647E+002, 1.9660651E+002, 1.4939112E+002, 8.0690664E+001, 3.9871303E+001, 3.2964788E+001, 2.8813008E+001, 2.2144340E+001, 0.0000000E+000, 1.1176918E+002
 1.1190465E+002, 4.5285486E+002, 5.2705701E+002, 5.1658395E+002, 4.8405698E+002, 4.4606685E+002, 2.8023508E+002, 1.2097349E+002, 7.8049324E+001, 2.1989134E+002, 1.9614603E+002, 1.4738524E+002, 7.9141311E+001, 3.9798347E+001, 3.2982342E+001, 2.8592446E+001, 2.2111848E+001, 0.0000000E+000, 1.1186594E+002
 1.1200142E+002, 4.5529811E+002, 5.2817080E+002, 5.1509201E+002, 4.8254173E+002, 4.4341632E+002, 2.7865047E+002, 1.2149612E+002, 7.8289838E+001, 2.1806281E+002, 1.9486196E+002, 1.4521553E+002, 7.7672792E+001, 3.9743538E+001, 3.3003862E+001, 2.8334144E+001, 2.2075563E+001, 0.0000000E+000, 1.1196271E+002
 1.1211754E+002, 4.5312499E+002, 5.2791465E+002, 5.1393622E+002, 4.8191119E+002, 4.4347065E+002, 2.8022480E+002, 1.2328394E+002, 7.8561779E+001, 2.1589075E+002, 1.9287515E+002, 1.4299037E+002, 7.6357098E+001, 3.9684816E+001, 3.3030584E+001, 2.8050002E+001, 2.2075071E+001, 0.0000000E+000, 1.1206915E+002
 1.1221430E+002, 4.4390291E+002, 5.2627858E+002, 5.1342026E+002, 4.8327314E+002, 4.4627809E+002, 2.8440913E+002, 1.2532308E+002, 7.8841422E+001, 2.1534865E+002, 1.9037442E+002, 1.4128408E+002, 7.5460485E+001, 3.9660822E+001, 3.3056097E+001, 2.7746813E+001, 2.2125012E+001, 0.0000000E+000, 1.1217560E+002
 1.1231107E+002, 4.3793010E+002, 5.2423470E+002, 5.1335770E+002, 4.8688410E+002, 4.4972939E+002, 2.9397083E+002, 1.2601726E+002, 7.8951043E+001, 2.1603244E+002, 1.8770266E+002, 1.4035205E+002, 7.5106111E+001, 3.9660824E+001, 3.3075391E+001, 2.7473450E+001, 2.2255920E+001, 0.0000000E+000, 1.1227236E+002
 1.1240784E+002, 4.3711793E+002, 5.2274069E+002, 5.1296051E+002, 4.9101264E+002, 4.5325862E+002, 3.1068101E+002, 1.2696176E+002, 7.9102360E+001, 2.1673098E+002, 1.8488327E+002, 1.3992513E+002, 7.5240682E+001, 3.9723711E+001, 3.3094071E+001, 2.7209396E+001, 2.2472349E+001, 0.0000000E+000, 1.1236913E+002
 1.1250460E+002, 4.4007429E+002, 5.2419048E+002, 5.1177126E+002, 4.9343738E+002, 4.5754670E+002, 3.3297738E+002, 1.2878880E+002, 7.9289871E+001, 2.1668892E+002, 1.8229178E+002, 1.3981697E+002, 7.5775260E+001, 3.9800227E+001, 3.3112950E+001, 2.6978495E+001, 2.2744112E+001, 0.0000000E+000, 1.1246590E+002
 1.1260137E+002, 4.5037760E+002, 5.2794717E+002, 5.1019509E+002, 4.9359701E+002, 4.6313393E+002, 3.5795781E+002, 1.3060076E+002, 7.9411911E+001, 2.1576416E+002, 1.8020992E+002, 1.3984621E+002, 7.6736988E+001, 3.9866292E+001, 3.3129427E+001, 2.6800625E+001, 2.3010312E+001, 0.0000000E+000, 1.1256266E+002
 1.1271749E+002, 4.4999153E+002, 5.2835620E+002, 5.0895094E+002, 4.9301486E+002, 4.7071618E+002, 3.8949532E+002, 1.3176111E+002, 7.9369510E+001, 2.1295622E+002, 1.7860805E+002, 1.3996170E+002, 7.8279198E+001, 3.9959536E+001, 3.3131619E+001, 2.6636710E+001, 2.3243390E+001, 0.0000000E+000, 1.1266911E+002
 1.1281425E+002, 4.4161714E+002, 5.2500438E+002, 5.0981586E+002, 4.9327757E+002, 4.7899652E+002, 4.2231377E+002, 1.3173623E+002, 7.9202425E+001, 2.0907941E+002, 1.7768031E+002, 1.4023146E+002, 8.0276123E+001, 4.0097550E+001, 3.3135640E+001, 2.6519985E+001, 2.3378122E+001, 0.0000000E+000, 1.1277555E+002
 1.1291102E+002, 4.4592441E+002, 5.2255374E+002, 5.1375143E+002, 4.9452104E+002, 4.8657367E+002, 4.4689384E+002, 1.3186147E+002, 7.9083532E+001, 2.0625457E+002, 1.7748444E+002, 1.4068847E+002, 8.2402016E+001, 4.0259995E+001, 3.3165360E+001, 2.6470294E+001, 2.3424526E+001, 0.0000000E+000, 1.1287231E+002
 1.1300779E+002, 4.6435301E+002, 5.2411893E+002, 5.1874545E+002, 4.9518145E+002, 4.9231194E+002, 4.5150022E+002, 1.3107247E+002, 7.8806490E+001, 2.0428501E+002, 1.7799513E+002, 1.4147999E+002, 8.4703913E+001, 4.0420973E+001, 3.3208166E+001, 2.6487141E+001, 2.3460246E+001, 0.0000000E+000, 1.1296908E+002
