s,kW,g/s,Pa,m3/h,m3/h,C,C,C,C,C,%,%,%,%,%,%,%,%
Time,"HRR","MLR","P_L1","DADM_L2","DEXT_L1","TG_L1","TG_L1_SE_105","TG_L1_SE_205","TG_L1_SE_380","TP_L1_WC_350","O2_MEAN","O2_L1_BAS","O2_L1_MILIEU","O2_L1_HAUT","CO2_MEAN","CO2_L1_BAS","CO2_L1_MILIEU","CO2_L1_HAUT"
 2.0500049E+003, 9.5971155E+002, 3.6923077E+001, 5.8693286E+002, 2.5381350E+003, 5.6747942E+003, 2.5836924E+002, 1.4530823E+002, 3.0625628E+002, 4.1098640E+002, 3.9526112E+002, 1.5342094E+001, 1.8375169E+001, 1.3282172E+001, 1.3366467E+001, 3.8962855E+000, 1.8130608E+000, 5.3158967E+000, 5.2579203E+000
 2.0600093E+003, 9.6243243E+002, 3.6923077E+001, 5.8142595E+002, 2.5496748E+003, 5.6693897E+003, 2.5862826E+002, 1.4222512E+002, 3.0488134E+002, 4.0648109E+002, 3.9801611E+002, 1.5329843E+001, 1.8355823E+001, 1.3303238E+001, 1.3353639E+001, 3.9047249E+000, 1.8263670E+000, 5.3014081E+000, 5.2667430E+000
 2.0700031E+003, 9.6225795E+002, 3.6923077E+001, 5.8107643E+002, 2.5502520E+003, 5.6645459E+003, 2.5898984E+002, 1.3364158E+002, 3.0254082E+002, 4.0884369E+002, 3.9702442E+002, 1.5315411E+001, 1.8317397E+001, 1.3286758E+001, 1.3414731E+001, 3.9147251E+000, 1.8527950E+000, 5.3127420E+000, 5.2247257E+000
 2.0800062E+003, 9.5818636E+002, 3.6923077E+001, 5.9125166E+002, 2.5294407E+003, 5.6855132E+003, 2.5864951E+002, 1.3880719E+002, 3.0646703E+002, 4.0826411E+002, 3.9940673E+002, 1.5324263E+001, 1.8287996E+001, 1.3198669E+001, 1.3449774E+001, 3.9085815E+000, 1.8730167E+000, 5.3733276E+000, 5.2006243E+000
 2.0900004E+003, 9.5946921E+002, 3.6923077E+001, 5.9277093E+002, 2.5259862E+003, 5.6882609E+003, 2.5934223E+002, 1.4098782E+002, 3.0689051E+002, 4.0262106E+002, 3.9874675E+002, 1.5303670E+001, 1.8355722E+001, 1.3249790E+001, 1.3425098E+001, 3.9228225E+000, 1.8264366E+000, 5.3381677E+000, 5.2175955E+000
 2.1000005E+003, 9.6038758E+002, 3.6923077E+001, 5.9002720E+002, 2.5314538E+003, 5.6812188E+003, 2.5969854E+002, 1.3910726E+002, 3.0831432E+002, 4.0607166E+002, 3.9800248E+002, 1.5302530E+001, 1.8397933E+001, 1.3268025E+001, 1.3351945E+001, 3.9235111E+000, 1.7974049E+000, 5.3256267E+000, 5.2679084E+000
 2.1100004E+003, 9.5956538E+002, 3.6923077E+001, 5.8837261E+002, 2.5347537E+003, 5.6869754E+003, 2.5948066E+002, 1.3946933E+002, 3.0870376E+002, 4.1297686E+002, 4.0072012E+002, 1.5299653E+001, 1.8398201E+001, 1.3156716E+001, 1.3276716E+001, 3.9255425E+000, 1.7972200E+000, 5.4021822E+000, 5.3196488E+000
 2.1200003E+003, 9.5941951E+002, 3.6923077E+001, 5.8767124E+002, 2.5368575E+003, 5.6747419E+003, 2.6030482E+002, 1.3878029E+002, 3.0839793E+002, 4.0892632E+002, 4.0261022E+002, 1.5277870E+001, 1.8353304E+001, 1.3338318E+001, 1.3330311E+001, 3.9405038E+000, 1.8280995E+000, 5.2772803E+000, 5.2827879E+000
 2.1300027E+003, 9.5876010E+002, 3.6923077E+001, 5.8511138E+002, 2.5420905E+003, 5.6799285E+003, 2.6055755E+002, 1.3926699E+002, 3.0732629E+002, 4.0443642E+002, 4.0471948E+002, 1.5263222E+001, 1.8332083E+001, 1.3240436E+001, 1.3295382E+001, 3.9505011E+000, 1.8426945E+000, 5.3446016E+000, 5.3068107E+000
 2.1400094E+003, 9.6215116E+002, 3.6923077E+001, 6.0646408E+002, 2.4973038E+003, 5.7096696E+003, 2.6062385E+002, 1.3969858E+002, 3.0698065E+002, 4.0538734E+002, 4.0541199E+002, 1.5267155E+001, 1.8301490E+001, 1.3221381E+001, 1.3302033E+001, 3.9478902E+000, 1.8637356E+000, 5.3577069E+000, 5.3022362E+000
 2.1500053E+003, 9.5628505E+002, 3.6923077E+001, 5.8860295E+002, 2.5345758E+003, 5.6835600E+003, 2.6181231E+002, 1.4338649E+002, 3.0895374E+002, 4.0064480E+002, 4.0432695E+002, 1.5248229E+001, 1.8288725E+001, 1.3288881E+001, 1.3314219E+001, 3.9608788E+000, 1.8725154E+000, 5.3112820E+000, 5.2938550E+000
 2.1600045E+003, 9.6298417E+002, 3.6923077E+001, 5.9204800E+002, 2.5268768E+003, 5.6858064E+003, 2.6249441E+002, 1.4238192E+002, 3.0916819E+002, 4.0764881E+002, 4.0728380E+002, 1.5238238E+001, 1.8246482E+001, 1.3270104E+001, 1.3310494E+001, 3.9677435E+000, 1.9015690E+000, 5.3241965E+000, 5.2964170E+000
 2.1700037E+003, 9.5770959E+002, 3.6923077E+001, 5.9216470E+002, 2.5269451E+003, 5.6899453E+003, 2.6297942E+002, 1.4437456E+002, 3.0628541E+002, 4.1179374E+002, 4.0693782E+002, 1.5232811E+001, 1.8292710E+001, 1.3170722E+001, 1.3313676E+001, 3.9714594E+000, 1.8697741E+000, 5.3925491E+000, 5.2942285E+000
 2.1800028E+003, 9.6321252E+002, 3.6923077E+001, 5.8366510E+002, 2.5448743E+003, 5.6872047E+003, 2.6310826E+002, 1.4111840E+002, 3.1518584E+002, 4.0290620E+002, 4.0887206E+002, 1.5215361E+001, 1.8262414E+001, 1.3261456E+001, 1.3316060E+001, 3.9833947E+000, 1.8906113E+000, 5.3301440E+000, 5.2925892E+000
 2.1900020E+003, 9.5630290E+002, 3.6923077E+001, 5.9266455E+002, 2.5256150E+003, 5.6948338E+003, 2.6365649E+002, 1.4526586E+002, 3.0758787E+002, 4.0876336E+002, 4.0872847E+002, 1.5199910E+001, 1.8253354E+001, 1.3214179E+001, 1.3263243E+001, 3.9940228E+000, 1.8968427E+000, 5.3626603E+000, 5.3289156E+000
 2.2000012E+003, 9.6171006E+002, 3.6923077E+001, 5.7764945E+002, 2.5575350E+003, 5.6741505E+003, 2.6356405E+002, 1.4532312E+002, 3.1382242E+002, 4.1048837E+002, 4.1165026E+002, 1.5193219E+001, 1.8298973E+001, 1.3085664E+001, 1.3186824E+001, 3.9986479E+000, 1.8654669E+000, 5.4510497E+000, 5.3814743E+000
 2.2100003E+003, 9.6252455E+002, 3.6923077E+001, 5.9169420E+002, 2.5279420E+003, 5.6921476E+003, 2.6406642E+002, 1.4193429E+002, 3.0919703E+002, 4.0744652E+002, 4.1173839E+002, 1.5180152E+001, 1.8253026E+001, 1.3181147E+001, 1.3383303E+001, 4.0075700E+000, 1.8970680E+000, 5.3853789E+000, 5.2463408E+000
 2.2200089E+003, 9.5693786E+002, 3.6923077E+001, 5.8913011E+002, 2.5326341E+003, 5.6893127E+003, 2.6429742E+002, 1.4311422E+002, 3.0705477E+002, 4.1309613E+002, 4.1342991E+002, 1.5168989E+001, 1.8243416E+001, 1.3216162E+001, 1.3150317E+001, 4.0153043E+000, 1.9036776E+000, 5.3612967E+000, 5.4065827E+000
 2.2300081E+003, 9.6140617E+002, 3.6923077E+001, 5.9378931E+002, 2.5234766E+003, 5.7089480E+003, 2.6440271E+002, 1.4211391E+002, 3.1073863E+002, 4.1504482E+002, 4.1402605E+002, 1.5171878E+001, 1.8255505E+001, 1.3113661E+001, 1.3099073E+001, 4.0132740E+000, 1.8953630E+000, 5.4317942E+000, 5.4418276E+000
 2.2400038E+003, 9.5878870E+002, 3.6923077E+001, 5.9846318E+002, 2.5132238E+003, 5.7162507E+003, 2.6467853E+002, 1.4202834E+002, 3.1203147E+002, 4.0953132E+002, 4.1623503E+002, 1.5184475E+001, 1.8228751E+001, 1.3037896E+001, 1.3252820E+001, 4.0046647E+000, 1.9137638E+000, 5.4839035E+000, 5.3360841E+000
 2.2500029E+003, 9.6000031E+002, 3.6923077E+001, 5.8985209E+002, 2.5318706E+003, 5.6957971E+003, 2.6472636E+002, 1.4146925E+002, 3.1384810E+002, 4.0763470E+002, 4.1717581E+002, 1.5188786E+001, 1.8353721E+001, 1.3154203E+001, 1.3164536E+001, 4.0016502E+000, 1.8278125E+000, 5.4039103E+000, 5.3968032E+000
 2.2600010E+003, 9.6005465E+002, 3.6923077E+001, 6.0176108E+002, 2.5063356E+003, 5.7200587E+003, 2.6505085E+002, 1.3793033E+002, 3.1625428E+002, 4.2033971E+002, 4.1975035E+002, 1.5199180E+001, 1.8287891E+001, 1.3178978E+001, 1.3310312E+001, 3.9945082E+000, 1.8730890E+000, 5.3868708E+000, 5.2965423E+000
 2.2700019E+003, 9.5756293E+002, 3.6923077E+001, 5.9647390E+002, 2.5178422E+003, 5.7087769E+003, 2.6570595E+002, 1.4719595E+002, 3.0994892E+002, 4.0786954E+002, 4.2124364E+002, 1.5192874E+001, 1.8277060E+001, 1.3065912E+001, 1.3222537E+001, 3.9987315E+000, 1.8805380E+000, 5.4646345E+000, 5.3569116E+000
 2.2800093E+003, 9.6412743E+002, 3.6923077E+001, 5.8578168E+002, 2.5403939E+003, 5.6974679E+003, 2.6599764E+002, 1.3790335E+002, 3.1445984E+002, 4.1603947E+002, 4.2427234E+002, 1.5190926E+001, 1.8273105E+001, 1.3175152E+001, 1.3185865E+001, 4.0001414E+000, 1.8832584E+000, 5.3895018E+000, 5.3821341E+000
 2.2900040E+003, 9.5799712E+002, 3.6923077E+001, 6.0813449E+002, 2.4926366E+003, 5.7394379E+003, 2.6605941E+002, 1.4336270E+002, 3.1148210E+002, 4.0850854E+002, 4.2669682E+002, 1.5204155E+001, 1.8269284E+001, 1.3071044E+001, 1.3349534E+001, 3.9910870E+000, 1.8858862E+000, 5.4611048E+000, 5.2695668E+000
 2.3000021E+003, 9.6048467E+002, 3.6923077E+001, 5.8642722E+002, 2.5389104E+003, 5.7015070E+003, 2.6594073E+002, 1.4348869E+002, 3.1357847E+002, 4.1887557E+002, 4.2592366E+002, 1.5203423E+001, 1.8313831E+001, 1.3076188E+001, 1.3285713E+001, 3.9915676E+000, 1.8552477E+000, 5.4575670E+000, 5.3134611E+000
 2.3100035E+003, 9.6033740E+002, 3.6923077E+001, 6.0383433E+002, 2.5017860E+003, 5.7228894E+003, 2.6661559E+002, 1.4109568E+002, 3.1023835E+002, 4.2225904E+002, 4.2879286E+002, 1.5215717E+001, 1.8294745E+001, 1.2922590E+001, 1.3163814E+001, 3.9832224E+000, 1.8683749E+000, 5.5632079E+000, 5.3972999E+000
 2.3200073E+003, 9.5590680E+002, 3.6923077E+001, 5.9635243E+002, 2.5174656E+003, 5.7035943E+003, 2.6739657E+002, 1.4356448E+002, 3.1374775E+002, 4.0959423E+002, 4.2725781E+002, 1.5219192E+001, 1.8219679E+001, 1.3091756E+001, 1.3355765E+001, 3.9807383E+000, 1.9200034E+000, 5.4468600E+000, 5.2652813E+000
 2.3300066E+003, 9.6296683E+002, 3.6923077E+001, 5.8770916E+002, 2.5357215E+003, 5.7004030E+003, 2.6732883E+002, 1.4137462E+002, 3.2191605E+002, 4.1778976E+002, 4.3033413E+002, 1.5206437E+001, 1.8233379E+001, 1.3095667E+001, 1.3219874E+001, 3.9895293E+000, 1.9105808E+000, 5.4441696E+000, 5.3587435E+000
 2.3400044E+003, 9.5084939E+002, 3.6507436E+001, 5.8345712E+002, 2.5441152E+003, 5.7017253E+003, 2.6739087E+002, 1.4617857E+002, 3.1706433E+002, 4.2070425E+002, 4.3286782E+002, 1.5204224E+001, 1.8258474E+001, 1.3062029E+001, 1.3300675E+001, 3.9911028E+000, 1.8933210E+000, 5.4673051E+000, 5.3031705E+000
 2.3500021E+003, 9.3573901E+002, 3.6000000E+001, 5.7575560E+002, 2.5611072E+003, 5.6788044E+003, 2.6678581E+002, 1.4188317E+002, 3.1528441E+002, 4.1529621E+002, 4.3171171E+002, 1.5211328E+001, 1.8183940E+001, 1.3085691E+001, 1.3303938E+001, 3.9863484E+000, 1.9445839E+000, 5.4510311E+000, 5.3009264E+000
 2.3600096E+003, 9.3129188E+002, 3.6000000E+001, 5.9170487E+002, 2.5275679E+003, 5.7072141E+003, 2.6637414E+002, 1.4888167E+002, 3.1562333E+002, 4.1579048E+002, 4.3200856E+002, 1.5216218E+001, 1.8253665E+001, 1.3179662E+001, 1.3265597E+001, 3.9828062E+000, 1.8966288E+000, 5.3864002E+000, 5.3272964E+000
 2.3700032E+003, 9.2532693E+002, 3.5307453E+001, 5.7633863E+002, 2.5592594E+003, 5.6882014E+003, 2.6652231E+002, 1.4400770E+002, 3.2095599E+002, 4.1492171E+002, 4.3504345E+002, 1.5219149E+001, 1.8292820E+001, 1.3066021E+001, 1.3224192E+001, 3.9808843E+000, 1.8696989E+000, 5.4645593E+000, 5.3557732E+000
 2.3800002E+003, 8.9435908E+002, 3.4461538E+001, 5.5347082E+002, 2.6065100E+003, 5.6434609E+003, 2.6512589E+002, 1.3972839E+002, 3.2099045E+002, 4.1609629E+002, 4.3316981E+002, 1.5260448E+001, 1.8281281E+001, 1.3146164E+001, 1.3340076E+001, 3.9526938E+000, 1.8776349E+000, 5.4094396E+000, 5.2760718E+000
 2.3900024E+003, 8.9660136E+002, 3.4461538E+001, 5.6995593E+002, 2.5727912E+003, 5.6614782E+003, 2.6489983E+002, 1.4341358E+002, 3.0964875E+002, 4.1110376E+002, 4.3218266E+002, 1.5292298E+001, 1.8244106E+001, 1.3186654E+001, 1.3277953E+001, 3.9307559E+000, 1.9032032E+000, 5.3815915E+000, 5.3187984E+000
 2.4000069E+003, 8.7255074E+002, 3.3491576E+001, 5.4824123E+002, 2.6176278E+003, 5.6354477E+003, 2.6349583E+002, 1.4307198E+002, 3.1594835E+002, 4.1194134E+002, 4.3089350E+002, 1.5337084E+001, 1.8243379E+001, 1.3251145E+001, 1.3360592E+001, 3.9001394E+000, 1.9037029E+000, 5.3372360E+000, 5.2619614E+000
 2.4100017E+003, 8.3991690E+002, 3.2307692E+001, 5.3371857E+002, 2.6477871E+003, 5.6009178E+003, 2.6072448E+002, 1.4337404E+002, 3.0743433E+002, 4.0953383E+002, 4.2895121E+002, 1.5427633E+001, 1.8305258E+001, 1.3227380E+001, 1.3523488E+001, 3.8380258E+000, 1.8611444E+000, 5.3535806E+000, 5.1499256E+000
 2.4200063E+003, 8.3813195E+002, 3.2307692E+001, 5.5256547E+002, 2.6088854E+003, 5.6372152E+003, 2.5924721E+002, 1.3566104E+002, 3.0883082E+002, 4.1123845E+002, 4.2870223E+002, 1.5501049E+001, 1.8324041E+001, 1.3371423E+001, 1.3597285E+001, 3.7875440E+000, 1.8482258E+000, 5.2545117E+000, 5.0991696E+000
 2.4300018E+003, 8.1134456E+002, 3.1061988E+001, 5.4647667E+002, 2.6205153E+003, 5.6060088E+003, 2.5846076E+002, 1.3177209E+002, 3.0317135E+002, 4.1613461E+002, 4.2470982E+002, 1.5558933E+001, 1.8295618E+001, 1.3477409E+001, 1.3663986E+001, 3.7478922E+000, 1.8677740E+000, 5.1816170E+000, 5.0532946E+000
 2.4400040E+003, 7.6572281E+002, 2.9538462E+001, 5.1480364E+002, 2.6852240E+003, 5.5625690E+003, 2.5493716E+002, 1.3735387E+002, 3.0387873E+002, 4.0161039E+002, 4.1992805E+002, 1.5669023E+001, 1.8311287E+001, 1.3650687E+001, 1.3766506E+001, 3.6721357E+000, 1.8569976E+000, 5.0624412E+000, 4.9827839E+000
 2.4500058E+003, 7.7281681E+002, 2.9538462E+001, 5.3615228E+002, 2.6425620E+003, 5.5920124E+003, 2.5326429E+002, 1.3645516E+002, 3.0624056E+002, 3.9693905E+002, 4.1857631E+002, 1.5751301E+001, 1.8372107E+001, 1.3801492E+001, 1.4017410E+001, 3.6156272E+000, 1.8151670E+000, 4.9587214E+000, 4.8102185E+000
 2.4600077E+003, 7.3255994E+002, 2.7959939E+001, 5.1479710E+002, 2.6839808E+003, 5.5467598E+003, 2.5167733E+002, 1.3637657E+002, 3.0330471E+002, 3.9024398E+002, 4.1236280E+002, 1.5820136E+001, 1.8382478E+001, 1.3859092E+001, 1.4138711E+001, 3.5685911E+000, 1.8080342E+000, 4.9191051E+000, 4.7267906E+000
 2.4700069E+003, 6.7674704E+002, 2.6026077E+001, 4.5873130E+002, 2.7950115E+003, 5.4418120E+003, 2.4637076E+002, 1.3616543E+002, 2.9993679E+002, 3.8017233E+002, 4.0408865E+002, 1.5943228E+001, 1.8397880E+001, 1.4171888E+001, 1.4224006E+001, 3.4844878E+000, 1.7974408E+000, 4.7039722E+000, 4.6681269E+000
 2.4800063E+003, 6.7268472E+002, 2.5907692E+001, 4.8910377E+002, 2.7364571E+003, 5.4841510E+003, 2.4347460E+002, 1.2939179E+002, 2.9556522E+002, 3.7779053E+002, 3.9866764E+002, 1.6038749E+001, 1.8437884E+001, 1.4387904E+001, 1.4495675E+001, 3.4187804E+000, 1.7699275E+000, 4.5554020E+000, 4.4812799E+000
 2.4900057E+003, 6.7272858E+002, 2.5891801E+001, 5.0904497E+002, 2.6972864E+003, 5.5047270E+003, 2.4212496E+002, 1.2909800E+002, 2.9404208E+002, 3.6663616E+002, 3.9354988E+002, 1.6112096E+001, 1.8432213E+001, 1.4498437E+001, 1.4577628E+001, 3.3682483E+000, 1.7738276E+000, 4.4793797E+000, 4.4249144E+000
 2.5000052E+003, 6.7215763E+002, 2.5784615E+001, 5.1372795E+002, 2.6882324E+003, 5.5084641E+003, 2.4123347E+002, 1.3116518E+002, 2.9287599E+002, 3.6440802E+002, 3.8960232E+002, 1.6179366E+001, 1.8457094E+001, 1.4600388E+001, 1.4639950E+001, 3.3220111E+000, 1.7567150E+000, 4.4092608E+000, 4.3820505E+000
 2.5100078E+003, 6.6867891E+002, 2.5784615E+001, 5.1970175E+002, 2.6762343E+003, 5.5186430E+003, 2.4012479E+002, 1.2814692E+002, 2.9510475E+002, 3.6374488E+002, 3.8643862E+002, 1.6242146E+001, 1.8497143E+001, 1.4694144E+001, 1.4755191E+001, 3.2788511E+000, 1.7291708E+000, 4.3447774E+000, 4.3027911E+000
 2.5200054E+003, 6.6871130E+002, 2.5720415E+001, 5.1997400E+002, 2.6757010E+003, 5.5106053E+003, 2.3956786E+002, 1.3163276E+002, 2.8857878E+002, 3.6505248E+002, 3.8313177E+002, 1.6289113E+001, 1.8488173E+001, 1.4832861E+001, 1.4816302E+001, 3.2465241E+000, 1.7353398E+000, 4.2493714E+000, 4.2607603E+000
 2.5300030E+003, 6.6958285E+002, 2.5661538E+001, 5.1871160E+002, 2.6784935E+003, 5.5086147E+003, 2.3904512E+002, 1.2758372E+002, 2.8954953E+002, 3.5990146E+002, 3.8073242E+002, 1.6333624E+001, 1.8518936E+001, 1.4846932E+001, 1.4819425E+001, 3.2159769E+000, 1.7141818E+000, 4.2396935E+000, 4.2586124E+000
 2.5400006E+003, 6.6678104E+002, 2.5661538E+001, 5.2332116E+002, 2.6690609E+003, 5.5158744E+003, 2.3882214E+002, 1.2867203E+002, 2.8435045E+002, 3.5969731E+002, 3.7848220E+002, 1.6379437E+001, 1.8557042E+001, 1.4865562E+001, 1.4879241E+001, 3.1844633E+000, 1.6879736E+000, 4.2268804E+000, 4.2174728E+000
 2.5500080E+003, 6.6681645E+002, 2.5645688E+001, 5.2075240E+002, 2.6743925E+003, 5.5151388E+003, 2.3788696E+002, 1.2720249E+002, 2.8058560E+002, 3.5835116E+002, 3.7666793E+002, 1.6422905E+001, 1.8585570E+001, 1.4929525E+001, 1.4944242E+001, 3.1545986E+000, 1.6683528E+000, 4.1828883E+000, 4.1727664E+000
 2.5600056E+003, 6.5870646E+002, 2.5309759E+001, 5.1869576E+002, 2.6784794E+003, 5.5068734E+003, 2.3722877E+002, 1.2658533E+002, 2.8598235E+002, 3.5965774E+002, 3.7486706E+002, 1.6469870E+001, 1.8619175E+001, 1.4972184E+001, 1.5008517E+001, 3.1223447E+000, 1.6452398E+000, 4.1535484E+000, 4.1285596E+000
 2.5700032E+003, 6.5610393E+002, 2.5292308E+001, 5.1763375E+002, 2.6806721E+003, 5.5011745E+003, 2.3657946E+002, 1.2479210E+002, 2.8375456E+002, 3.5764249E+002, 3.7298128E+002, 1.6510264E+001, 1.8665083E+001, 1.5047335E+001, 1.5062399E+001, 3.0945699E+000, 1.6136656E+000, 4.1018617E+000, 4.0915012E+000
 2.5800008E+003, 6.5377309E+002, 2.5100673E+001, 5.1369165E+002, 2.6885271E+003, 5.4969414E+003, 2.3591349E+002, 1.2795938E+002, 2.8318781E+002, 3.5637357E+002, 3.7097499E+002, 1.6550267E+001, 1.8688857E+001, 1.5114944E+001, 1.5119192E+001, 3.0669980E+000, 1.5973146E+000, 4.0553619E+000, 4.0524403E+000
 2.5900082E+003, 6.5134093E+002, 2.5046154E+001, 5.1419564E+002, 2.6872858E+003, 5.4959139E+003, 2.3545500E+002, 1.2412127E+002, 2.8158549E+002, 3.5532569E+002, 3.6931402E+002, 1.6588185E+001, 1.8707833E+001, 1.5148129E+001, 1.5177242E+001, 3.0409668E+000, 1.5842631E+000, 4.0325381E+000, 4.0125146E+000
 2.6000058E+003, 6.4903858E+002, 2.4970570E+001, 5.2035158E+002, 2.6753199E+003, 5.5031685E+003, 2.3493433E+002, 1.2408448E+002, 2.8546431E+002, 3.5084357E+002, 3.6760935E+002, 1.6622235E+001, 1.8731116E+001, 1.5131157E+001, 1.5178711E+001, 3.0175643E+000, 1.5682501E+000, 4.0442107E+000, 4.0115046E+000
 2.6100034E+003, 6.4518985E+002, 2.4800000E+001, 5.1063891E+002, 2.6945547E+003, 5.4948248E+003, 2.3431348E+002, 1.2331242E+002, 2.8431428E+002, 3.5383489E+002, 3.6664032E+002, 1.6661810E+001, 1.8763811E+001, 1.5203927E+001, 1.5217206E+001, 2.9903889E+000, 1.5457631E+000, 3.9941620E+000, 3.9850284E+000
 2.6200010E+003, 6.4435478E+002, 2.4740292E+001, 5.2394518E+002, 2.6682597E+003, 5.5033426E+003, 2.3358894E+002, 1.2488982E+002, 2.8353902E+002, 3.5321904E+002, 3.6493472E+002, 1.6693239E+001, 1.8788899E+001, 1.5228721E+001, 1.5220339E+001, 2.9687367E+000, 1.5285082E+000, 3.9771089E+000, 3.9828738E+000
 2.6300084E+003, 6.3846667E+002, 2.4557605E+001, 5.1037229E+002, 2.6948518E+003, 5.4853808E+003, 2.3378615E+002, 1.1985865E+002, 2.8909271E+002, 3.5821921E+002, 3.6432075E+002, 1.6722215E+001, 1.8812389E+001, 1.5281705E+001, 1.5267615E+001, 2.9489114E+000, 1.5123520E+000, 3.9406678E+000, 3.9503587E+000
 2.6400060E+003, 6.3415426E+002, 2.4414298E+001, 5.1090299E+002, 2.6941848E+003, 5.4859108E+003, 2.3276154E+002, 1.2234053E+002, 2.7899820E+002, 3.4938499E+002, 3.6320389E+002, 1.6756487E+001, 1.8849290E+001, 1.5334032E+001, 1.5352614E+001, 2.9253065E+000, 1.4869726E+000, 3.9046789E+000, 3.8918986E+000
 2.6500036E+003, 6.3294992E+002, 2.4307692E+001, 5.0856922E+002, 2.6987343E+003, 5.4750663E+003, 2.3217024E+002, 1.2294466E+002, 2.7108846E+002, 3.4250179E+002, 3.6176154E+002, 1.6792195E+001, 1.8876244E+001, 1.5365051E+001, 1.5343544E+001, 2.9007566E+000, 1.4684347E+000, 3.8833448E+000, 3.8981365E+000
 2.6600012E+003, 6.2881323E+002, 2.4232239E+001, 5.1116388E+002, 2.6936171E+003, 5.4802371E+003, 2.3180005E+002, 1.2338010E+002, 2.7522310E+002, 3.5130346E+002, 3.6034158E+002, 1.6820891E+001, 1.8834123E+001, 1.5398335E+001, 1.5395036E+001, 2.8809813E+000, 1.4974041E+000, 3.8604524E+000, 3.8627218E+000
 2.6700086E+003, 6.2375052E+002, 2.3929638E+001, 5.0351585E+002, 2.7087725E+003, 5.4659422E+003, 2.3125539E+002, 1.2161819E+002, 2.7254543E+002, 3.4570985E+002, 3.5911004E+002, 1.6854449E+001, 1.8896150E+001, 1.5458184E+001, 1.5422684E+001, 2.8579669E+000, 1.4547438E+000, 3.8192898E+000, 3.8437060E+000
 2.6800013E+003, 6.1442410E+002, 2.3692308E+001, 5.0296419E+002, 2.7099215E+003, 5.4657729E+003, 2.3024640E+002, 1.2108743E+002, 2.8060739E+002, 3.4530072E+002, 3.5783547E+002, 1.6895970E+001, 1.8898101E+001, 1.5473130E+001, 1.5464910E+001, 2.8294406E+000, 1.4534019E+000, 3.8090108E+000, 3.8146639E+000
 2.6900065E+003, 6.1612696E+002, 2.3692308E+001, 5.0934810E+002, 2.6974340E+003, 5.4709045E+003, 2.2919100E+002, 1.2190927E+002, 2.7282800E+002, 3.4772392E+002, 3.5692692E+002, 1.6935491E+001, 1.8900166E+001, 1.5489282E+001, 1.5531290E+001, 2.8022430E+000, 1.4519814E+000, 3.7979019E+000, 3.7690094E+000
 2.7000049E+003, 6.1050175E+002, 2.3409856E+001, 5.0352230E+002, 2.7088886E+003, 5.4578673E+003, 2.2853570E+002, 1.1824025E+002, 2.7191687E+002, 3.4580308E+002, 3.5551332E+002, 1.6978316E+001, 1.8953586E+001, 1.5542863E+001, 1.5538570E+001, 2.7728264E+000, 1.4152403E+000, 3.7610498E+000, 3.7640025E+000
 2.7100034E+003, 6.0426061E+002, 2.3323077E+001, 5.0757702E+002, 2.7008617E+003, 5.4604170E+003, 2.2806275E+002, 1.1804229E+002, 2.6868078E+002, 3.4442347E+002, 3.5425775E+002, 1.7017392E+001, 1.8990268E+001, 1.5576174E+001, 1.5586545E+001, 2.7459009E+000, 1.3900115E+000, 3.7381396E+000, 3.7310067E+000
 2.7200019E+003, 6.0194540E+002, 2.3097387E+001, 4.9907356E+002, 2.7177427E+003, 5.4485605E+003, 2.2754686E+002, 1.1849792E+002, 2.7428268E+002, 3.4487917E+002, 3.5329114E+002, 1.7062785E+001, 1.9015674E+001, 1.5598998E+001, 1.5651938E+001, 2.7147317E+000, 1.3725378E+000, 3.7224416E+000, 3.6860312E+000
 2.7300003E+003, 5.9190986E+002, 2.2765407E+001, 4.9140026E+002, 2.7329115E+003, 5.4413320E+003, 2.2599327E+002, 1.1931274E+002, 2.6861942E+002, 3.4156427E+002, 3.5263896E+002, 1.7110366E+001, 1.9049419E+001, 1.5648531E+001, 1.5719130E+001, 2.6820602E+000, 1.3493291E+000, 3.6883740E+000, 3.6398183E+000
 2.7400027E+003, 5.8872850E+002, 2.2646411E+001, 5.0101845E+002, 2.7140907E+003, 5.4463599E+003, 2.2547680E+002, 1.1602310E+002, 2.6302787E+002, 3.4162817E+002, 3.5127307E+002, 1.7145920E+001, 1.9097016E+001, 1.5687561E+001, 1.5709549E+001, 2.6576303E+000, 1.3165931E+000, 3.6615307E+000, 3.6464079E+000
 2.7500037E+003, 5.8260765E+002, 2.2398154E+001, 4.9321531E+002, 2.7293313E+003, 5.4357066E+003, 2.2487439E+002, 1.1543593E+002, 2.6805125E+002, 3.4712528E+002, 3.5029234E+002, 1.7185884E+001, 1.9093207E+001, 1.5793481E+001, 1.5790943E+001, 2.6301467E+000, 1.3192130E+000, 3.5886810E+000, 3.5904265E+000
 2.7600092E+003, 5.7874070E+002, 2.2215385E+001, 4.9272765E+002, 2.7303603E+003, 5.4303504E+003, 2.2363204E+002, 1.1683357E+002, 2.6821819E+002, 3.4420761E+002, 3.4872149E+002, 1.7227861E+001, 1.9143900E+001, 1.5826319E+001, 1.5831283E+001, 2.6012789E+000, 1.2843474E+000, 3.5660963E+000, 3.5626823E+000
