s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg
 3.2200376E+002, 1.7005859E-001, 1.7612991E-001, 9.1531302E-005, 2.2297956E-002, 2.0745371E+002, 1.3956883E+002, 3.6314703E+001, 1.1702474E+003, 2.2002776E-001, 2.2002776E-001, 2.2002776E-001, 2.2002776E-001, 2.2002776E-001, 7.2641759E-002
 3.2300992E+002, 1.6980217E-001, 1.7604023E-001, 9.2157417E-005, 2.2447943E-002, 2.0903566E+002, 1.4125270E+002, 3.4050603E+001, 1.2011559E+003, 2.3330723E-001, 2.3330723E-001, 2.3330723E-001, 2.3330723E-001, 2.3330723E-001, 7.2944837E-002
 3.2400289E+002, 1.7003686E-001, 1.7576475E-001, 9.1584778E-005, 2.2310762E-002, 2.0583102E+002, 1.4061905E+002, 3.7741779E+001, 1.2272607E+003, 2.6836401E-001, 2.6836401E-001, 2.6836401E-001, 2.6836401E-001, 2.6836401E-001, 7.3247778E-002
 3.2500611E+002, 1.7044956E-001, 1.7541769E-001, 9.0577040E-005, 2.2069293E-002, 1.9843007E+002, 1.4175107E+002, 3.7371198E+001, 1.1674074E+003, 1.8116304E-001, 1.8116304E-001, 1.8116304E-001, 1.8116304E-001, 1.8116304E-001, 7.3548935E-002
 3.2600845E+002, 1.6811561E-001, 1.7509974E-001, 9.6272488E-005, 2.3434005E-002, 1.9571239E+002, 1.4149737E+002, 2.6306855E+001, 1.1575941E+003, 1.7890870E-001, 1.7890870E-001, 1.7890870E-001, 1.7890870E-001, 1.7890870E-001, 7.3848722E-002
 3.2701216E+002, 1.6709312E-001, 1.7495562E-001, 9.8767214E-005, 2.4031800E-002, 1.9485556E+002, 1.4374236E+002, 2.8012400E+001, 1.1977630E+003, 1.8464392E-001, 1.8464392E-001, 1.8464392E-001, 1.8464392E-001, 1.8464392E-001, 7.4160497E-002
 3.2800763E+002, 1.6668736E-001, 1.7466785E-001, 9.9757602E-005, 2.4268996E-002, 1.9590677E+002, 1.4370713E+002, 2.6585817E+001, 1.1874887E+003, 1.7888621E-001, 1.7888621E-001, 1.7888621E-001, 1.7888621E-001, 1.7888621E-001, 7.4465909E-002
 3.2900232E+002, 1.6621024E-001, 1.7442427E-001, 1.0092187E-004, 2.4547998E-002, 1.9759314E+002, 1.4239093E+002, 3.4141954E+001, 1.2499152E+003, 2.1694405E-001, 2.1694405E-001, 2.1694405E-001, 2.1694405E-001, 2.1694405E-001, 7.4777661E-002
 3.3000997E+002, 1.6670442E-001, 1.7399422E-001, 9.9715998E-005, 2.4259042E-002, 1.9925176E+002, 1.4454825E+002, 4.1262603E+001, 1.1806776E+003, 2.3247482E-001, 2.3247482E-001, 2.3247482E-001, 2.3247482E-001, 2.3247482E-001, 7.5085859E-002
 3.3100301E+002, 1.6676747E-001, 1.7377979E-001, 9.9562375E-005, 2.4222203E-002, 1.9998793E+002, 1.4415782E+002, 3.5295319E+001, 1.2335590E+003, 1.6905409E-001, 1.6905409E-001, 1.6905409E-001, 1.6905409E-001, 1.6905409E-001, 7.5392101E-002
 3.3200868E+002, 1.6648801E-001, 1.7351083E-001, 1.0024424E-004, 2.4385538E-002, 1.9919436E+002, 1.4470422E+002, 3.9434699E+001, 1.2001905E+003, 1.9498664E-001, 1.9498664E-001, 1.9498664E-001, 1.9498664E-001, 1.9498664E-001, 7.5706110E-002
 3.3300154E+002, 1.6830465E-001, 1.7297500E-001, 9.5811805E-005, 2.3323447E-002, 2.0090357E+002, 1.4493518E+002, 2.0562424E+001, 1.1216092E+003, 2.0919363E-001, 2.0919363E-001, 2.0919363E-001, 2.0919363E-001, 2.0919363E-001, 7.6000568E-002
 3.3400644E+002, 1.6803157E-001, 1.7346545E-001, 9.6477876E-005, 2.3483055E-002, 1.9875320E+002, 1.4817147E+002, 2.4854732E+001, 1.2562794E+003, 1.8308461E-001, 1.8308461E-001, 1.8308461E-001, 1.8308461E-001, 1.8308461E-001, 7.6313149E-002
 3.3500583E+002, 1.6845922E-001, 1.7361314E-001, 9.5434279E-005, 2.3233005E-002, 1.9872234E+002, 1.4727684E+002, 2.9718264E+001, 1.1416350E+003, 2.2303886E-001, 2.2303886E-001, 2.2303886E-001, 2.2303886E-001, 2.2303886E-001, 7.6621911E-002
 3.3600498E+002, 1.7005561E-001, 1.7319736E-001, 9.1538722E-005, 2.2299620E-002, 1.9908482E+002, 1.4555245E+002, 2.7206203E+001, 1.2022214E+003, 1.9838048E-001, 1.9838048E-001, 1.9838048E-001, 1.9838048E-001, 1.9838048E-001, 7.6928849E-002
 3.3700881E+002, 1.7045862E-001, 1.7272215E-001, 9.0554963E-005, 2.2063905E-002, 1.9923207E+002, 1.4801308E+002, 2.9798870E+001, 1.2173507E+003, 1.9676232E-001, 1.9676232E-001, 1.9676232E-001, 1.9676232E-001, 1.9676232E-001, 7.7239379E-002
 3.3800065E+002, 1.6875694E-001, 1.7252353E-001, 9.4707607E-005, 2.3058818E-002, 2.0529618E+002, 1.4961974E+002, 3.0340792E+001, 1.1665991E+003, 1.8806626E-001, 1.8806626E-001, 1.8806626E-001, 1.8806626E-001, 1.8806626E-001, 7.7547735E-002
 3.3900306E+002, 1.6836474E-001, 1.7238735E-001, 9.5664980E-005, 2.3288197E-002, 2.0570621E+002, 1.4873235E+002, 1.6743325E+001, 1.1725664E+003, 1.7977841E-001, 1.7977841E-001, 1.7977841E-001, 1.7977841E-001, 1.7977841E-001, 7.7849172E-002
 3.4000177E+002, 1.6727720E-001, 1.7202411E-001, 9.8318961E-005, 2.3923994E-002, 2.0963860E+002, 1.5100777E+002, 3.0438820E+001, 1.2390551E+003, 2.2729048E-001, 2.2729048E-001, 2.2729048E-001, 2.2729048E-001, 2.2729048E-001, 7.8169228E-002
 3.4100760E+002, 1.6688408E-001, 1.7195442E-001, 9.9278464E-005, 2.4153918E-002, 2.0989205E+002, 1.5453640E+002, 3.0451654E+001, 1.2102918E+003, 2.2163060E-001, 2.2163060E-001, 2.2163060E-001, 2.2163060E-001, 2.2163060E-001, 7.8474527E-002
 3.4200530E+002, 1.6563200E-001, 1.7214446E-001, 1.0233352E-004, 2.4885759E-002, 2.1966113E+002, 1.5390317E+002, 2.5596832E+001, 1.1479483E+003, 2.1319633E-001, 2.1319633E-001, 2.1319633E-001, 2.1319633E-001, 2.1319633E-001, 7.8777421E-002
 3.4300064E+002, 1.6557927E-001, 1.7204608E-001, 1.0246303E-004, 2.4916731E-002, 2.1720625E+002, 1.5189701E+002, 2.0171360E+001, 1.1692229E+003, 2.0664333E-001, 2.0664333E-001, 2.0664333E-001, 2.0664333E-001, 2.0664333E-001, 7.9082499E-002
 3.4400610E+002, 1.6742649E-001, 1.7213520E-001, 9.7955303E-005, 2.3836796E-002, 2.0953760E+002, 1.5361001E+002, 2.3652153E+001, 1.2038914E+003, 2.0253344E-001, 2.0253344E-001, 2.0253344E-001, 2.0253344E-001, 2.0253344E-001, 7.9395333E-002
 3.4500075E+002, 1.6717190E-001, 1.7229110E-001, 9.8575641E-005, 2.3985569E-002, 2.1211160E+002, 1.5384609E+002, 2.2178720E+001, 1.1910396E+003, 1.7047547E-001, 1.7047547E-001, 1.7047547E-001, 1.7047547E-001, 1.7047547E-001, 7.9706044E-002
 3.4600216E+002, 1.6687011E-001, 1.7264289E-001, 9.9311958E-005, 2.4162091E-002, 2.1147504E+002, 1.5350998E+002, 2.8474972E+001, 1.2099241E+003, 1.8815541E-001, 1.8815541E-001, 1.8815541E-001, 1.8815541E-001, 1.8815541E-001, 8.0021925E-002
 3.4700216E+002, 1.6755889E-001, 1.7331368E-001, 9.7631401E-005, 2.3759456E-002, 2.0368353E+002, 1.5362839E+002, 2.1108092E+001, 1.1674657E+003, 2.1084260E-001, 2.1084260E-001, 2.1084260E-001, 2.1084260E-001, 2.1084260E-001, 8.0326311E-002
 3.4800601E+002, 1.6745470E-001, 1.7394034E-001, 9.7885652E-005, 2.3820375E-002, 2.0430936E+002, 1.5519591E+002, 2.0433495E+001, 1.2562759E+003, 1.6675370E-001, 1.6675370E-001, 1.6675370E-001, 1.6675370E-001, 1.6675370E-001, 8.0639032E-002
 3.4900257E+002, 1.6615706E-001, 1.7446814E-001, 1.0105137E-004, 2.4578938E-002, 2.1504449E+002, 1.5320936E+002, 3.5141747E+001, 1.1658549E+003, 2.0055765E-001, 2.0055765E-001, 2.0055765E-001, 2.0055765E-001, 2.0055765E-001, 8.0960579E-002
 3.5000187E+002, 1.6624499E-001, 1.7496432E-001, 1.0083768E-004, 2.4527629E-002, 2.1027671E+002, 1.5516658E+002, 1.4718493E+001, 1.1444332E+003, 1.8252156E-001, 1.8252156E-001, 1.8252156E-001, 1.8252156E-001, 1.8252156E-001, 8.1254649E-002
 3.5100576E+002, 1.6654210E-001, 1.7517635E-001, 1.0011277E-004, 2.4353893E-002, 2.0419947E+002, 1.5452462E+002, 2.5983416E+001, 1.1891179E+003, 1.7321530E-001, 1.7321530E-001, 1.7321530E-001, 1.7321527E-001, 1.7321530E-001, 8.1575505E-002
 3.5201054E+002, 1.6610021E-001, 1.7505865E-001, 1.0119127E-004, 2.4612221E-002, 2.0488779E+002, 1.5539630E+002, 1.3682099E+001, 1.1792907E+003, 1.4121935E-001, 1.4122956E-001, 1.4122954E-001, 1.4120528E-001, 1.4120717E-001, 8.1881856E-002
 3.5300318E+002, 1.6587656E-001, 1.7429872E-001, 1.0173693E-004, 2.4742931E-002, 2.0654860E+002, 1.5684986E+002, 1.6390965E+001, 1.1980635E+003, 1.8047774E-001, 1.8047774E-001, 1.8047774E-001, 1.8047774E-001, 1.8047774E-001, 8.2197339E-002
 3.5400417E+002, 1.6433188E-001, 1.7296777E-001, 1.0550644E-004, 2.5645992E-002, 2.1226900E+002, 1.5928505E+002, 1.4039451E+001, 1.1571989E+003, 1.8904073E-001, 1.8904073E-001, 1.8904073E-001, 1.8904073E-001, 1.8904073E-001, 8.2503716E-002
 3.5500223E+002, 1.6143713E-001, 1.7196390E-001, 1.1257060E-004, 2.7338297E-002, 2.1877631E+002, 1.5905481E+002, 3.6336489E+001, 1.2726933E+003, 2.4085188E-001, 2.4085188E-001, 2.4085188E-001, 2.4085188E-001, 2.4085188E-001, 8.2831606E-002
 3.5600093E+002, 1.5986399E-001, 1.7216197E-001, 1.1640942E-004, 2.8257958E-002, 2.1874658E+002, 1.6127375E+002, 3.1088373E+001, 1.1953448E+003, 1.6678517E-001, 1.6678517E-001, 1.6678517E-001, 1.6678517E-001, 1.6678517E-001, 8.3138851E-002
 3.5700535E+002, 1.6006928E-001, 1.7279555E-001, 1.1590866E-004, 2.8137972E-002, 2.1729098E+002, 1.6113281E+002, 2.3627544E+001, 1.2182834E+003, 1.7849384E-001, 1.7849384E-001, 1.7849384E-001, 1.7849384E-001, 1.7849384E-001, 8.3452589E-002
 3.5800746E+002, 1.5981778E-001, 1.7313095E-001, 1.1652246E-004, 2.8284914E-002, 2.1867419E+002, 1.5931700E+002, 1.4651840E+001, 1.1551673E+003, 1.8850271E-001, 1.8850271E-001, 1.8850271E-001, 1.8850271E-001, 1.8850271E-001, 8.3764431E-002
 3.5901120E+002, 1.5947336E-001, 1.7316714E-001, 1.1736349E-004, 2.8486202E-002, 2.2387097E+002, 1.6087192E+002, 1.6870369E+001, 1.2223579E+003, 1.9378619E-001, 1.9378619E-001, 1.9378619E-001, 1.9378619E-001, 1.9378619E-001, 8.4084063E-002
 3.6000491E+002, 1.6050958E-001, 1.7314719E-001, 1.1483548E-004, 2.7880502E-002, 2.2513783E+002, 1.6371447E+002, 1.7127814E+001, 1.1742053E+003, 2.1396300E-001, 2.1396300E-001, 2.1396300E-001, 2.1396300E-001, 2.1396300E-001, 8.4397480E-002
 3.6100881E+002, 1.6447893E-001, 1.7313913E-001, 1.0514804E-004, 2.5559916E-002, 2.1665090E+002, 1.6333734E+002, 1.0029102E+001, 1.2178808E+003, 2.0348735E-001, 2.0348735E-001, 2.0348735E-001, 2.0348735E-001, 2.0348735E-001, 8.4707260E-002
 3.6200280E+002, 1.6485790E-001, 1.7303094E-001, 1.0422310E-004, 2.5338499E-002, 2.1101240E+002, 1.6608682E+002, 2.3123997E+001, 1.1948904E+003, 1.8288531E-001, 1.8288531E-001, 1.8288531E-001, 1.8288531E-001, 1.8288531E-001, 8.5031517E-002
 3.6300079E+002, 1.6356537E-001, 1.7166215E-001, 1.0737745E-004, 2.6094197E-002, 2.1167705E+002, 1.6679833E+002, 1.0254195E+001, 1.1527165E+003, 1.6122307E-001, 1.6122307E-001, 1.6122307E-001, 1.6122307E-001, 1.6122307E-001, 8.5339835E-002
 3.6400216E+002, 1.6581822E-001, 1.6847619E-001, 1.0187957E-004, 2.4777067E-002, 2.1311442E+002, 1.6789534E+002, 1.2479484E+001, 1.2311803E+003, 1.5876527E-001, 1.5876527E-001, 1.5876527E-001, 1.5876527E-001, 1.5876527E-001, 8.5660681E-002
 3.6500117E+002, 1.6602109E-001, 1.6739354E-001, 1.0138405E-004, 2.4658282E-002, 2.1499323E+002, 1.6635867E+002, 2.5465620E+001, 1.2052521E+003, 2.0971246E-001, 2.0971246E-001, 2.0971246E-001, 2.0971246E-001, 2.0971246E-001, 8.5987366E-002
 3.6600136E+002, 1.6587159E-001, 1.6710588E-001, 1.0174891E-004, 2.4745657E-002, 2.1311710E+002, 1.6775569E+002, 1.5377413E+001, 1.1892171E+003, 1.7665968E-001, 1.7665968E-001, 1.7665968E-001, 1.7665968E-001, 1.7665968E-001, 8.6295087E-002
 3.6700616E+002, 1.6735604E-001, 1.6743100E-001, 9.8126245E-005, 2.3877900E-002, 2.0589069E+002, 1.6949178E+002, 9.6535748E+000, 1.2097969E+003, 1.5573514E-001, 1.5573514E-001, 1.5573514E-001, 1.5573514E-001, 1.5573514E-001, 8.6610473E-002
 3.6800874E+002, 1.6460303E-001, 1.6816975E-001, 1.0484486E-004, 2.5487320E-002, 2.1335066E+002, 1.6962992E+002, 2.4110959E+001, 1.1700099E+003, 2.4914550E-001, 2.4914550E-001, 2.4914550E-001, 2.4914550E-001, 2.4914550E-001, 8.6934344E-002
 3.6900050E+002, 1.6009391E-001, 1.6845716E-001, 1.1584930E-004, 2.8123195E-002, 2.3503794E+002, 1.6825037E+002, 1.0129185E+001, 1.2036305E+003, 1.6317658E-001, 1.6317658E-001, 1.6317658E-001, 1.6317658E-001, 1.6317658E-001, 8.7237063E-002
 3.7000210E+002, 1.6215639E-001, 1.6775587E-001, 1.1081551E-004, 2.6917446E-002, 2.2718837E+002, 1.6746137E+002, 1.9799537E+001, 1.1647933E+003, 1.6157523E-001, 1.6157523E-001, 1.6157523E-001, 1.6157523E-001, 1.6157523E-001, 8.7562203E-002
 3.7101120E+002, 1.6233157E-001, 1.6730856E-001, 1.1038790E-004, 2.6815046E-002, 2.2287401E+002, 1.6983104E+002, 1.0804786E+001, 1.1965405E+003, 1.4482643E-001, 1.4482643E-001, 1.4482643E-001, 1.4482643E-001, 1.4482643E-001, 8.7879265E-002
 3.7200296E+002, 1.6281576E-001, 1.6724720E-001, 1.0920601E-004, 2.6531960E-002, 2.2301361E+002, 1.7120356E+002, 1.9634202E+001, 1.2113138E+003, 1.4863550E-001, 1.4863550E-001, 1.4863550E-001, 1.4863550E-001, 1.4863550E-001, 8.8205489E-002
 3.7300083E+002, 1.6304538E-001, 1.6787096E-001, 1.0864608E-004, 2.6397947E-002, 2.1615426E+002, 1.7166100E+002, 1.2110739E+001, 1.1401993E+003, 1.5691237E-001, 1.5691237E-001, 1.5691237E-001, 1.5691237E-001, 1.5691237E-001, 8.8519299E-002
 3.7400110E+002, 1.6298744E-001, 1.6865261E-001, 1.0878737E-004, 2.6431816E-002, 2.1434119E+002, 1.7265182E+002, 1.6458508E+001, 1.2414750E+003, 1.7688313E-001, 1.7688313E-001, 1.7688313E-001, 1.7688313E-001, 1.7688313E-001, 8.8843916E-002
 3.7500329E+002, 1.6450586E-001, 1.6838180E-001, 1.0508167E-004, 2.5544082E-002, 2.1502592E+002, 1.7160554E+002, 2.9176401E+001, 1.2254423E+003, 1.9648293E-001, 1.9648293E-001, 1.9648293E-001, 1.9648293E-001, 1.9648293E-001, 8.9166802E-002
 3.7600766E+002, 1.6308195E-001, 1.6721608E-001, 1.0855643E-004, 2.6376537E-002, 2.1710845E+002, 1.7196945E+002, 1.3653383E+001, 1.1689585E+003, 1.6052876E-001, 1.6052876E-001, 1.6052876E-001, 1.6052876E-001, 1.6052876E-001, 8.9476525E-002
 3.7700444E+002, 1.6012228E-001, 1.6683225E-001, 1.1577905E-004, 2.8106883E-002, 2.1966340E+002, 1.7392292E+002, 1.8700617E+001, 1.2566065E+003, 1.7880793E-001, 1.7880793E-001, 1.7880793E-001, 1.7880793E-001, 1.7880793E-001, 8.9803283E-002
 3.7800793E+002, 1.5817437E-001, 1.6621535E-001, 1.2053233E-004, 2.9245689E-002, 2.1857936E+002, 1.7439400E+002, 8.3641815E+000, 1.1589937E+003, 1.8625255E-001, 1.8625255E-001, 1.8625255E-001, 1.8625255E-001, 1.8625255E-001, 9.0111966E-002
 3.7900109E+002, 1.5757112E-001, 1.6609933E-001, 1.2200545E-004, 2.9598386E-002, 2.1343037E+002, 1.7389421E+002, 8.0640729E+000, 1.1863918E+003, 1.7393261E-001, 1.7393261E-001, 1.7393261E-001, 1.7393261E-001, 1.7393261E-001, 9.0435509E-002
 3.8001014E+002, 1.5787600E-001, 1.6591509E-001, 1.2126122E-004, 2.9419963E-002, 2.0819340E+002, 1.7126043E+002, 1.7010824E+001, 1.1700145E+003, 1.3994649E-001, 1.3994649E-001, 1.3994649E-001, 1.3994649E-001, 1.3994649E-001, 9.0763846E-002
 3.8100666E+002, 1.5790293E-001, 1.6564940E-001, 1.2119579E-004, 2.9404159E-002, 2.0579556E+002, 1.7184433E+002,-1.8201261E+000, 1.1459372E+003, 1.2985727E-001, 1.2985727E-001, 1.2985727E-001, 1.2985727E-001, 1.2985727E-001, 9.1075720E-002
 3.8200627E+002, 1.5710138E-001, 1.6557159E-001, 1.2315210E-004, 2.9872664E-002, 2.0781433E+002, 1.6920057E+002, 1.0354528E+001, 1.2039267E+003, 1.4293949E-001, 1.4293949E-001, 1.4293949E-001, 1.4293949E-001, 1.4293949E-001, 9.1409392E-002
 3.8300179E+002, 1.5630261E-001, 1.6537248E-001, 1.2510147E-004, 3.0339532E-002, 2.0848689E+002, 1.7202323E+002, 1.7273199E+001, 1.1815339E+003, 1.7903668E-001, 1.7903668E-001, 1.7903668E-001, 1.7903668E-001, 1.7903668E-001, 9.1735824E-002
 3.8400817E+002, 1.5704459E-001, 1.6521748E-001, 1.2329060E-004, 2.9905858E-002, 2.0873993E+002, 1.7070408E+002, 7.7047435E+000, 1.1794434E+003, 1.5607330E-001, 1.5607330E-001, 1.5607330E-001, 1.5607330E-001, 1.5607330E-001, 9.2054180E-002
 3.8500965E+002, 1.5894679E-001, 1.6511690E-001, 1.1864785E-004, 2.8794026E-002, 2.1279818E+002, 1.7201609E+002, 1.0020733E+001, 1.1605715E+003, 1.5705509E-001, 1.5705509E-001, 1.5705509E-001, 1.5705509E-001, 1.5705509E-001, 9.2381157E-002
 3.8600446E+002, 1.5707191E-001, 1.6502385E-001, 1.2322384E-004, 2.9889908E-002, 2.0882000E+002, 1.7379608E+002, 7.3454341E+000, 1.2583807E+003, 1.1665315E-001, 1.1665315E-001, 1.1665315E-001, 1.1665315E-001, 1.1665315E-001, 9.2709203E-002
 3.8700610E+002, 1.5694445E-001, 1.6408035E-001, 1.2353495E-004, 2.9964412E-002, 2.0832860E+002, 1.7510575E+002, 2.4520347E+001, 1.1962347E+003, 1.8488815E-001, 1.8488815E-001, 1.8488815E-001, 1.8488815E-001, 1.8488815E-001, 9.3046763E-002
 3.8800976E+002, 1.5602022E-001, 1.6325519E-001, 1.2579058E-004, 3.0504575E-002, 2.1033144E+002, 1.7593721E+002, 3.0085437E+000, 1.1253519E+003, 1.4385125E-001, 1.4385125E-001, 1.4385125E-001, 1.4385125E-001, 1.4385125E-001, 9.3353506E-002
 3.8900082E+002, 1.5537034E-001, 1.6266554E-001, 1.2737674E-004, 3.0884494E-002, 2.1047356E+002, 1.7291107E+002, 1.9845866E+001, 1.2243109E+003, 1.3667536E-001, 1.3667536E-001, 1.3667536E-001, 1.3667536E-001, 1.3667536E-001, 9.3693464E-002
 3.9000702E+002, 1.5504969E-001, 1.6233562E-001, 1.2815934E-004, 3.1071924E-002, 2.0949493E+002, 1.7328514E+002,-1.4299727E-001, 1.1395137E+003, 1.0606843E-001, 1.0606843E-001, 1.0606843E-001, 1.0606843E-001, 1.0606843E-001, 9.4004822E-002
 3.9100346E+002, 1.5491994E-001, 1.6202002E-001, 1.2847578E-004, 3.1147747E-002, 2.1350138E+002, 1.7566798E+002, 1.6978164E+001, 1.2232552E+003, 1.1403999E-001, 1.1403999E-001, 1.1403999E-001, 1.1403999E-001, 1.1403999E-001, 9.4350043E-002
 3.9200126E+002, 1.5420860E-001, 1.6177177E-001, 1.3021213E-004, 3.1563491E-002, 2.1250150E+002, 1.7802038E+002, 1.3789231E+001, 1.2215464E+003, 1.6138152E-001, 1.6138152E-001, 1.6138152E-001, 1.6138152E-001, 1.6138152E-001, 9.4673027E-002
 3.9300880E+002, 1.5222725E-001, 1.6205509E-001, 1.3504845E-004, 3.2721521E-002, 2.1019672E+002, 1.7695366E+002, 1.2532516E+001, 1.1963964E+003, 1.4632604E-001, 1.4632604E-001, 1.4632604E-001, 1.4632604E-001, 1.4632604E-001, 9.4994673E-002
 3.9400512E+002, 1.5243495E-001, 1.6238188E-001, 1.3454130E-004, 3.2600107E-002, 2.1270820E+002, 1.8126196E+002, 3.3859216E+000, 1.1329905E+003, 1.4618153E-001, 1.4618153E-001, 1.4618153E-001, 1.4618153E-001, 1.4618153E-001, 9.5314582E-002
 3.9500379E+002, 1.5354198E-001, 1.6221024E-001, 1.3183933E-004, 3.1953094E-002, 2.1131469E+002, 1.8329670E+002, 4.9743776E+000, 1.2264607E+003, 1.2611974E-001, 1.2611974E-001, 1.2611974E-001, 1.2611974E-001, 1.2611974E-001, 9.5646558E-002
 3.9600749E+002, 1.5394619E-001, 1.6221764E-001, 1.3085279E-004, 3.1716855E-002, 2.1062443E+002, 1.8109520E+002, 1.2541725E+001, 1.1959081E+003, 1.5439190E-001, 1.5439190E-001, 1.5439190E-001, 1.5439190E-001, 1.5439190E-001, 9.5981722E-002
 3.9700376E+002, 1.5364393E-001, 1.6210878E-001, 1.3159060E-004, 3.1893440E-002, 2.1536290E+002, 1.8124671E+002, 3.1096351E+000, 1.1479111E+003, 1.5217342E-001, 1.5217342E-001, 1.5217342E-001, 1.5217342E-001, 1.5217342E-001, 9.6304342E-002
 3.9800088E+002, 1.5324683E-001, 1.6180693E-001, 1.3256027E-004, 3.2125544E-002, 2.2227191E+002, 1.8276855E+002, 1.2034920E+001, 1.2567153E+003, 1.0850463E-001, 1.0850463E-001, 1.0850463E-001, 1.0850463E-001, 1.0850463E-001, 9.6641853E-002
 3.9900455E+002, 1.5297627E-001, 1.6123433E-001, 1.3322015E-004, 3.2283677E-002, 2.1424525E+002, 1.8793629E+002, 2.3639331E+001, 1.2124643E+003, 1.0407214E-001, 1.0407214E-001, 1.0407214E-001, 1.0407214E-001, 1.0407214E-001, 9.6981909E-002
 4.0000170E+002, 1.5292118E-001, 1.6056231E-001, 1.3335474E-004, 3.2315924E-002, 2.1170412E+002, 1.8727007E+002, 2.0802269E+000, 1.1543787E+003, 1.0176698E-001, 1.0176698E-001, 1.0176698E-001, 1.0176698E-001, 1.0176698E-001, 9.7299078E-002
 4.0101035E+002, 1.5245800E-001, 1.6051802E-001, 1.3448515E-004, 3.2586580E-002, 2.1510444E+002, 1.8737833E+002, 1.2509282E+001, 1.2420810E+003, 9.2487919E-002, 9.2487919E-002, 9.2487919E-002, 9.2487919E-002, 9.2487919E-002, 9.7644846E-002
 4.0200915E+002, 1.5180722E-001, 1.6038109E-001, 1.3607333E-004, 3.2966870E-002, 2.1824652E+002, 1.8890622E+002, 5.2771199E+000, 1.1642144E+003, 9.9135368E-002, 9.9135368E-002, 9.9135368E-002, 9.9135368E-002, 9.9135368E-002, 9.7972901E-002
 4.0300344E+002, 1.5185845E-001, 1.6028602E-001, 1.3594824E-004, 3.2936933E-002, 2.1973743E+002, 1.9258538E+002, 1.2444801E+001, 1.2355310E+003, 8.4070245E-002, 8.4070245E-002, 8.4070245E-002, 8.4070245E-002, 8.4070245E-002, 9.8312881E-002
 4.0400925E+002, 1.5267976E-001, 1.5997981E-001, 1.3394423E-004, 3.2456853E-002, 2.2343380E+002, 1.9049475E+002, 8.3802634E+000, 1.1889902E+003, 1.1724574E-001, 1.1724574E-001, 1.1724574E-001, 1.1724574E-001, 1.1724574E-001, 9.8643251E-002
 4.0500727E+002, 1.5300453E-001, 1.5963755E-001, 1.3315187E-004, 3.2267023E-002, 2.2413343E+002, 1.8867949E+002, 2.1026596E+000, 1.1366797E+003, 9.7781011E-002, 9.7781011E-002, 9.7781011E-002, 9.7781011E-002, 9.7781011E-002, 9.8973012E-002
 4.0601180E+002, 1.5326689E-001, 1.5898784E-001, 1.3251174E-004, 3.2113664E-002, 2.2380957E+002, 1.8085145E+002,-3.9652941E-001, 1.1366917E+003, 8.4496206E-002, 8.4496206E-002, 8.4496206E-002, 8.4496206E-002, 8.4496206E-002, 9.9302303E-002
 4.0700078E+002, 1.5319183E-001, 1.5810469E-001, 1.3269577E-004, 3.2157530E-002, 2.2589391E+002, 1.8060977E+002, 8.0893235E+000, 1.2266996E+003, 1.0099950E-001, 1.0099950E-001, 1.0099950E-001, 1.0099950E-001, 1.0099950E-001, 9.9641832E-002
 4.0800735E+002, 1.5285431E-001, 1.5798450E-001, 1.3352048E-004, 3.2354799E-002, 2.2877432E+002, 1.8201453E+002, 2.0460061E+001, 1.2297537E+003, 1.2483815E-001, 1.2483815E-001, 1.2483815E-001, 1.2483815E-001, 1.2483815E-001, 9.9981670E-002
 4.0900366E+002, 1.5307088E-001, 1.5826901E-001, 1.3299137E-004, 3.2228274E-002, 2.2492586E+002, 1.8304176E+002,-4.4179700E+000, 1.1519016E+003, 1.1222164E-001, 1.1222164E-001, 1.1222164E-001, 1.1222164E-001, 1.1222164E-001, 1.0029970E-001
 4.1000200E+002, 1.5323222E-001, 1.5836379E-001, 1.3259654E-004, 3.2133989E-002, 2.1914938E+002, 1.8461620E+002, 1.1254085E+001, 1.2007005E+003, 1.2628055E-001, 1.2628055E-001, 1.2626225E-001, 1.2628055E-001, 1.2628055E-001, 1.0064794E-001
 4.1101117E+002, 1.5338872E-001, 1.5836837E-001, 1.3221421E-004, 3.2042528E-002, 2.1504451E+002, 1.8756608E+002, 4.1576742E+000, 1.1731172E+003, 9.2992123E-002, 9.2992123E-002, 9.2992123E-002, 9.2992123E-002, 9.2992123E-002, 1.0098114E-001
 4.1200949E+002, 1.5357081E-001, 1.5832249E-001, 1.3176987E-004, 3.1936176E-002, 2.0999503E+002, 1.8314621E+002,-2.2692925E+000, 1.1591770E+003, 9.5570876E-002, 9.5570876E-002, 9.5570876E-002, 9.5570876E-002, 9.5570876E-002, 1.0131549E-001
 4.1300796E+002, 1.5438645E-001, 1.5842974E-001, 1.2977872E-004, 3.1459497E-002, 2.0562052E+002, 1.8325251E+002, 6.3607795E+000, 1.2079036E+003, 8.5800272E-002, 8.5800272E-002, 8.5800272E-002, 8.5800272E-002, 8.5800272E-002, 1.0165762E-001
