s,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.1800574E+003, 2.2649437E+002, 1.7316493E+002, 1.4914682E+002, 1.3853965E+002, 8.8070358E+001, 5.8441098E+001, 1.4739948E+000, 8.1369885E-001, 5.3794443E-001, 4.9683198E-001, 2.1847286E-001, 1.3968844E-001
 3.1952635E+003, 2.2500324E+002, 1.7229809E+002, 1.4847963E+002, 1.3798962E+002, 8.7870936E+001, 5.8404222E+001, 1.4454539E+000, 8.0817580E-001, 5.3677726E-001, 5.0259471E-001, 2.3375084E-001, 1.5042489E-001
 3.2101241E+003, 2.2351815E+002, 1.7144464E+002, 1.4782283E+002, 1.3744490E+002, 8.7672871E+001, 5.8367007E+001, 1.4004840E+000, 8.0467011E-001, 5.4124051E-001, 4.9952876E-001, 2.4660400E-001, 1.4993103E-001
 3.2253302E+003, 2.2204514E+002, 1.7059968E+002, 1.4717328E+002, 1.3690408E+002, 8.7478655E+001, 5.8328882E+001, 1.3762278E+000, 8.0310630E-001, 5.4253401E-001, 4.9571149E-001, 2.3625118E-001, 1.4589272E-001
 3.2401908E+003, 2.2059536E+002, 1.6976362E+002, 1.4653630E+002, 1.3636399E+002, 8.7285645E+001, 5.8288793E+001, 1.3806445E+000, 7.9127870E-001, 5.5107355E-001, 4.8832705E-001, 2.3488524E-001, 1.3575142E-001
 3.2551809E+003, 2.1917469E+002, 1.6893860E+002, 1.4590997E+002, 1.3583356E+002, 8.7095805E+001, 5.8247783E+001, 1.3556893E+000, 7.7670169E-001, 5.5313061E-001, 4.8972129E-001, 2.2917661E-001, 1.3400281E-001
 3.2700415E+003, 2.1776848E+002, 1.6811709E+002, 1.4529111E+002, 1.3530925E+002, 8.6905685E+001, 5.8208668E+001, 1.3456588E+000, 7.6552621E-001, 5.4447134E-001, 4.9044310E-001, 2.2741848E-001, 1.4792367E-001
 3.2852476E+003, 2.1637751E+002, 1.6729534E+002, 1.4466831E+002, 1.3478828E+002, 8.6714301E+001, 5.8171496E+001, 1.3568296E+000, 7.6080235E-001, 5.3599518E-001, 4.9022237E-001, 2.2360988E-001, 1.3720903E-001
 3.3001082E+003, 2.1501366E+002, 1.6647993E+002, 1.4405390E+002, 1.3427028E+002, 8.6522906E+001, 5.8133851E+001, 1.3652834E+000, 7.4472306E-001, 5.4058922E-001, 4.8353182E-001, 2.2391503E-001, 1.3530587E-001
 3.3153143E+003, 2.1367231E+002, 1.6567510E+002, 1.4344248E+002, 1.3375536E+002, 8.6332407E+001, 5.8097292E+001, 1.3592447E+000, 7.5497914E-001, 5.2854014E-001, 4.7966771E-001, 2.3001458E-001, 1.4145562E-001
 3.3301749E+003, 2.1235149E+002, 1.6488157E+002, 1.4283787E+002, 1.3324403E+002, 8.6143220E+001, 5.8057693E+001, 1.3371844E+000, 7.5170206E-001, 5.3193466E-001, 4.7142009E-001, 2.3024027E-001, 1.3169348E-001
 3.3450354E+003, 2.1105589E+002, 1.6410486E+002, 1.4224548E+002, 1.3274075E+002, 8.5958652E+001, 5.8018695E+001, 1.3147272E+000, 7.4843583E-001, 5.2317595E-001, 4.6458786E-001, 2.2330432E-001, 1.3368998E-001
 3.3602416E+003, 2.0976375E+002, 1.6332872E+002, 1.4164857E+002, 1.3223433E+002, 8.5774237E+001, 5.7981115E+001, 1.3061922E+000, 7.5043200E-001, 5.1264428E-001, 4.6215806E-001, 2.1804505E-001, 1.3639247E-001
 3.3751022E+003, 2.0849367E+002, 1.6256194E+002, 1.4105407E+002, 1.3172889E+002, 8.5591204E+001, 5.7944069E+001, 1.3039627E+000, 7.4990288E-001, 5.0735182E-001, 4.5443868E-001, 2.1865081E-001, 1.3539923E-001
 3.3900348E+003, 2.0725620E+002, 1.6180991E+002, 1.4046817E+002, 1.3123300E+002, 8.5410811E+001, 5.7906868E+001, 1.3181410E+000, 7.4373918E-001, 5.0018360E-001, 4.5674490E-001, 2.1672497E-001, 1.4765964E-001
 3.4052410E+003, 2.0602813E+002, 1.6105217E+002, 1.3987844E+002, 1.3073709E+002, 8.5225961E+001, 5.7868294E+001, 1.3315476E+000, 7.4973053E-001, 4.8708165E-001, 4.5220715E-001, 2.1084202E-001, 1.3535548E-001
 3.4201015E+003, 2.0483265E+002, 1.6031398E+002, 1.3929217E+002, 1.3024261E+002, 8.5039881E+001, 5.7830008E+001, 1.3552255E+000, 7.5038811E-001, 4.8419108E-001, 4.4091900E-001, 2.0900976E-001, 1.2986692E-001
 3.4353077E+003, 2.0366207E+002, 1.5957925E+002, 1.3870579E+002, 1.2974509E+002, 8.4854767E+001, 5.7791648E+001, 1.3537894E+000, 7.4761809E-001, 4.7320436E-001, 4.3165620E-001, 2.0760625E-001, 1.2942907E-001
 3.4501682E+003, 2.0250674E+002, 1.5885926E+002, 1.3811649E+002, 1.2924452E+002, 8.4668345E+001, 5.7753545E+001, 1.3515128E+000, 7.4556907E-001, 4.7359079E-001, 4.1386119E-001, 2.0608334E-001, 1.2804276E-001
 3.4650288E+003, 2.0138306E+002, 1.5815710E+002, 1.3754162E+002, 1.2874720E+002, 8.4484600E+001, 5.7714981E+001, 1.3568056E+000, 7.4798637E-001, 4.7367292E-001, 4.1092495E-001, 2.0119710E-001, 1.2695898E-001
 3.4802350E+003, 2.0025216E+002, 1.5745178E+002, 1.3696284E+002, 1.2824955E+002, 8.4298801E+001, 5.7675284E+001, 1.3387690E+000, 7.4157768E-001, 4.8317700E-001, 4.1257311E-001, 1.9899611E-001, 1.2554243E-001
 3.4950955E+003, 1.9913572E+002, 1.5675018E+002, 1.3639543E+002, 1.2775723E+002, 8.4114628E+001, 5.7635943E+001, 1.3419045E+000, 7.3358681E-001, 4.9040205E-001, 4.1275298E-001, 1.9974748E-001, 1.2543403E-001
 3.5103017E+003, 1.9803692E+002, 1.5605806E+002, 1.3583535E+002, 1.2727113E+002, 8.3934025E+001, 5.7596727E+001, 1.3342042E+000, 7.3469709E-001, 4.8668913E-001, 4.1149157E-001, 1.9944351E-001, 1.2456892E-001
 3.5251622E+003, 1.9695055E+002, 1.5537268E+002, 1.3527656E+002, 1.2678669E+002, 8.3752958E+001, 5.7555934E+001, 1.3297726E+000, 7.3047676E-001, 4.7643683E-001, 4.0817929E-001, 1.9682962E-001, 1.2334727E-001
 3.5400228E+003, 1.9588679E+002, 1.5469913E+002, 1.3472875E+002, 1.2631601E+002, 8.3573788E+001, 5.7514520E+001, 1.3218865E+000, 7.2737074E-001, 4.8062203E-001, 4.1478597E-001, 1.9628712E-001, 1.2234254E-001
 3.5552289E+003, 1.9483239E+002, 1.5402237E+002, 1.3418318E+002, 1.2584587E+002, 8.3395303E+001, 5.7473279E+001, 1.3175477E+000, 7.1812961E-001, 4.8061140E-001, 4.1635378E-001, 1.9756559E-001, 1.2198568E-001
 3.5700895E+003, 1.9378509E+002, 1.5334916E+002, 1.3364043E+002, 1.2538018E+002, 8.3219605E+001, 5.7432536E+001, 1.2933063E+000, 7.1677643E-001, 4.7147049E-001, 4.1243767E-001, 1.9786334E-001, 1.2360131E-001
 3.5852956E+003, 1.9274761E+002, 1.5268376E+002, 1.3310034E+002, 1.2491688E+002, 8.3045190E+001, 5.7392284E+001, 1.2820675E+000, 7.1204514E-001, 4.6681739E-001, 4.1414567E-001, 1.9800930E-001, 1.2726429E-001
 3.6001562E+003, 1.9171117E+002, 1.5202533E+002, 1.3256566E+002, 1.2445954E+002, 8.2871928E+001, 5.7351276E+001, 1.2529848E+000, 7.0748992E-001, 4.6537770E-001, 4.1245223E-001, 1.9721421E-001, 1.2377025E-001
