s,kW/m2,C,kg/m2/s
 2.0881000E+002, 1.0964843E+001, 6.4018050E+002, 3.9487123E-003
 2.0941000E+002, 1.0946004E+001, 6.4028954E+002, 3.9494617E-003
 2.1000999E+002, 1.0927202E+001, 6.4039828E+002, 3.9504413E-003
 2.1061000E+002, 1.0908497E+001, 6.4050645E+002, 3.9516647E-003
 2.1121001E+002, 1.0889808E+001, 6.4061447E+002, 3.9531486E-003
 2.1181000E+002, 1.0871143E+001, 6.4072231E+002, 3.9549063E-003
 2.1241000E+002, 1.0852553E+001, 6.4082968E+002, 3.9569551E-003
 2.1300999E+002, 1.0834009E+001, 6.4093674E+002, 3.9593135E-003
 2.1361000E+002, 1.0815461E+001, 6.4104376E+002, 3.9620004E-003
 2.1421001E+002, 1.0796969E+001, 6.4115047E+002, 3.9650332E-003
 2.1481000E+002, 1.0778516E+001, 6.4125688E+002, 3.9684333E-003
 2.1541000E+002, 1.0760052E+001, 6.4136334E+002, 3.9722238E-003
 2.1600999E+002, 1.0741623E+001, 6.4146956E+002, 3.9764191E-003
 2.1661000E+002, 1.0723260E+001, 6.4157535E+002, 3.9810388E-003
 2.1721001E+002, 1.0704857E+001, 6.4168133E+002, 3.9860985E-003
 2.1781000E+002, 1.0686469E+001, 6.4178722E+002, 3.9916114E-003
 2.1841000E+002, 1.0668143E+001, 6.4189270E+002, 3.9975890E-003
 2.1900999E+002, 1.0649763E+001, 6.4199846E+002, 4.0040393E-003
 2.1961000E+002, 1.0631403E+001, 6.4210409E+002, 4.0109671E-003
 2.2021001E+002, 1.0613111E+001, 6.4220927E+002, 4.0183729E-003
 2.2081000E+002, 1.0594756E+001, 6.4231479E+002, 4.0262585E-003
 2.2141000E+002, 1.0576393E+001, 6.4242033E+002, 4.0346182E-003
 2.2200999E+002, 1.0558084E+001, 6.4252551E+002, 4.0434480E-003
 2.2261000E+002, 1.0539721E+001, 6.4263094E+002, 4.0527368E-003
 2.2321001E+002, 1.0521358E+001, 6.4273639E+002, 4.0624727E-003
 2.2381000E+002, 1.0503060E+001, 6.4284138E+002, 4.0726432E-003
 2.2441000E+002, 1.0484683E+001, 6.4294679E+002, 4.0832354E-003
 2.2500999E+002, 1.0466302E+001, 6.4305218E+002, 4.0942368E-003
 2.2561000E+002, 1.0447978E+001, 6.4315723E+002, 4.1056241E-003
 2.2621001E+002, 1.0429586E+001, 6.4326259E+002, 4.1173826E-003
 2.2681000E+002, 1.0411208E+001, 6.4336788E+002, 4.1294989E-003
 2.2741000E+002, 1.0392871E+001, 6.4347287E+002, 4.1419481E-003
 2.2800999E+002, 1.0374475E+001, 6.4357816E+002, 4.1547115E-003
 2.2861000E+002, 1.0356062E+001, 6.4368351E+002, 4.1677760E-003
 2.2921001E+002, 1.0337715E+001, 6.4378847E+002, 4.1811210E-003
 2.2981000E+002, 1.0319320E+001, 6.4389364E+002, 4.1947252E-003
 2.3041000E+002, 1.0300921E+001, 6.4399880E+002, 4.2085711E-003
 2.3100999E+002, 1.0282568E+001, 6.4410370E+002, 4.2226426E-003
 2.3161000E+002, 1.0264176E+001, 6.4420875E+002, 4.2369276E-003
 2.3221001E+002, 1.0245765E+001, 6.4431388E+002, 4.2514000E-003
 2.3281000E+002, 1.0227410E+001, 6.4441867E+002, 4.2660503E-003
 2.3341000E+002, 1.0209048E+001, 6.4452344E+002, 4.2808625E-003
 2.3400999E+002, 1.0190669E+001, 6.4462828E+002, 4.2958197E-003
 2.3461000E+002, 1.0172338E+001, 6.4473282E+002, 4.3109090E-003
 2.3521001E+002, 1.0153984E+001, 6.4483744E+002, 4.3261190E-003
 2.3581000E+002, 1.0135627E+001, 6.4494206E+002, 4.3414353E-003
 2.3641000E+002, 1.0117334E+001, 6.4504629E+002, 4.3568470E-003
 2.3700999E+002, 1.0099033E+001, 6.4515050E+002, 4.3723431E-003
 2.3761000E+002, 1.0080719E+001, 6.4525476E+002, 4.3879128E-003
 2.3821001E+002, 1.0062472E+001, 6.4535862E+002, 4.4035426E-003
 2.3881000E+002, 1.0044206E+001, 6.4546253E+002, 4.4192266E-003
 2.3941000E+002, 1.0025942E+001, 6.4556640E+002, 4.4349519E-003
 2.4000999E+002, 1.0007766E+001, 6.4566975E+002, 4.4507113E-003
 2.4061000E+002, 9.9895671E+000, 6.4577316E+002, 4.4664931E-003
 2.4121001E+002, 9.9713602E+000, 6.4587659E+002, 4.4822927E-003
 2.4181000E+002, 9.9532321E+000, 6.4597956E+002, 4.4980973E-003
 2.4241000E+002, 9.9350876E+000, 6.4608255E+002, 4.5139016E-003
 2.4300999E+002, 9.9169598E+000, 6.4618542E+002, 4.5296971E-003
 2.4361000E+002, 9.8989148E+000, 6.4628781E+002, 4.5454783E-003
 2.4421001E+002, 9.8808275E+000, 6.4639039E+002, 4.5612340E-003
 2.4481000E+002, 9.8627619E+000, 6.4649282E+002, 4.5769587E-003
 2.4541000E+002, 9.8447875E+000, 6.4659469E+002, 4.5926484E-003
 2.4600999E+002, 9.8267890E+000, 6.4669670E+002, 4.6082945E-003
 2.4661000E+002, 9.8088175E+000, 6.4679850E+002, 4.6238933E-003
 2.4721001E+002, 9.7909095E+000, 6.4689991E+002, 4.6394394E-003
 2.4781000E+002, 9.7729718E+000, 6.4700145E+002, 4.6549226E-003
 2.4841000E+002, 9.7550836E+000, 6.4710270E+002, 4.6703419E-003
 2.4900999E+002, 9.7372674E+000, 6.4720349E+002, 4.6856967E-003
 2.4961000E+002, 9.7194214E+000, 6.4730442E+002, 4.7009774E-003
 2.5021001E+002, 9.7016333E+000, 6.4740500E+002, 4.7161804E-003
 2.5081000E+002, 9.6838766E+000, 6.4750536E+002, 4.7313045E-003
 2.5141000E+002, 9.6661202E+000, 6.4760570E+002, 4.7463462E-003
 2.5200999E+002, 9.6484569E+000, 6.4770545E+002, 4.7613021E-003
 2.5261000E+002, 9.6307771E+000, 6.4780524E+002, 4.7761712E-003
 2.5321001E+002, 9.6131122E+000, 6.4790494E+002, 4.7909476E-003
 2.5381000E+002, 9.5955404E+000, 6.4800408E+002, 4.8056311E-003
 2.5441000E+002, 9.5779582E+000, 6.4810323E+002, 4.8202186E-003
 2.5500999E+002, 9.5604131E+000, 6.4820216E+002, 4.8347119E-003
 2.5561000E+002, 9.5429334E+000, 6.4830067E+002, 4.8491072E-003
 2.5620999E+002, 9.5254306E+000, 6.4839929E+002, 4.8633995E-003
 2.5681000E+002, 9.5080068E+000, 6.4849746E+002, 4.8775912E-003
 2.5741000E+002, 9.4906213E+000, 6.4859533E+002, 4.8916801E-003
 2.5801001E+002, 9.4732175E+000, 6.4869330E+002, 4.9056626E-003
 2.5860999E+002, 9.4559181E+000, 6.4879066E+002, 4.9195408E-003
 2.5920999E+002, 9.4385968E+000, 6.4888811E+002, 4.9333128E-003
 2.5981000E+002, 9.4213357E+000, 6.4898519E+002, 4.9469759E-003
 2.6041000E+002, 9.4041272E+000, 6.4908193E+002, 4.9605295E-003
 2.6101001E+002, 9.3868851E+000, 6.4917881E+002, 4.9739739E-003
 2.6160999E+002, 9.3697311E+000, 6.4927519E+002, 4.9873056E-003
 2.6220999E+002, 9.3526286E+000, 6.4937123E+002, 5.0005288E-003
 2.6281000E+002, 9.3354979E+000, 6.4946740E+002, 5.0136384E-003
 2.6341000E+002, 9.3184767E+000, 6.4956292E+002, 5.0266361E-003
 2.6401001E+002, 9.3014322E+000, 6.4965859E+002, 5.0395192E-003
 2.6460999E+002, 9.2844685E+000, 6.4975375E+002, 5.0522895E-003
 2.6520999E+002, 9.2675275E+000, 6.4984875E+002, 5.0649465E-003
 2.6581000E+002, 9.2505790E+000, 6.4994378E+002, 5.0774872E-003
 2.6641000E+002, 9.2337402E+000, 6.5003817E+002, 5.0899192E-003
 2.6701001E+002, 9.2169002E+000, 6.5013253E+002, 5.1022375E-003
 2.6760999E+002, 9.2000864E+000, 6.5022671E+002, 5.1144410E-003
 2.6820999E+002, 9.1833321E+000, 6.5032050E+002, 5.1265338E-003
 2.6881000E+002, 9.1665783E+000, 6.5041430E+002, 5.1385155E-003
 2.6941000E+002, 9.1499440E+000, 6.5050737E+002, 5.1503859E-003
 2.7001001E+002, 9.1332625E+000, 6.5060068E+002, 5.1621467E-003
 2.7060999E+002, 9.1166396E+000, 6.5069367E+002, 5.1737958E-003
 2.7120999E+002, 9.1000889E+000, 6.5078622E+002, 5.1853367E-003
 2.7181000E+002, 9.0835195E+000, 6.5087884E+002, 5.1967714E-003
 2.7241000E+002, 9.0670513E+000, 6.5097088E+002, 5.2080989E-003
 2.7301001E+002, 9.0505545E+000, 6.5106303E+002, 5.2193196E-003
 2.7360999E+002, 9.0341573E+000, 6.5115462E+002, 5.2304340E-003
 2.7420999E+002, 9.0177618E+000, 6.5124613E+002, 5.2414457E-003
 2.7481000E+002, 9.0013735E+000, 6.5133759E+002, 5.2523502E-003
 2.7541000E+002, 8.9851016E+000, 6.5142838E+002, 5.2631500E-003
 2.7601001E+002, 8.9687917E+000, 6.5151933E+002, 5.2738478E-003
 2.7660999E+002, 8.9525672E+000, 6.5160980E+002, 5.2844448E-003
 2.7720999E+002, 8.9363538E+000, 6.5170018E+002, 5.2949367E-003
 2.7781000E+002, 8.9202062E+000, 6.5179017E+002, 5.3053295E-003
 2.7841000E+002, 8.9040861E+000, 6.5187997E+002, 5.3156216E-003
 2.7901001E+002, 8.8879466E+000, 6.5196987E+002, 5.3258138E-003
 2.7960999E+002, 8.8719567E+000, 6.5205890E+002, 5.3359069E-003
 2.8020999E+002, 8.8559133E+000, 6.5214820E+002, 5.3459013E-003
 2.8081000E+002, 8.8399555E+000, 6.5223700E+002, 5.3557995E-003
 2.8141000E+002, 8.8240158E+000, 6.5232568E+002, 5.3656014E-003
 2.8201001E+002, 8.8081222E+000, 6.5241408E+002, 5.3753082E-003
 2.8260999E+002, 8.7922656E+000, 6.5250223E+002, 5.3849219E-003
 2.8320999E+002, 8.7764103E+000, 6.5259040E+002, 5.3944447E-003
 2.8381000E+002, 8.7606937E+000, 6.5267774E+002, 5.4038752E-003
 2.8441000E+002, 8.7449042E+000, 6.5276546E+002, 5.4132171E-003
 2.8501001E+002, 8.7292204E+000, 6.5285258E+002, 5.4224687E-003
 2.8560999E+002, 8.7135503E+000, 6.5293958E+002, 5.4316333E-003
 2.8620999E+002, 8.6979188E+000, 6.5302635E+002, 5.4407134E-003
 2.8681000E+002, 8.6823185E+000, 6.5311290E+002, 5.4497080E-003
 2.8741000E+002, 8.6667788E+000, 6.5319910E+002, 5.4586170E-003
 2.8801001E+002, 8.6512715E+000, 6.5328506E+002, 5.4674419E-003
 2.8860999E+002, 8.6357453E+000, 6.5337112E+002, 5.4761836E-003
 2.8920999E+002, 8.6203622E+000, 6.5345635E+002, 5.4848467E-003
 2.8981000E+002, 8.6049219E+000, 6.5354190E+002, 5.4934266E-003
 2.9041000E+002, 8.5895943E+000, 6.5362680E+002, 5.5019260E-003
 2.9101001E+002, 8.5742540E+000, 6.5371174E+002, 5.5103453E-003
 2.9160999E+002, 8.5589849E+000, 6.5379628E+002, 5.5186877E-003
 2.9220999E+002, 8.5437060E+000, 6.5388085E+002, 5.5269524E-003
 2.9281000E+002, 8.5285369E+000, 6.5396481E+002, 5.5351392E-003
 2.9341000E+002, 8.5133698E+000, 6.5404871E+002, 5.5432476E-003
 2.9401001E+002, 8.4982116E+000, 6.5413256E+002, 5.5512817E-003
 2.9460999E+002, 8.4831542E+000, 6.5421581E+002, 5.5592404E-003
 2.9520999E+002, 8.4680717E+000, 6.5429919E+002, 5.5671261E-003
 2.9581000E+002, 8.4530804E+000, 6.5438203E+002, 5.5749426E-003
 2.9641000E+002, 8.4380925E+000, 6.5446484E+002, 5.5826867E-003
 2.9701001E+002, 8.4231732E+000, 6.5454723E+002, 5.5903610E-003
 2.9760999E+002, 8.4082222E+000, 6.5462980E+002, 5.5979646E-003
 2.9820999E+002, 8.3934403E+000, 6.5471140E+002, 5.6055012E-003
 2.9881000E+002, 8.3785546E+000, 6.5479355E+002, 5.6129708E-003
 2.9941000E+002, 8.3638105E+000, 6.5487490E+002, 5.6203739E-003
 3.0001001E+002, 8.3490373E+000, 6.5495636E+002, 5.6277111E-003
 3.0060999E+002, 8.3343537E+000, 6.5503735E+002, 5.6349840E-003
 3.0120999E+002, 8.3196681E+000, 6.5511831E+002, 5.6421916E-003
 3.0181000E+002, 8.3050567E+000, 6.5519885E+002, 5.6493351E-003
 3.0241000E+002, 8.2904186E+000, 6.5527948E+002, 5.6564152E-003
 3.0301001E+002, 8.2759202E+000, 6.5535937E+002, 5.6634332E-003
 3.0360999E+002, 8.2613752E+000, 6.5543944E+002, 5.6703906E-003
 3.0420999E+002, 8.2468995E+000, 6.5551914E+002, 5.6772839E-003
 3.0481000E+002, 8.2324645E+000, 6.5559857E+002, 5.6841164E-003
 3.0541000E+002, 8.2180632E+000, 6.5567781E+002, 5.6908888E-003
 3.0601001E+002, 8.2037008E+000, 6.5575682E+002, 5.6975991E-003
 3.0660999E+002, 8.1893825E+000, 6.5583559E+002, 5.7042502E-003
 3.0720999E+002, 8.1750762E+000, 6.5591429E+002, 5.7108429E-003
 3.0781000E+002, 8.1608794E+000, 6.5599237E+002, 5.7173785E-003
 3.0841000E+002, 8.1466478E+000, 6.5607061E+002, 5.7238562E-003
 3.0901001E+002, 8.1324744E+000, 6.5614854E+002, 5.7302758E-003
 3.0960999E+002, 8.1183553E+000, 6.5622612E+002, 5.7366388E-003
 3.1020999E+002, 8.1042471E+000, 6.5630361E+002, 5.7429452E-003
 3.1081000E+002, 8.0902031E+000, 6.5638072E+002, 5.7491980E-003
 3.1141000E+002, 8.0761759E+000, 6.5645770E+002, 5.7553964E-003
 3.1201001E+002, 8.0621942E+000, 6.5653439E+002, 5.7615408E-003
 3.1260999E+002, 8.0482679E+000, 6.5661074E+002, 5.7676307E-003
 3.1320999E+002, 8.0343164E+000, 6.5668722E+002, 5.7736677E-003
 3.1381000E+002, 8.0204927E+000, 6.5676300E+002, 5.7796501E-003
 3.1441000E+002, 8.0066383E+000, 6.5683889E+002, 5.7855805E-003
 3.1501001E+002, 7.9928668E+000, 6.5691438E+002, 5.7914569E-003
 3.1560999E+002, 7.9790987E+000, 6.5698982E+002, 5.7972784E-003
 3.1620999E+002, 7.9654091E+000, 6.5706484E+002, 5.8030492E-003
 3.1681000E+002, 7.9517161E+000, 6.5713985E+002, 5.8087660E-003
 3.1741000E+002, 7.9381007E+000, 6.5721444E+002, 5.8144316E-003
 3.1801001E+002, 7.9244776E+000, 6.5728903E+002, 5.8200453E-003
 3.1860999E+002, 7.9109630E+000, 6.5736296E+002, 5.8256065E-003
 3.1920999E+002, 7.8973614E+000, 6.5743737E+002, 5.8311148E-003
 3.1981000E+002, 7.8839499E+000, 6.5751069E+002, 5.8365725E-003
 3.2041000E+002, 7.8704412E+000, 6.5758456E+002, 5.8419782E-003
 3.2101001E+002, 7.8570809E+000, 6.5765760E+002, 5.8473330E-003
 3.2160999E+002, 7.8436752E+000, 6.5773090E+002, 5.8526385E-003
 3.2220999E+002, 7.8303628E+000, 6.5780366E+002, 5.8578911E-003
 3.2281000E+002, 7.8170560E+000, 6.5787641E+002, 5.8630933E-003
 3.2341000E+002, 7.8037879E+000, 6.5794892E+002, 5.8682457E-003
 3.2401001E+002, 7.7906112E+000, 6.5802092E+002, 5.8733480E-003
 3.2460999E+002, 7.7773798E+000, 6.5809320E+002, 5.8784005E-003
 3.2520999E+002, 7.7642673E+000, 6.5816482E+002, 5.8834008E-003
 3.2581000E+002, 7.7511284E+000, 6.5823652E+002, 5.8883525E-003
 3.2641000E+002, 7.7380930E+000, 6.5830770E+002, 5.8932541E-003
 3.2701001E+002, 7.7250201E+000, 6.5837904E+002, 5.8981031E-003
 3.2760999E+002, 7.7120610E+000, 6.5844973E+002, 5.9029038E-003
 3.2820999E+002, 7.6990740E+000, 6.5852057E+002, 5.9076522E-003
 3.2881000E+002, 7.6861628E+000, 6.5859095E+002, 5.9123497E-003
 3.2941000E+002, 7.6732904E+000, 6.5866111E+002, 5.9169962E-003
 3.3001001E+002, 7.6604115E+000, 6.5873127E+002, 5.9215908E-003
 3.3060999E+002, 7.6476193E+000, 6.5880096E+002, 5.9261349E-003
 3.3120999E+002, 7.6348304E+000, 6.5887057E+002, 5.9306266E-003
 3.3181000E+002, 7.6221051E+000, 6.5893984E+002, 5.9350672E-003
 3.3241000E+002, 7.6093774E+000, 6.5900908E+002, 5.9394556E-003
 3.3301001E+002, 7.5967522E+000, 6.5907777E+002, 5.9437924E-003
 3.3360999E+002, 7.5840920E+000, 6.5914663E+002, 5.9480769E-003
 3.3420999E+002, 7.5715267E+000, 6.5921496E+002, 5.9523096E-003
 3.3481000E+002, 7.5589683E+000, 6.5928325E+002, 5.9564887E-003
 3.3541000E+002, 7.5464236E+000, 6.5935148E+002, 5.9606176E-003
 3.3601001E+002, 7.5340089E+000, 6.5941897E+002, 5.9646932E-003
 3.3660999E+002, 7.5215021E+000, 6.5948695E+002, 5.9687152E-003
 3.3720999E+002, 7.5091600E+000, 6.5955405E+002, 5.9726849E-003
 3.3781000E+002, 7.4967364E+000, 6.5962154E+002, 5.9766011E-003
 3.3841000E+002, 7.4844565E+000, 6.5968826E+002, 5.9804608E-003
 3.3901001E+002, 7.4721279E+000, 6.5975523E+002, 5.9842700E-003
 3.3960999E+002, 7.4598862E+000, 6.5982170E+002, 5.9880234E-003
 3.4020999E+002, 7.4476593E+000, 6.5988811E+002, 5.9917213E-003
 3.4081000E+002, 7.4354744E+000, 6.5995425E+002, 5.9953653E-003
 3.4141000E+002, 7.4233414E+000, 6.6002013E+002, 5.9989529E-003
 3.4201001E+002, 7.4111965E+000, 6.6008606E+002, 6.0024850E-003
 3.4260999E+002, 7.3991714E+000, 6.6015130E+002, 6.0059611E-003
 3.4320999E+002, 7.3870894E+000, 6.6021686E+002, 6.0093805E-003
 3.4381000E+002, 7.3751088E+000, 6.6028183E+002, 6.0127439E-003
 3.4441000E+002, 7.3631395E+000, 6.6034673E+002, 6.0160479E-003
 3.4501001E+002, 7.3511810E+000, 6.6041152E+002, 6.0192951E-003
 3.4560999E+002, 7.3393238E+000, 6.6047575E+002, 6.0224867E-003
 3.4620999E+002, 7.3274302E+000, 6.6054015E+002, 6.0256193E-003
 3.4681000E+002, 7.3156236E+000, 6.6060405E+002, 6.0286928E-003
 3.4741000E+002, 7.3038272E+000, 6.6066790E+002, 6.0317073E-003
 3.4801001E+002, 7.2920376E+000, 6.6073170E+002, 6.0346615E-003
 3.4860999E+002, 7.2803951E+000, 6.6079469E+002, 6.0375574E-003
 3.4920999E+002, 7.2686405E+000, 6.6085830E+002, 6.0403938E-003
 3.4981000E+002, 7.2570522E+000, 6.6092099E+002, 6.0431679E-003
 3.5041000E+002, 7.2454143E+000, 6.6098394E+002, 6.0458823E-003
 3.5101001E+002, 7.2338357E+000, 6.6104656E+002, 6.0485336E-003
 3.5160999E+002, 7.2223275E+000, 6.6110881E+002, 6.0511237E-003
 3.5220999E+002, 7.2107981E+000, 6.6117116E+002, 6.0536517E-003
 3.5281000E+002, 7.1993558E+000, 6.6123302E+002, 6.0561156E-003
 3.5341000E+002, 7.1879042E+000, 6.6129494E+002, 6.0585157E-003
 3.5401001E+002, 7.1765106E+000, 6.6135650E+002, 6.0608535E-003
 3.5460999E+002, 7.1651746E+000, 6.6141774E+002, 6.0631273E-003
 3.5520999E+002, 7.1538089E+000, 6.6147914E+002, 6.0653345E-003
 3.5581000E+002, 7.1425444E+000, 6.6153993E+002, 6.0674770E-003
 3.5641000E+002, 7.1312787E+000, 6.6160076E+002, 6.0695529E-003
 3.5701001E+002, 7.1200287E+000, 6.6166146E+002, 6.0715639E-003
 3.5760999E+002, 7.1088966E+000, 6.6172153E+002, 6.0735095E-003
 3.5820999E+002, 7.0977033E+000, 6.6178192E+002, 6.0753879E-003
 3.5881000E+002, 7.0866045E+000, 6.6184179E+002, 6.0771967E-003
 3.5941000E+002, 7.0755212E+000, 6.6190158E+002, 6.0789396E-003
 3.6001001E+002, 7.0644617E+000, 6.6196123E+002, 6.0806148E-003
 3.6060999E+002, 7.0534576E+000, 6.6202057E+002, 6.0822190E-003
 3.6120999E+002, 7.0425088E+000, 6.6207958E+002, 6.0837550E-003
 3.6181000E+002, 7.0314891E+000, 6.6213898E+002, 6.0852210E-003
 3.6241000E+002, 7.0206730E+000, 6.6219726E+002, 6.0866172E-003
 3.6301001E+002, 7.0097231E+000, 6.6225626E+002, 6.0879425E-003
 3.6360999E+002, 6.9989242E+000, 6.6231444E+002, 6.0891960E-003
 3.6420999E+002, 6.9881106E+000, 6.6237269E+002, 6.0903776E-003
 3.6481000E+002, 6.9773165E+000, 6.6243082E+002, 6.0914877E-003
 3.6541000E+002, 6.9666156E+000, 6.6248845E+002, 6.0925238E-003
 3.6601001E+002, 6.9558845E+000, 6.6254621E+002, 6.0934878E-003
 3.6660999E+002, 6.9452034E+000, 6.6260369E+002, 6.0943782E-003
 3.6720999E+002, 6.9345992E+000, 6.6266074E+002, 6.0951950E-003
 3.6781000E+002, 6.9239931E+000, 6.6271778E+002, 6.0959364E-003
 3.6841000E+002, 6.9133710E+000, 6.6277489E+002, 6.0966034E-003
 3.6901001E+002, 6.9029116E+000, 6.6283111E+002, 6.0971944E-003
 3.6960999E+002, 6.8923350E+000, 6.6288796E+002, 6.0977107E-003
 3.7020999E+002, 6.8819198E+000, 6.6294391E+002, 6.0981492E-003
 3.7081000E+002, 6.8714606E+000, 6.6300010E+002, 6.0985129E-003
 3.7141000E+002, 6.8610405E+000, 6.6305606E+002, 6.0987982E-003
 3.7201001E+002, 6.8507148E+000, 6.6311151E+002, 6.0990065E-003
 3.7260999E+002, 6.8403485E+000, 6.6316719E+002, 6.0991368E-003
 3.7320999E+002, 6.8300466E+000, 6.6322250E+002, 6.0991885E-003
 3.7381000E+002, 6.8198131E+000, 6.6327744E+002, 6.0991616E-003
 3.7441000E+002, 6.8095410E+000, 6.6333257E+002, 6.0990565E-003
 3.7501001E+002, 6.7993538E+000, 6.6338725E+002, 6.0988696E-003
 3.7560999E+002, 6.7891939E+000, 6.6344177E+002, 6.0986041E-003
 3.7620999E+002, 6.7790546E+000, 6.6349620E+002, 6.0982592E-003
 3.7681000E+002, 6.7689189E+000, 6.6355057E+002, 6.0978313E-003
 3.7741000E+002, 6.7589168E+000, 6.6360425E+002, 6.0973231E-003
 3.7801001E+002, 6.7488153E+000, 6.6365843E+002, 6.0967344E-003
 3.7860999E+002, 6.7388459E+000, 6.6371189E+002, 6.0960630E-003
 3.7920999E+002, 6.7288753E+000, 6.6376537E+002, 6.0953094E-003
 3.7981000E+002, 6.7189099E+000, 6.6381879E+002, 6.0944738E-003
 3.8041000E+002, 6.7090273E+000, 6.6387177E+002, 6.0935557E-003
 3.8101001E+002, 6.6991464E+000, 6.6392476E+002, 6.0925553E-003
 3.8160999E+002, 6.6892918E+000, 6.6397758E+002, 6.0914708E-003
 3.8220999E+002, 6.6795111E+000, 6.6402999E+002, 6.0903022E-003
 3.8281000E+002, 6.6697091E+000, 6.6408249E+002, 6.0890513E-003
 3.8341000E+002, 6.6599665E+000, 6.6413467E+002, 6.0877148E-003
 3.8401001E+002, 6.6502255E+000, 6.6418677E+002, 6.0862946E-003
 3.8460999E+002, 6.6405995E+000, 6.6423830E+002, 6.0847896E-003
 3.8520999E+002, 6.6308789E+000, 6.6429031E+002, 6.0831990E-003
 3.8581000E+002, 6.6213078E+000, 6.6434152E+002, 6.0815236E-003
 3.8641000E+002, 6.6117119E+000, 6.6439287E+002, 6.0797629E-003
 3.8701001E+002, 6.6021327E+000, 6.6444413E+002, 6.0779174E-003
 3.8760999E+002, 6.5926398E+000, 6.6449495E+002, 6.0759852E-003
 3.8820999E+002, 6.5831484E+000, 6.6454575E+002, 6.0739679E-003
 3.8881000E+002, 6.5736727E+000, 6.6459645E+002, 6.0718653E-003
 3.8941000E+002, 6.5642449E+000, 6.6464686E+002, 6.0696747E-003
 3.9001001E+002, 6.5548494E+000, 6.6469712E+002, 6.0673979E-003
 3.9060999E+002, 6.5454953E+000, 6.6474710E+002, 6.0650354E-003
 3.9120999E+002, 6.5361079E+000, 6.6479725E+002, 6.0625860E-003
 3.9181000E+002, 6.5268655E+000, 6.6484662E+002, 6.0600496E-003
 3.9241000E+002, 6.5175464E+000, 6.6489640E+002, 6.0574270E-003
 3.9301001E+002, 6.5082718E+000, 6.6494588E+002, 6.0547174E-003
 3.9360999E+002, 6.4991364E+000, 6.6499466E+002, 6.0519211E-003
 3.9420999E+002, 6.4898943E+000, 6.6504398E+002, 6.0490378E-003
 3.9481000E+002, 6.4807372E+000, 6.6509286E+002, 6.0460671E-003
 3.9541000E+002, 6.4716614E+000, 6.6514131E+002, 6.0430092E-003
 3.9601001E+002, 6.4625375E+000, 6.6519002E+002, 6.0398653E-003
 3.9660999E+002, 6.4534760E+000, 6.6523838E+002, 6.0366338E-003
 3.9720999E+002, 6.4444654E+000, 6.6528646E+002, 6.0333157E-003
 3.9781000E+002, 6.4354583E+000, 6.6533453E+002, 6.0299098E-003
 3.9841000E+002, 6.4264767E+000, 6.6538244E+002, 6.0264178E-003
 3.9901001E+002, 6.4175337E+000, 6.6543013E+002, 6.0228391E-003
 3.9960999E+002, 6.4086429E+000, 6.6547752E+002, 6.0191732E-003
 4.0020999E+002, 6.3997470E+000, 6.6552495E+002, 6.0154208E-003
 4.0081000E+002, 6.3908499E+000, 6.6557235E+002, 6.0115811E-003
 4.0141000E+002, 6.3821217E+000, 6.6561887E+002, 6.0076559E-003
 4.0201001E+002, 6.3732653E+000, 6.6566606E+002, 6.0036440E-003
 4.0260999E+002, 6.3644884E+000, 6.6571281E+002, 5.9995469E-003
 4.0320999E+002, 6.3558174E+000, 6.6575901E+002, 5.9953623E-003
 4.0381000E+002, 6.3470763E+000, 6.6580558E+002, 5.9910932E-003
 4.0441000E+002, 6.3383886E+000, 6.6585185E+002, 5.9867384E-003
 4.0501001E+002, 6.3297646E+000, 6.6589777E+002, 5.9822983E-003
 4.0560999E+002, 6.3211453E+000, 6.6594367E+002, 5.9777719E-003
 4.0620999E+002, 6.3125459E+000, 6.6598940E+002, 5.9731609E-003
 4.0681000E+002, 6.3039726E+000, 6.6603497E+002, 5.9684650E-003
 4.0741000E+002, 6.2954563E+000, 6.6608026E+002, 5.9636848E-003
 4.0801001E+002, 6.2869664E+000, 6.6612536E+002, 5.9588217E-003
 4.0860999E+002, 6.2784542E+000, 6.6617061E+002, 5.9538739E-003
 4.0920999E+002, 6.2700080E+000, 6.6621548E+002, 5.9488426E-003
 4.0981000E+002, 6.2616525E+000, 6.6625992E+002, 5.9437273E-003
 4.1041000E+002, 6.2532016E+000, 6.6630487E+002, 5.9385301E-003
 4.1101001E+002, 6.2448482E+000, 6.6634931E+002, 5.9332492E-003
 4.1160999E+002, 6.2365840E+000, 6.6639331E+002, 5.9278867E-003
 4.1220999E+002, 6.2282337E+000, 6.6643775E+002, 5.9224410E-003
 4.1281000E+002, 6.2199509E+000, 6.6648181E+002, 5.9169146E-003
 4.1341000E+002, 6.2117339E+000, 6.6652550E+002, 5.9113071E-003
 4.1401001E+002, 6.2035126E+000, 6.6656921E+002, 5.9056182E-003
 4.1460999E+002, 6.1953022E+000, 6.6661284E+002, 5.8998497E-003
 4.1520999E+002, 6.1871170E+000, 6.6665632E+002, 5.8940007E-003
 4.1581000E+002, 6.1790406E+000, 6.6669917E+002, 5.8880711E-003
 4.1641000E+002, 6.1708611E+000, 6.6674256E+002, 5.8820638E-003
 4.1701001E+002, 6.1628229E+000, 6.6678519E+002, 5.8759771E-003
 4.1760999E+002, 6.1547117E+000, 6.6682821E+002, 5.8698120E-003
