s,kW/m2,C,kg/m2/s,kW/m2,m
 2.0791000E+002, 3.7096537E+001, 3.6154336E+002, 1.8757838E-002, 5.0000000E+001, 1.8048573E-002
 2.0881000E+002, 3.7090706E+001, 3.6163007E+002, 1.9200996E-002, 5.0000000E+001, 1.8014516E-002
 2.0971001E+002, 3.7114189E+001, 3.6120333E+002, 1.8849386E-002, 5.0000000E+001, 1.7980044E-002
 2.1061000E+002, 3.7085401E+001, 3.6173332E+002, 1.9154037E-002, 5.0000000E+001, 1.7946085E-002
 2.1150999E+002, 3.7128685E+001, 3.6092483E+002, 1.8980598E-002, 5.0000000E+001, 1.7911487E-002
 2.1241000E+002, 3.7083032E+001, 3.6178286E+002, 1.9067098E-002, 5.0000000E+001, 1.7877560E-002
 2.1331000E+002, 3.7136476E+001, 3.6076131E+002, 1.9200229E-002, 5.0000000E+001, 1.7842917E-002
 2.1421001E+002, 3.7086581E+001, 3.6172494E+002, 1.8891392E-002, 5.0000000E+001, 1.7808927E-002
 2.1511000E+002, 3.7133781E+001, 3.6080270E+002, 1.9348674E-002, 5.0000000E+001, 1.7774349E-002
 2.1600999E+002, 3.7101253E+001, 3.6145140E+002, 1.8786441E-002, 5.0000000E+001, 1.7740159E-002
 2.1691000E+002, 3.7128506E+001, 3.6090427E+002, 1.9336070E-002, 5.0000000E+001, 1.7705721E-002
 2.1781000E+002, 3.7117465E+001, 3.6113963E+002, 1.8843838E-002, 5.0000000E+001, 1.7671337E-002
 2.1871001E+002, 3.7124088E+001, 3.6098950E+002, 1.9320330E-002, 5.0000000E+001, 1.7637016E-002
 2.1961000E+002, 3.7132450E+001, 3.6085303E+002, 1.8906444E-002, 5.0000000E+001, 1.7602470E-002
 2.2050999E+002, 3.7120667E+001, 3.6105590E+002, 1.9298925E-002, 5.0000000E+001, 1.7568235E-002
 2.2141000E+002, 3.7147025E+001, 3.6057472E+002, 1.8982086E-002, 5.0000000E+001, 1.7533552E-002
 2.2231000E+002, 3.7118002E+001, 3.6110860E+002, 1.9262133E-002, 5.0000000E+001, 1.7499378E-002
 2.2321001E+002, 3.7158558E+001, 3.6034646E+002, 1.9081205E-002, 5.0000000E+001, 1.7464597E-002
 2.2411000E+002, 3.7117322E+001, 3.6112470E+002, 1.9203363E-002, 5.0000000E+001, 1.7430441E-002
 2.2500999E+002, 3.7166929E+001, 3.6017937E+002, 1.9219479E-002, 5.0000000E+001, 1.7395608E-002
 2.2591000E+002, 3.7119687E+001, 3.6108509E+002, 1.9105080E-002, 5.0000000E+001, 1.7361420E-002
 2.2681000E+002, 3.7170634E+001, 3.6009615E+002, 1.9444475E-002, 5.0000000E+001, 1.7326588E-002
 2.2771001E+002, 3.7127284E+001, 3.6095072E+002, 1.8918829E-002, 5.0000000E+001, 1.7292299E-002
 2.2861000E+002, 3.7168249E+001, 3.6013916E+002, 1.9465957E-002, 5.0000000E+001, 1.7257539E-002
 2.2950999E+002, 3.7140179E+001, 3.6070813E+002, 1.8936573E-002, 5.0000000E+001, 1.7223094E-002
 2.3041000E+002, 3.7166357E+001, 3.6017579E+002, 1.9462426E-002, 5.0000000E+001, 1.7188421E-002
 2.3131000E+002, 3.7152019E+001, 3.6047666E+002, 1.8979237E-002, 5.0000000E+001, 1.7153839E-002
 2.3221001E+002, 3.7165196E+001, 3.6019837E+002, 1.9458537E-002, 5.0000000E+001, 1.7119232E-002
 2.3311000E+002, 3.7163051E+001, 3.6026360E+002, 1.9021923E-002, 5.0000000E+001, 1.7084535E-002
 2.3400999E+002, 3.7164782E+001, 3.6020664E+002, 1.9454201E-002, 5.0000000E+001, 1.7049975E-002
 2.3491000E+002, 3.7174154E+001, 3.6004899E+002, 1.9066133E-002, 5.0000000E+001, 1.7015170E-002
 2.3581000E+002, 3.7164550E+001, 3.6021159E+002, 1.9445747E-002, 5.0000000E+001, 1.6980651E-002
 2.3671001E+002, 3.7184056E+001, 3.5985982E+002, 1.9113250E-002, 5.0000000E+001, 1.6945758E-002
 2.3761000E+002, 3.7165137E+001, 3.6020091E+002, 1.9436171E-002, 5.0000000E+001, 1.6911260E-002
 2.3850999E+002, 3.7192672E+001, 3.5968981E+002, 1.9161690E-002, 5.0000000E+001, 1.6876295E-002
 2.3941000E+002, 3.7166565E+001, 3.6017427E+002, 1.9425002E-002, 5.0000000E+001, 1.6841803E-002
 2.4031000E+002, 3.7201400E+001, 3.5951880E+002, 1.9215903E-002, 5.0000000E+001, 1.6806771E-002
 2.4121001E+002, 3.7168399E+001, 3.6014026E+002, 1.9406005E-002, 5.0000000E+001, 1.6772279E-002
 2.4211000E+002, 3.7208636E+001, 3.5937718E+002, 1.9273435E-002, 5.0000000E+001, 1.6737198E-002
 2.4300999E+002, 3.7171143E+001, 3.6008900E+002, 1.9384934E-002, 5.0000000E+001, 1.6702689E-002
 2.4391000E+002, 3.7214944E+001, 3.5925403E+002, 1.9332018E-002, 5.0000000E+001, 1.6667571E-002
 2.4481000E+002, 3.7174737E+001, 3.6002159E+002, 1.9362650E-002, 5.0000000E+001, 1.6633035E-002
 2.4571001E+002, 3.7221269E+001, 3.5913110E+002, 1.9400096E-002, 5.0000000E+001, 1.6597884E-002
 2.4661000E+002, 3.7178951E+001, 3.5994294E+002, 1.9329302E-002, 5.0000000E+001, 1.6563315E-002
 2.4750999E+002, 3.7225960E+001, 3.5903505E+002, 1.9466596E-002, 5.0000000E+001, 1.6528145E-002
 2.4841000E+002, 3.7183854E+001, 3.5985102E+002, 1.9298316E-002, 5.0000000E+001, 1.6493533E-002
 2.4931000E+002, 3.7230666E+001, 3.5893954E+002, 1.9544175E-002, 5.0000000E+001, 1.6458346E-002
 2.5021001E+002, 3.7189462E+001, 3.5974626E+002, 1.9255198E-002, 5.0000000E+001, 1.6423685E-002
 2.5111000E+002, 3.7234327E+001, 3.5886517E+002, 1.9613644E-002, 5.0000000E+001, 1.6388492E-002
 2.5200999E+002, 3.7195401E+001, 3.5963467E+002, 1.9220747E-002, 5.0000000E+001, 1.6353778E-002
 2.5291000E+002, 3.7237958E+001, 3.5879259E+002, 1.9669588E-002, 5.0000000E+001, 1.6318577E-002
 2.5381000E+002, 3.7201337E+001, 3.5952234E+002, 1.9199902E-002, 5.0000000E+001, 1.6283814E-002
 2.5471001E+002, 3.7241943E+001, 3.5871340E+002, 1.9706442E-002, 5.0000000E+001, 1.6248600E-002
 2.5561000E+002, 3.7207688E+001, 3.5940299E+002, 1.9197208E-002, 5.0000000E+001, 1.6213786E-002
 2.5651001E+002, 3.7245766E+001, 3.5863920E+002, 1.9719310E-002, 5.0000000E+001, 1.6178562E-002
 2.5741000E+002, 3.7213254E+001, 3.5929319E+002, 1.9218833E-002, 5.0000000E+001, 1.6143705E-002
 2.5831000E+002, 3.7250202E+001, 3.5855304E+002, 1.9734118E-002, 5.0000000E+001, 1.6108460E-002
 2.5920999E+002, 3.7218283E+001, 3.5919562E+002, 1.9238788E-002, 5.0000000E+001, 1.6073570E-002
 2.6010999E+002, 3.7255245E+001, 3.5845505E+002, 1.9750629E-002, 5.0000000E+001, 1.6038294E-002
 2.6101001E+002, 3.7223435E+001, 3.5909574E+002, 1.9256282E-002, 5.0000000E+001, 1.6003373E-002
 2.6191000E+002, 3.7260283E+001, 3.5835710E+002, 1.9766792E-002, 5.0000000E+001, 1.5968066E-002
 2.6281000E+002, 3.7227933E+001, 3.5900985E+002, 1.9274506E-002, 5.0000000E+001, 1.5933124E-002
 2.6370999E+002, 3.7265781E+001, 3.5825152E+002, 1.9761820E-002, 5.0000000E+001, 1.5897776E-002
 2.6460999E+002, 3.7231843E+001, 3.5893112E+002, 1.9314323E-002, 5.0000000E+001, 1.5862819E-002
 2.6551001E+002, 3.7271692E+001, 3.5813919E+002, 1.9738729E-002, 5.0000000E+001, 1.5827422E-002
 2.6641000E+002, 3.7236138E+001, 3.5884525E+002, 1.9371467E-002, 5.0000000E+001, 1.5792451E-002
 2.6731000E+002, 3.7276985E+001, 3.5803950E+002, 1.9702046E-002, 5.0000000E+001, 1.5757012E-002
 2.6820999E+002, 3.7240380E+001, 3.5875954E+002, 1.9442862E-002, 5.0000000E+001, 1.5722026E-002
 2.6910999E+002, 3.7282414E+001, 3.5793655E+002, 1.9674556E-002, 5.0000000E+001, 1.5686541E-002
 2.7001001E+002, 3.7245169E+001, 3.5866380E+002, 1.9504414E-002, 5.0000000E+001, 1.5651536E-002
 2.7091000E+002, 3.7286796E+001, 3.5785364E+002, 1.9641782E-002, 5.0000000E+001, 1.5616016E-002
 2.7181000E+002, 3.7250370E+001, 3.5855976E+002, 1.9572184E-002, 5.0000000E+001, 1.5580987E-002
 2.7270999E+002, 3.6957543E+001, 3.6420142E+002, 1.7336544E-002, 5.0000000E+001, 1.5547644E-002
 2.7360999E+002, 3.6851624E+001, 3.6616202E+002, 1.8550342E-002, 5.0000000E+001, 1.5515457E-002
 2.7451001E+002, 3.6898720E+001, 3.6529605E+002, 1.8624740E-002, 5.0000000E+001, 1.5481701E-002
 2.7541000E+002, 3.6823119E+001, 3.6670541E+002, 1.8677141E-002, 5.0000000E+001, 1.5448509E-002
 2.7631000E+002, 3.6877073E+001, 3.6568093E+002, 1.9189668E-002, 5.0000000E+001, 1.5414287E-002
 2.7720999E+002, 3.6864931E+001, 3.6594008E+002, 1.8673017E-002, 5.0000000E+001, 1.5380097E-002
 2.7810999E+002, 3.6848532E+001, 3.6621773E+002, 1.9235672E-002, 5.0000000E+001, 1.5346105E-002
 2.7901001E+002, 3.6906189E+001, 3.6514469E+002, 1.9184313E-002, 5.0000000E+001, 1.5311292E-002
 2.7991000E+002, 3.6834574E+001, 3.6649245E+002, 1.9004835E-002, 5.0000000E+001, 1.5277290E-002
 2.8081000E+002, 3.6888707E+001, 3.6546190E+002, 1.9488683E-002, 5.0000000E+001, 1.5242490E-002
 2.8170999E+002, 3.6878163E+001, 3.6569105E+002, 1.8950129E-002, 5.0000000E+001, 1.5207788E-002
 2.8260999E+002, 3.6864383E+001, 3.6592015E+002, 1.9469745E-002, 5.0000000E+001, 1.5173333E-002
 2.8351001E+002, 3.6919331E+001, 3.6489876E+002, 1.9346443E-002, 5.0000000E+001, 1.5138142E-002
 2.8441000E+002, 3.6850954E+001, 3.6618309E+002, 1.9247755E-002, 5.0000000E+001, 1.5103774E-002
 2.8531000E+002, 3.6908034E+001, 3.6509797E+002, 1.9664971E-002, 5.0000000E+001, 1.5068621E-002
 2.8620999E+002, 3.6888124E+001, 3.6550379E+002, 1.9097013E-002, 5.0000000E+001, 1.5033692E-002
 2.8710999E+002, 3.6886102E+001, 3.6551165E+002, 1.9632769E-002, 5.0000000E+001, 1.4998891E-002
 2.8801001E+002, 3.6930147E+001, 3.6469879E+002, 1.9372417E-002, 5.0000000E+001, 1.4963501E-002
 2.8891000E+002, 3.6870829E+001, 3.6580536E+002, 1.9478419E-002, 5.0000000E+001, 1.4928889E-002
 2.8981000E+002, 3.6932749E+001, 3.6463174E+002, 1.9791257E-002, 5.0000000E+001, 1.4893461E-002
 2.9070999E+002, 3.6894258E+001, 3.6538166E+002, 1.9177440E-002, 5.0000000E+001, 1.4858467E-002
 2.9160999E+002, 3.6912274E+001, 3.6501849E+002, 1.9757448E-002, 5.0000000E+001, 1.4823356E-002
 2.9251001E+002, 3.6937974E+001, 3.6456119E+002, 1.9364884E-002, 5.0000000E+001, 1.4787894E-002
 2.9341000E+002, 3.6895378E+001, 3.6533998E+002, 1.9660487E-002, 5.0000000E+001, 1.4753059E-002
 2.9431000E+002, 3.6960320E+001, 3.6411871E+002, 1.9862355E-002, 5.0000000E+001, 1.4717418E-002
 2.9520999E+002, 3.6897359E+001, 3.6532306E+002, 1.9252278E-002, 5.0000000E+001, 1.4682484E-002
 2.9610999E+002, 3.6942538E+001, 3.6444702E+002, 1.9861190E-002, 5.0000000E+001, 1.4647041E-002
 2.9701001E+002, 3.6938861E+001, 3.6455399E+002, 1.9351686E-002, 5.0000000E+001, 1.4611634E-002
 2.9791000E+002, 3.6925983E+001, 3.6476080E+002, 1.9806691E-002, 5.0000000E+001, 1.4576522E-002
 2.9881000E+002, 3.6972969E+001, 3.6389475E+002, 1.9582023E-002, 5.0000000E+001, 1.4540798E-002
 2.9970999E+002, 3.6915600E+001, 3.6496337E+002, 1.9646614E-002, 5.0000000E+001, 1.4505834E-002
 3.0060999E+002, 3.6976574E+001, 3.6380271E+002, 1.9952899E-002, 5.0000000E+001, 1.4470107E-002
 3.0151001E+002, 3.6935116E+001, 3.6461782E+002, 1.9348568E-002, 5.0000000E+001, 1.4434857E-002
 3.0241000E+002, 3.6960881E+001, 3.6410032E+002, 1.9918753E-002, 5.0000000E+001, 1.4399402E-002
 3.0331000E+002, 3.6972482E+001, 3.6391629E+002, 1.9473792E-002, 5.0000000E+001, 1.4363765E-002
 3.0420999E+002, 3.6947275E+001, 3.6435941E+002, 1.9853663E-002, 5.0000000E+001, 1.4328573E-002
 3.0510999E+002, 3.7000727E+001, 3.6336494E+002, 1.9725576E-002, 5.0000000E+001, 1.4292700E-002
 3.0601001E+002, 3.6941147E+001, 3.6448398E+002, 1.9662472E-002, 5.0000000E+001, 1.4257588E-002
 3.0691000E+002, 3.6999043E+001, 3.6337647E+002, 2.0014588E-002, 5.0000000E+001, 1.4221767E-002
 3.0781000E+002, 3.6964382E+001, 3.6406362E+002, 1.9437562E-002, 5.0000000E+001, 1.4186346E-002
 3.0870999E+002, 3.6985750E+001, 3.6362917E+002, 1.9982047E-002, 5.0000000E+001, 1.4150789E-002
 3.0960999E+002, 3.6997982E+001, 3.6343165E+002, 1.9550030E-002, 5.0000000E+001, 1.4115031E-002
 3.1051001E+002, 3.6974364E+001, 3.6384663E+002, 1.9923349E-002, 5.0000000E+001, 1.4079702E-002
 3.1141000E+002, 3.7024247E+001, 3.6291883E+002, 1.9758373E-002, 5.0000000E+001, 1.4043727E-002
 3.1231000E+002, 3.6968799E+001, 3.6395907E+002, 1.9769344E-002, 5.0000000E+001, 1.4008482E-002
 3.1320999E+002, 3.7027874E+001, 3.6282823E+002, 2.0083852E-002, 5.0000000E+001, 1.3972519E-002
 3.1410999E+002, 3.6985435E+001, 3.6366444E+002, 1.9500369E-002, 5.0000000E+001, 1.3937045E-002
 3.1501001E+002, 3.7016793E+001, 3.6303938E+002, 2.0058531E-002, 5.0000000E+001, 1.3901296E-002
 3.1591000E+002, 3.7016028E+001, 3.6308832E+002, 1.9590024E-002, 5.0000000E+001, 1.3865506E-002
 3.1681000E+002, 3.7007071E+001, 3.6322513E+002, 2.0018260E-002, 5.0000000E+001, 1.3829976E-002
 3.1770999E+002, 3.7042257E+001, 3.6257917E+002, 1.9723987E-002, 5.0000000E+001, 1.3793953E-002
 3.1860999E+002, 3.7000346E+001, 3.6335626E+002, 1.9933829E-002, 5.0000000E+001, 1.3758550E-002
 3.1951001E+002, 3.7059126E+001, 3.6224536E+002, 2.0006629E-002, 5.0000000E+001, 1.3722423E-002
 3.2041000E+002, 3.7002672E+001, 3.6332438E+002, 1.9701369E-002, 5.0000000E+001, 1.3686981E-002
 3.2131000E+002, 3.7053865E+001, 3.6233289E+002, 2.0146308E-002, 5.0000000E+001, 1.3650953E-002
 3.2220999E+002, 3.7026736E+001, 3.6288448E+002, 1.9613961E-002, 5.0000000E+001, 1.3615232E-002
 3.2310999E+002, 3.7045869E+001, 3.6248576E+002, 2.0124010E-002, 5.0000000E+001, 1.3579411E-002
 3.2401001E+002, 3.7051929E+001, 3.6239668E+002, 1.9695194E-002, 5.0000000E+001, 1.3543439E-002
 3.2491000E+002, 3.7039199E+001, 3.6261390E+002, 2.0088591E-002, 5.0000000E+001, 1.3507779E-002
 3.2581000E+002, 3.7074386E+001, 3.6196511E+002, 1.9810369E-002, 5.0000000E+001, 1.3471621E-002
 3.2670999E+002, 3.7035040E+001, 3.6269608E+002, 2.0019096E-002, 5.0000000E+001, 1.3436053E-002
 3.2760999E+002, 3.7090571E+001, 3.6165267E+002, 2.0020048E-002, 5.0000000E+001, 1.3399797E-002
 3.2851001E+002, 3.7036921E+001, 3.6266911E+002, 1.9855143E-002, 5.0000000E+001, 1.3364212E-002
 3.2941000E+002, 3.7090759E+001, 3.6162761E+002, 2.0230805E-002, 5.0000000E+001, 1.3328005E-002
 3.3031000E+002, 3.7053654E+001, 3.6236479E+002, 1.9690621E-002, 5.0000000E+001, 1.3292219E-002
 3.3120999E+002, 3.7085571E+001, 3.6172713E+002, 2.0218025E-002, 5.0000000E+001, 1.3256161E-002
 3.3210999E+002, 3.7075481E+001, 3.6194667E+002, 1.9751342E-002, 5.0000000E+001, 1.3220157E-002
 3.3301001E+002, 3.7081333E+001, 3.6180866E+002, 2.0199978E-002, 5.0000000E+001, 1.3184238E-002
 3.3391000E+002, 3.7095907E+001, 3.6155991E+002, 1.9821975E-002, 5.0000000E+001, 1.3148055E-002
 3.3481000E+002, 3.7078335E+001, 3.6186700E+002, 2.0171605E-002, 5.0000000E+001, 1.3112236E-002
 3.3570999E+002, 3.7113448E+001, 3.6121612E+002, 1.9914174E-002, 5.0000000E+001, 1.3075915E-002
 3.3660999E+002, 3.7077253E+001, 3.6189009E+002, 2.0121252E-002, 5.0000000E+001, 1.3040150E-002
 3.3751001E+002, 3.7127497E+001, 3.6094113E+002, 2.0052773E-002, 5.0000000E+001, 1.3003745E-002
 3.3841000E+002, 3.7079547E+001, 3.6185168E+002, 2.0024099E-002, 5.0000000E+001, 1.2967974E-002
 3.3931000E+002, 3.7135155E+001, 3.6078683E+002, 2.0284587E-002, 5.0000000E+001, 1.2931559E-002
 3.4020999E+002, 3.7088114E+001, 3.6169946E+002, 1.9833379E-002, 5.0000000E+001, 1.2895694E-002
 3.4110999E+002, 3.7133802E+001, 3.6080195E+002, 2.0328630E-002, 5.0000000E+001, 1.2859350E-002
 3.4201001E+002, 3.7104832E+001, 3.6138439E+002, 1.9830179E-002, 5.0000000E+001, 1.2823315E-002
 3.4291000E+002, 3.7132829E+001, 3.6082081E+002, 2.0324534E-002, 5.0000000E+001, 1.2787070E-002
 3.4381000E+002, 3.7121081E+001, 3.6107188E+002, 1.9875048E-002, 5.0000000E+001, 1.2750887E-002
 3.4470999E+002, 3.7132650E+001, 3.6082451E+002, 2.0318968E-002, 5.0000000E+001, 1.2714720E-002
 3.4560999E+002, 3.7136431E+001, 3.6078066E+002, 1.9921583E-002, 5.0000000E+001, 1.2678410E-002
 3.4651001E+002, 3.7133311E+001, 3.6081222E+002, 2.0311240E-002, 5.0000000E+001, 1.2642299E-002
 3.4741000E+002, 3.7151088E+001, 3.6049067E+002, 1.9972693E-002, 5.0000000E+001, 1.2605874E-002
 3.4831000E+002, 3.7134308E+001, 3.6079381E+002, 2.0296512E-002, 5.0000000E+001, 1.2569809E-002
 3.4920999E+002, 3.7164763E+001, 3.6023297E+002, 2.0031547E-002, 5.0000000E+001, 1.2533293E-002
 3.5010999E+002, 3.7136407E+001, 3.6075472E+002, 2.0275559E-002, 5.0000000E+001, 1.2497250E-002
 3.5101001E+002, 3.7176550E+001, 3.6000351E+002, 2.0099416E-002, 5.0000000E+001, 1.2460663E-002
 3.5191000E+002, 3.7139787E+001, 3.6069172E+002, 2.0245207E-002, 5.0000000E+001, 1.2424620E-002
 3.5281000E+002, 3.7186343E+001, 3.5980510E+002, 2.0178928E-002, 5.0000000E+001, 1.2387985E-002
 3.5370999E+002, 3.7144628E+001, 3.6060158E+002, 2.0202709E-002, 5.0000000E+001, 1.2351921E-002
 3.5460999E+002, 3.7195008E+001, 3.5963953E+002, 2.0271657E-002, 5.0000000E+001, 1.2315257E-002
 3.5551001E+002, 3.7151052E+001, 3.6048203E+002, 2.0146474E-002, 5.0000000E+001, 1.2279153E-002
 3.5641000E+002, 3.7201616E+001, 3.5950618E+002, 2.0376734E-002, 5.0000000E+001, 1.2242479E-002
 3.5731000E+002, 3.7159047E+001, 3.6033322E+002, 2.0077372E-002, 5.0000000E+001, 1.2206317E-002
 3.5820999E+002, 3.7206460E+001, 3.5940074E+002, 2.0489777E-002, 5.0000000E+001, 1.2169649E-002
 3.5910999E+002, 3.7168393E+001, 3.6015902E+002, 1.9999793E-002, 5.0000000E+001, 1.2133415E-002
 3.6001001E+002, 3.7210878E+001, 3.5931526E+002, 2.0498828E-002, 5.0000000E+001, 1.2096760E-002
 3.6091000E+002, 3.7178596E+001, 3.5996692E+002, 2.0025714E-002, 5.0000000E+001, 1.2060455E-002
 3.6181000E+002, 3.7215770E+001, 3.5922059E+002, 2.0509018E-002, 5.0000000E+001, 1.2023807E-002
 3.6270999E+002, 3.7187958E+001, 3.5978564E+002, 2.0050036E-002, 5.0000000E+001, 1.1987441E-002
 3.6360999E+002, 3.7221297E+001, 3.5911357E+002, 2.0520479E-002, 5.0000000E+001, 1.1950791E-002
 3.6451001E+002, 3.7196388E+001, 3.5961791E+002, 2.0072677E-002, 5.0000000E+001, 1.1914375E-002
 3.6541000E+002, 3.7227447E+001, 3.5899440E+002, 2.0533320E-002, 5.0000000E+001, 1.1877712E-002
 3.6631000E+002, 3.7205258E+001, 3.5944767E+002, 2.0093012E-002, 5.0000000E+001, 1.1841248E-002
 3.6720999E+002, 3.7233597E+001, 3.5887517E+002, 2.0545692E-002, 5.0000000E+001, 1.1804573E-002
 3.6810999E+002, 3.7213153E+001, 3.5929344E+002, 2.0113722E-002, 5.0000000E+001, 1.1768070E-002
 3.6901001E+002, 3.7240357E+001, 3.5874402E+002, 2.0559815E-002, 5.0000000E+001, 1.1731374E-002
 3.6991000E+002, 3.7220476E+001, 3.5915154E+002, 2.0132736E-002, 5.0000000E+001, 1.1694840E-002
 3.7081000E+002, 3.7247715E+001, 3.5860116E+002, 2.0575461E-002, 5.0000000E+001, 1.1658113E-002
 3.7170999E+002, 3.7227234E+001, 3.5902142E+002, 2.0150078E-002, 5.0000000E+001, 1.1621557E-002
 3.7260999E+002, 3.7255663E+001, 3.5844673E+002, 2.0592573E-002, 5.0000000E+001, 1.1584791E-002
 3.7351001E+002, 3.7233317E+001, 3.5890257E+002, 2.0165864E-002, 5.0000000E+001, 1.1548222E-002
 3.7441000E+002, 3.7264192E+001, 3.5828088E+002, 2.0611048E-002, 5.0000000E+001, 1.1511408E-002
 3.7531000E+002, 3.7238890E+001, 3.5879449E+002, 2.0180257E-002, 5.0000000E+001, 1.1474836E-002
 3.7620999E+002, 3.7273295E+001, 3.5810372E+002, 2.0630741E-002, 5.0000000E+001, 1.1437965E-002
 3.7710999E+002, 3.7243956E+001, 3.5869668E+002, 2.0193452E-002, 5.0000000E+001, 1.1401397E-002
 3.7801001E+002, 3.7282738E+001, 3.5792459E+002, 2.0608874E-002, 5.0000000E+001, 1.1364463E-002
 3.7891000E+002, 3.7249458E+001, 3.5858680E+002, 2.0247173E-002, 5.0000000E+001, 1.1327900E-002
 3.7981000E+002, 3.7290640E+001, 3.5777424E+002, 2.0541013E-002, 5.0000000E+001, 1.1290913E-002
 3.8070999E+002, 3.7255667E+001, 3.5846059E+002, 2.0347421E-002, 5.0000000E+001, 1.1254346E-002
 3.8160999E+002, 3.7297388E+001, 3.5764708E+002, 2.0483873E-002, 5.0000000E+001, 1.1217315E-002
 3.8251001E+002, 3.7263199E+001, 3.5830946E+002, 2.0437269E-002, 5.0000000E+001, 1.1180730E-002
 3.8341000E+002, 3.7302845E+001, 3.5754512E+002, 2.0440376E-002, 5.0000000E+001, 1.1143670E-002
 3.8431000E+002, 3.7272185E+001, 3.5813107E+002, 2.0513551E-002, 5.0000000E+001, 1.1107052E-002
 3.8520999E+002, 3.7306903E+001, 3.5746663E+002, 2.0410137E-002, 5.0000000E+001, 1.1069980E-002
 3.8610999E+002, 3.7282549E+001, 3.5792681E+002, 2.0576621E-002, 5.0000000E+001, 1.1033312E-002
 3.8701001E+002, 3.7309971E+001, 3.5740783E+002, 2.0390702E-002, 5.0000000E+001, 1.0996244E-002
 3.8791000E+002, 3.7294098E+001, 3.5770015E+002, 2.0628900E-002, 5.0000000E+001, 1.0959509E-002
 3.8881000E+002, 3.7313069E+001, 3.5734788E+002, 2.0380118E-002, 5.0000000E+001, 1.0922457E-002
 3.8970999E+002, 3.7306085E+001, 3.5746542E+002, 2.0670257E-002, 5.0000000E+001, 1.0885647E-002
 3.9060999E+002, 3.7315170E+001, 3.5730779E+002, 2.0374689E-002, 5.0000000E+001, 1.0848627E-002
 3.9151001E+002, 3.7318802E+001, 3.5721647E+002, 2.0707983E-002, 5.0000000E+001, 1.0811726E-002
 3.9241000E+002, 3.7316711E+001, 3.5727701E+002, 2.0372327E-002, 5.0000000E+001, 1.0774751E-002
 3.9331000E+002, 3.7332156E+001, 3.5695498E+002, 2.0742688E-002, 5.0000000E+001, 1.0737746E-002
 3.9420999E+002, 3.7317899E+001, 3.5725389E+002, 2.0372169E-002, 5.0000000E+001, 1.0700831E-002
 3.9510999E+002, 3.7345913E+001, 3.5668740E+002, 2.0734801E-002, 5.0000000E+001, 1.0663708E-002
 3.9601001E+002, 3.7318933E+001, 3.5723215E+002, 2.0414057E-002, 5.0000000E+001, 1.0626865E-002
 3.9691000E+002, 3.7354662E+001, 3.5652795E+002, 2.0588707E-002, 5.0000000E+001, 1.0589647E-002
 3.9781000E+002, 3.7325718E+001, 3.5708825E+002, 2.0592260E-002, 5.0000000E+001, 1.0552813E-002
 3.9870999E+002, 3.7357723E+001, 3.5647092E+002, 2.0520599E-002, 5.0000000E+001, 1.0515570E-002
 3.9960999E+002, 3.7337640E+001, 3.5685021E+002, 2.0692847E-002, 5.0000000E+001, 1.0478680E-002
 4.0051001E+002, 3.7358601E+001, 3.5645491E+002, 2.0488773E-002, 5.0000000E+001, 1.0441462E-002
 4.0141000E+002, 3.7352019E+001, 3.5656665E+002, 2.0757103E-002, 5.0000000E+001, 1.0404478E-002
 4.0231000E+002, 3.7358599E+001, 3.5645711E+002, 2.0472883E-002, 5.0000000E+001, 1.0367319E-002
 4.0320999E+002, 3.7367599E+001, 3.5626025E+002, 2.0805112E-002, 5.0000000E+001, 1.0330212E-002
 4.0410999E+002, 3.7358583E+001, 3.5645595E+002, 2.0464054E-002, 5.0000000E+001, 1.0293132E-002
 4.0501001E+002, 3.7383225E+001, 3.5595710E+002, 2.0786123E-002, 5.0000000E+001, 1.0255890E-002
 4.0591000E+002, 3.7358311E+001, 3.5645931E+002, 2.0518188E-002, 5.0000000E+001, 1.0218906E-002
 4.0681000E+002, 3.7390164E+001, 3.5583291E+002, 2.0622934E-002, 5.0000000E+001, 1.0181572E-002
 4.0770999E+002, 3.7366939E+001, 3.5627749E+002, 2.0715443E-002, 5.0000000E+001, 1.0144579E-002
 4.0860999E+002, 3.7390698E+001, 3.5582314E+002, 2.0565538E-002, 5.0000000E+001, 1.0107247E-002
 4.0951001E+002, 3.7382138E+001, 3.5597545E+002, 2.0805896E-002, 5.0000000E+001, 1.0070162E-002
 4.1041000E+002, 3.7390223E+001, 3.5583227E+002, 2.0541206E-002, 5.0000000E+001, 1.0032892E-002
 4.1131000E+002, 3.7398848E+001, 3.5564573E+002, 2.0860142E-002, 5.0000000E+001, 9.9956775E-003
 4.1220999E+002, 3.7388935E+001, 3.5585869E+002, 2.0529661E-002, 5.0000000E+001, 9.9585073E-003
 4.1310999E+002, 3.7414120E+001, 3.5535288E+002, 2.0750028E-002, 5.0000000E+001, 9.9211497E-003
 4.1401001E+002, 3.6909295E+001, 3.6512296E+002, 1.8116076E-002, 5.0000000E+001, 9.8866944E-003
 4.1491000E+002, 3.6838555E+001, 3.6640542E+002, 1.9754238E-002, 5.0000000E+001, 9.8522810E-003
 4.1581000E+002, 3.6879403E+001, 3.6567334E+002, 1.9732225E-002, 5.0000000E+001, 9.8164432E-003
