s,C
 4.8899999E+000, 1.5582013E+002
 4.8950000E+000, 1.5582019E+002
 4.9050002E+000, 1.5582025E+002
 4.9099998E+000, 1.5582031E+002
 4.9150000E+000, 1.5582035E+002
 4.9250002E+000, 1.5582041E+002
 4.9299998E+000, 1.5582047E+002
 4.9400001E+000, 1.5582053E+002
 4.9450002E+000, 1.5582059E+002
 4.9499998E+000, 1.5582063E+002
 4.9600000E+000, 1.5582068E+002
 4.9650002E+000, 1.5582074E+002
 4.9749999E+000, 1.5582080E+002
 4.9800000E+000, 1.5582085E+002
 4.9850001E+000, 1.5582089E+002
 4.9949999E+000, 1.5582094E+002
 5.0000000E+000, 1.5582100E+002
 5.0100002E+000, 1.5582105E+002
 5.0149999E+000, 1.5582110E+002
 5.0200000E+000, 1.5582114E+002
 5.0300002E+000, 1.5582119E+002
 5.0349998E+000, 1.5582124E+002
 5.0450001E+000, 1.5582129E+002
 5.0500002E+000, 1.5582135E+002
 5.0549998E+000, 1.5582138E+002
 5.0650001E+000, 1.5582143E+002
 5.0700002E+000, 1.5582148E+002
 5.0799999E+000, 1.5582153E+002
 5.0850000E+000, 1.5582158E+002
 5.0900002E+000, 1.5582161E+002
 5.0999999E+000, 1.5582166E+002
 5.1050000E+000, 1.5582171E+002
 5.1149998E+000, 1.5582175E+002
 5.1199999E+000, 1.5582180E+002
 5.1250000E+000, 1.5582183E+002
 5.1350002E+000, 1.5582188E+002
 5.1399999E+000, 1.5582192E+002
 5.1500001E+000, 1.5582197E+002
 5.1550002E+000, 1.5582201E+002
 5.1599998E+000, 1.5582204E+002
 5.1700001E+000, 1.5582209E+002
 5.1750002E+000, 1.5582213E+002
 5.1849999E+000, 1.5582217E+002
 5.1900001E+000, 1.5582222E+002
 5.1950002E+000, 1.5582224E+002
 5.2049999E+000, 1.5582229E+002
 5.2100000E+000, 1.5582233E+002
 5.2199998E+000, 1.5582237E+002
 5.2249999E+000, 1.5582241E+002
 5.2300000E+000, 1.5582244E+002
 5.2399998E+000, 1.5582248E+002
 5.2449999E+000, 1.5582252E+002
 5.2550001E+000, 1.5582256E+002
 5.2600002E+000, 1.5582260E+002
 5.2649999E+000, 1.5582263E+002
 5.2750001E+000, 1.5582267E+002
 5.2800002E+000, 1.5582270E+002
 5.2900000E+000, 1.5582274E+002
 5.2950001E+000, 1.5582278E+002
 5.3000002E+000, 1.5582281E+002
 5.3099999E+000, 1.5582284E+002
 5.3150001E+000, 1.5582288E+002
 5.3249998E+000, 1.5582292E+002
 5.3299999E+000, 1.5582295E+002
 5.3350000E+000, 1.5582298E+002
 5.3449998E+000, 1.5582301E+002
 5.3499999E+000, 1.5582305E+002
 5.3600001E+000, 1.5582308E+002
 5.3649998E+000, 1.5582312E+002
 5.3699999E+000, 1.5582314E+002
 5.3800001E+000, 1.5582318E+002
 5.3850002E+000, 1.5582321E+002
 5.3950000E+000, 1.5582324E+002
 5.4000001E+000, 1.5582328E+002
 5.4050002E+000, 1.5582330E+002
 5.4150000E+000, 1.5582333E+002
 5.4200001E+000, 1.5582337E+002
 5.4299998E+000, 1.5582340E+002
 5.4349999E+000, 1.5582343E+002
 5.4400001E+000, 1.5582345E+002
 5.4499998E+000, 1.5582348E+002
 5.4549999E+000, 1.5582351E+002
 5.4650002E+000, 1.5582355E+002
 5.4699998E+000, 1.5582358E+002
 5.4749999E+000, 1.5582360E+002
 5.4850001E+000, 1.5582363E+002
 5.4899998E+000, 1.5582366E+002
 5.5000000E+000, 1.5582369E+002
 5.5050001E+000, 1.5582372E+002
 5.5100002E+000, 1.5582374E+002
 5.5200000E+000, 1.5582377E+002
 5.5250001E+000, 1.5582379E+002
 5.5349998E+000, 1.5582382E+002
 5.5400000E+000, 1.5582385E+002
 5.5450001E+000, 1.5582387E+002
 5.5549998E+000, 1.5582390E+002
 5.5599999E+000, 1.5582393E+002
 5.5700002E+000, 1.5582395E+002
 5.5749998E+000, 1.5582398E+002
 5.5799999E+000, 1.5582400E+002
 5.5900002E+000, 1.5582403E+002
 5.5949998E+000, 1.5582405E+002
 5.6050000E+000, 1.5582408E+002
 5.6100001E+000, 1.5582410E+002
 5.6149998E+000, 1.5582412E+002
 5.6250000E+000, 1.5582415E+002
 5.6300001E+000, 1.5582417E+002
 5.6399999E+000, 1.5582420E+002
 5.6450000E+000, 1.5582422E+002
 5.6500001E+000, 1.5582424E+002
 5.6599998E+000, 1.5582426E+002
 5.6650000E+000, 1.5582429E+002
 5.6750002E+000, 1.5582431E+002
 5.6799998E+000, 1.5582434E+002
 5.6849999E+000, 1.5582435E+002
 5.6950002E+000, 1.5582438E+002
 5.6999998E+000, 1.5582440E+002
 5.7100000E+000, 1.5582442E+002
 5.7150002E+000, 1.5582445E+002
 5.7199998E+000, 1.5582446E+002
 5.7300000E+000, 1.5582448E+002
 5.7350001E+000, 1.5582451E+002
 5.7449999E+000, 1.5582453E+002
 5.7500000E+000, 1.5582455E+002
 5.7550001E+000, 1.5582457E+002
 5.7649999E+000, 1.5582459E+002
 5.7700000E+000, 1.5582461E+002
 5.7800002E+000, 1.5582463E+002
 5.7849998E+000, 1.5582465E+002
 5.7900000E+000, 1.5582467E+002
 5.8000002E+000, 1.5582469E+002
 5.8049998E+000, 1.5582471E+002
 5.8150001E+000, 1.5582473E+002
 5.8200002E+000, 1.5582475E+002
 5.8249998E+000, 1.5582476E+002
 5.8350000E+000, 1.5582478E+002
 5.8400002E+000, 1.5582480E+002
 5.8499999E+000, 1.5582482E+002
 5.8550000E+000, 1.5582484E+002
 5.8600001E+000, 1.5582485E+002
 5.8699999E+000, 1.5582487E+002
 5.8750000E+000, 1.5582489E+002
 5.8850002E+000, 1.5582491E+002
 5.8899999E+000, 1.5582493E+002
 5.8950000E+000, 1.5582494E+002
 5.9050002E+000, 1.5582496E+002
 5.9099998E+000, 1.5582498E+002
 5.9200001E+000, 1.5582500E+002
 5.9250002E+000, 1.5582501E+002
 5.9299998E+000, 1.5582503E+002
 5.9400001E+000, 1.5582504E+002
 5.9450002E+000, 1.5582506E+002
 5.9549999E+000, 1.5582508E+002
 5.9600000E+000, 1.5582510E+002
 5.9650002E+000, 1.5582511E+002
 5.9749999E+000, 1.5582512E+002
 5.9800000E+000, 1.5582514E+002
 5.9899998E+000, 1.5582516E+002
 5.9949999E+000, 1.5582517E+002
 6.0000000E+000, 1.5582518E+002
 6.0100002E+000, 1.5582520E+002
 6.0149999E+000, 1.5582522E+002
 6.0250001E+000, 1.5582523E+002
 6.0300002E+000, 1.5582525E+002
 6.0349998E+000, 1.5582526E+002
 6.0450001E+000, 1.5582527E+002
 6.0500002E+000, 1.5582529E+002
 6.0599999E+000, 1.5582531E+002
 6.0650001E+000, 1.5582532E+002
 6.0700002E+000, 1.5582533E+002
 6.0799999E+000, 1.5582535E+002
 6.0850000E+000, 1.5582536E+002
 6.0949998E+000, 1.5582538E+002
 6.0999999E+000, 1.5582539E+002
 6.1050000E+000, 1.5582540E+002
 6.1149998E+000, 1.5582541E+002
 6.1199999E+000, 1.5582543E+002
 6.1300001E+000, 1.5582544E+002
 6.1350002E+000, 1.5582546E+002
 6.1399999E+000, 1.5582547E+002
 6.1500001E+000, 1.5582548E+002
 6.1550002E+000, 1.5582549E+002
 6.1650000E+000, 1.5582551E+002
 6.1700001E+000, 1.5582552E+002
 6.1750002E+000, 1.5582553E+002
 6.1849999E+000, 1.5582554E+002
 6.1900001E+000, 1.5582555E+002
 6.1999998E+000, 1.5582557E+002
 6.2049999E+000, 1.5582558E+002
 6.2100000E+000, 1.5582559E+002
 6.2199998E+000, 1.5582560E+002
 6.2249999E+000, 1.5582561E+002
 6.2350001E+000, 1.5582563E+002
 6.2399998E+000, 1.5582564E+002
 6.2449999E+000, 1.5582565E+002
 6.2550001E+000, 1.5582566E+002
 6.2600002E+000, 1.5582567E+002
 6.2700000E+000, 1.5582568E+002
 6.2750001E+000, 1.5582569E+002
 6.2800002E+000, 1.5582570E+002
 6.2900000E+000, 1.5582571E+002
 6.2950001E+000, 1.5582573E+002
 6.3049998E+000, 1.5582574E+002
 6.3099999E+000, 1.5582575E+002
 6.3150001E+000, 1.5582576E+002
 6.3249998E+000, 1.5582577E+002
 6.3299999E+000, 1.5582578E+002
 6.3400002E+000, 1.5582579E+002
 6.3449998E+000, 1.5582580E+002
 6.3499999E+000, 1.5582581E+002
 6.3600001E+000, 1.5582582E+002
 6.3649998E+000, 1.5582583E+002
 6.3750000E+000, 1.5582584E+002
 6.3800001E+000, 1.5582585E+002
 6.3850002E+000, 1.5582586E+002
 6.3950000E+000, 1.5582587E+002
 6.4000001E+000, 1.5582588E+002
 6.4099998E+000, 1.5582589E+002
 6.4150000E+000, 1.5582590E+002
 6.4200001E+000, 1.5582590E+002
 6.4299998E+000, 1.5582591E+002
 6.4349999E+000, 1.5582592E+002
 6.4450002E+000, 1.5582593E+002
 6.4499998E+000, 1.5582594E+002
 6.4549999E+000, 1.5582595E+002
 6.4650002E+000, 1.5582596E+002
 6.4699998E+000, 1.5582597E+002
 6.4800000E+000, 1.5582598E+002
 6.4850001E+000, 1.5582599E+002
 6.4899998E+000, 1.5582599E+002
 6.5000000E+000, 1.5582600E+002
 6.5050001E+000, 1.5582601E+002
 6.5149999E+000, 1.5582602E+002
 6.5200000E+000, 1.5582603E+002
 6.5250001E+000, 1.5582603E+002
 6.5349998E+000, 1.5582604E+002
 6.5400000E+000, 1.5582605E+002
 6.5500002E+000, 1.5582606E+002
 6.5549998E+000, 1.5582607E+002
 6.5599999E+000, 1.5582607E+002
 6.5700002E+000, 1.5582608E+002
 6.5749998E+000, 1.5582609E+002
 6.5850000E+000, 1.5582610E+002
 6.5900002E+000, 1.5582611E+002
 6.5949998E+000, 1.5582611E+002
 6.6050000E+000, 1.5582612E+002
 6.6100001E+000, 1.5582613E+002
 6.6199999E+000, 1.5582614E+002
 6.6250000E+000, 1.5582614E+002
 6.6300001E+000, 1.5582615E+002
 6.6399999E+000, 1.5582616E+002
 6.6450000E+000, 1.5582616E+002
 6.6550002E+000, 1.5582617E+002
 6.6599998E+000, 1.5582618E+002
 6.6650000E+000, 1.5582618E+002
 6.6750002E+000, 1.5582619E+002
 6.6799998E+000, 1.5582620E+002
 6.6900001E+000, 1.5582621E+002
 6.6950002E+000, 1.5582621E+002
 6.6999998E+000, 1.5582622E+002
 6.7100000E+000, 1.5582622E+002
 6.7150002E+000, 1.5582623E+002
 6.7249999E+000, 1.5582624E+002
 6.7300000E+000, 1.5582625E+002
 6.7350001E+000, 1.5582625E+002
 6.7449999E+000, 1.5582626E+002
 6.7500000E+000, 1.5582626E+002
 6.7600002E+000, 1.5582627E+002
 6.7649999E+000, 1.5582628E+002
 6.7700000E+000, 1.5582628E+002
 6.7800002E+000, 1.5582629E+002
 6.7849998E+000, 1.5582629E+002
 6.7950001E+000, 1.5582630E+002
 6.8000002E+000, 1.5582631E+002
 6.8049998E+000, 1.5582631E+002
 6.8150001E+000, 1.5582632E+002
 6.8200002E+000, 1.5582632E+002
 6.8299999E+000, 1.5582633E+002
 6.8350000E+000, 1.5582634E+002
 6.8400002E+000, 1.5582634E+002
 6.8499999E+000, 1.5582635E+002
 6.8550000E+000, 1.5582635E+002
 6.8649998E+000, 1.5582636E+002
 6.8699999E+000, 1.5582636E+002
 6.8750000E+000, 1.5582637E+002
 6.8850002E+000, 1.5582637E+002
 6.8899999E+000, 1.5582638E+002
 6.9000001E+000, 1.5582638E+002
 6.9050002E+000, 1.5582639E+002
 6.9099998E+000, 1.5582639E+002
 6.9200001E+000, 1.5582640E+002
 6.9250002E+000, 1.5582640E+002
 6.9349999E+000, 1.5582641E+002
 6.9400001E+000, 1.5582641E+002
 6.9450002E+000, 1.5582642E+002
 6.9549999E+000, 1.5582642E+002
 6.9600000E+000, 1.5582643E+002
 6.9699998E+000, 1.5582643E+002
 6.9749999E+000, 1.5582644E+002
 6.9800000E+000, 1.5582644E+002
 6.9899998E+000, 1.5582645E+002
 6.9949999E+000, 1.5582645E+002
 7.0050001E+000, 1.5582646E+002
 7.0100002E+000, 1.5582646E+002
