s,C,g/g,1/s,W/g,W/g
Time,Temp,Mass,MLR,MCC,DSC
 8.2920000E+003, 7.1100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4977297E-003
 8.3040000E+003, 7.1200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012361E-003
 8.3160000E+003, 7.1300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5028208E-003
 8.3280000E+003, 7.1400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5037135E-003
 8.3400000E+003, 7.1500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5068399E-003
 8.3520000E+003, 7.1600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5073032E-003
 8.3640000E+003, 7.1700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5040851E-003
 8.3760000E+003, 7.1800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001330E-003
 8.3880000E+003, 7.1900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4984911E-003
 8.4000000E+003, 7.2000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4972366E-003
 8.4120000E+003, 7.2100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4959071E-003
 8.4240000E+003, 7.2200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4967271E-003
 8.4360000E+003, 7.2300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4985092E-003
 8.4480000E+003, 7.2400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002871E-003
 8.4600000E+003, 7.2500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012441E-003
 8.4720000E+003, 7.2600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022382E-003
 8.4840000E+003, 7.2700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5028841E-003
 8.4960000E+003, 7.2800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5032459E-003
 8.5080000E+003, 7.2900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017540E-003
 8.5200000E+003, 7.3000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005609E-003
 8.5320000E+003, 7.3100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005139E-003
 8.5440000E+003, 7.3200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999002E-003
 8.5560000E+003, 7.3300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4995598E-003
 8.5680000E+003, 7.3400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998704E-003
 8.5800000E+003, 7.3500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001842E-003
 8.5920000E+003, 7.3600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4992608E-003
 8.6040000E+003, 7.3700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004347E-003
 8.6160000E+003, 7.3800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016455E-003
 8.6280000E+003, 7.3900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5031398E-003
 8.6400000E+003, 7.4000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5043984E-003
 8.6520000E+003, 7.4100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5042294E-003
 8.6640000E+003, 7.4200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5036613E-003
 8.6760000E+003, 7.4300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007193E-003
 8.6880000E+003, 7.4400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4982377E-003
 8.7000000E+003, 7.4500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4950782E-003
 8.7120000E+003, 7.4600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4952775E-003
 8.7240000E+003, 7.4700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4970666E-003
 8.7360000E+003, 7.4800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012711E-003
 8.7480000E+003, 7.4900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021707E-003
 8.7600000E+003, 7.5000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5044329E-003
 8.7720000E+003, 7.5100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5052730E-003
 8.7840000E+003, 7.5200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5070420E-003
 8.7960000E+003, 7.5300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5072036E-003
 8.8080000E+003, 7.5400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5067640E-003
 8.8200000E+003, 7.5500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5037698E-003
 8.8320000E+003, 7.5600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002569E-003
 8.8440000E+003, 7.5700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4965288E-003
 8.8560000E+003, 7.5800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4952231E-003
 8.8680000E+003, 7.5900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4925166E-003
 8.8800000E+003, 7.6000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4936170E-003
 8.8920000E+003, 7.6100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4983588E-003
 8.9040000E+003, 7.6200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5027132E-003
 8.9160000E+003, 7.6300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5070047E-003
 8.9280000E+003, 7.6400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023407E-003
 8.9400000E+003, 7.6500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5041731E-003
 8.9520000E+003, 7.6600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023672E-003
 8.9640000E+003, 7.6700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006629E-003
 8.9760000E+003, 7.6800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001470E-003
 8.9880000E+003, 7.6900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001088E-003
 9.0000000E+003, 7.7000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005437E-003
 9.0120000E+003, 7.7100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5034080E-003
 9.0240000E+003, 7.7200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5051808E-003
 9.0360000E+003, 7.7300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5065698E-003
 9.0480000E+003, 7.7400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5047635E-003
 9.0600000E+003, 7.7500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5054839E-003
 9.0720000E+003, 7.7600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5031495E-003
 9.0840000E+003, 7.7700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013851E-003
 9.0960000E+003, 7.7800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4965059E-003
 9.1080000E+003, 7.7900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4928263E-003
 9.1200000E+003, 7.8000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4900887E-003
 9.1320000E+003, 7.8100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4959825E-003
 9.1440000E+003, 7.8200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4991630E-003
 9.1560000E+003, 7.8300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020548E-003
 9.1680000E+003, 7.8400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5029093E-003
 9.1800000E+003, 7.8500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5055007E-003
 9.1920000E+003, 7.8600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019952E-003
 9.2040000E+003, 7.8700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005986E-003
 9.2160000E+003, 7.8800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4968016E-003
 9.2280000E+003, 7.8900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4966293E-003
 9.2400000E+003, 7.9000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001274E-003
 9.2520000E+003, 7.9100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5056506E-003
 9.2640000E+003, 7.9200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5088371E-003
 9.2760000E+003, 7.9300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5126723E-003
 9.2880000E+003, 7.9400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5094490E-003
 9.3000000E+003, 7.9500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021591E-003
 9.3120000E+003, 7.9600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4983672E-003
 9.3240000E+003, 7.9700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4952095E-003
 9.3360000E+003, 7.9800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4944468E-003
 9.3480000E+003, 7.9900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4967672E-003
 9.3600000E+003, 8.0000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009791E-003
