s,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.5750474E+003, 1.5353470E+002, 1.1677838E+002, 7.3078769E+002, 3.5896869E+002, 7.2078192E+001, 5.1026245E+001, 4.8955192E+000, 3.0687938E+000, 8.5755918E+001, 2.1947882E+001, 1.3812940E+000, 6.5160145E-001
 1.5900011E+003, 1.5437736E+002, 1.1736193E+002, 7.3195581E+002, 3.5960468E+002, 7.2408356E+001, 5.1212596E+001, 5.0907853E+000, 3.1602215E+000, 9.3761436E+001, 2.0506790E+001, 1.4058046E+000, 6.6486596E-001
 1.6050927E+003, 1.5520841E+002, 1.1790252E+002, 7.3501645E+002, 3.5989415E+002, 7.2735054E+001, 5.1400962E+001, 4.8012859E+000, 2.9294884E+000, 1.0212333E+002, 2.0533341E+001, 1.4197682E+000, 6.4421577E-001
 1.6200039E+003, 1.5594372E+002, 1.1845446E+002, 7.3712218E+002, 3.6061409E+002, 7.3051778E+001, 5.1569872E+001, 4.8578699E+000, 3.0808678E+000, 9.7520035E+001, 2.2278853E+001, 1.3328025E+000, 6.1280044E-001
 1.6350628E+003, 1.5677582E+002, 1.1906234E+002, 7.3626196E+002, 3.6138080E+002, 7.3381180E+001, 5.1750709E+001, 5.0672965E+000, 3.2643709E+000, 7.8304618E+001, 2.1000171E+001, 1.4130174E+000, 6.7291527E-001
 1.6500042E+003, 1.5760110E+002, 1.1970429E+002, 7.3280438E+002, 3.6236377E+002, 7.3700888E+001, 5.1962519E+001, 5.0297242E+000, 3.3583843E+000, 8.2940630E+001, 2.3224272E+001, 1.3808086E+000, 7.2846896E-001
 1.6650351E+003, 1.5847981E+002, 1.2038163E+002, 7.3447863E+002, 3.6311120E+002, 7.4017564E+001, 5.2150308E+001, 5.0853825E+000, 3.4051221E+000, 1.0362976E+002, 2.1326964E+001, 1.4055307E+000, 6.8495488E-001
 1.6800182E+003, 1.5930093E+002, 1.2098677E+002, 7.3865078E+002, 3.6349017E+002, 7.4306253E+001, 5.2336198E+001, 4.8188841E+000, 3.1844741E+000, 1.0565006E+002, 2.1108666E+001, 1.3246199E+000, 6.8653840E-001
 1.6950108E+003, 1.6009921E+002, 1.2162049E+002, 7.4156962E+002, 3.6417171E+002, 7.4608287E+001, 5.2531491E+001, 5.0555153E+000, 3.2830805E+000, 9.6705584E+001, 2.1546599E+001, 1.3821678E+000, 6.8906156E-001
 1.7100332E+003, 1.6096061E+002, 1.2223146E+002, 7.4273455E+002, 3.6484461E+002, 7.4932670E+001, 5.2705673E+001, 5.2794861E+000, 3.3939749E+000, 1.0070568E+002, 2.1502973E+001, 1.4759148E+000, 6.3862977E-001
 1.7250707E+003, 1.6179052E+002, 1.2285343E+002, 7.4527339E+002, 3.6573721E+002, 7.5273194E+001, 5.2871626E+001, 5.0271862E+000, 3.1360264E+000, 1.1277973E+002, 2.2516213E+001, 1.4617179E+000, 6.2799362E-001
 1.7400761E+003, 1.6258543E+002, 1.2338668E+002, 7.5150329E+002, 3.6638381E+002, 7.5618355E+001, 5.3040232E+001, 5.1543522E+000, 3.0596188E+000, 1.0651622E+002, 2.2102788E+001, 1.4769640E+000, 6.5236840E-001
 1.7550120E+003, 1.6333023E+002, 1.2394756E+002, 7.5200009E+002, 3.6731615E+002, 7.5938332E+001, 5.3211626E+001, 5.0406349E+000, 3.1924767E+000, 1.0609242E+002, 2.3129865E+001, 1.3738912E+000, 6.6450206E-001
 1.7700712E+003, 1.6406752E+002, 1.2450455E+002, 7.5173099E+002, 3.6799495E+002, 7.6242837E+001, 5.3396330E+001, 5.1196660E+000, 3.1867392E+000, 8.9327976E+001, 2.1133173E+001, 1.3455388E+000, 6.9774734E-001
 1.7850489E+003, 1.6479407E+002, 1.2500462E+002, 7.4873688E+002, 3.6796323E+002, 7.6551241E+001, 5.3598969E+001, 4.9813321E+000, 2.9689188E+000, 9.5491028E+001, 2.1039746E+001, 1.3670263E+000, 7.5505686E-001
 1.8000379E+003, 1.6548305E+002, 1.2555920E+002, 7.5107795E+002, 3.6810902E+002, 7.6840028E+001, 5.3788353E+001, 4.8909849E+000, 3.3286745E+000, 1.0296539E+002, 2.1286395E+001, 1.3071809E+000, 6.5130930E-001
 1.8150290E+003, 1.6616374E+002, 1.2612787E+002, 7.4926683E+002, 3.6832383E+002, 7.7119476E+001, 5.3947536E+001, 4.9419791E+000, 3.2732250E+000, 8.9147168E+001, 2.0623090E+001, 1.3569260E+000, 6.2459056E-001
 1.8300896E+003, 1.6692552E+002, 1.2670799E+002, 7.4825456E+002, 3.6898267E+002, 7.7405682E+001, 5.4107894E+001, 5.2287179E+000, 3.3580586E+000, 8.7393876E+001, 2.2803820E+001, 1.3794586E+000, 6.2808584E-001
 1.8450269E+003, 1.6771245E+002, 1.2732782E+002, 7.4772013E+002, 3.6934814E+002, 7.7706337E+001, 5.4281231E+001, 5.1780539E+000, 3.5135247E+000, 9.5312303E+001, 2.1122779E+001, 1.4447838E+000, 6.6633489E-001
 1.8600651E+003, 1.6849403E+002, 1.2793125E+002, 7.4872258E+002, 3.6951038E+002, 7.8011683E+001, 5.4445981E+001, 5.3051246E+000, 3.4105379E+000, 9.6048367E+001, 2.1195231E+001, 1.4424420E+000, 6.3464645E-001
 1.8750319E+003, 1.6929502E+002, 1.2852406E+002, 7.4824037E+002, 3.6993236E+002, 7.8315484E+001, 5.4618775E+001, 5.3107239E+000, 3.2808405E+000, 9.5476185E+001, 2.1305727E+001, 1.4375283E+000, 6.7663288E-001
 1.8900707E+003, 1.7001795E+002, 1.2907011E+002, 7.4875959E+002, 3.7054003E+002, 7.8622639E+001, 5.4793611E+001, 5.1651690E+000, 3.2995206E+000, 9.6658315E+001, 2.1649832E+001, 1.4629163E+000, 6.8458125E-001
 1.9050761E+003, 1.7078101E+002, 1.2969729E+002, 7.4719715E+002, 3.7129807E+002, 7.8939425E+001, 5.4962795E+001, 5.3700803E+000, 3.4610544E+000, 8.7094106E+001, 2.2375684E+001, 1.4992703E+000, 6.7516867E-001
 1.9200221E+003, 1.7142946E+002, 1.3018526E+002, 7.4840884E+002, 3.7194398E+002, 7.9270484E+001, 5.5142277E+001, 5.0054642E+000, 2.9948601E+000, 1.0696781E+002, 2.2299631E+001, 1.5318671E+000, 6.8732351E-001
 1.9350763E+003, 1.7201111E+002, 1.3067994E+002, 7.5082868E+002, 3.7219242E+002, 7.9577681E+001, 5.5303861E+001, 4.9214382E+000, 3.2651607E+000, 1.0457131E+002, 2.2385977E+001, 1.3802295E+000, 6.5298529E-001
 1.9500300E+003, 1.7269202E+002, 1.3120298E+002, 7.5170015E+002, 3.7242836E+002, 7.9880974E+001, 5.5483039E+001, 5.2136390E+000, 3.3028387E+000, 1.0564966E+002, 2.0838261E+001, 1.4547252E+000, 6.8930397E-001
 1.9650316E+003, 1.7337910E+002, 1.3169986E+002, 7.5403623E+002, 3.7258014E+002, 8.0181303E+001, 5.5659202E+001, 5.1631218E+000, 3.0750870E+000, 1.0619015E+002, 2.0817345E+001, 1.3896578E+000, 6.9222304E-001
 1.9800252E+003, 1.7405876E+002, 1.3216775E+002, 7.5835541E+002, 3.7289126E+002, 8.0472355E+001, 5.5838188E+001, 5.5662551E+000, 3.2448092E+000, 1.1975789E+002, 2.1811150E+001, 1.4037530E+000, 6.9491537E-001
 1.9950727E+003, 1.7477780E+002, 1.3268214E+002, 7.6252897E+002, 3.7314045E+002, 8.0767978E+001, 5.6017152E+001, 5.3880666E+000, 3.2436307E+000, 1.1107346E+002, 2.1637903E+001, 1.4815939E+000, 6.9914888E-001
 2.0100737E+003, 1.7547665E+002, 1.3320888E+002, 7.6581881E+002, 3.7354782E+002, 8.1069032E+001, 5.6194095E+001, 5.4211917E+000, 3.4096190E+000, 1.1426789E+002, 2.0935676E+001, 1.4418521E+000, 7.0954535E-001
 2.0250850E+003, 1.7618841E+002, 1.3380622E+002, 7.6580342E+002, 3.7411954E+002, 8.1350744E+001, 5.6367792E+001, 5.2463955E+000, 3.7215686E+000, 9.6262066E+001, 2.3121967E+001, 1.4396171E+000, 6.9417798E-001
 2.0400458E+003, 1.7680009E+002, 1.3445505E+002, 7.6147690E+002, 3.7490732E+002, 8.1634542E+001, 5.6541636E+001, 5.0045502E+000, 3.6820908E+000, 8.0865066E+001, 2.2467493E+001, 1.4945501E+000, 7.0953136E-001
 2.0550423E+003, 1.7740101E+002, 1.3497730E+002, 7.5909414E+002, 3.7497081E+002, 8.1922151E+001, 5.6717889E+001, 5.2002960E+000, 3.2784484E+000, 9.8662978E+001, 2.0368666E+001, 1.4372912E+000, 6.6858925E-001
 2.0700792E+003, 1.7807726E+002, 1.3544774E+002, 7.5771642E+002, 3.7516809E+002, 8.2201945E+001, 5.6869249E+001, 5.1347565E+000, 3.1642109E+000, 8.4655371E+001, 2.1920536E+001, 1.4975374E+000, 6.4046270E-001
 2.0850690E+003, 1.7865279E+002, 1.3594082E+002, 7.5443929E+002, 3.7541781E+002, 8.2502503E+001, 5.7031792E+001, 5.2508893E+000, 3.4389184E+000, 8.6414345E+001, 2.1502385E+001, 1.4803916E+000, 6.8711514E-001
 2.1000770E+003, 1.7927856E+002, 1.3646637E+002, 7.5232514E+002, 3.7613682E+002, 8.2785679E+001, 5.7198723E+001, 5.2256855E+000, 3.4585834E+000, 9.0482452E+001, 2.1962839E+001, 1.4733122E+000, 6.7217304E-001
 2.1150530E+003, 1.7997112E+002, 1.3698637E+002, 7.5102358E+002, 3.7650711E+002, 8.3090992E+001, 5.7352365E+001, 5.3280874E+000, 3.3553993E+000, 9.2935707E+001, 2.0613349E+001, 1.5004228E+000, 6.6830557E-001
 2.1300290E+003, 1.8052314E+002, 1.3747291E+002, 7.5242634E+002, 3.7683425E+002, 8.3375239E+001, 5.7527326E+001, 5.2105585E+000, 3.3805327E+000, 1.0634231E+002, 2.0797617E+001, 1.4046874E+000, 7.1505275E-001
 2.1450842E+003, 1.8113824E+002, 1.3801762E+002, 7.5443702E+002, 3.7720322E+002, 8.3654627E+001, 5.7710690E+001, 5.2694710E+000, 3.5682668E+000, 1.0213724E+002, 2.0831133E+001, 1.4785152E+000, 7.4419865E-001
 2.1600419E+003, 1.8146448E+002, 1.3846723E+002, 7.4438481E+002, 3.7577790E+002, 8.3917255E+001, 5.7871472E+001, 3.7170469E+000, 2.8549244E+000, 3.5361037E+001, 1.0280930E+001, 1.4052595E+000, 6.3343508E-001
 2.1751130E+003, 1.8108555E+002, 1.3852126E+002, 7.2111073E+002, 3.7254338E+002, 8.4198829E+001, 5.8008390E+001, 1.5610578E+000, 1.6203224E+000, 1.5140032E+001, 6.3353125E+000, 1.4606082E+000, 6.0917702E-001
 2.1900015E+003, 1.8045123E+002, 1.3834015E+002, 6.9965231E+002, 3.6922404E+002, 8.4381618E+001, 5.8186003E+001, 1.2912914E+000, 1.1897429E+000, 1.2950376E+001, 5.5557702E+000, 1.1066832E+000, 7.9159867E-001
 2.2050342E+003, 1.7979511E+002, 1.3811715E+002, 6.7972537E+002, 3.6581574E+002, 8.4488328E+001, 5.8374643E+001, 1.3158662E+000, 1.2024030E+000, 1.1522403E+001, 5.0993940E+000, 8.9825958E-001, 7.3405295E-001
 2.2201526E+003, 1.7911261E+002, 1.3785647E+002, 6.6097543E+002, 3.6231858E+002, 8.4534196E+001, 5.8510778E+001, 1.1456591E+000, 1.1041709E+000, 1.0415071E+001, 4.7793489E+000, 7.5941206E-001, 5.6191607E-001
 2.2350750E+003, 1.7839620E+002, 1.3756719E+002, 6.4349718E+002, 3.5884424E+002, 8.4550422E+001, 5.8611736E+001, 1.0876794E+000, 1.0677400E+000, 9.4642596E+000, 4.5617357E+000, 7.2560324E-001, 4.7349455E-001
 2.2501164E+003, 1.7765515E+002, 1.3724929E+002, 6.2719526E+002, 3.5542248E+002, 8.4552131E+001, 5.8688144E+001, 9.8326000E-001, 9.3666476E-001, 8.9206098E+000, 4.4169778E+000, 6.1245894E-001, 4.3940365E-001
 2.2650816E+003, 1.7688432E+002, 1.3690236E+002, 6.1192893E+002, 3.5202583E+002, 8.4515897E+001, 5.8755008E+001, 9.2488129E-001, 8.8747784E-001, 8.5356311E+000, 4.1915127E+000, 5.2364118E-001, 4.3638797E-001
 2.2800467E+003, 1.7611795E+002, 1.3655842E+002, 5.9766128E+002, 3.4865496E+002, 8.4465700E+001, 5.8824109E+001, 8.9058006E-001, 8.3636487E-001, 8.1682142E+000, 4.0217858E+000, 5.1357431E-001, 4.6007909E-001
 2.2951516E+003, 1.7535576E+002, 1.3620041E+002, 5.8422595E+002, 3.4528795E+002, 8.4405976E+001, 5.8888041E+001, 8.8045299E-001, 7.8649729E-001, 7.8116081E+000, 3.7884694E+000, 4.5400691E-001, 4.1974662E-001
 2.3100691E+003, 1.7460015E+002, 1.3583842E+002, 5.7157706E+002, 3.4195978E+002, 8.4338552E+001, 5.8941787E+001, 8.6158356E-001, 7.7394366E-001, 7.2903853E+000, 3.6340358E+000, 4.5995338E-001, 3.7108188E-001
 2.3251210E+003, 1.7384869E+002, 1.3547293E+002, 5.5959987E+002, 3.3867919E+002, 8.4264925E+001, 5.8975950E+001, 8.1080281E-001, 7.2475729E-001, 6.8991240E+000, 3.4673565E+000, 4.2000888E-001, 3.3490550E-001
 2.3402134E+003, 1.7308226E+002, 1.3508913E+002, 5.4815961E+002, 3.3541583E+002, 8.4185620E+001, 5.9008011E+001, 7.8677223E-001, 6.9182937E-001, 6.5935716E+000, 3.3392553E+000, 4.3083201E-001, 3.4556117E-001
 2.3552265E+003, 1.7231098E+002, 1.3469674E+002, 5.3732342E+002, 3.3222194E+002, 8.4101643E+001, 5.9034191E+001, 7.6746025E-001, 6.5207183E-001, 6.4287212E+000, 3.2751414E+000, 4.1131196E-001, 3.3190503E-001
 2.3701479E+003, 1.7153948E+002, 1.3430053E+002, 5.2712454E+002, 3.2912849E+002, 8.4009052E+001, 5.9054412E+001, 7.4332591E-001, 6.4069990E-001, 6.3138585E+000, 3.2456306E+000, 4.2790838E-001, 3.0722722E-001
 2.3852004E+003, 1.7076823E+002, 1.3390283E+002, 5.1744792E+002, 3.2608640E+002, 8.3918298E+001, 5.9068663E+001, 7.3872994E-001, 6.2923136E-001, 6.1646956E+000, 3.1737256E+000, 4.2389308E-001, 2.9623975E-001
 2.4002431E+003, 1.6999714E+002, 1.3349636E+002, 5.0815911E+002, 3.2308427E+002, 8.3822710E+001, 5.9088813E+001, 7.1391868E-001, 6.1338909E-001, 5.9267198E+000, 3.1343142E+000, 3.6947820E-001, 3.1053626E-001
 2.4150244E+003, 1.6922464E+002, 1.3308702E+002, 4.9932799E+002, 3.2018901E+002, 8.3721739E+001, 5.9105344E+001, 6.9088878E-001, 5.8723681E-001, 5.7573863E+000, 3.0954107E+000, 4.1198992E-001, 2.7163259E-001
 2.4300191E+003, 1.6845080E+002, 1.3266859E+002, 4.9096450E+002, 3.1734452E+002, 8.3624618E+001, 5.9111135E+001, 6.7434609E-001, 5.9930602E-001, 5.7001023E+000, 3.0132791E+000, 4.0981225E-001, 2.6693875E-001
 2.4450048E+003, 1.6767254E+002, 1.3225799E+002, 4.8292181E+002, 3.1451369E+002, 8.3522911E+001, 5.9115427E+001, 6.7107742E-001, 5.8910979E-001, 5.6363396E+000, 2.9282912E+000, 3.6625563E-001, 2.6121401E-001
 2.4602021E+003, 1.6690511E+002, 1.3184714E+002, 4.7518690E+002, 3.1170397E+002, 8.3416334E+001, 5.9119777E+001, 6.7217027E-001, 5.7441942E-001, 5.5192626E+000, 2.8574250E+000, 3.3470712E-001, 2.7990965E-001
 2.4752871E+003, 1.6614505E+002, 1.3143212E+002, 4.6772505E+002, 3.0892361E+002, 8.3302895E+001, 5.9122583E+001, 6.6718576E-001, 5.6263841E-001, 5.3025803E+000, 2.7858310E+000, 2.9780440E-001, 2.6296388E-001
 2.4902932E+003, 1.6539247E+002, 1.3102316E+002, 4.6056603E+002, 3.0621059E+002, 8.3184107E+001, 5.9121647E+001, 6.5683848E-001, 5.6107289E-001, 5.1050810E+000, 2.7456088E+000, 3.3180896E-001, 2.4362373E-001
 2.5052427E+003, 1.6464361E+002, 1.3061165E+002, 4.5369823E+002, 3.0356999E+002, 8.3066461E+001, 5.9118323E+001, 6.3767602E-001, 5.3383048E-001, 5.0506049E+000, 2.7320149E+000, 3.4535568E-001, 2.4848386E-001
 2.5201466E+003, 1.6389621E+002, 1.3019293E+002, 4.4713488E+002, 3.0098900E+002, 8.2951695E+001, 5.9114004E+001, 6.2361983E-001, 5.3123697E-001, 4.9979035E+000, 2.6923968E+000, 3.5001048E-001, 2.4792626E-001
 2.5350295E+003, 1.6316043E+002, 1.2977876E+002, 4.4084933E+002, 2.9845983E+002, 8.2837907E+001, 5.9109275E+001, 6.2717030E-001, 5.1879021E-001, 4.9433035E+000, 2.6940971E+000, 3.1664870E-001, 2.3836750E-001
 2.5500261E+003, 1.6242797E+002, 1.2936309E+002, 4.3474265E+002, 2.9597883E+002, 8.2718470E+001, 5.9095080E+001, 6.2036677E-001, 5.1446381E-001, 4.8566552E+000, 2.6644502E+000, 2.8561941E-001, 2.0017549E-001
 2.5653082E+003, 1.6168343E+002, 1.2894250E+002, 4.2875078E+002, 2.9349672E+002, 8.2593363E+001, 5.9080965E+001, 6.0546661E-001, 5.0657534E-001, 4.7389604E+000, 2.6146591E+000, 2.8049392E-001, 2.1253525E-001
 2.5802502E+003, 1.6094339E+002, 1.2852212E+002, 4.2299390E+002, 2.9107480E+002, 8.2465854E+001, 5.9066866E+001, 6.0469159E-001, 4.9777620E-001, 4.6802523E+000, 2.6141073E+000, 2.7631025E-001, 2.2076753E-001
 2.5950130E+003, 1.6022410E+002, 1.2811596E+002, 4.1753047E+002, 2.8873911E+002, 8.2341548E+001, 5.9050134E+001, 5.9477214E-001, 4.9916023E-001, 4.6127098E+000, 2.5788863E+000, 3.0705055E-001, 2.0959610E-001
 2.6101802E+003, 1.5949974E+002, 1.2770680E+002, 4.1219018E+002, 2.8641682E+002, 8.2220925E+001, 5.9028509E+001, 5.8114635E-001, 4.8924843E-001, 4.5002862E+000, 2.5219052E+000, 2.7757280E-001, 1.9051934E-001
 2.6251355E+003, 1.5877314E+002, 1.2729136E+002, 4.0698961E+002, 2.8410992E+002, 8.2092396E+001, 5.9005881E+001, 5.7452672E-001, 4.7782565E-001, 4.3515477E+000, 2.4366190E+000, 2.7343653E-001, 1.9092173E-001
 2.6401819E+003, 1.5805306E+002, 1.2687399E+002, 4.0195053E+002, 2.8184522E+002, 8.1961725E+001, 5.8984663E+001, 5.6607648E-001, 4.6366259E-001, 4.2298650E+000, 2.3940173E+000, 2.8251769E-001, 2.1026586E-001
 2.6550175E+003, 1.5733460E+002, 1.2645113E+002, 3.9707732E+002, 2.7963680E+002, 8.1829564E+001, 5.8964480E+001, 5.5268999E-001, 4.5477025E-001, 4.1287809E+000, 2.3466232E+000, 2.9197269E-001, 1.9388926E-001
 2.6702671E+003, 1.5661159E+002, 1.2602546E+002, 3.9232269E+002, 2.7745794E+002, 8.1696358E+001, 5.8944128E+001, 5.4147970E-001, 4.5137997E-001, 4.0520425E+000, 2.3053741E+000, 2.9222115E-001, 1.9917349E-001
 2.6853063E+003, 1.5589097E+002, 1.2560668E+002, 3.8767609E+002, 2.7528921E+002, 8.1564910E+001, 5.8924360E+001, 5.3819309E-001, 4.5330424E-001, 3.9702857E+000, 2.2423143E+000, 2.8490472E-001, 2.0314660E-001
 2.7001662E+003, 1.5518752E+002, 1.2519460E+002, 3.8318872E+002, 2.7316276E+002, 8.1437216E+001, 5.8905325E+001, 5.3832935E-001, 4.4298838E-001, 3.8616055E+000, 2.1993750E+000, 2.5789123E-001, 1.9176528E-001
 2.7150307E+003, 1.5449823E+002, 1.2478133E+002, 3.7884644E+002, 2.7109399E+002, 8.1305494E+001, 5.8887077E+001, 5.3466377E-001, 4.3264033E-001, 3.7572436E+000, 2.1813147E+000, 2.5226918E-001, 2.1046672E-001
 2.7301405E+003, 1.5381229E+002, 1.2437038E+002, 3.7459685E+002, 2.6904547E+002, 8.1171528E+001, 5.8870570E+001, 5.3368286E-001, 4.3905557E-001, 3.6860060E+000, 2.1585419E+000, 2.5323113E-001, 1.9659432E-001
 2.7451154E+003, 1.5312862E+002, 1.2396398E+002, 3.7046086E+002, 2.6701946E+002, 8.1038217E+001, 5.8849283E+001, 5.3153213E-001, 4.3738639E-001, 3.6848697E+000, 2.1202048E+000, 2.5493639E-001, 1.8156544E-001
 2.7601763E+003, 1.5245263E+002, 1.2355751E+002, 3.6644702E+002, 2.6502401E+002, 8.0905410E+001, 5.8823152E+001, 5.2836284E-001, 4.2981976E-001, 3.6765106E+000, 2.0955580E+000, 2.5856136E-001, 1.5945925E-001
 2.7751178E+003, 1.5177880E+002, 1.2314778E+002, 3.6255404E+002, 2.6306971E+002, 8.0773091E+001, 5.8800780E+001, 5.2025286E-001, 4.2573842E-001, 3.6816525E+000, 2.1080870E+000, 2.6620589E-001, 1.9458555E-001
 2.7901468E+003, 1.5110814E+002, 1.2274445E+002, 3.5876666E+002, 2.6115502E+002, 8.0643320E+001, 5.8778790E+001, 5.1498295E-001, 4.2856636E-001, 3.6757943E+000, 2.0920037E+000, 2.4518479E-001, 1.7888520E-001
 2.8050074E+003, 1.5044912E+002, 1.2235079E+002, 3.5508799E+002, 2.5927449E+002, 8.0514381E+001, 5.8752438E+001, 5.1800724E-001, 4.2466693E-001, 3.5962001E+000, 2.0623173E+000, 2.3400782E-001, 1.5935308E-001
 2.8200418E+003, 1.4979505E+002, 1.2195525E+002, 3.5149415E+002, 2.5740490E+002, 8.0382964E+001, 5.8727526E+001, 5.1420868E-001, 4.2201449E-001, 3.5765802E+000, 2.0337837E+000, 2.3212733E-001, 1.8376012E-001
 2.8351209E+003, 1.4914766E+002, 1.2156178E+002, 3.4799129E+002, 2.5555774E+002, 8.0247703E+001, 5.8700245E+001, 5.2106357E-001, 4.2299388E-001, 3.6198979E+000, 2.0526522E+000, 2.2749767E-001, 1.8932587E-001
 2.8500574E+003, 1.4851088E+002, 1.2117379E+002, 3.4458834E+002, 2.5374585E+002, 8.0108837E+001, 5.8673503E+001, 5.1509425E-001, 4.1881758E-001, 3.5638701E+000, 2.0204325E+000, 2.2508871E-001, 1.8130844E-001
 2.8651239E+003, 1.4787477E+002, 1.2078227E+002, 3.4127104E+002, 2.5195722E+002, 7.9971035E+001, 5.8646956E+001, 5.0631828E-001, 4.0699167E-001, 3.5024147E+000, 1.9929709E+000, 2.4436303E-001, 1.6976000E-001
 2.8801924E+003, 1.4723890E+002, 1.2038648E+002, 3.3802518E+002, 2.5019687E+002, 7.9836767E+001, 5.8619969E+001, 5.0236125E-001, 4.0071735E-001, 3.4641094E+000, 1.9892509E+000, 2.4131074E-001, 1.5579774E-001
 2.8950529E+003, 1.4661374E+002, 1.1999884E+002, 3.3487323E+002, 2.4848007E+002, 7.9704223E+001, 5.8590907E+001, 4.9867666E-001, 4.0385114E-001, 3.4365364E+000, 1.9885767E+000, 2.3819779E-001, 1.5578073E-001
 2.9103404E+003, 1.4598941E+002, 1.1961132E+002, 3.3178366E+002, 2.4678058E+002, 7.9571873E+001, 5.8560793E+001, 4.9667788E-001, 4.0021105E-001, 3.4196734E+000, 1.9766288E+000, 2.2530688E-001, 1.4864051E-001
 2.9252010E+003, 1.4536921E+002, 1.1922848E+002, 3.2876425E+002, 2.4510119E+002, 7.9437474E+001, 5.8528632E+001, 4.9536780E-001, 4.0322766E-001, 3.3716651E+000, 1.9611652E+000, 2.1537307E-001, 1.4892166E-001
 2.9401429E+003, 1.4475947E+002, 1.1885053E+002, 3.2584481E+002, 2.4346710E+002, 7.9305482E+001, 5.8496824E+001, 4.8767553E-001, 3.9832878E-001, 3.3315208E+000, 1.9535050E+000, 2.1958181E-001, 1.5979101E-001
 2.9550035E+003, 1.4415136E+002, 1.1847623E+002, 3.2298545E+002, 2.4185875E+002, 7.9174996E+001, 5.8463012E+001, 4.8893942E-001, 3.9495671E-001, 3.2904392E+000, 1.9414893E+000, 2.1477205E-001, 1.7555581E-001
 2.9702096E+003, 1.4354802E+002, 1.1810107E+002, 3.2016267E+002, 2.4026158E+002, 7.9040313E+001, 5.8425545E+001, 4.8206259E-001, 3.9463033E-001, 3.2502713E+000, 1.9172571E+000, 2.0835173E-001, 1.5746559E-001
 2.9850702E+003, 1.4294489E+002, 1.1772758E+002, 3.1739505E+002, 2.3868247E+002, 7.8899955E+001, 5.8390748E+001, 4.7535349E-001, 3.8864788E-001, 3.2001393E+000, 1.8872450E+000, 2.0144971E-001, 1.5807255E-001
 3.0002763E+003, 1.4234588E+002, 1.1735027E+002, 3.1467728E+002, 2.3712388E+002, 7.8759268E+001, 5.8357009E+001, 4.6974579E-001, 3.7578076E-001, 3.1426651E+000, 1.8463552E+000, 2.2496513E-001, 1.5487820E-001
 3.0151369E+003, 1.4174814E+002, 1.1697155E+002, 3.1200297E+002, 2.3557128E+002, 7.8624466E+001, 5.8323763E+001, 4.5967203E-001, 3.7154979E-001, 3.0882560E+000, 1.7861914E+000, 2.0634745E-001, 1.4574343E-001
 3.0303431E+003, 1.4115157E+002, 1.1659499E+002, 3.0936981E+002, 2.3403944E+002, 7.8489342E+001, 5.8291085E+001, 4.5293881E-001, 3.6852183E-001, 3.0190016E+000, 1.7578807E+000, 2.0381144E-001, 1.4495400E-001
 3.0452036E+003, 1.4056037E+002, 1.1621923E+002, 3.0678091E+002, 2.3252273E+002, 7.8354227E+001, 5.8257120E+001, 4.5240347E-001, 3.6420075E-001, 2.9669947E+000, 1.7339706E+000, 2.0056499E-001, 1.4563034E-001
 3.0600642E+003, 1.3998296E+002, 1.1584983E+002, 3.0427704E+002, 2.3104372E+002, 7.8219665E+001, 5.8221411E+001, 4.5237712E-001, 3.6129824E-001, 2.9458156E+000, 1.7195326E+000, 1.9901059E-001, 1.5709674E-001
 3.0752703E+003, 1.3940121E+002, 1.1548203E+002, 3.0178977E+002, 2.2956876E+002, 7.8084420E+001, 5.8187294E+001, 4.4402836E-001, 3.6375069E-001, 2.9034931E+000, 1.7075625E+000, 1.9900242E-001, 1.5890651E-001
 3.0901309E+003, 1.3882354E+002, 1.1511577E+002, 2.9934543E+002, 2.2810400E+002, 7.7950905E+001, 5.8154804E+001, 4.3597398E-001, 3.5960140E-001, 2.8453128E+000, 1.6524956E+000, 2.0019606E-001, 1.6099284E-001
 3.1051180E+003, 1.3825821E+002, 1.1475434E+002, 2.9693992E+002, 2.2667324E+002, 7.7818884E+001, 5.8122474E+001, 4.3231977E-001, 3.5559783E-001, 2.7461825E+000, 1.6446031E+000, 1.9876205E-001, 1.4743044E-001
 3.1202904E+003, 1.3768652E+002, 1.1439139E+002, 2.9452993E+002, 2.2525752E+002, 7.7684692E+001, 5.8087548E+001, 4.2096017E-001, 3.5205192E-001, 2.6209620E+000, 1.6238536E+000, 1.9845312E-001, 1.3589663E-001
 3.1350346E+003, 1.3711693E+002, 1.1403270E+002, 2.9217282E+002, 2.2386833E+002, 7.7551566E+001, 5.8051018E+001, 4.1250252E-001, 3.4706173E-001, 2.5907258E+000, 1.5889650E+000, 2.0611548E-001, 1.3378653E-001
 3.1502650E+003, 1.3655551E+002, 1.1367292E+002, 2.8986106E+002, 2.2250231E+002, 7.7418185E+001, 5.8015380E+001, 4.1314570E-001, 3.4338803E-001, 2.5819322E+000, 1.5854857E+000, 2.2721902E-001, 1.4923783E-001
 3.1651808E+003, 1.3599854E+002, 1.1331410E+002, 2.8759590E+002, 2.2115529E+002, 7.7286205E+001, 5.7982113E+001, 4.1696300E-001, 3.4619729E-001, 2.6105893E+000, 1.6023078E+000, 2.1312203E-001, 1.4455552E-001
