s,C,m,kW/m2,1/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m
 1.2000057E+003, 4.7710839E+001, 3.8492912E+000, 1.9637215E-001, 3.7346077E-001, 5.9199005E+001, 8.6532517E+001, 8.8084603E+001, 8.3811211E+001, 9.1264281E+001, 9.2731141E+001, 1.0000000E+002, 9.9999812E+001, 9.9999708E+001, 9.9998393E+001, 9.9999914E+001, 9.9999589E+001
 1.2150022E+003, 4.7889028E+001, 3.8266167E+000, 1.9174092E-001, 3.6177506E-001, 6.1215893E+001, 8.7695487E+001, 8.4416050E+001, 8.5851967E+001, 9.0672848E+001, 9.3260420E+001, 1.0000000E+002, 9.9999778E+001, 9.9999453E+001, 9.9997496E+001, 9.9999892E+001, 9.9999664E+001
 1.2300089E+003, 4.8948581E+001, 3.8290539E+000, 1.8287812E-001, 3.3268914E-001, 6.3040169E+001, 8.5619202E+001, 7.9237409E+001, 8.6308381E+001, 9.0426731E+001, 9.1429693E+001, 9.9999999E+001, 9.9999885E+001, 9.9999622E+001, 9.9997321E+001, 9.9999812E+001, 9.9999347E+001
 1.2450055E+003, 4.8678508E+001, 3.8183157E+000, 1.8559490E-001, 3.4166477E-001, 5.8533276E+001, 9.0226069E+001, 7.4198732E+001, 8.5164258E+001, 9.1083745E+001, 9.2109738E+001, 1.0000000E+002, 9.9999753E+001, 9.9999337E+001, 9.9997897E+001, 9.9999880E+001, 9.9999163E+001
 1.2600021E+003, 4.7088223E+001, 3.7547075E+000, 1.8822402E-001, 3.6774956E-001, 5.5772972E+001, 8.6405258E+001, 7.5557467E+001, 8.7823401E+001, 9.1472467E+001, 9.4638830E+001, 9.9999999E+001, 9.9999695E+001, 9.9999365E+001, 9.9998005E+001, 9.9999929E+001, 9.9999158E+001
 1.2750087E+003, 4.7758031E+001, 3.7711655E+000, 1.8619202E-001, 3.7486430E-001, 5.8958056E+001, 8.9402838E+001, 7.8789537E+001, 8.2638164E+001, 9.1700367E+001, 8.9335504E+001, 1.0000000E+002, 9.9999932E+001, 9.9999669E+001, 9.9997964E+001, 9.9999808E+001, 9.9999335E+001
 1.2900053E+003, 4.7544230E+001, 3.8314248E+000, 1.8294515E-001, 3.6910018E-001, 6.0675021E+001, 8.4192617E+001, 7.8984742E+001, 8.1576874E+001, 9.0706050E+001, 8.9199557E+001, 1.0000000E+002, 9.9999786E+001, 9.9999615E+001, 9.9998461E+001, 9.9999745E+001, 9.9999034E+001
 1.3050019E+003, 4.8729995E+001, 3.9962342E+000, 1.8746885E-001, 3.7250926E-001, 5.7974204E+001, 8.7461205E+001, 8.5784672E+001, 8.0834870E+001, 8.9875502E+001, 9.1149641E+001, 1.0000000E+002, 9.9999937E+001, 9.9999712E+001, 9.9997516E+001, 9.9999880E+001, 9.9999187E+001
 1.3200085E+003, 4.7842383E+001, 3.9218396E+000, 1.7729952E-001, 3.4543676E-001, 6.1547850E+001, 8.2044282E+001, 8.9402200E+001, 8.3218218E+001, 8.9553209E+001, 9.0226623E+001, 9.9999990E+001, 9.9999639E+001, 9.9999551E+001, 9.9993720E+001, 9.9999886E+001, 9.9999196E+001
 1.3350051E+003, 4.6937665E+001, 3.8980838E+000, 1.7915743E-001, 3.4278640E-001, 6.1541587E+001, 8.6389186E+001, 8.7102312E+001, 8.6953123E+001, 9.0806755E+001, 9.1771078E+001, 1.0000000E+002, 9.9999528E+001, 9.9999322E+001, 9.9995700E+001, 9.9999867E+001, 9.9999348E+001
 1.3500017E+003, 4.6045104E+001, 3.9056145E+000, 1.7164281E-001, 3.3422363E-001, 6.3073180E+001, 8.4337032E+001, 7.8104837E+001, 8.6300828E+001, 9.0086562E+001, 9.4660579E+001, 1.0000000E+002, 9.9999666E+001, 9.9999521E+001, 9.9990063E+001, 9.9999862E+001, 9.9998658E+001
 1.3650083E+003, 4.6721365E+001, 3.8960804E+000, 1.7376121E-001, 3.4253753E-001, 6.0454152E+001, 8.3404779E+001, 7.9418589E+001, 8.6063766E+001, 8.9177970E+001, 9.2939651E+001, 1.0000000E+002, 9.9999754E+001, 9.9998458E+001, 9.9992582E+001, 9.9999806E+001, 9.9998876E+001
 1.3800049E+003, 4.6232350E+001, 3.8067152E+000, 1.6966325E-001, 3.5997954E-001, 6.0280473E+001, 8.7441938E+001, 7.7855337E+001, 8.4622526E+001, 8.9677175E+001, 9.0691763E+001, 9.9999999E+001, 9.9999720E+001, 9.9999134E+001, 9.9992976E+001, 9.9999486E+001, 9.9998395E+001
 1.3950015E+003, 4.6010174E+001, 3.8454873E+000, 1.6752348E-001, 3.6791237E-001, 5.6884897E+001, 8.9025032E+001, 7.6535426E+001, 8.3787430E+001, 8.8160503E+001, 9.2559886E+001, 9.9999999E+001, 9.9999586E+001, 9.9998490E+001, 9.9991618E+001, 9.9999532E+001, 9.9998222E+001
 1.4100081E+003, 4.5943744E+001, 3.8452482E+000, 1.6751137E-001, 3.7765604E-001, 5.9918131E+001, 8.5372464E+001, 7.2908836E+001, 8.2818321E+001, 8.7299082E+001, 9.4079709E+001, 1.0000000E+002, 9.9999723E+001, 9.9998784E+001, 9.9990794E+001, 9.9999367E+001, 9.9997688E+001
 1.4250047E+003, 4.4367993E+001, 3.7807174E+000, 1.6679202E-001, 3.8394681E-001, 5.8808780E+001, 8.6713948E+001, 7.9139823E+001, 8.0707780E+001, 8.7538831E+001, 9.1439071E+001, 1.0000000E+002, 9.9999762E+001, 9.9998550E+001, 9.9982784E+001, 9.9999254E+001, 9.9997891E+001
 1.4400013E+003, 4.2952700E+001, 3.8102495E+000, 1.5808001E-001, 3.5896577E-001, 5.5199824E+001, 8.3058394E+001, 8.4089490E+001, 8.0393489E+001, 8.8874368E+001, 8.9180023E+001, 9.9999903E+001, 9.9998442E+001, 9.9999042E+001, 9.9993228E+001, 9.9999384E+001, 9.9997630E+001
 1.4550079E+003, 4.5206948E+001, 3.8834640E+000, 1.6376966E-001, 3.2076513E-001, 5.4230098E+001, 8.6736057E+001, 7.9110434E+001, 7.8857100E+001, 8.8945868E+001, 9.0060730E+001, 9.9999999E+001, 9.9998862E+001, 9.9996824E+001, 9.9987226E+001, 9.9999254E+001, 9.9996826E+001
 1.4700045E+003, 4.4347953E+001, 3.9192036E+000, 1.5606926E-001, 3.2777035E-001, 5.6229813E+001, 8.4620671E+001, 7.9290920E+001, 7.9099903E+001, 9.0348313E+001, 8.9129980E+001, 9.9999992E+001, 9.9999310E+001, 9.9998663E+001, 9.9992349E+001, 9.9999489E+001, 9.9996665E+001
 1.4850011E+003, 4.5119467E+001, 3.9234106E+000, 1.5887625E-001, 3.1296575E-001, 5.4920029E+001, 8.5470466E+001, 8.2775097E+001, 8.2956806E+001, 8.9655955E+001, 8.8195839E+001, 9.9999999E+001, 9.9999332E+001, 9.9997465E+001, 9.9989781E+001, 9.9999239E+001, 9.9996297E+001
 1.5000077E+003, 4.4654996E+001, 3.9361352E+000, 1.5683759E-001, 3.1420701E-001, 5.5112899E+001, 8.1440745E+001, 8.5980204E+001, 8.0416219E+001, 8.8881601E+001, 9.3413029E+001, 9.9999996E+001, 9.9999575E+001, 9.9997690E+001, 9.9978712E+001, 9.9999427E+001, 9.9997912E+001
 1.5150043E+003, 4.4708524E+001, 3.9814651E+000, 1.5174482E-001, 3.1080400E-001, 5.4213257E+001, 8.5652823E+001, 8.2997518E+001, 8.0288645E+001, 8.8286123E+001, 9.1457769E+001, 9.9999996E+001, 9.9996592E+001, 9.9995910E+001, 9.9984796E+001, 9.9998937E+001, 9.9997204E+001
 1.5300009E+003, 4.4979272E+001, 4.0861790E+000, 1.4676156E-001, 3.0269418E-001, 5.6944422E+001, 8.3902053E+001, 8.4067087E+001, 7.8608200E+001, 8.8183206E+001, 8.9366831E+001, 9.9999991E+001, 9.9997879E+001, 9.9995256E+001, 9.9969604E+001, 9.9999005E+001, 9.9996476E+001
 1.5450075E+003, 4.3080212E+001, 4.0349798E+000, 1.4149376E-001, 3.0338549E-001, 5.8317023E+001, 8.5953538E+001, 7.7131078E+001, 8.0927120E+001, 8.6865101E+001, 8.6267725E+001, 9.9999872E+001, 9.9995021E+001, 9.9993125E+001, 9.9980631E+001, 9.9998251E+001, 9.9996880E+001
 1.5600041E+003, 4.2985754E+001, 4.0021838E+000, 1.4393013E-001, 3.2941086E-001, 5.3236797E+001, 8.1320982E+001, 7.3875587E+001, 7.7124594E+001, 8.9253755E+001, 8.6632218E+001, 9.9999973E+001, 9.9994949E+001, 9.9994187E+001, 9.9989665E+001, 9.9998608E+001, 9.9993819E+001
 1.5750007E+003, 4.3149925E+001, 3.9747290E+000, 1.4467992E-001, 3.1092185E-001, 5.0233384E+001, 7.7202766E+001, 8.0121450E+001, 7.2689538E+001, 8.3613208E+001, 8.7693628E+001, 9.9999989E+001, 9.9997230E+001, 9.9995024E+001, 9.9976820E+001, 9.9998983E+001, 9.9987231E+001
 1.5900073E+003, 4.1705038E+001, 3.9779686E+000, 1.3820481E-001, 3.3847748E-001, 5.0180063E+001, 8.1189437E+001, 7.6345268E+001, 7.3659847E+001, 8.1686322E+001, 8.6135437E+001, 9.9999989E+001, 9.9997990E+001, 9.9995767E+001, 9.9960171E+001, 9.9998788E+001, 9.9989040E+001
 1.6050039E+003, 4.0956702E+001, 3.9356141E+000, 1.3725630E-001, 3.3184287E-001, 5.5010202E+001, 8.5546644E+001, 7.6727626E+001, 7.5596495E+001, 8.3564413E+001, 8.5011574E+001, 9.9999987E+001, 9.9993843E+001, 9.9989000E+001, 9.9976493E+001, 9.9998269E+001, 9.9988267E+001
 1.6200005E+003, 4.0918743E+001, 3.9368493E+000, 1.3118357E-001, 3.1806353E-001, 5.5587555E+001, 7.7618664E+001, 7.5035682E+001, 7.3985438E+001, 8.2619689E+001, 8.4264583E+001, 9.9999986E+001, 9.9991959E+001, 9.9981044E+001, 9.9960489E+001, 9.9998842E+001, 9.9991173E+001
 1.6350071E+003, 4.0878078E+001, 3.9115651E+000, 1.3284779E-001, 2.8794766E-001, 5.1382334E+001, 7.4947200E+001, 6.6541211E+001, 7.5512747E+001, 8.1456456E+001, 8.5502278E+001, 9.9999960E+001, 9.9995417E+001, 9.9988013E+001, 9.9970847E+001, 9.9996440E+001, 9.9992699E+001
 1.6500037E+003, 4.1595357E+001, 4.0547641E+000, 1.2997393E-001, 2.9314759E-001, 5.1494013E+001, 8.0044682E+001, 6.8097569E+001, 7.1616432E+001, 7.7930499E+001, 8.5907451E+001, 9.9999983E+001, 9.9995560E+001, 9.9986808E+001, 9.9936834E+001, 9.9993718E+001, 9.9987029E+001
 1.6650003E+003, 3.9291069E+001, 3.8602979E+000, 1.2398563E-001, 2.9553124E-001, 5.1968298E+001, 7.5748467E+001, 8.1951528E+001, 7.3804278E+001, 8.0485183E+001, 8.6051968E+001, 9.9999077E+001, 9.9984515E+001, 9.9979744E+001, 9.9925596E+001, 9.9995235E+001, 9.9985060E+001
 1.6800069E+003, 3.9971162E+001, 3.8976155E+000, 1.2067001E-001, 2.9909092E-001, 4.9574930E+001, 7.0702037E+001, 6.9301487E+001, 7.4674172E+001, 8.5782249E+001, 8.6083779E+001, 9.9999878E+001, 9.9988937E+001, 9.9975851E+001, 9.9928737E+001, 9.9992898E+001, 9.9981547E+001
 1.6950035E+003, 3.9082858E+001, 3.9210914E+000, 1.2083746E-001, 2.8040898E-001, 4.6483325E+001, 7.7565437E+001, 6.7377175E+001, 7.6868625E+001, 8.6106900E+001, 8.5784722E+001, 9.9999770E+001, 9.9986859E+001, 9.9981097E+001, 9.9950611E+001, 9.9994212E+001, 9.9976168E+001
 1.7100001E+003, 3.8556999E+001, 3.9548095E+000, 1.2065475E-001, 2.6881519E-001, 4.8278844E+001, 8.1233999E+001, 7.1464417E+001, 7.5581073E+001, 8.1256818E+001, 8.6930286E+001, 9.9999931E+001, 9.9988427E+001, 9.9981654E+001, 9.9931827E+001, 9.9991962E+001, 9.9967373E+001
 1.7250068E+003, 3.8803271E+001, 3.9136368E+000, 1.2090516E-001, 2.7144108E-001, 4.6654395E+001, 7.3295174E+001, 7.8831264E+001, 7.5356878E+001, 8.3826897E+001, 8.5569107E+001, 9.9999950E+001, 9.9985596E+001, 9.9967771E+001, 9.9888309E+001, 9.9991418E+001, 9.9970613E+001
 1.7400033E+003, 3.7947514E+001, 3.9746007E+000, 1.1365839E-001, 2.5163489E-001, 4.8263791E+001, 7.0829479E+001, 7.8094624E+001, 7.4177832E+001, 8.6041055E+001, 8.6267558E+001, 9.9999929E+001, 9.9982718E+001, 9.9976321E+001, 9.9862715E+001, 9.9993155E+001, 9.9965164E+001
 1.7550100E+003, 3.7366986E+001, 3.9090170E+000, 1.1205221E-001, 2.6108333E-001, 5.0318197E+001, 7.7065047E+001, 7.5420771E+001, 7.1958269E+001, 8.5875124E+001, 8.6978438E+001, 9.9999745E+001, 9.9976297E+001, 9.9932215E+001, 9.9944432E+001, 9.9983578E+001, 9.9956314E+001
 1.7700066E+003, 3.6053278E+001, 3.9756783E+000, 1.0805622E-001, 2.6740118E-001, 4.9145304E+001, 7.3222883E+001, 7.0251306E+001, 7.3038726E+001, 8.3988154E+001, 8.1349434E+001, 9.9998316E+001, 9.9956965E+001, 9.9939806E+001, 9.9880552E+001, 9.9987437E+001, 9.9955674E+001
 1.7850031E+003, 3.6834150E+001, 3.8976202E+000, 1.0475888E-001, 2.8245574E-001, 4.7756972E+001, 6.9864893E+001, 6.9278067E+001, 7.5086774E+001, 8.3992581E+001, 8.1561961E+001, 9.9999682E+001, 9.9966238E+001, 9.9941606E+001, 9.9889368E+001, 9.9986099E+001, 9.9944742E+001
 1.8000098E+003, 3.6177760E+001, 3.9624918E+000, 1.0169855E-001, 2.6500833E-001, 4.4450574E+001, 7.1712604E+001, 7.5584003E+001, 7.3631154E+001, 8.4439824E+001, 8.2335428E+001, 9.9995153E+001, 9.9887663E+001, 9.9925856E+001, 9.9896040E+001, 9.9973060E+001, 9.9920568E+001
 1.8150064E+003, 3.6330833E+001, 3.9733611E+000, 1.0323311E-001, 2.6026652E-001, 4.5851121E+001, 7.0350756E+001, 7.3119950E+001, 7.3380546E+001, 8.3530339E+001, 8.1160085E+001, 9.9999943E+001, 9.9967533E+001, 9.9887838E+001, 9.9818612E+001, 9.9981029E+001, 9.9903694E+001
 1.8300029E+003, 3.6068870E+001, 3.9312140E+000, 9.5516835E-002, 2.5240055E-001, 4.6593046E+001, 7.6658941E+001, 7.1061123E+001, 7.1669324E+001, 8.0405200E+001, 8.4709745E+001, 9.9999498E+001, 9.9964329E+001, 9.9913610E+001, 9.9778334E+001, 9.9978400E+001, 9.9923508E+001
 1.8450096E+003, 3.5111470E+001, 3.9214465E+000, 9.6715784E-002, 2.5182625E-001, 4.5604891E+001, 6.5574794E+001, 6.0628069E+001, 7.1459744E+001, 8.0710188E+001, 8.2622546E+001, 9.9999781E+001, 9.9979288E+001, 9.9853803E+001, 9.9764593E+001, 9.9975051E+001, 9.9899872E+001
 1.8600062E+003, 3.5679873E+001, 3.9532947E+000, 9.3265391E-002, 2.5336677E-001, 4.1279448E+001, 6.3915300E+001, 7.3487061E+001, 7.0371223E+001, 8.2161727E+001, 8.3101559E+001, 9.9999601E+001, 9.9932724E+001, 9.9910372E+001, 9.9737773E+001, 9.9948802E+001, 9.9867920E+001
 1.8750027E+003, 3.4546965E+001, 3.9523491E+000, 9.1536554E-002, 2.6268875E-001, 4.2155769E+001, 7.0615658E+001, 7.0493625E+001, 7.1557232E+001, 8.0320333E+001, 8.2180487E+001, 9.9999475E+001, 9.9937360E+001, 9.9825330E+001, 9.9683243E+001, 9.9958202E+001, 9.9865347E+001
 1.8900094E+003, 3.4151002E+001, 3.9826377E+000, 8.7703899E-002, 2.5849126E-001, 4.0380455E+001, 6.9477175E+001, 7.2079896E+001, 7.2823268E+001, 7.8221372E+001, 8.1881616E+001, 9.9997301E+001, 9.9929052E+001, 9.9824266E+001, 9.9631767E+001, 9.9940705E+001, 9.9782665E+001
 1.9050060E+003, 3.3204377E+001, 3.8881391E+000, 8.6581573E-002, 2.6035891E-001, 3.9636211E+001, 7.0299283E+001, 7.5998908E+001, 6.7864241E+001, 7.6766418E+001, 8.0808696E+001, 9.9998896E+001, 9.9881163E+001, 9.9745384E+001, 9.9596142E+001, 9.9943030E+001, 9.9788557E+001
 1.9200025E+003, 3.2400773E+001, 3.7864630E+000, 8.2596404E-002, 2.5270628E-001, 4.3904775E+001, 6.7490814E+001, 6.6292400E+001, 6.8549636E+001, 7.5058488E+001, 8.2136590E+001, 9.9996482E+001, 9.9863979E+001, 9.9675765E+001, 9.9556258E+001, 9.9927150E+001, 9.9721448E+001
 1.9350092E+003, 3.4124130E+001, 4.0122835E+000, 8.1407882E-002, 2.2615039E-001, 4.1960025E+001, 6.5642636E+001, 6.4621033E+001, 6.9415241E+001, 7.9415787E+001, 8.0789198E+001, 9.9989549E+001, 9.9787145E+001, 9.9573919E+001, 9.9423382E+001, 9.9910452E+001, 9.9653695E+001
 1.9500058E+003, 3.2173127E+001, 3.9065587E+000, 7.9763174E-002, 2.3054113E-001, 3.7808161E+001, 5.7543208E+001, 7.2899570E+001, 6.7457293E+001, 8.0049540E+001, 7.8707634E+001, 9.9992582E+001, 9.9771469E+001, 9.9661098E+001, 9.9433429E+001, 9.9827519E+001, 9.9625509E+001
 1.9650023E+003, 3.2344510E+001, 3.8572167E+000, 7.7363689E-002, 2.2666200E-001, 3.7643418E+001, 6.2814812E+001, 6.8170274E+001, 6.8390149E+001, 7.3640708E+001, 7.8163510E+001, 9.9998216E+001, 9.9908977E+001, 9.9348964E+001, 9.8395449E+001, 9.9801186E+001, 9.9533547E+001
 1.9800090E+003, 3.0678875E+001, 3.7636570E+000, 7.2580283E-002, 2.2877384E-001, 4.1576663E+001, 6.0862999E+001, 6.9218808E+001, 6.6273089E+001, 7.0417196E+001, 7.8856205E+001, 9.9992639E+001, 9.9746645E+001, 9.9470626E+001, 9.8451676E+001, 9.9797852E+001, 9.9431182E+001
 1.9950056E+003, 3.2667170E+001, 3.8909268E+000, 7.1151957E-002, 2.1029166E-001, 4.0809969E+001, 6.1997954E+001, 6.5919797E+001, 6.6830931E+001, 7.3655393E+001, 7.7313402E+001, 9.9998036E+001, 9.9401567E+001, 9.8366421E+001, 9.9192049E+001, 9.9719177E+001, 9.9391608E+001
 2.0100021E+003, 3.1061039E+001, 3.9458029E+000, 7.1217291E-002, 2.3509017E-001, 3.7376819E+001, 5.2771836E+001, 6.1237196E+001, 6.3567740E+001, 7.1561271E+001, 7.5492714E+001, 9.9991011E+001, 9.9884527E+001, 9.8975340E+001, 9.8165148E+001, 9.9610770E+001, 9.9063905E+001
 2.0250088E+003, 3.1773548E+001, 3.9591549E+000, 6.8555731E-002, 2.1677736E-001, 3.9105632E+001, 6.2324601E+001, 7.2296515E+001, 6.8272144E+001, 6.6257102E+001, 7.5882429E+001, 9.9978464E+001, 9.9356504E+001, 9.8763476E+001, 9.8518202E+001, 9.9456338E+001, 9.9116986E+001
 2.0400054E+003, 3.0714108E+001, 3.9334953E+000, 6.5136361E-002, 1.9965538E-001, 3.8089173E+001, 5.8219824E+001, 7.0320754E+001, 6.8806248E+001, 6.4122344E+001, 7.5285125E+001, 9.9969870E+001, 9.9304315E+001, 9.7880260E+001, 9.7913886E+001, 9.9507216E+001, 9.9024802E+001
 2.0550019E+003, 2.9690970E+001, 3.8225370E+000, 6.3165346E-002, 2.1112412E-001, 3.3888621E+001, 6.2263559E+001, 7.4266259E+001, 6.0527492E+001, 6.5703134E+001, 7.5039624E+001, 9.9975678E+001, 9.8237010E+001, 9.7390877E+001, 9.7812871E+001, 9.9406532E+001, 9.9063644E+001
 2.0700086E+003, 2.9540564E+001, 3.9502500E+000, 6.2368163E-002, 2.0490042E-001, 3.4833732E+001, 6.1357217E+001, 6.7674337E+001, 6.0777700E+001, 6.3180595E+001, 7.8674620E+001, 9.9980113E+001, 9.7851139E+001, 9.7142856E+001, 9.8686812E+001, 9.9476127E+001, 9.8653107E+001
 2.0850052E+003, 2.9426025E+001, 3.9304230E+000, 6.0638349E-002, 2.1313321E-001, 3.4822174E+001, 5.5283718E+001, 6.2080458E+001, 6.1949922E+001, 5.8666174E+001, 7.8229211E+001, 9.9957109E+001, 9.8549581E+001, 9.6619186E+001, 9.6360402E+001, 9.9383956E+001, 9.8409332E+001
 2.1000017E+003, 2.8361281E+001, 3.7421257E+000, 5.7626528E-002, 1.9479719E-001, 3.6782667E+001, 5.3243377E+001, 6.7014437E+001, 5.7798791E+001, 5.2313173E+001, 7.5951383E+001, 9.9951016E+001, 9.6876707E+001, 9.3432235E+001, 9.7633724E+001, 9.9315065E+001, 9.8819509E+001
 2.1150084E+003, 2.9289485E+001, 3.8661571E+000, 5.7329938E-002, 1.8356142E-001, 3.5682719E+001, 5.0699955E+001, 6.6977222E+001, 5.5079398E+001, 5.5047564E+001, 7.5959313E+001, 9.9934431E+001, 9.8836136E+001, 9.2971336E+001, 9.5620539E+001, 9.9014505E+001, 9.8556658E+001
 2.1300050E+003, 2.8125720E+001, 3.8551087E+000, 5.4463959E-002, 1.7558096E-001, 3.0520013E+001, 5.4656864E+001, 5.9417039E+001, 5.7958135E+001, 5.7737527E+001, 7.3448354E+001, 9.9942529E+001, 9.5299059E+001, 9.2878125E+001, 9.5430502E+001, 9.8783199E+001, 9.8345064E+001
 2.1450016E+003, 2.8384893E+001, 3.8320513E+000, 5.3239748E-002, 1.7110709E-001, 3.0923730E+001, 5.1657419E+001, 6.1850591E+001, 5.5115080E+001, 5.5364406E+001, 7.4679525E+001, 9.9910191E+001, 9.5438885E+001, 8.9339561E+001, 9.4469451E+001, 9.8654987E+001, 9.8363424E+001
 2.1600082E+003, 2.8566668E+001, 4.0016262E+000, 5.1029538E-002, 1.4988193E-001, 3.2170126E+001, 5.4349954E+001, 6.4407739E+001, 5.5503348E+001, 5.4117938E+001, 7.3381181E+001, 9.9871311E+001, 9.6955263E+001, 8.8273934E+001, 9.2312880E+001, 9.8279921E+001, 9.7921986E+001
 2.1750048E+003, 2.6620444E+001, 3.8900803E+000, 4.9282804E-002, 1.6252763E-001, 2.9660357E+001, 4.9411119E+001, 5.5591303E+001, 5.2544137E+001, 5.3017638E+001, 7.2222886E+001, 9.9821192E+001, 9.4231223E+001, 8.6670926E+001, 9.0218824E+001, 9.7854185E+001, 9.7541129E+001
 2.1900014E+003, 2.5585432E+001, 4.0696058E+000, 4.7079463E-002, 1.6799863E-001, 2.7399236E+001, 4.6752301E+001, 5.1106521E+001, 4.9539277E+001, 5.4884647E+001, 7.1808984E+001, 9.9564408E+001, 9.2275599E+001, 8.3243912E+001, 9.0051773E+001, 9.7520904E+001, 9.7108914E+001
 2.2050080E+003, 2.4717427E+001, 4.2875415E+000, 4.5483179E-002, 1.5151047E-001, 2.6878294E+001, 4.8225070E+001, 5.9800778E+001, 5.3252820E+001, 5.4225120E+001, 7.0496121E+001, 9.9585170E+001, 8.8319756E+001, 8.3095332E+001, 9.0616407E+001, 9.7166262E+001, 9.6107652E+001
 2.2200046E+003, 2.6378419E+001, 3.9508433E+000, 4.4541234E-002, 1.4878706E-001, 2.8367107E+001, 3.9504296E+001, 5.3605861E+001, 4.7807150E+001, 5.0385382E+001, 6.6852265E+001, 9.9427583E+001, 9.3626168E+001, 7.1440311E+001, 9.1144577E+001, 9.6780077E+001, 9.5816983E+001
 2.2350012E+003, 2.1627421E+001, 4.9354488E+000, 4.2488454E-002, 1.5699415E-001, 2.4311224E+001, 5.0962192E+001, 5.2700118E+001, 4.8696981E+001, 5.2290290E+001, 6.4203718E+001, 9.8960797E+001, 8.8088127E+001, 6.8251143E+001, 8.5856448E+001, 9.5519286E+001, 9.3332416E+001
 2.2500078E+003, 2.2639926E+001, 4.7783265E+000, 4.0056352E-002, 1.3570529E-001, 2.1957258E+001, 4.3525426E+001, 4.2521621E+001, 4.6556846E+001, 5.1604421E+001, 6.2282490E+001, 9.7682707E+001, 8.2139701E+001, 7.3548480E+001, 8.3694401E+001, 9.3490445E+001, 9.0656937E+001
 2.2650044E+003, 2.1275904E+001, 4.9947328E+000, 3.8457710E-002, 1.3833936E-001, 2.1634668E+001, 3.7463817E+001, 4.5408766E+001, 4.6491438E+001, 4.7592726E+001, 6.1405479E+001, 9.7968908E+001, 7.8605000E+001, 6.9126294E+001, 8.4152878E+001, 9.0839285E+001, 9.0443277E+001
 2.2800010E+003, 2.0575106E+001, 5.1999998E+000, 3.6998799E-002, 1.2860349E-001, 1.9757211E+001, 3.4947730E+001, 4.1748068E+001, 4.1525561E+001, 4.7092407E+001, 5.8328120E+001, 9.6429857E+001, 7.3455273E+001, 5.5127807E+001, 7.4861632E+001, 9.0111055E+001, 8.7215582E+001
 2.2950076E+003, 2.0608087E+001, 5.1999998E+000, 3.5677044E-002, 1.3565494E-001, 2.2055013E+001, 3.4307645E+001, 3.6627038E+001, 4.3432532E+001, 4.6649886E+001, 5.6553933E+001, 9.4435052E+001, 6.5229542E+001, 6.0053145E+001, 6.9570889E+001, 8.7904621E+001, 8.6840489E+001
 2.3100042E+003, 2.0517363E+001, 5.1999998E+000, 3.3766636E-002, 1.1164515E-001, 1.7360709E+001, 3.7322040E+001, 4.0467842E+001, 4.2107013E+001, 4.2284574E+001, 5.5231970E+001, 8.8839658E+001, 5.1762217E+001, 4.5720999E+001, 6.3935022E+001, 8.4376208E+001, 7.5368620E+001
 2.3250008E+003, 2.0551125E+001, 5.1999998E+000, 3.3134056E-002, 1.1341098E-001, 1.6661370E+001, 3.1501050E+001, 2.9111833E+001, 3.8443145E+001, 4.1922270E+001, 5.2330432E+001, 7.8091595E+001, 4.5855865E+001, 4.8678595E+001, 6.7169934E+001, 8.0202825E+001, 7.1642041E+001
 2.3400074E+003, 2.0510036E+001, 5.1999998E+000, 3.2070398E-002, 1.1051665E-001, 1.6613600E+001, 3.0233048E+001, 2.5566872E+001, 3.6147088E+001, 4.2032665E+001, 5.0007968E+001, 5.6508446E+001, 4.1695192E+001, 4.0598504E+001, 6.2599971E+001, 7.4698082E+001, 7.6994325E+001
 2.3550040E+003, 2.0617656E+001, 5.1999998E+000, 3.1648818E-002, 9.8157650E-002, 1.4833769E+001, 2.7927486E+001, 2.5309229E+001, 3.1223737E+001, 3.6172955E+001, 4.2776619E+001, 2.5610886E+001, 3.9205386E+001, 3.3969424E+001, 5.6363259E+001, 6.9674981E+001, 7.3760074E+001
 2.3700006E+003, 2.0571229E+001, 5.1999998E+000, 3.1503848E-002, 9.9892759E-002, 1.2860344E+001, 2.6594544E+001, 2.3327956E+001, 2.9896306E+001, 3.3662896E+001, 3.8683699E+001, 1.4347482E+001, 2.9806517E+001, 2.9937993E+001, 3.7397127E+001, 5.8002135E+001, 6.6009268E+001
 2.3850072E+003, 2.0552555E+001, 5.1999998E+000, 3.0717856E-002, 7.5307637E-002, 1.0753987E+001, 2.0023592E+001, 2.3568170E+001, 2.0566837E+001, 2.9006418E+001, 3.6085254E+001, 1.1096489E+001, 1.9042216E+001, 2.5358377E+001, 2.1913251E+001, 4.6040986E+001, 5.1700365E+001
 2.4000038E+003, 2.0415337E+001, 5.1999998E+000, 3.0884885E-002, 7.9069209E-002, 9.3217800E+000, 1.7874157E+001, 1.8963661E+001, 1.5199414E+001, 2.5014070E+001, 3.2847641E+001, 8.9001998E+000, 1.6052290E+001, 1.9804696E+001, 1.4299326E+001, 2.3749681E+001, 4.5207703E+001
