s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg,kg
 2.2800162E+002, 1.8279086E-001, 1.9249957E-001, 6.0457900E-005, 1.4857282E-002, 1.6815046E+002, 8.9385192E+001, 1.8580270E+002, 1.1939794E+003, 7.3418153E-002, 7.3418153E-002, 7.3418153E-002, 7.3418153E-002, 7.3418153E-002, 7.3418153E-002, 7.3418153E-002, 7.3418153E-002, 7.3418153E-002, 7.3418153E-002, 4.2647743E-002, 1.6831141E-003
 2.2900278E+002, 1.8258959E-001, 1.9345191E-001, 6.0949123E-005, 1.4974937E-002, 1.6955683E+002, 8.8151464E+001, 1.8549731E+002, 1.1581769E+003, 7.5392438E-002, 7.5392438E-002, 7.5392438E-002, 7.5392438E-002, 7.5392438E-002, 7.5392438E-002, 7.5392438E-002, 7.5392438E-002, 7.5392438E-002, 7.5392438E-002, 4.2919329E-002, 1.7069090E-003
 2.3001073E+002, 1.8229289E-001, 1.9424930E-001, 6.1673004E-005, 1.5148369E-002, 1.7120681E+002, 9.0926536E+001, 1.6840886E+002, 1.1443242E+003, 9.6989192E-002, 9.6989192E-002, 9.6989192E-002, 9.6989192E-002, 9.6989192E-002, 9.6989192E-002, 9.6989192E-002, 9.6989192E-002, 9.6989192E-002, 9.6989192E-002, 4.3177945E-002, 1.7312234E-003
 2.3100980E+002, 1.8212372E-001, 1.9364001E-001, 6.2085910E-005, 1.5247332E-002, 1.7039012E+002, 9.4347221E+001, 1.6358136E+002, 1.2387559E+003, 9.3966358E-002, 9.3966358E-002, 9.3966358E-002, 9.3966358E-002, 9.3966358E-002, 9.3966358E-002, 9.3966358E-002, 9.3966358E-002, 9.3966358E-002, 9.3966358E-002, 4.3441714E-002, 1.7559700E-003
 2.3200881E+002, 1.8230277E-001, 1.9388398E-001, 6.1649087E-005, 1.5142720E-002, 1.6532603E+002, 9.3328710E+001, 1.6946555E+002, 1.2548360E+003, 1.1896080E-001, 1.1896080E-001, 1.1896080E-001, 1.1896080E-001, 1.1896080E-001, 1.1896080E-001, 1.1896080E-001, 1.1896080E-001, 1.1896080E-001, 1.1896080E-001, 4.3707958E-002, 1.7804079E-003
 2.3300809E+002, 1.8254449E-001, 1.9541533E-001, 6.1059292E-005, 1.5001462E-002, 1.6097901E+002, 9.3664371E+001, 1.8431390E+002, 1.1499418E+003, 9.7697134E-002, 9.7697134E-002, 9.7697134E-002, 9.7697134E-002, 9.7697134E-002, 9.7697134E-002, 9.7697134E-002, 9.7697134E-002, 9.7697134E-002, 9.7697134E-002, 4.3977699E-002, 1.8046981E-003
 2.3400466E+002, 1.8231944E-001, 1.9611993E-001, 6.1608722E-005, 1.5133149E-002, 1.5803568E+002, 9.2753044E+001, 1.6015682E+002, 1.1697445E+003, 8.2919567E-002, 8.2919567E-002, 8.2919567E-002, 8.2919567E-002, 8.2919567E-002, 8.2919567E-002, 8.2919567E-002, 8.2919567E-002, 8.2919567E-002, 8.2919567E-002, 4.4226600E-002, 1.8287021E-003
 2.3500753E+002, 1.8199910E-001, 1.9529208E-001, 6.2390476E-005, 1.5320475E-002, 1.5955115E+002, 9.2607232E+001, 1.6847794E+002, 1.2525786E+003, 1.1757433E-001, 1.1757433E-001, 1.1757433E-001, 1.1757433E-001, 1.1757433E-001, 1.1757433E-001, 1.1757433E-001, 1.1757433E-001, 1.1757433E-001, 1.1757433E-001, 4.4499646E-002, 1.8529487E-003
 2.3600052E+002, 1.8141425E-001, 1.9348655E-001, 6.3817968E-005, 1.5662199E-002, 1.6867155E+002, 9.1332602E+001, 1.7788805E+002, 1.2371937E+003, 1.2608029E-001, 1.2608029E-001, 1.2608029E-001, 1.2608029E-001, 1.2608029E-001, 1.2608029E-001, 1.2608029E-001, 1.2608029E-001, 1.2608029E-001, 1.2608029E-001, 4.4764646E-002, 1.8779584E-003
 2.3700999E+002, 1.8088102E-001, 1.9228044E-001, 6.5119226E-005, 1.5973953E-002, 1.7060829E+002, 9.1545113E+001, 1.6592544E+002, 1.1319377E+003, 9.9888430E-002, 9.9888430E-002, 9.9888430E-002, 9.9888430E-002, 9.9888430E-002, 9.9888430E-002, 9.9888430E-002, 9.9888430E-002, 9.9888430E-002, 9.9888430E-002, 4.5017237E-002, 1.9036881E-003
 2.3800616E+002, 1.8139033E-001, 1.9178548E-001, 6.3876777E-005, 1.5676267E-002, 1.6562264E+002, 9.2565528E+001, 1.5371335E+002, 1.1812468E+003, 9.4419266E-002, 9.4419266E-002, 9.4419266E-002, 9.4419266E-002, 9.4419266E-002, 9.4419266E-002, 9.4419266E-002, 9.4419266E-002, 9.4419266E-002, 9.4419266E-002, 4.5277655E-002, 1.9293209E-003
 2.3900696E+002, 1.8148092E-001, 1.9161421E-001, 6.3655403E-005, 1.5623332E-002, 1.6569108E+002, 9.3292595E+001, 1.4872728E+002, 1.2015574E+003, 9.8433265E-002, 9.8433265E-002, 9.8433265E-002, 9.8433265E-002, 9.8433265E-002, 9.8433265E-002, 9.8433265E-002, 9.8433265E-002, 9.8433265E-002, 9.8433265E-002, 4.5537681E-002, 1.9544410E-003
 2.4000628E+002, 1.8151616E-001, 1.9219404E-001, 6.3569194E-005, 1.5602743E-002, 1.6566747E+002, 9.1881009E+001, 1.5292033E+002, 1.1735012E+003, 8.9384667E-002, 8.9384667E-002, 8.9384667E-002, 8.9384667E-002, 8.9384667E-002, 8.9384667E-002, 8.9384667E-002, 8.9384667E-002, 8.9384667E-002, 8.9384667E-002, 4.5803395E-002, 1.9795211E-003
 2.4101016E+002, 1.8147164E-001, 1.9301199E-001, 6.3677792E-005, 1.5628800E-002, 1.6627064E+002, 9.5348293E+001, 1.4980034E+002, 1.2354917E+003, 1.0593977E-001, 1.0593977E-001, 1.0593977E-001, 1.0593977E-001, 1.0593977E-001, 1.0593977E-001, 1.0593977E-001, 1.0593977E-001, 1.0593977E-001, 1.0593977E-001, 4.6067449E-002, 2.0047379E-003
 2.4200972E+002, 1.8126237E-001, 1.9339760E-001, 6.4188577E-005, 1.5751204E-002, 1.6909138E+002, 9.5980326E+001, 1.5435730E+002, 1.1968368E+003, 1.0570204E-001, 1.0570204E-001, 1.0570204E-001, 1.0570204E-001, 1.0570204E-001, 1.0570204E-001, 1.0570204E-001, 1.0570204E-001, 1.0570204E-001, 1.0570204E-001, 4.6333277E-002, 2.0304121E-003
 2.4300849E+002, 1.8119294E-001, 1.9256169E-001, 6.4357982E-005, 1.5791801E-002, 1.6917815E+002, 9.5307896E+001, 1.5009726E+002, 1.2141702E+003, 1.2872063E-001, 1.2872063E-001, 1.2872063E-001, 1.2872063E-001, 1.2872063E-001, 1.2870503E-001, 1.2870233E-001, 1.2870233E-001, 1.2870541E-001, 1.2870233E-001, 4.6590496E-002, 2.0568216E-003
 2.4400047E+002, 1.8103380E-001, 1.9132519E-001, 6.4746404E-005, 1.5884879E-002, 1.6988138E+002, 9.5686443E+001, 1.4335549E+002, 1.1654345E+003, 8.8937816E-002, 8.8937816E-002, 8.8937816E-002, 8.8937816E-002, 8.8937816E-002, 8.8937816E-002, 8.8937816E-002, 8.8937816E-002, 8.8937816E-002, 8.8937816E-002, 4.6845711E-002, 2.0835609E-003
 2.4500661E+002, 1.8088315E-001, 1.9052645E-001, 6.5113735E-005, 1.5972950E-002, 1.7045864E+002, 9.5958838E+001, 1.3494379E+002, 1.1855586E+003, 1.0364165E-001, 1.0364165E-001, 1.0364165E-001, 1.0364165E-001, 1.0364165E-001, 1.0364165E-001, 1.0364165E-001, 1.0364165E-001, 1.0364165E-001, 1.0364165E-001, 4.7104925E-002, 2.1097905E-003
 2.4600215E+002, 1.8055641E-001, 1.9013004E-001, 6.5910697E-005, 1.6163946E-002, 1.6915504E+002, 9.6134415E+001, 1.4177605E+002, 1.1683324E+003, 1.2669702E-001, 1.2669702E-001, 1.2669702E-001, 1.2669702E-001, 1.2669702E-001, 1.2669702E-001, 1.2669702E-001, 1.2669702E-001, 1.2669702E-001, 1.2669702E-001, 4.7366669E-002, 2.1360062E-003
 2.4700922E+002, 1.8034278E-001, 1.9034226E-001, 6.6432088E-005, 1.6288851E-002, 1.6940584E+002, 9.8886336E+001, 1.4369061E+002, 1.2045322E+003, 1.0822199E-001, 1.0822199E-001, 1.0822199E-001, 1.0822199E-001, 1.0822199E-001, 1.0822199E-001, 1.0822199E-001, 1.0822199E-001, 1.0822199E-001, 1.0822199E-001, 4.7628720E-002, 2.1628771E-003
 2.4800979E+002, 1.8036977E-001, 1.9064672E-001, 6.6366147E-005, 1.6273101E-002, 1.7033836E+002, 9.9030720E+001, 1.3019684E+002, 1.1690134E+003, 1.0518783E-001, 1.0518783E-001, 1.0518783E-001, 1.0518783E-001, 1.0518783E-001, 1.0518783E-001, 1.0518783E-001, 1.0518783E-001, 1.0518783E-001, 1.0518783E-001, 4.7883929E-002, 2.1898380E-003
 2.4901068E+002, 1.7999948E-001, 1.9040792E-001, 6.7270141E-005, 1.6489658E-002, 1.6884738E+002, 9.8718859E+001, 1.2788822E+002, 1.1930385E+003, 1.0532307E-001, 1.0532307E-001, 1.0532307E-001, 1.0532307E-001, 1.0532307E-001, 1.0532307E-001, 1.0532307E-001, 1.0532307E-001, 1.0532307E-001, 1.0532307E-001, 4.8142555E-002, 2.2161832E-003
 2.5000527E+002, 1.7977113E-001, 1.9009793E-001, 6.7827699E-005, 1.6623197E-002, 1.6705417E+002, 9.8324150E+001, 1.3005482E+002, 1.1971249E+003, 1.2346006E-001, 1.2346006E-001, 1.2346006E-001, 1.2346006E-001, 1.2346006E-001, 1.2346006E-001, 1.2346006E-001, 1.2346006E-001, 1.2346006E-001, 1.2346006E-001, 4.8403706E-002, 2.2428129E-003
 2.5100970E+002, 1.8025196E-001, 1.9007938E-001, 6.6653940E-005, 1.6342063E-002, 1.6780392E+002, 9.8270244E+001, 1.3482525E+002, 1.2110425E+003, 1.1561975E-001, 1.1561975E-001, 1.1561975E-001, 1.1561975E-001, 1.1561975E-001, 1.1561975E-001, 1.1561975E-001, 1.1561975E-001, 1.1561975E-001, 1.1561975E-001, 4.8665866E-002, 2.2704064E-003
 2.5200331E+002, 1.7957016E-001, 1.9010544E-001, 6.8317628E-005, 1.6740848E-002, 1.6913413E+002, 9.8921665E+001, 1.2789321E+002, 1.1749400E+003, 1.1531277E-001, 1.1531277E-001, 1.1531277E-001, 1.1531277E-001, 1.1531277E-001, 1.1531277E-001, 1.1531277E-001, 1.1531277E-001, 1.1531277E-001, 1.1531277E-001, 4.8918857E-002, 2.2976370E-003
 2.5300270E+002, 1.7914656E-001, 1.8999122E-001, 6.9351343E-005, 1.6988615E-002, 1.6959045E+002, 9.5960023E+001, 1.3174745E+002, 1.2344417E+003, 1.2659157E-001, 1.2659157E-001, 1.2659157E-001, 1.2659157E-001, 1.2659157E-001, 1.2659157E-001, 1.2659157E-001, 1.2659157E-001, 1.2659157E-001, 1.2659157E-001, 4.9181088E-002, 2.3249975E-003
 2.5400705E+002, 1.7890331E-001, 1.8963854E-001, 6.9944835E-005, 1.7130894E-002, 1.6992791E+002, 9.6515881E+001, 1.2889065E+002, 1.1941951E+003, 1.3176178E-001, 1.3176178E-001, 1.3176178E-001, 1.3176178E-001, 1.3176178E-001, 1.3176178E-001, 1.3176178E-001, 1.3176178E-001, 1.3176178E-001, 1.3176178E-001, 4.9436584E-002, 2.3528508E-003
 2.5500995E+002, 1.7843062E-001, 1.8921420E-001, 7.1098337E-005, 1.7407467E-002, 1.6898811E+002, 9.7433653E+001, 1.2327504E+002, 1.1564095E+003, 1.0911007E-001, 1.0911007E-001, 1.0911007E-001, 1.0911007E-001, 1.0911007E-001, 1.0911007E-001, 1.0911007E-001, 1.0911007E-001, 1.0911007E-001, 1.0911007E-001, 4.9690734E-002, 2.3807762E-003
 2.5600804E+002, 1.7851259E-001, 1.8932561E-001, 7.0898055E-005, 1.7359510E-002, 1.6943588E+002, 9.8610206E+001, 1.1143824E+002, 1.2048496E+003, 9.5081951E-002, 9.5081951E-002, 9.5081951E-002, 9.5081951E-002, 9.5081951E-002, 9.5081951E-002, 9.5081951E-002, 9.5081951E-002, 9.5081951E-002, 9.5081951E-002, 4.9945248E-002, 2.4084612E-003
 2.5700919E+002, 1.7863029E-001, 1.8976735E-001, 7.0610726E-005, 1.7290604E-002, 1.7106266E+002, 9.9129971E+001, 1.2226643E+002, 1.1876283E+003, 1.0736935E-001, 1.0736935E-001, 1.0736935E-001, 1.0736935E-001, 1.0736935E-001, 1.0736935E-001, 1.0736935E-001, 1.0736935E-001, 1.0736935E-001, 1.0736935E-001, 5.0215298E-002, 2.4357964E-003
 2.5800218E+002, 1.7867886E-001, 1.9054830E-001, 7.0492086E-005, 1.7262184E-002, 1.7191931E+002, 9.8737588E+001, 1.2236055E+002, 1.1938361E+003, 1.1276160E-001, 1.1276160E-001, 1.1276160E-001, 1.1276160E-001, 1.1276160E-001, 1.1276160E-001, 1.1276160E-001, 1.1276160E-001, 1.1276160E-001, 1.1276160E-001, 5.0475534E-002, 2.4634036E-003
 2.5901036E+002, 1.7867860E-001, 1.9122716E-001, 7.0492749E-005, 1.7262338E-002, 1.7150173E+002, 9.9507794E+001, 1.1920003E+002, 1.2041423E+003, 1.1214182E-001, 1.1214182E-001, 1.1214182E-001, 1.1214182E-001, 1.1214182E-001, 1.1214182E-001, 1.1214182E-001, 1.1214182E-001, 1.1214182E-001, 1.1214182E-001, 5.0734791E-002, 2.4917011E-003
 2.6000262E+002, 1.7869088E-001, 1.9041166E-001, 7.0462765E-005, 1.7255169E-002, 1.7103290E+002, 9.7976247E+001, 1.1531588E+002, 1.1581423E+003, 1.1669506E-001, 1.1669506E-001, 1.1669506E-001, 1.1669506E-001, 1.1669506E-001, 1.1669506E-001, 1.1669506E-001, 1.1669506E-001, 1.1669506E-001, 1.1669506E-001, 5.0992194E-002, 2.5201188E-003
 2.6100090E+002, 1.7870667E-001, 1.8882821E-001, 7.0424268E-005, 1.7245942E-002, 1.7122700E+002, 9.9467320E+001, 1.1189594E+002, 1.2344897E+003, 1.1702832E-001, 1.1702832E-001, 1.1702832E-001, 1.1702832E-001, 1.1702832E-001, 1.1702832E-001, 1.1702832E-001, 1.1702832E-001, 1.1702832E-001, 1.1702832E-001, 5.1250039E-002, 2.5486550E-003
 2.6200206E+002, 1.7861220E-001, 1.8673255E-001, 7.0654763E-005, 1.7301212E-002, 1.7343344E+002, 1.0020620E+002, 1.1931039E+002, 1.2074155E+003, 1.3456027E-001, 1.3456027E-001, 1.3456027E-001, 1.3456027E-001, 1.3456027E-001, 1.3456027E-001, 1.3456027E-001, 1.3456027E-001, 1.3456027E-001, 1.3456027E-001, 5.1513880E-002, 2.5771729E-003
 2.6300882E+002, 1.7816049E-001, 1.8612762E-001, 7.1756755E-005, 1.7565341E-002, 1.7869680E+002, 1.0125870E+002, 1.1080839E+002, 1.1547415E+003, 1.0410985E-001, 1.0410985E-001, 1.0410985E-001, 1.0410985E-001, 1.0410985E-001, 1.0410985E-001, 1.0410985E-001, 1.0410985E-001, 1.0410985E-001, 1.0410985E-001, 5.1767242E-002, 2.6063072E-003
 2.6400397E+002, 1.7780658E-001, 1.8629993E-001, 7.2620130E-005, 1.7772291E-002, 1.8188677E+002, 1.0203760E+002, 1.0076565E+002, 1.1778502E+003, 1.2030064E-001, 1.2030064E-001, 1.2030064E-001, 1.2030064E-001, 1.2030064E-001, 1.2030064E-001, 1.2030064E-001, 1.2030064E-001, 1.2030064E-001, 1.2030064E-001, 5.2021445E-002, 2.6353725E-003
 2.6501035E+002, 1.7701396E-001, 1.8691739E-001, 7.4553755E-005, 1.8235807E-002, 1.8864971E+002, 1.0161563E+002, 1.0356431E+002, 1.1939553E+003, 1.2061493E-001, 1.2061493E-001, 1.2061493E-001, 1.2061493E-001, 1.2061493E-001, 1.2061493E-001, 1.2061493E-001, 1.2061493E-001, 1.2061493E-001, 1.2061493E-001, 5.2281448E-002, 2.6646848E-003
 2.6600380E+002, 1.7616162E-001, 1.8805400E-001, 7.6633304E-005, 1.8734279E-002, 1.9515626E+002, 1.0110872E+002, 1.1683236E+002, 1.2304036E+003, 1.3987951E-001, 1.3987951E-001, 1.3987951E-001, 1.3987951E-001, 1.3987951E-001, 1.3987951E-001, 1.3987951E-001, 1.3987951E-001, 1.3987951E-001, 1.3987951E-001, 5.2546699E-002, 2.6939206E-003
 2.6701110E+002, 1.7668815E-001, 1.8842762E-001, 7.5349720E-005, 1.8426563E-002, 1.7861800E+002, 1.0246244E+002, 9.1618466E+001, 1.1602147E+003, 8.4333657E-002, 8.4333657E-002, 8.4333657E-002, 8.4333657E-002, 8.4333657E-002, 8.4333657E-002, 8.4333657E-002, 8.4333657E-002, 8.4333657E-002, 8.4333657E-002, 5.2789371E-002, 2.7234947E-003
 2.6800312E+002, 1.7584237E-001, 1.8796029E-001, 7.7414243E-005, 1.8921437E-002, 1.7306111E+002, 1.0289756E+002, 1.0602741E+002, 1.1912475E+003, 1.0534031E-001, 1.0534031E-001, 1.0534031E-001, 1.0534031E-001, 1.0534031E-001, 1.0534031E-001, 1.0534031E-001, 1.0534031E-001, 1.0534031E-001, 1.0534031E-001, 5.3062501E-002, 2.7521709E-003
 2.6900484E+002, 1.7591394E-001, 1.8709333E-001, 7.7239137E-005, 1.8879490E-002, 1.7594036E+002, 1.0214639E+002, 1.0514319E+002, 1.2109521E+003, 1.4999333E-001, 1.4999333E-001, 1.4999333E-001, 1.4999333E-001, 1.4999333E-001, 1.4999333E-001, 1.4999333E-001, 1.4999333E-001, 1.4999333E-001, 1.4999333E-001, 5.3318435E-002, 2.7814868E-003
 2.7000518E+002, 1.7606149E-001, 1.8677426E-001, 7.6878368E-005, 1.8792989E-002, 1.7958874E+002, 1.0165621E+002, 1.0191446E+002, 1.2136243E+003, 1.4342744E-001, 1.4342744E-001, 1.4342744E-001, 1.4342744E-001, 1.4342744E-001, 1.4342744E-001, 1.4342744E-001, 1.4342744E-001, 1.4342744E-001, 1.4342744E-001, 5.3572070E-002, 2.8116466E-003
 2.7100094E+002, 1.7587796E-001, 1.8679404E-001, 7.7325989E-005, 1.8900294E-002, 1.7986577E+002, 1.0205050E+002, 9.9497679E+001, 1.2445976E+003, 1.2792343E-001, 1.2792343E-001, 1.2792343E-001, 1.2792343E-001, 1.2792343E-001, 1.2792343E-001, 1.2792343E-001, 1.2792343E-001, 1.2792343E-001, 1.2792343E-001, 5.3827333E-002, 2.8418021E-003
 2.7200949E+002, 1.7562840E-001, 1.8613559E-001, 7.7935316E-005, 1.9046337E-002, 1.7925655E+002, 1.0248733E+002, 1.1446859E+002, 1.2154174E+003, 1.3776779E-001, 1.3776779E-001, 1.3776779E-001, 1.3776779E-001, 1.3776779E-001, 1.3776779E-001, 1.3776779E-001, 1.3776779E-001, 1.3776779E-001, 1.3776779E-001, 5.4097022E-002, 2.8724213E-003
 2.7300970E+002, 1.7560497E-001, 1.8575263E-001, 7.7992285E-005, 1.9059985E-002, 1.8052172E+002, 1.0313002E+002, 9.5921808E+001, 1.1561693E+003, 1.3751849E-001, 1.3751849E-001, 1.3751849E-001, 1.3751849E-001, 1.3751849E-001, 1.3751849E-001, 1.3751849E-001, 1.3751849E-001, 1.3751849E-001, 1.3751849E-001, 5.4343564E-002, 2.9033208E-003
 2.7400971E+002, 1.7546570E-001, 1.8569215E-001, 7.8331646E-005, 1.9141323E-002, 1.8938107E+002, 1.0411053E+002, 8.8325310E+001, 1.2181648E+003, 1.4655355E-001, 1.4655355E-001, 1.4655355E-001, 1.4655355E-001, 1.4655355E-001, 1.4655355E-001, 1.4655355E-001, 1.4655355E-001, 1.4655355E-001, 1.4655355E-001, 5.4595722E-002, 2.9338989E-003
 2.7500044E+002, 1.7509505E-001, 1.8576692E-001, 7.9236115E-005, 1.9358083E-002, 1.9536091E+002, 1.0563613E+002, 8.5356417E+001, 1.1488620E+003, 1.3862923E-001, 1.3862923E-001, 1.3862923E-001, 1.3862923E-001, 1.3862923E-001, 1.3862923E-001, 1.3862923E-001, 1.3862923E-001, 1.3862923E-001, 1.3862923E-001, 5.4841986E-002, 2.9641382E-003
 2.7601149E+002, 1.7523054E-001, 1.8572574E-001, 7.8905779E-005, 1.9278958E-002, 1.8473276E+002, 1.0554585E+002, 8.5570416E+001, 1.1694657E+003, 1.4230851E-001, 1.4230851E-001, 1.4230851E-001, 1.4230851E-001, 1.4230851E-001, 1.4230851E-001, 1.4230851E-001, 1.4230851E-001, 1.4230851E-001, 1.4230851E-001, 5.5095485E-002, 2.9952309E-003
 2.7700853E+002, 1.7491347E-001, 1.8549340E-001, 7.9680103E-005, 1.9464534E-002, 1.7809489E+002, 1.1003624E+002, 7.7659791E+001, 1.1768637E+003, 1.1734164E-001, 1.1734164E-001, 1.1734164E-001, 1.1734164E-001, 1.1734164E-001, 1.1734164E-001, 1.1734164E-001, 1.1734164E-001, 1.1734164E-001, 1.1734164E-001, 5.5349123E-002, 3.0269289E-003
 2.7800590E+002, 1.7469558E-001, 1.8510256E-001, 8.0211692E-005, 1.9591923E-002, 1.7933332E+002, 1.0980763E+002, 9.2003421E+001, 1.2589116E+003, 1.3260138E-001, 1.3260138E-001, 1.3260138E-001, 1.3260138E-001, 1.3260138E-001, 1.3260138E-001, 1.3260138E-001, 1.3260138E-001, 1.3260138E-001, 1.3260138E-001, 5.5619148E-002, 3.0583276E-003
 2.7900211E+002, 1.7500361E-001, 1.8488849E-001, 7.9459125E-005, 1.9411762E-002, 1.8363619E+002, 1.0737343E+002, 8.1767219E+001, 1.1617751E+003, 1.2170997E-001, 1.2170997E-001, 1.2170997E-001, 1.2170997E-001, 1.2170997E-001, 1.2170997E-001, 1.2170997E-001, 1.2170997E-001, 1.2170997E-001, 1.2170997E-001, 5.5871135E-002, 3.0903053E-003
 2.8000257E+002, 1.7455778E-001, 1.8499187E-001, 8.0547310E-005, 1.9672503E-002, 1.8352327E+002, 1.0750182E+002, 7.2011255E+001, 1.2294166E+003, 1.1440710E-001, 1.1440710E-001, 1.1440710E-001, 1.1440710E-001, 1.1440710E-001, 1.1440710E-001, 1.1440710E-001, 1.1440710E-001, 1.1440710E-001, 1.1440710E-001, 5.6125368E-002, 3.1224329E-003
 2.8100142E+002, 1.7480860E-001, 1.8533669E-001, 7.9934912E-005, 1.9525962E-002, 1.8634672E+002, 1.0638871E+002, 9.4172086E+001, 1.2059629E+003, 1.4305223E-001, 1.4305223E-001, 1.4305223E-001, 1.4305223E-001, 1.4305223E-001, 1.4305223E-001, 1.4305223E-001, 1.4305223E-001, 1.4305223E-001, 1.4305223E-001, 5.6400586E-002, 3.1542610E-003
 2.8200208E+002, 1.7447362E-001, 1.8558304E-001, 8.0752922E-005, 1.9721928E-002, 1.9160213E+002, 1.0616751E+002, 7.7472583E+001, 1.1844031E+003, 1.4370088E-001, 1.4370088E-001, 1.4370088E-001, 1.4370088E-001, 1.4370088E-001, 1.4370088E-001, 1.4370088E-001, 1.4370088E-001, 1.4370088E-001, 1.4370088E-001, 5.6644773E-002, 3.1866958E-003
 2.8300921E+002, 1.7357175E-001, 1.8556467E-001, 8.2953613E-005, 2.0249342E-002, 1.9247902E+002, 1.0693617E+002, 7.1180752E+001, 1.1730121E+003, 1.2709974E-001, 1.2709974E-001, 1.2709974E-001, 1.2709974E-001, 1.2709974E-001, 1.2709974E-001, 1.2709974E-001, 1.2709974E-001, 1.2709974E-001, 1.2709974E-001, 5.6898355E-002, 3.2194418E-003
 2.8400878E+002, 1.7325091E-001, 1.8535697E-001, 8.3737030E-005, 2.0436933E-002, 1.8385567E+002, 1.0889945E+002, 7.4037553E+001, 1.1506908E+003, 1.2285572E-001, 1.2285572E-001, 1.2285572E-001, 1.2285572E-001, 1.2285572E-001, 1.2285572E-001, 1.2285572E-001, 1.2285572E-001, 1.2285572E-001, 1.2285572E-001, 5.7159688E-002, 3.2525313E-003
 2.8500773E+002, 1.7345274E-001, 1.8494611E-001, 8.3244539E-005, 2.0318921E-002, 1.8200402E+002, 1.0795548E+002, 7.1053098E+001, 1.2642134E+003, 1.3283165E-001, 1.3283165E-001, 1.3283165E-001, 1.3283165E-001, 1.3283165E-001, 1.3283165E-001, 1.3283165E-001, 1.3283165E-001, 1.3283165E-001, 1.3283165E-001, 5.7420888E-002, 3.2854188E-003
 2.8600897E+002, 1.7326671E-001, 1.8446600E-001, 8.3698717E-005, 2.0427769E-002, 1.8102101E+002, 1.0774801E+002, 7.0262930E+001, 1.1839948E+003, 1.4750499E-001, 1.4750499E-001, 1.4750499E-001, 1.4750499E-001, 1.4750499E-001, 1.4750499E-001, 1.4750499E-001, 1.4750499E-001, 1.4750499E-001, 1.4750499E-001, 5.7673118E-002, 3.3187033E-003
 2.8700306E+002, 1.7343519E-001, 1.8412224E-001, 8.3287030E-005, 2.0329155E-002, 1.8315717E+002, 1.1007158E+002, 8.1295966E+001, 1.2216016E+003, 1.4561625E-001, 1.4561625E-001, 1.4561625E-001, 1.4561625E-001, 1.4561625E-001, 1.4561625E-001, 1.4561625E-001, 1.4561625E-001, 1.4561625E-001, 1.4561625E-001, 5.7937002E-002, 3.3525816E-003
 2.8801067E+002, 1.7362333E-001, 1.8384376E-001, 8.2827965E-005, 2.0219150E-002, 1.8203724E+002, 1.1095476E+002, 6.4332872E+001, 1.1207594E+003, 1.2010072E-001, 1.2010072E-001, 1.2010072E-001, 1.2010072E-001, 1.2010072E-001, 1.2010072E-001, 1.2010072E-001, 1.2010072E-001, 1.2010072E-001, 1.2010072E-001, 5.8183774E-002, 3.3865478E-003
 2.8900025E+002, 1.7336458E-001, 1.8355728E-001, 8.3459222E-005, 2.0370511E-002, 1.8495727E+002, 1.0912127E+002, 6.1078247E+001, 1.2106892E+003, 1.4023962E-001, 1.4023962E-001, 1.4023962E-001, 1.4023962E-001, 1.4023962E-001, 1.4023962E-001, 1.4023962E-001, 1.4023962E-001, 1.4023962E-001, 1.4023962E-001, 5.8440897E-002, 3.4198482E-003
 2.9001125E+002, 1.7268764E-001, 1.8320835E-001, 8.5110749E-005, 2.0766557E-002, 1.8633918E+002, 1.1155224E+002, 7.3635643E+001, 1.2041803E+003, 1.6441850E-001, 1.6441850E-001, 1.6441850E-001, 1.6441850E-001, 1.6441850E-001, 1.6441850E-001, 1.6441850E-001, 1.6441850E-001, 1.6441850E-001, 1.6441850E-001, 5.8699161E-002, 3.4533506E-003
 2.9100666E+002, 1.7177981E-001, 1.8310133E-001, 8.7325889E-005, 2.1297738E-002, 1.8481663E+002, 1.1180166E+002, 6.7574198E+001, 1.2213724E+003, 1.7833859E-001, 1.7833859E-001, 1.7833859E-001, 1.7833859E-001, 1.7833859E-001, 1.7833859E-001, 1.7833859E-001, 1.7833859E-001, 1.7833859E-001, 1.7833859E-001, 5.8947106E-002, 3.4876093E-003
 2.9200046E+002, 1.7265424E-001, 1.8354198E-001, 8.5192135E-005, 2.0786151E-002, 1.8518064E+002, 1.1300769E+002, 6.2878274E+001, 1.1640948E+003, 1.4721573E-001, 1.4721573E-001, 1.4721573E-001, 1.4721573E-001, 1.4721573E-001, 1.4721573E-001, 1.4721573E-001, 1.4721573E-001, 1.4721573E-001, 1.4721573E-001, 5.9192836E-002, 3.5222974E-003
 2.9300049E+002, 1.7233342E-001, 1.8362808E-001, 8.5975077E-005, 2.0973860E-002, 1.8857591E+002, 1.1277878E+002, 5.7477252E+001, 1.1936742E+003, 1.6509010E-001, 1.6509010E-001, 1.6509010E-001, 1.6509010E-001, 1.6509010E-001, 1.6509010E-001, 1.6509010E-001, 1.6509010E-001, 1.6509010E-001, 1.6509010E-001, 5.9440019E-002, 3.5574339E-003
