s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,,,,,,,,
 8.6003501E+001, 2.0342167E-001, 2.0750771E-001, 1.0089862E-005, 2.8002948E-003, 5.6742458E+001, 2.6663914E+001, 1.1283907E+002, 5.7052931E+002, 4.1916479E-003, 4.1916479E-003, 4.1916479E-003, 4.1916479E-003, 4.1916479E-003, 7.4767937E-003, 7.3734238E-005
 8.7006191E+001, 2.0307052E-001, 2.0751938E-001, 1.0947325E-005, 3.0054420E-003, 5.9453370E+001, 2.8901850E+001, 1.1294682E+002, 5.6928893E+002, 3.1268448E-003, 3.1268448E-003, 3.1268448E-003, 3.1268448E-003, 3.1268448E-003, 7.6443454E-003, 7.6377101E-005
 8.8002041E+001, 2.0289934E-001, 2.0753938E-001, 1.1365300E-005, 3.1054390E-003, 6.0622884E+001, 3.0272852E+001, 1.1297379E+002, 5.8032053E+002, 3.7935688E-003, 3.7935688E-003, 3.7935688E-003, 3.7935688E-003, 3.7935688E-003, 7.8123061E-003, 7.9141327E-005
 8.9001084E+001, 2.0268882E-001, 2.0754661E-001, 1.1879375E-005, 3.2284300E-003, 6.2007093E+001, 3.0052397E+001, 1.1477366E+002, 5.7843126E+002, 3.4719699E-003, 3.4719699E-003, 3.4719699E-003, 3.4719699E-003, 3.4719699E-003, 7.9834261E-003, 8.1977355E-005
 9.0006491E+001, 2.0265741E-001, 2.0754884E-001, 1.1956078E-005, 3.2467811E-003, 6.1947430E+001, 3.1302165E+001, 1.1670629E+002, 5.9709719E+002, 3.9706121E-003, 3.9706121E-003, 3.9706121E-003, 3.9706121E-003, 3.9706121E-003, 8.1574663E-003, 8.4955733E-005
 9.1007208E+001, 2.0194512E-001, 2.0754990E-001, 1.3695384E-005, 3.6629037E-003, 6.7250343E+001, 3.1543191E+001, 1.2040118E+002, 5.9375908E+002, 4.6717672E-003, 4.6717672E-003, 4.6717672E-003, 4.6717672E-003, 4.6717672E-003, 8.3343069E-003, 8.8134086E-005
 9.2004314E+001, 2.0155008E-001, 2.0754882E-001, 1.4660012E-005, 3.8936886E-003, 7.0159973E+001, 3.2536548E+001, 1.1992693E+002, 6.0280158E+002, 5.6479581E-003, 5.6479581E-003, 5.6479581E-003, 5.6479581E-003, 5.6479581E-003, 8.5089185E-003, 9.1325209E-005
 9.3008204E+001, 2.0185780E-001, 2.0754789E-001, 1.3908612E-005, 3.7139201E-003, 6.7837722E+001, 3.2219335E+001, 1.2334424E+002, 6.0262098E+002, 4.1508038E-003, 4.1508038E-003, 4.1508038E-003, 4.1508038E-003, 4.1508038E-003, 8.6867472E-003, 9.4582887E-005
 9.4003992E+001, 2.0204369E-001, 2.0754647E-001, 1.3454694E-005, 3.6053210E-003, 6.6194084E+001, 3.0482296E+001, 1.2627848E+002, 6.1931770E+002, 5.4147314E-003, 5.4147314E-003, 5.4147314E-003, 5.4147314E-003, 5.4147314E-003, 8.8648783E-003, 9.7910472E-005
 9.5008670E+001, 2.0189709E-001, 2.0754462E-001, 1.3812653E-005, 3.6909627E-003, 6.7221471E+001, 3.4642619E+001, 1.3027410E+002, 6.2227834E+002, 5.8655794E-003, 5.8655794E-003, 5.8655794E-003, 5.8655794E-003, 5.8655794E-003, 9.0466862E-003, 1.0138394E-004
 9.6002638E+001, 2.0193043E-001, 2.0754268E-001, 1.3731269E-005, 3.6714924E-003, 6.6628807E+001, 3.6154814E+001, 1.3218975E+002, 6.2517089E+002, 6.1491387E-003, 6.1491387E-003, 6.1491387E-003, 6.1491387E-003, 6.1491387E-003, 9.2289320E-003, 1.0493554E-004
 9.7004829E+001, 2.0178223E-001, 2.0754153E-001, 1.4093150E-005, 3.7580730E-003, 6.7940827E+001, 3.5179985E+001, 1.2735535E+002, 6.2233045E+002, 4.6315846E-003, 4.6315846E-003, 4.6315846E-003, 4.6315846E-003, 4.6315846E-003, 9.4076834E-003, 1.0852420E-004
 9.8003339E+001, 2.0162810E-001, 2.0754339E-001, 1.4469505E-005, 3.8481164E-003, 6.8992245E+001, 3.6085821E+001, 1.3302689E+002, 6.6142214E+002, 6.0649949E-003, 6.0649949E-003, 6.0649949E-003, 6.0649949E-003, 6.0649949E-003, 9.5951796E-003, 1.1220201E-004
 9.9004353E+001, 2.0162992E-001, 2.0754361E-001, 1.4465112E-005, 3.8470656E-003, 6.8222361E+001, 3.6583131E+001, 1.3786415E+002, 6.4706143E+002, 4.3947744E-003, 4.3947744E-003, 4.3947744E-003, 4.3947744E-003, 4.3947744E-003, 9.7833194E-003, 1.1602175E-004
 1.0000065E+002, 2.0169846E-001, 2.0754118E-001, 1.4297906E-005, 3.8070582E-003, 6.5680548E+001, 3.7141909E+001, 1.3853575E+002, 6.4179175E+002, 3.8024753E-003, 3.8024753E-003, 3.8024753E-003, 3.8024753E-003, 3.8024753E-003, 9.9707832E-003, 1.1983418E-004
 1.0100081E+002, 2.0171624E-001, 2.0754035E-001, 1.4254479E-005, 3.7966696E-003, 6.5701529E+001, 3.7710383E+001, 1.3891484E+002, 6.6340313E+002, 4.0112202E-003, 4.0112202E-003, 4.0112202E-003, 4.0112202E-003, 4.0112202E-003, 1.0158976E-002, 1.2355589E-004
 1.0200948E+002, 2.0140709E-001, 2.0754322E-001, 1.5009294E-005, 3.9772652E-003, 6.9009119E+001, 3.5359151E+001, 1.4164796E+002, 6.7533919E+002, 4.3812732E-003, 4.3812732E-003, 4.3812732E-003, 4.3812732E-003, 4.3812732E-003, 1.0352778E-002, 1.2740227E-004
 1.0300200E+002, 2.0099069E-001, 2.0754587E-001, 1.6026003E-005, 4.2205177E-003, 7.2533132E+001, 3.8249405E+001, 1.4884077E+002, 6.7246017E+002, 5.8936669E-003, 5.8936669E-003, 5.8936669E-003, 5.8936669E-003, 5.8936669E-003, 1.0549897E-002, 1.3134491E-004
 1.0400318E+002, 2.0060767E-001, 2.0754626E-001, 1.6961243E-005, 4.4442778E-003, 7.5611775E+001, 4.0067979E+001, 1.4847152E+002, 6.8330307E+002, 4.2632129E-003, 4.2632129E-003, 4.2632129E-003, 4.2632129E-003, 4.2632129E-003, 1.0740938E-002, 1.3526787E-004
 1.0500225E+002, 2.0069835E-001, 2.0754519E-001, 1.6739831E-005, 4.3913080E-003, 7.4481493E+001, 3.9942428E+001, 1.5398429E+002, 7.0106821E+002, 5.8425870E-003, 5.8425870E-003, 5.8425870E-003, 5.8425870E-003, 5.8425870E-003, 1.0938681E-002, 1.3912716E-004
 1.0600299E+002, 2.0040910E-001, 2.0754139E-001, 1.7446186E-005, 4.5603071E-003, 7.5949636E+001, 3.9011030E+001, 1.5741487E+002, 6.6597009E+002, 7.7554386E-003, 7.7554386E-003, 7.7554386E-003, 7.7554386E-003, 7.7554386E-003, 1.1137061E-002, 1.4312965E-004
 1.0700193E+002, 2.0033162E-001, 2.0752869E-001, 1.7635455E-005, 4.6055748E-003, 7.4303579E+001, 3.8256634E+001, 1.5945165E+002, 7.1901293E+002, 8.5974049E-003, 8.5974049E-003, 8.5974049E-003, 8.5974049E-003, 8.5974049E-003, 1.1334754E-002, 1.4740194E-004
 1.0800242E+002, 2.0034410E-001, 2.0750529E-001, 1.7605020E-005, 4.5982899E-003, 7.4010958E+001, 3.9703405E+001, 1.6503936E+002, 7.0077625E+002, 9.4765249E-003, 9.4765249E-003, 9.4765249E-003, 9.4765249E-003, 9.4765249E-003, 1.1536732E-002, 1.5182524E-004
 1.0900336E+002, 2.0012267E-001, 2.0748108E-001, 1.8145728E-005, 4.7276594E-003, 7.6364270E+001, 4.0916632E+001, 1.6497421E+002, 7.1339552E+002, 8.1065360E-003, 8.1065360E-003, 8.1065360E-003, 8.1065360E-003, 8.1065360E-003, 1.1737682E-002, 1.5634118E-004
 1.1000155E+002, 1.9998606E-001, 2.0746430E-001, 1.8479256E-005, 4.8074567E-003, 7.7934455E+001, 4.1119513E+001, 1.6684483E+002, 7.4327167E+002, 6.4222494E-003, 6.4222494E-003, 6.4222494E-003, 6.4222494E-003, 6.4222494E-003, 1.1941240E-002, 1.6077896E-004
 1.1101049E+002, 1.9971369E-001, 2.0745875E-001, 1.9144325E-005, 4.9665734E-003, 8.0128591E+001, 4.0421501E+001, 1.7057584E+002, 7.0482481E+002, 7.1272878E-003, 7.1272878E-003, 7.1272878E-003, 7.1272878E-003, 7.1272878E-003, 1.2149120E-002, 1.6543586E-004
 1.1200282E+002, 1.9960384E-001, 2.0746560E-001, 1.9412548E-005, 5.0307493E-003, 8.0877807E+001, 3.9726351E+001, 1.6998436E+002, 7.3606481E+002, 8.5166893E-003, 8.5166893E-003, 8.5166893E-003, 8.5166893E-003, 8.5166893E-003, 1.2353427E-002, 1.7009815E-004
 1.1300251E+002, 1.9940583E-001, 2.0747684E-001, 1.9895995E-005, 5.1464295E-003, 8.2796428E+001, 4.2258176E+001, 1.7410929E+002, 7.4915728E+002, 8.6413168E-003, 8.6413168E-003, 8.6413168E-003, 8.6413168E-003, 8.6413168E-003, 1.2562253E-002, 1.7496561E-004
 1.1400581E+002, 1.9939493E-001, 2.0748559E-001, 1.9922640E-005, 5.1528047E-003, 8.2692385E+001, 4.2093482E+001, 1.7782996E+002, 7.5750199E+002, 8.9575711E-003, 8.9575711E-003, 8.9575711E-003, 8.9575711E-003, 8.9575711E-003, 1.2773662E-002, 1.8014135E-004
 1.1500342E+002, 1.9915148E-001, 2.0749220E-001, 2.0517139E-005, 5.2950407E-003, 8.3887954E+001, 4.2467778E+001, 1.7410749E+002, 7.3212020E+002, 7.8186353E-003, 7.8186353E-003, 7.8186353E-003, 7.8186353E-003, 7.8186353E-003, 1.2980029E-002, 1.8537864E-004
 1.1600638E+002, 1.9905131E-001, 2.0749700E-001, 2.0761721E-005, 5.3535714E-003, 8.4785723E+001, 4.3254009E+001, 1.7817193E+002, 7.8402330E+002, 9.3764539E-003, 9.3764539E-003, 9.3764539E-003, 9.3764539E-003, 9.3764539E-003, 1.3191577E-002, 1.9069603E-004
 1.1700633E+002, 1.9935761E-001, 2.0749455E-001, 2.0013797E-005, 5.1746283E-003, 8.2644037E+001, 4.1529096E+001, 1.8254472E+002, 7.2817208E+002, 1.1677630E-002, 1.1677630E-002, 1.1677630E-002, 1.1677630E-002, 1.1677630E-002, 1.3405001E-002, 1.9592884E-004
 1.1800877E+002, 1.9931585E-001, 2.0747488E-001, 2.0115739E-005, 5.1990166E-003, 8.2826401E+001, 4.6072423E+001, 1.8797068E+002, 7.9564676E+002, 1.3751547E-002, 1.3751547E-002, 1.3751547E-002, 1.3751547E-002, 1.3751547E-002, 1.3621474E-002, 2.0119339E-004
 1.1900716E+002, 1.9901963E-001, 2.0744677E-001, 2.0839041E-005, 5.3720786E-003, 8.4991296E+001, 4.6564070E+001, 1.8553194E+002, 7.8086136E+002, 1.0596898E-002, 1.0596898E-002, 1.0596898E-002, 1.0596898E-002, 1.0596898E-002, 1.3835537E-002, 2.0685512E-004
 1.2000223E+002, 1.9877142E-001, 2.0743438E-001, 2.1445132E-005, 5.5170859E-003, 8.6643225E+001, 4.7139836E+001, 1.9113691E+002, 7.9932388E+002, 1.2795278E-002, 1.2795278E-002, 1.2795278E-002, 1.2795278E-002, 1.2795278E-002, 1.4053986E-002, 2.1260983E-004
 1.2100446E+002, 1.9873357E-001, 2.0743579E-001, 2.1537579E-005, 5.5392011E-003, 8.6685522E+001, 4.8357980E+001, 1.9440066E+002, 7.7015067E+002, 1.1550172E-002, 1.1550172E-002, 1.1550172E-002, 1.1550172E-002, 1.1550172E-002, 1.4272554E-002, 2.1845642E-004
 1.2200479E+002, 1.9853652E-001, 2.0744022E-001, 2.2018711E-005, 5.6543179E-003, 8.8105665E+001, 4.9199352E+001, 1.9382527E+002, 8.2049108E+002, 1.3541695E-002, 1.3541695E-002, 1.3541695E-002, 1.3541695E-002, 1.3541695E-002, 1.4489617E-002, 2.2452580E-004
 1.2300704E+002, 1.9847168E-001, 2.0744590E-001, 2.2177052E-005, 5.6922119E-003, 8.8367572E+001, 4.9346167E+001, 2.0138696E+002, 7.9918062E+002, 9.3506062E-003, 9.3506062E-003, 9.3506062E-003, 9.3506062E-003, 9.3506062E-003, 1.4715456E-002, 2.3061953E-004
 1.2400739E+002, 1.9853854E-001, 2.0745183E-001, 2.2013832E-005, 5.6531591E-003, 8.7440910E+001, 5.0859336E+001, 1.9797475E+002, 8.0154797E+002, 1.0240089E-002, 1.0240089E-002, 1.0240089E-002, 1.0240089E-002, 1.0240089E-002, 1.4934302E-002, 2.3685879E-004
 1.2500767E+002, 1.9855483E-001, 2.0745210E-001, 2.1974069E-005, 5.6436399E-003, 8.6993784E+001, 5.1063316E+001, 2.0204647E+002, 8.3142886E+002, 1.1861366E-002, 1.1861366E-002, 1.1861366E-002, 1.1861366E-002, 1.1861366E-002, 1.5157945E-002, 2.4306513E-004
 1.2600224E+002, 1.9844276E-001, 2.0743927E-001, 2.2247838E-005, 5.7091285E-003, 8.5658159E+001, 5.0618508E+001, 2.0608054E+002, 8.1823507E+002, 1.1803731E-002, 1.1803731E-002, 1.1803731E-002, 1.1803731E-002, 1.1803731E-002, 1.5384820E-002, 2.4946284E-004
 1.2700648E+002, 1.9836706E-001, 2.0744366E-001, 2.2432598E-005, 5.7533463E-003, 8.7462703E+001, 5.0919767E+001, 2.0464227E+002, 8.2446691E+002, 1.2662595E-002, 1.2662595E-002, 1.2662595E-002, 1.2662595E-002, 1.2662595E-002, 1.5608853E-002, 2.5598966E-004
 1.2800072E+002, 1.9817737E-001, 2.0746594E-001, 2.2895405E-005, 5.8641153E-003, 9.0757738E+001, 5.2091186E+001, 2.0848904E+002, 8.5970953E+002, 1.5822628E-002, 1.5822628E-002, 1.5822628E-002, 1.5822628E-002, 1.5822628E-002, 1.5838019E-002, 2.6268431E-004
 1.2900867E+002, 1.9776864E-001, 2.0748252E-001, 2.3893627E-005, 6.1029693E-003, 9.3302259E+001, 5.3359245E+001, 2.1628576E+002, 8.4571545E+002, 1.6858718E-002, 1.6858718E-002, 1.6858718E-002, 1.6858718E-002, 1.6858718E-002, 1.6072059E-002, 2.6969177E-004
 1.3000297E+002, 1.9758128E-001, 2.0748804E-001, 2.4351202E-005, 6.2124532E-003, 9.4135214E+001, 5.4508692E+001, 2.1394173E+002, 8.5058642E+002, 1.2492298E-002, 1.2492298E-002, 1.2492298E-002, 1.2492298E-002, 1.2492298E-002, 1.6299709E-002, 2.7676832E-004
 1.3100046E+002, 1.9762747E-001, 2.0749055E-001, 2.4238462E-005, 6.1854820E-003, 9.3611153E+001, 5.3361885E+001, 2.1905245E+002, 8.5409336E+002, 1.2030652E-002, 1.2030652E-002, 1.2030652E-002, 1.2030652E-002, 1.2030652E-002, 1.6533271E-002, 2.8360064E-004
 1.3200344E+002, 1.9750275E-001, 2.0748847E-001, 2.4542968E-005, 6.2583425E-003, 9.4538667E+001, 5.4365972E+001, 2.1813903E+002, 8.5900781E+002, 1.3351668E-002, 1.3351668E-002, 1.3351668E-002, 1.3351668E-002, 1.3351668E-002, 1.6763638E-002, 2.9057886E-004
 1.3300528E+002, 1.9771493E-001, 2.0748154E-001, 2.4024872E-005, 6.1343704E-003, 9.2697932E+001, 5.6116321E+001, 2.1800053E+002, 8.5864425E+002, 1.4577460E-002, 1.4577460E-002, 1.4577460E-002, 1.4577460E-002, 1.4577460E-002, 1.6996858E-002, 2.9771447E-004
 1.3400282E+002, 1.9776918E-001, 2.0748660E-001, 2.3892495E-005, 6.1026840E-003, 9.1565400E+001, 5.2014600E+001, 2.2156449E+002, 8.8781378E+002, 1.7977960E-002, 1.7977960E-002, 1.7977960E-002, 1.7977960E-002, 1.7977960E-002, 1.7232872E-002, 3.0492237E-004
 1.3500633E+002, 1.9772060E-001, 2.0749604E-001, 2.4011081E-005, 6.1310572E-003, 9.1798321E+001, 5.4213855E+001, 2.2927042E+002, 9.1485104E+002, 2.4726026E-002, 2.4726026E-002, 2.4726026E-002, 2.4726026E-002, 2.4726026E-002, 1.7474961E-002, 3.1282357E-004
 1.3600520E+002, 1.9766260E-001, 2.0749617E-001, 2.4152782E-005, 6.1649545E-003, 9.1525458E+001, 5.6726970E+001, 2.2840694E+002, 8.5571608E+002, 1.8502017E-002, 1.8502017E-002, 1.8502017E-002, 1.8502017E-002, 1.8502017E-002, 1.7710803E-002, 3.2092270E-004
 1.3700531E+002, 1.9757875E-001, 2.0746847E-001, 2.4357552E-005, 6.2139448E-003, 9.1012094E+001, 5.5134251E+001, 2.3150325E+002, 9.0434425E+002, 2.0740108E-002, 2.0740108E-002, 2.0740108E-002, 2.0740108E-002, 2.0740108E-002, 1.7950449E-002, 3.2897235E-004
 1.3800754E+002, 1.9748167E-001, 2.0744507E-001, 2.4594587E-005, 6.2706617E-003, 9.1833751E+001, 5.8083009E+001, 2.3287323E+002, 9.0697009E+002, 1.9167439E-002, 1.9167439E-002, 1.9167439E-002, 1.9167439E-002, 1.9167439E-002, 1.8190107E-002, 3.3731823E-004
 1.3900177E+002, 1.9721824E-001, 2.0745938E-001, 2.5237670E-005, 6.4245466E-003, 9.5309224E+001, 5.2974281E+001, 2.3552743E+002, 9.2203139E+002, 2.1371794E-002, 2.1371794E-002, 2.1371794E-002, 2.1371794E-002, 2.1371794E-002, 1.8430626E-002, 3.4549021E-004
 1.4000217E+002, 1.9704217E-001, 2.0747857E-001, 2.5667568E-005, 6.5274131E-003, 9.7122848E+001, 5.3265693E+001, 2.4232597E+002, 9.2832424E+002, 2.2195878E-002, 2.2195878E-002, 2.2195878E-002, 2.2195878E-002, 2.2195878E-002, 1.8675922E-002, 3.5377773E-004
 1.4100053E+002, 1.9699206E-001, 2.0748800E-001, 2.5789967E-005, 6.5566975E-003, 9.7407869E+001, 5.4588818E+001, 2.3749058E+002, 9.2957774E+002, 2.5284106E-002, 2.5284106E-002, 2.5284106E-002, 2.5284106E-002, 2.5284106E-002, 1.8916118E-002, 3.6248970E-004
 1.4200372E+002, 1.9677562E-001, 2.0749315E-001, 2.6318422E-005, 6.6831487E-003, 9.8655172E+001, 5.4263019E+001, 2.4202737E+002, 9.0281870E+002, 2.0871464E-002, 2.0871464E-002, 2.0871464E-002, 2.0871464E-002, 2.0871464E-002, 1.9162587E-002, 3.7134769E-004
 1.4300775E+002, 1.9617435E-001, 2.0749632E-001, 2.7786591E-005, 7.0344566E-003, 1.0222630E+002, 5.8686151E+001, 2.4216816E+002, 9.4988966E+002, 2.1341876E-002, 2.1341876E-002, 2.1341876E-002, 2.1341876E-002, 2.1341876E-002, 1.9407376E-002, 3.8017590E-004
 1.4400807E+002, 1.9565643E-001, 2.0749678E-001, 2.9051278E-005, 7.3370641E-003, 1.0448028E+002, 5.8473390E+001, 2.4938503E+002, 9.5433397E+002, 2.0823897E-002, 2.0823897E-002, 2.0823897E-002, 2.0823897E-002, 2.0823897E-002, 1.9658263E-002, 3.8895001E-004
 1.4500567E+002, 1.9600253E-001, 2.0749582E-001, 2.8206352E-005, 7.1348631E-003, 1.0038396E+002, 5.9268252E+001, 2.5166486E+002, 9.4513105E+002, 2.1266105E-002, 2.1266105E-002, 2.1266105E-002, 2.1266105E-002, 2.1266105E-002, 1.9907271E-002, 3.9777753E-004
 1.4600172E+002, 1.9588797E-001, 2.0749444E-001, 2.8486436E-005, 7.2018895E-003, 9.6380685E+001, 5.8331274E+001, 2.5781335E+002, 9.6449631E+002, 2.5593744E-002, 2.5593744E-002, 2.5593744E-002, 2.5593744E-002, 2.5593744E-002, 2.0160754E-002, 4.0691906E-004
 1.4700736E+002, 1.9572304E-001, 2.0749252E-001, 2.8889211E-005, 7.2982680E-003, 9.6369283E+001, 5.9959137E+001, 2.5852199E+002, 9.6577563E+002, 2.6670267E-002, 2.6670267E-002, 2.6670267E-002, 2.6670267E-002, 2.6670267E-002, 2.0411947E-002, 4.1648519E-004
 1.4800667E+002, 1.9560927E-001, 2.0747952E-001, 2.9166858E-005, 7.3647091E-003, 9.9122652E+001, 6.0621181E+001, 2.5693672E+002, 9.5873170E+002, 2.8909483E-002, 2.8909483E-002, 2.8909483E-002, 2.8909483E-002, 2.8909483E-002, 2.0663892E-002, 4.2636021E-004
 1.4900644E+002, 1.9490150E-001, 2.0735780E-001, 3.0894778E-005, 7.7782417E-003, 1.0624797E+002, 6.4317994E+001, 2.5725911E+002, 1.0118222E+003, 2.8027685E-002, 2.8027685E-002, 2.8027685E-002, 2.8027685E-002, 2.8027685E-002, 2.0915756E-002, 4.3635708E-004
 1.5000251E+002, 1.9452289E-001, 2.0720656E-001, 3.1819047E-005, 7.9994587E-003, 1.1063744E+002, 6.3982482E+001, 2.5956056E+002, 9.7418160E+002, 2.6595794E-002, 2.6595794E-002, 2.6595794E-002, 2.6595794E-002, 2.6595794E-002, 2.1169124E-002, 4.4640500E-004
 1.5100067E+002, 1.9470694E-001, 2.0710545E-001, 3.1369678E-005, 7.8919253E-003, 1.0908464E+002, 6.4222185E+001, 2.6584187E+002, 9.8647559E+002, 2.5054158E-002, 2.5054158E-002, 2.5054158E-002, 2.5054158E-002, 2.5054158E-002, 2.1425939E-002, 4.5608501E-004
 1.5200489E+002, 1.9471524E-001, 2.0699327E-001, 3.1349469E-005, 7.8870789E-003, 1.0840113E+002, 6.3824801E+001, 2.5719246E+002, 9.3577983E+002, 2.5744364E-002, 2.5744364E-002, 2.5744364E-002, 2.5744364E-002, 2.5744364E-002, 2.1673523E-002, 4.6599483E-004
 1.5300722E+002, 1.9452349E-001, 2.0691317E-001, 3.1817617E-005, 7.9991125E-003, 1.1001335E+002, 6.4048324E+001, 2.6865208E+002, 1.0489606E+003, 3.9599210E-002, 3.9599210E-002, 3.9599210E-002, 3.9599210E-002, 3.9599210E-002, 2.1935928E-002, 4.7583956E-004
 1.5400570E+002, 1.9410681E-001, 2.0692714E-001, 3.2834896E-005, 8.2425564E-003, 1.1368190E+002, 6.4058810E+001, 2.7510950E+002, 1.0186406E+003, 3.7454673E-002, 3.7454673E-002, 3.7454673E-002, 3.7454673E-002, 3.7454673E-002, 2.2197111E-002, 4.8608568E-004
 1.5500510E+002, 1.9398758E-001, 2.0697076E-001, 3.3126087E-005, 8.3122275E-003, 1.1374187E+002, 6.3599306E+001, 2.8690516E+002, 1.0334050E+003, 2.9036367E-002, 2.9036367E-002, 2.9036367E-002, 2.9036367E-002, 2.9036367E-002, 2.2464393E-002, 4.9692200E-004
 1.5600012E+002, 1.9368754E-001, 2.0701581E-001, 3.3858691E-005, 8.4875309E-003, 1.1647714E+002, 6.2066692E+001, 2.8890408E+002, 1.0070273E+003, 3.3179383E-002, 3.3179383E-002, 3.3179383E-002, 3.3179383E-002, 3.3179383E-002, 2.2728471E-002, 5.0785516E-004
 1.5700343E+002, 1.9362737E-001, 2.0698504E-001, 3.4005640E-005, 8.5226855E-003, 1.1681897E+002, 6.4739550E+001, 2.8362696E+002, 1.0515354E+003, 2.8232442E-002, 2.8232442E-002, 2.8232442E-002, 2.8232442E-002, 2.8232442E-002, 2.2986497E-002, 5.1843708E-004
 1.5800747E+002, 1.9350938E-001, 2.0693026E-001, 3.4293687E-005, 8.5916151E-003, 1.1783026E+002, 6.7596355E+001, 2.8271428E+002, 1.0069681E+003, 3.1461723E-002, 3.1461723E-002, 3.1461723E-002, 3.1461723E-002, 3.1461723E-002, 2.3249389E-002, 5.2924600E-004
 1.5900350E+002, 1.9321344E-001, 2.0687712E-001, 3.5016416E-005, 8.7645675E-003, 1.1894722E+002, 6.5784948E+001, 2.8756093E+002, 1.0360132E+003, 4.0459897E-002, 4.0459897E-002, 4.0459897E-002, 4.0459897E-002, 4.0459897E-002, 2.3516412E-002, 5.4048078E-004
 1.6000724E+002, 1.9316653E-001, 2.0681958E-001, 3.5130819E-005, 8.7919784E-003, 1.1920006E+002, 6.5291424E+001, 2.8286466E+002, 1.0541598E+003, 3.4605366E-002, 3.4605366E-002, 3.4605366E-002, 3.4605366E-002, 3.4605366E-002, 2.3778080E-002, 5.5219371E-004
 1.6100301E+002, 1.9308596E-001, 2.0671681E-001, 3.5327577E-005, 8.8390851E-003, 1.1986810E+002, 6.4649524E+001, 2.7815525E+002, 1.0317786E+003, 3.5899314E-002, 3.5899314E-002, 3.5899314E-002, 3.5899314E-002, 3.5899314E-002, 2.4039280E-002, 5.6429017E-004
 1.6200846E+002, 1.9292754E-001, 2.0654889E-001, 3.5714274E-005, 8.9316434E-003, 1.2175917E+002, 6.5805136E+001, 2.7892138E+002, 1.0747627E+003, 3.7203936E-002, 3.7203936E-002, 3.7203936E-002, 3.7203936E-002, 3.7203936E-002, 2.4305182E-002, 5.7674605E-004
 1.6300473E+002, 1.9302620E-001, 2.0642952E-001, 3.5473566E-005, 8.8740343E-003, 1.1833317E+002, 6.7117297E+001, 2.9565139E+002, 1.1189415E+003, 5.2876376E-002, 5.2876376E-002, 5.2876376E-002, 5.2876376E-002, 5.2876376E-002, 2.4584732E-002, 5.8910507E-004
 1.6400772E+002, 1.9308461E-001, 2.0641688E-001, 3.5331193E-005, 8.8399492E-003, 1.1560504E+002, 6.9503600E+001, 2.9537200E+002, 1.0338509E+003, 3.5787483E-002, 3.5787483E-002, 3.5787483E-002, 3.5787483E-002, 3.5787483E-002, 2.4850299E-002, 6.0192252E-004
 1.6500311E+002, 1.9293091E-001, 2.0643699E-001, 3.5706217E-005, 8.9297465E-003, 1.2011932E+002, 7.0732749E+001, 2.8280367E+002, 1.0839292E+003, 3.9631560E-002, 3.9631560E-002, 3.9631560E-002, 3.9631560E-002, 3.9631560E-002, 2.5110489E-002, 6.1443793E-004
 1.6600046E+002, 1.9259196E-001, 2.0615150E-001, 3.6533489E-005, 9.1277579E-003, 1.2424388E+002, 6.8466578E+001, 2.9585640E+002, 1.0994582E+003, 4.3714579E-002, 4.3714579E-002, 4.3714579E-002, 4.3714579E-002, 4.3714579E-002, 2.5386314E-002, 6.2682130E-004
 1.6700649E+002, 1.9197793E-001, 2.0540573E-001, 3.8032461E-005, 9.4865682E-003, 1.2947975E+002, 7.3289798E+001, 3.1285093E+002, 1.0843769E+003, 4.1374623E-002, 4.1374623E-002, 4.1374623E-002, 4.1374623E-002, 4.1374623E-002, 2.5670945E-002, 6.3965807E-004
 1.6800359E+002, 1.9160050E-001, 2.0489105E-001, 3.8953999E-005, 9.7071592E-003, 1.3199813E+002, 7.2742203E+001, 3.0807805E+002, 1.1135224E+003, 5.3347608E-002, 5.3347608E-002, 5.3347608E-002, 5.3347608E-002, 5.3347608E-002, 2.5942414E-002, 6.5264479E-004
 1.6900662E+002, 1.9176134E-001, 2.0468141E-001, 3.8561456E-005, 9.6131799E-003, 1.2989643E+002, 6.9173789E+001, 3.1191537E+002, 1.1102202E+003, 4.6404658E-002, 4.6404658E-002, 4.6404658E-002, 4.6404658E-002, 4.6404658E-002, 2.6219363E-002, 6.6583366E-004
 1.7000809E+002, 1.9220451E-001, 2.0457931E-001, 3.7479706E-005, 9.3542366E-003, 1.2393978E+002, 7.0377249E+001, 3.1216738E+002, 1.1420498E+003, 4.3520394E-002, 4.3520394E-002, 4.3520394E-002, 4.3520394E-002, 4.3520394E-002, 2.6495629E-002, 6.7904380E-004
 1.7100003E+002, 1.9211383E-001, 2.0463448E-001, 3.7701194E-005, 9.4072545E-003, 1.2313707E+002, 7.2779545E+001, 3.0469052E+002, 1.0630961E+003, 4.3220085E-002, 4.3220085E-002, 4.3220085E-002, 4.3220085E-002, 4.3220085E-002, 2.6763792E-002, 6.9202388E-004
 1.7200159E+002, 1.9181003E-001, 2.0490360E-001, 3.8442801E-005, 9.5847649E-003, 1.2582935E+002, 7.1870993E+001, 3.0640414E+002, 1.1861366E+003, 5.9622375E-002, 5.9622375E-002, 5.9622375E-002, 5.9622375E-002, 5.9622375E-002, 2.7039682E-002, 7.0510335E-004
