s,Pa,Pa,Pa,C,C,C,kg/m3,kg/m3,kg/m3
 4.9987704E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4854514E+001, 5.4900898E+001, 5.4980554E+001, 1.5977182E+000, 1.5974923E+000, 1.5971045E+000
 5.0043045E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4855022E+001, 5.4900890E+001, 5.4979025E+001, 1.5977158E+000, 1.5974924E+000, 1.5971120E+000
 5.0106290E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4855536E+001, 5.4900890E+001, 5.4977471E+001, 1.5977133E+000, 1.5974924E+000, 1.5971195E+000
 5.0161630E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4856056E+001, 5.4900898E+001, 5.4975894E+001, 1.5977107E+000, 1.5974923E+000, 1.5971272E+000
 5.0224875E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4856577E+001, 5.4900915E+001, 5.4974291E+001, 1.5977082E+000, 1.5974923E+000, 1.5971350E+000
 5.0280215E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4857099E+001, 5.4900940E+001, 5.4972667E+001, 1.5977057E+000, 1.5974921E+000, 1.5971429E+000
 5.0343460E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4857618E+001, 5.4900977E+001, 5.4971020E+001, 1.5977031E+000, 1.5974920E+000, 1.5971509E+000
 5.0406705E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4858168E+001, 5.4901027E+001, 5.4969242E+001, 1.5977004E+000, 1.5974917E+000, 1.5971596E+000
 5.0462045E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4858676E+001, 5.4901085E+001, 5.4967560E+001, 1.5976980E+000, 1.5974914E+000, 1.5971678E+000
 5.0525290E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4859177E+001, 5.4901157E+001, 5.4965868E+001, 1.5976955E+000, 1.5974911E+000, 1.5971760E+000
 5.0580630E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4859668E+001, 5.4901241E+001, 5.4964172E+001, 1.5976931E+000, 1.5974907E+000, 1.5971843E+000
 5.0643878E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4860149E+001, 5.4901338E+001, 5.4962478E+001, 1.5976908E+000, 1.5974902E+000, 1.5971925E+000
 5.0707123E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4860647E+001, 5.4901457E+001, 5.4960686E+001, 1.5976884E+000, 1.5974896E+000, 1.5972012E+000
 5.0762463E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4861101E+001, 5.4901582E+001, 5.4959027E+001, 1.5976862E+000, 1.5974890E+000, 1.5972093E+000
 5.0825708E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4861541E+001, 5.4901723E+001, 5.4957402E+001, 1.5976840E+000, 1.5974883E+000, 1.5972172E+000
 5.0881049E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4861965E+001, 5.4901878E+001, 5.4955822E+001, 1.5976820E+000, 1.5974876E+000, 1.5972249E+000
 5.0944293E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4862374E+001, 5.4902050E+001, 5.4954302E+001, 1.5976800E+000, 1.5974867E+000, 1.5972323E+000
 5.1007538E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4862793E+001, 5.4902251E+001, 5.4952759E+001, 1.5976779E+000, 1.5974858E+000, 1.5972398E+000
 5.1062878E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4863169E+001, 5.4902456E+001, 5.4951402E+001, 1.5976761E+000, 1.5974848E+000, 1.5972464E+000
 5.1126123E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4863528E+001, 5.4902679E+001, 5.4950151E+001, 1.5976743E+000, 1.5974837E+000, 1.5972525E+000
 5.1181464E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4863872E+001, 5.4902920E+001, 5.4949015E+001, 1.5976727E+000, 1.5974825E+000, 1.5972581E+000
 5.1244708E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4864199E+001, 5.4903179E+001, 5.4948017E+001, 1.5976711E+000, 1.5974812E+000, 1.5972629E+000
 5.1300049E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4864511E+001, 5.4903458E+001, 5.4947166E+001, 1.5976696E+000, 1.5974799E+000, 1.5972671E+000
 5.1363293E+002, 4.9969099E+004, 4.9969100E+004, 4.9969099E+004, 5.4864807E+001, 5.4903757E+001, 5.4946482E+001, 1.5976681E+000, 1.5974784E+000, 1.5972704E+000
 5.1426538E+002, 4.9969100E+004, 4.9969100E+004, 4.9969099E+004, 5.4865107E+001, 5.4904098E+001, 5.4945947E+001, 1.5976667E+000, 1.5974768E+000, 1.5972730E+000
 5.1481879E+002, 4.9969100E+004, 4.9969100E+004, 4.9969100E+004, 5.4865374E+001, 5.4904440E+001, 5.4945640E+001, 1.5976654E+000, 1.5974751E+000, 1.5972745E+000
 5.1545123E+002, 4.9969100E+004, 4.9969100E+004, 4.9969100E+004, 5.4865627E+001, 5.4904804E+001, 5.4945538E+001, 1.5976641E+000, 1.5974733E+000, 1.5972750E+000
 5.1600464E+002, 4.9969100E+004, 4.9969100E+004, 4.9969100E+004, 5.4865868E+001, 5.4905190E+001, 5.4945640E+001, 1.5976630E+000, 1.5974714E+000, 1.5972745E+000
 5.1663708E+002, 4.9969100E+004, 4.9969100E+004, 4.9969100E+004, 5.4866097E+001, 5.4905601E+001, 5.4945960E+001, 1.5976618E+000, 1.5974695E+000, 1.5972729E+000
 5.1726959E+002, 4.9969100E+004, 4.9969100E+004, 4.9969100E+004, 5.4866329E+001, 5.4906065E+001, 5.4946535E+001, 1.5976607E+000, 1.5974672E+000, 1.5972701E+000
 5.1782294E+002, 4.9969100E+004, 4.9969101E+004, 4.9969100E+004, 5.4866538E+001, 5.4906525E+001, 5.4947292E+001, 1.5976597E+000, 1.5974650E+000, 1.5972665E+000
 5.1845544E+002, 4.9969101E+004, 4.9969101E+004, 4.9969101E+004, 5.4866737E+001, 5.4907012E+001, 5.4948260E+001, 1.5976587E+000, 1.5974626E+000, 1.5972618E+000
 5.1900885E+002, 4.9969101E+004, 4.9969101E+004, 4.9969101E+004, 5.4866929E+001, 5.4907525E+001, 5.4949420E+001, 1.5976578E+000, 1.5974601E+000, 1.5972561E+000
 5.1964130E+002, 4.9969101E+004, 4.9969101E+004, 4.9969101E+004, 5.4867115E+001, 5.4908065E+001, 5.4950770E+001, 1.5976569E+000, 1.5974575E+000, 1.5972495E+000
 5.2027374E+002, 4.9969101E+004, 4.9969101E+004, 4.9969101E+004, 5.4867308E+001, 5.4908670E+001, 5.4952393E+001, 1.5976560E+000, 1.5974545E+000, 1.5972416E+000
 5.2082715E+002, 4.9969102E+004, 4.9969102E+004, 4.9969102E+004, 5.4867486E+001, 5.4909267E+001, 5.4954069E+001, 1.5976551E+000, 1.5974516E+000, 1.5972335E+000
 5.2145959E+002, 4.9969102E+004, 4.9969102E+004, 4.9969102E+004, 5.4867660E+001, 5.4909892E+001, 5.4955876E+001, 1.5976542E+000, 1.5974486E+000, 1.5972247E+000
 5.2201300E+002, 4.9969102E+004, 4.9969102E+004, 4.9969102E+004, 5.4867834E+001, 5.4910546E+001, 5.4957788E+001, 1.5976534E+000, 1.5974454E+000, 1.5972154E+000
 5.2264545E+002, 4.9969103E+004, 4.9969103E+004, 4.9969103E+004, 5.4868008E+001, 5.4911229E+001, 5.4959786E+001, 1.5976526E+000, 1.5974421E+000, 1.5972057E+000
 5.2327789E+002, 4.9969103E+004, 4.9969103E+004, 4.9969103E+004, 5.4868196E+001, 5.4911988E+001, 5.4961984E+001, 1.5976516E+000, 1.5974384E+000, 1.5971950E+000
 5.2383130E+002, 4.9969103E+004, 4.9969103E+004, 4.9969103E+004, 5.4868375E+001, 5.4912729E+001, 5.4964085E+001, 1.5976508E+000, 1.5974348E+000, 1.5971847E+000
 5.2446375E+002, 4.9969104E+004, 4.9969104E+004, 4.9969104E+004, 5.4868559E+001, 5.4913499E+001, 5.4966202E+001, 1.5976499E+000, 1.5974310E+000, 1.5971744E+000
 5.2501715E+002, 4.9969104E+004, 4.9969104E+004, 4.9969104E+004, 5.4868749E+001, 5.4914296E+001, 5.4968317E+001, 1.5976490E+000, 1.5974272E+000, 1.5971642E+000
 5.2564960E+002, 4.9969105E+004, 4.9969105E+004, 4.9969105E+004, 5.4868947E+001, 5.4915120E+001, 5.4970409E+001, 1.5976480E+000, 1.5974231E+000, 1.5971540E+000
 5.2620300E+002, 4.9969105E+004, 4.9969105E+004, 4.9969105E+004, 5.4869153E+001, 5.4915969E+001, 5.4972463E+001, 1.5976470E+000, 1.5974190E+000, 1.5971440E+000
 5.2683545E+002, 4.9969106E+004, 4.9969106E+004, 4.9969106E+004, 5.4869371E+001, 5.4916843E+001, 5.4974461E+001, 1.5976459E+000, 1.5974148E+000, 1.5971343E+000
 5.2746790E+002, 4.9969106E+004, 4.9969106E+004, 4.9969106E+004, 5.4869617E+001, 5.4917801E+001, 5.4976518E+001, 1.5976448E+000, 1.5974101E+000, 1.5971243E+000
 5.2802130E+002, 4.9969107E+004, 4.9969107E+004, 4.9969107E+004, 5.4869861E+001, 5.4918721E+001, 5.4978363E+001, 1.5976436E+000, 1.5974056E+000, 1.5971153E+000
 5.2865375E+002, 4.9969107E+004, 4.9969107E+004, 4.9969107E+004, 5.4870122E+001, 5.4919661E+001, 5.4980116E+001, 1.5976423E+000, 1.5974011E+000, 1.5971068E+000
 5.2920715E+002, 4.9969108E+004, 4.9969108E+004, 4.9969108E+004, 5.4870399E+001, 5.4920619E+001, 5.4981770E+001, 1.5976410E+000, 1.5973964E+000, 1.5970987E+000
 5.2983960E+002, 4.9969109E+004, 4.9969108E+004, 4.9969108E+004, 5.4870696E+001, 5.4921593E+001, 5.4983313E+001, 1.5976395E+000, 1.5973917E+000, 1.5970912E+000
 5.3047211E+002, 4.9969109E+004, 4.9969109E+004, 4.9969109E+004, 5.4871034E+001, 5.4922647E+001, 5.4984835E+001, 1.5976379E+000, 1.5973865E+000, 1.5970838E+000
 5.3102545E+002, 4.9969110E+004, 4.9969110E+004, 4.9969110E+004, 5.4871374E+001, 5.4923646E+001, 5.4986139E+001, 1.5976362E+000, 1.5973817E+000, 1.5970775E+000
 5.3165796E+002, 4.9969110E+004, 4.9969110E+004, 4.9969110E+004, 5.4871738E+001, 5.4924653E+001, 5.4987317E+001, 1.5976345E+000, 1.5973768E+000, 1.5970717E+000
 5.3221130E+002, 4.9969111E+004, 4.9969111E+004, 4.9969111E+004, 5.4872127E+001, 5.4925667E+001, 5.4988370E+001, 1.5976326E+000, 1.5973719E+000, 1.5970666E+000
 5.3284381E+002, 4.9969112E+004, 4.9969112E+004, 4.9969112E+004, 5.4872543E+001, 5.4926684E+001, 5.4989291E+001, 1.5976306E+000, 1.5973669E+000, 1.5970621E+000
 5.3347626E+002, 4.9969113E+004, 4.9969112E+004, 4.9969113E+004, 5.4873017E+001, 5.4927771E+001, 5.4990130E+001, 1.5976283E+000, 1.5973616E+000, 1.5970581E+000
 5.3402966E+002, 4.9969113E+004, 4.9969113E+004, 4.9969113E+004, 5.4873493E+001, 5.4928787E+001, 5.4990780E+001, 1.5976260E+000, 1.5973567E+000, 1.5970549E+000
 5.3466211E+002, 4.9969114E+004, 4.9969114E+004, 4.9969114E+004, 5.4874001E+001, 5.4929800E+001, 5.4991292E+001, 1.5976235E+000, 1.5973518E+000, 1.5970524E+000
 5.3521552E+002, 4.9969115E+004, 4.9969115E+004, 4.9969115E+004, 5.4874541E+001, 5.4930807E+001, 5.4991670E+001, 1.5976209E+000, 1.5973469E+000, 1.5970506E+000
 5.3584796E+002, 4.9969115E+004, 4.9969115E+004, 4.9969115E+004, 5.4875116E+001, 5.4931805E+001, 5.4991907E+001, 1.5976181E+000, 1.5973420E+000, 1.5970495E+000
 5.3640137E+002, 4.9969116E+004, 4.9969116E+004, 4.9969116E+004, 5.4875726E+001, 5.4932793E+001, 5.4992008E+001, 1.5976151E+000, 1.5973372E+000, 1.5970490E+000
 5.3703381E+002, 4.9969117E+004, 4.9969117E+004, 4.9969117E+004, 5.4876374E+001, 5.4933768E+001, 5.4991968E+001, 1.5976120E+000, 1.5973325E+000, 1.5970492E+000
 5.3766626E+002, 4.9969118E+004, 4.9969118E+004, 4.9969118E+004, 5.4877106E+001, 5.4934793E+001, 5.4991775E+001, 1.5976084E+000, 1.5973275E+000, 1.5970501E+000
 5.3821967E+002, 4.9969119E+004, 4.9969118E+004, 4.9969119E+004, 5.4877833E+001, 5.4935739E+001, 5.4991454E+001, 1.5976049E+000, 1.5973229E+000, 1.5970517E+000
 5.3885211E+002, 4.9969119E+004, 4.9969119E+004, 4.9969119E+004, 5.4878601E+001, 5.4936667E+001, 5.4990994E+001, 1.5976011E+000, 1.5973184E+000, 1.5970539E+000
 5.3940552E+002, 4.9969120E+004, 4.9969120E+004, 4.9969120E+004, 5.4879410E+001, 5.4937580E+001, 5.4990403E+001, 1.5975972E+000, 1.5973140E+000, 1.5970568E+000
 5.4003796E+002, 4.9969121E+004, 4.9969121E+004, 4.9969121E+004, 5.4880261E+001, 5.4938475E+001, 5.4989676E+001, 1.5975931E+000, 1.5973096E+000, 1.5970604E+000
 5.4067041E+002, 4.9969122E+004, 4.9969122E+004, 4.9969122E+004, 5.4881217E+001, 5.4939410E+001, 5.4988759E+001, 1.5975884E+000, 1.5973051E+000, 1.5970648E+000
 5.4122382E+002, 4.9969123E+004, 4.9969122E+004, 4.9969123E+004, 5.4882159E+001, 5.4940270E+001, 5.4987771E+001, 1.5975838E+000, 1.5973009E+000, 1.5970697E+000
 5.4185626E+002, 4.9969123E+004, 4.9969123E+004, 4.9969124E+004, 5.4883146E+001, 5.4941114E+001, 5.4986659E+001, 1.5975790E+000, 1.5972968E+000, 1.5970751E+000
 5.4240967E+002, 4.9969124E+004, 4.9969124E+004, 4.9969124E+004, 5.4884179E+001, 5.4941943E+001, 5.4985434E+001, 1.5975740E+000, 1.5972928E+000, 1.5970811E+000
 5.4304211E+002, 4.9969125E+004, 4.9969125E+004, 4.9969125E+004, 5.4885260E+001, 5.4942760E+001, 5.4984098E+001, 1.5975688E+000, 1.5972888E+000, 1.5970876E+000
 5.4367456E+002, 4.9969126E+004, 4.9969126E+004, 4.9969126E+004, 5.4886467E+001, 5.4943619E+001, 5.4982563E+001, 1.5975629E+000, 1.5972846E+000, 1.5970950E+000
 5.4422797E+002, 4.9969127E+004, 4.9969127E+004, 4.9969127E+004, 5.4887648E+001, 5.4944416E+001, 5.4981031E+001, 1.5975572E+000, 1.5972807E+000, 1.5971025E+000
 5.4486041E+002, 4.9969128E+004, 4.9969127E+004, 4.9969128E+004, 5.4888883E+001, 5.4945209E+001, 5.4979417E+001, 1.5975512E+000, 1.5972769E+000, 1.5971104E+000
 5.4541382E+002, 4.9969128E+004, 4.9969128E+004, 4.9969129E+004, 5.4890169E+001, 5.4946000E+001, 5.4977736E+001, 1.5975449E+000, 1.5972730E+000, 1.5971186E+000
 5.4604626E+002, 4.9969129E+004, 4.9969129E+004, 4.9969129E+004, 5.4891511E+001, 5.4946796E+001, 5.4975999E+001, 1.5975384E+000, 1.5972692E+000, 1.5971270E+000
 5.4667877E+002, 4.9969130E+004, 4.9969130E+004, 4.9969130E+004, 5.4893005E+001, 5.4947653E+001, 5.4974099E+001, 1.5975311E+000, 1.5972650E+000, 1.5971363E+000
 5.4723218E+002, 4.9969131E+004, 4.9969131E+004, 4.9969131E+004, 5.4894467E+001, 5.4948472E+001, 5.4972288E+001, 1.5975240E+000, 1.5972610E+000, 1.5971451E+000
 5.4786462E+002, 4.9969132E+004, 4.9969132E+004, 4.9969132E+004, 5.4895991E+001, 5.4949311E+001, 5.4970462E+001, 1.5975166E+000, 1.5972570E+000, 1.5971540E+000
 5.4841803E+002, 4.9969133E+004, 4.9969132E+004, 4.9969133E+004, 5.4897579E+001, 5.4950177E+001, 5.4968634E+001, 1.5975089E+000, 1.5972528E+000, 1.5971629E+000
 5.4905048E+002, 4.9969134E+004, 4.9969133E+004, 4.9969134E+004, 5.4899236E+001, 5.4951078E+001, 5.4966815E+001, 1.5975008E+000, 1.5972484E+000, 1.5971718E+000
 5.4960388E+002, 4.9969134E+004, 4.9969134E+004, 4.9969134E+004, 5.4900962E+001, 5.4952020E+001, 5.4965017E+001, 1.5974924E+000, 1.5972438E+000, 1.5971805E+000
 5.5023633E+002, 4.9969135E+004, 4.9969135E+004, 4.9969135E+004, 5.4902763E+001, 5.4953013E+001, 5.4963249E+001, 1.5974836E+000, 1.5972390E+000, 1.5971892E+000
 5.5086877E+002, 4.9969136E+004, 4.9969136E+004, 4.9969136E+004, 5.4904767E+001, 5.4954134E+001, 5.4961403E+001, 1.5974739E+000, 1.5972335E+000, 1.5971981E+000
 5.5142218E+002, 4.9969137E+004, 4.9969137E+004, 4.9969137E+004, 5.4906728E+001, 5.4955250E+001, 5.4959716E+001, 1.5974644E+000, 1.5972281E+000, 1.5972064E+000
 5.5205463E+002, 4.9969138E+004, 4.9969137E+004, 4.9969138E+004, 5.4908772E+001, 5.4956436E+001, 5.4958074E+001, 1.5974544E+000, 1.5972223E+000, 1.5972144E+000
 5.5260803E+002, 4.9969138E+004, 4.9969138E+004, 4.9969139E+004, 5.4910901E+001, 5.4957691E+001, 5.4956475E+001, 1.5974440E+000, 1.5972162E+000, 1.5972222E+000
 5.5324048E+002, 4.9969139E+004, 4.9969139E+004, 4.9969139E+004, 5.4913119E+001, 5.4959018E+001, 5.4954920E+001, 1.5974333E+000, 1.5972098E+000, 1.5972297E+000
 5.5387292E+002, 4.9969140E+004, 4.9969140E+004, 4.9969140E+004, 5.4915585E+001, 5.4960505E+001, 5.4953302E+001, 1.5974213E+000, 1.5972026E+000, 1.5972376E+000
 5.5442633E+002, 4.9969141E+004, 4.9969141E+004, 4.9969141E+004, 5.4917992E+001, 5.4961959E+001, 5.4951816E+001, 1.5974095E+000, 1.5971955E+000, 1.5972449E+000
 5.5505878E+002, 4.9969142E+004, 4.9969141E+004, 4.9969142E+004, 5.4920493E+001, 5.4963457E+001, 5.4950353E+001, 1.5973974E+000, 1.5971882E+000, 1.5972520E+000
 5.5561218E+002, 4.9969143E+004, 4.9969142E+004, 4.9969143E+004, 5.4923084E+001, 5.4964982E+001, 5.4948900E+001, 1.5973848E+000, 1.5971808E+000, 1.5972591E+000
 5.5624463E+002, 4.9969143E+004, 4.9969143E+004, 4.9969143E+004, 5.4925768E+001, 5.4966513E+001, 5.4947448E+001, 1.5973717E+000, 1.5971733E+000, 1.5972662E+000
 5.5687708E+002, 4.9969144E+004, 4.9969144E+004, 4.9969144E+004, 5.4928724E+001, 5.4968126E+001, 5.4945886E+001, 1.5973573E+000, 1.5971655E+000, 1.5972738E+000
 5.5743048E+002, 4.9969145E+004, 4.9969145E+004, 4.9969145E+004, 5.4931581E+001, 5.4969594E+001, 5.4944398E+001, 1.5973434E+000, 1.5971584E+000, 1.5972810E+000
 5.5806293E+002, 4.9969146E+004, 4.9969145E+004, 4.9969146E+004, 5.4934515E+001, 5.4970994E+001, 5.4942873E+001, 1.5973291E+000, 1.5971516E+000, 1.5972885E+000
 5.5861633E+002, 4.9969146E+004, 4.9969146E+004, 4.9969146E+004, 5.4937519E+001, 5.4972306E+001, 5.4941305E+001, 1.5973145E+000, 1.5971452E+000, 1.5972961E+000
 5.5924878E+002, 4.9969147E+004, 4.9969147E+004, 4.9969147E+004, 5.4940585E+001, 5.4973498E+001, 5.4939681E+001, 1.5972996E+000, 1.5971394E+000, 1.5973040E+000
 5.5980219E+002, 4.9969148E+004, 4.9969148E+004, 4.9969148E+004, 5.4943701E+001, 5.4974550E+001, 5.4937998E+001, 1.5972844E+000, 1.5971343E+000, 1.5973122E+000
 5.6043463E+002, 4.9969149E+004, 4.9969148E+004, 4.9969149E+004, 5.4946860E+001, 5.4975425E+001, 5.4936249E+001, 1.5972691E+000, 1.5971300E+000, 1.5973207E+000
 5.6106714E+002, 4.9969149E+004, 4.9969149E+004, 4.9969149E+004, 5.4950259E+001, 5.4976136E+001, 5.4934310E+001, 1.5972525E+000, 1.5971266E+000, 1.5973302E+000
 5.6162048E+002, 4.9969150E+004, 4.9969150E+004, 4.9969150E+004, 5.4953462E+001, 5.4976570E+001, 5.4932423E+001, 1.5972370E+000, 1.5971245E+000, 1.5973394E+000
 5.6225299E+002, 4.9969151E+004, 4.9969151E+004, 4.9969151E+004, 5.4956665E+001, 5.4976746E+001, 5.4930472E+001, 1.5972214E+000, 1.5971236E+000, 1.5973489E+000
 5.6280640E+002, 4.9969152E+004, 4.9969151E+004, 4.9969152E+004, 5.4959854E+001, 5.4976663E+001, 5.4928463E+001, 1.5972059E+000, 1.5971240E+000, 1.5973587E+000
 5.6343884E+002, 4.9969152E+004, 4.9969152E+004, 4.9969152E+004, 5.4963012E+001, 5.4976300E+001, 5.4926403E+001, 1.5971905E+000, 1.5971258E+000, 1.5973687E+000
 5.6407129E+002, 4.9969153E+004, 4.9969153E+004, 4.9969153E+004, 5.4966331E+001, 5.4975615E+001, 5.4924160E+001, 1.5971743E+000, 1.5971291E+000, 1.5973796E+000
 5.6462469E+002, 4.9969154E+004, 4.9969153E+004, 4.9969154E+004, 5.4969381E+001, 5.4974702E+001, 5.4922027E+001, 1.5971595E+000, 1.5971336E+000, 1.5973900E+000
 5.6525714E+002, 4.9969154E+004, 4.9969154E+004, 4.9969154E+004, 5.4972354E+001, 5.4973539E+001, 5.4919877E+001, 1.5971450E+000, 1.5971393E+000, 1.5974005E+000
 5.6581055E+002, 4.9969155E+004, 4.9969155E+004, 4.9969155E+004, 5.4975243E+001, 5.4972161E+001, 5.4917722E+001, 1.5971310E+000, 1.5971460E+000, 1.5974110E+000
 5.6644299E+002, 4.9969156E+004, 4.9969155E+004, 4.9969156E+004, 5.4978032E+001, 5.4970595E+001, 5.4915576E+001, 1.5971174E+000, 1.5971536E+000, 1.5974215E+000
 5.6707544E+002, 4.9969156E+004, 4.9969156E+004, 4.9969156E+004, 5.4980888E+001, 5.4968768E+001, 5.4913311E+001, 1.5971035E+000, 1.5971625E+000, 1.5974325E+000
 5.6762885E+002, 4.9969157E+004, 4.9969157E+004, 4.9969157E+004, 5.4983447E+001, 5.4966955E+001, 5.4911222E+001, 1.5970911E+000, 1.5971713E+000, 1.5974427E+000
 5.6826129E+002, 4.9969158E+004, 4.9969157E+004, 4.9969158E+004, 5.4985880E+001, 5.4965091E+001, 5.4909178E+001, 1.5970792E+000, 1.5971804E+000, 1.5974526E+000
 5.6881470E+002, 4.9969158E+004, 4.9969158E+004, 4.9969158E+004, 5.4988187E+001, 5.4963223E+001, 5.4907189E+001, 1.5970680E+000, 1.5971895E+000, 1.5974623E+000
 5.6944714E+002, 4.9969159E+004, 4.9969159E+004, 4.9969159E+004, 5.4990360E+001, 5.4961393E+001, 5.4905263E+001, 1.5970574E+000, 1.5971984E+000, 1.5974717E+000
 5.7000055E+002, 4.9969160E+004, 4.9969159E+004, 4.9969160E+004, 5.4992404E+001, 5.4959636E+001, 5.4903405E+001, 1.5970475E+000, 1.5972070E+000, 1.5974808E+000
 5.7063300E+002, 4.9969160E+004, 4.9969160E+004, 4.9969160E+004, 5.4994313E+001, 5.4957986E+001, 5.4901624E+001, 1.5970382E+000, 1.5972150E+000, 1.5974894E+000
 5.7126544E+002, 4.9969161E+004, 4.9969161E+004, 4.9969161E+004, 5.4996208E+001, 5.4956367E+001, 5.4899810E+001, 1.5970290E+000, 1.5972229E+000, 1.5974983E+000
 5.7181885E+002, 4.9969161E+004, 4.9969161E+004, 4.9969161E+004, 5.4997856E+001, 5.4954997E+001, 5.4898192E+001, 1.5970210E+000, 1.5972296E+000, 1.5975062E+000
 5.7245129E+002, 4.9969162E+004, 4.9969162E+004, 4.9969162E+004, 5.4999380E+001, 5.4953784E+001, 5.4896659E+001, 1.5970136E+000, 1.5972355E+000, 1.5975136E+000
 5.7300470E+002, 4.9969163E+004, 4.9969162E+004, 4.9969163E+004, 5.5000793E+001, 5.4952725E+001, 5.4895206E+001, 1.5970067E+000, 1.5972407E+000, 1.5975207E+000
 5.7363715E+002, 4.9969163E+004, 4.9969163E+004, 4.9969163E+004, 5.5002095E+001, 5.4951826E+001, 5.4893839E+001, 1.5970004E+000, 1.5972451E+000, 1.5975274E+000
 5.7426965E+002, 4.9969164E+004, 4.9969164E+004, 4.9969164E+004, 5.5003375E+001, 5.4951028E+001, 5.4892469E+001, 1.5969942E+000, 1.5972489E+000, 1.5975341E+000
 5.7482300E+002, 4.9969164E+004, 4.9969164E+004, 4.9969164E+004, 5.5004482E+001, 5.4950422E+001, 5.4891267E+001, 1.5969888E+000, 1.5972519E+000, 1.5975399E+000
 5.7545551E+002, 4.9969165E+004, 4.9969165E+004, 4.9969165E+004, 5.5005506E+001, 5.4949948E+001, 5.4890146E+001, 1.5969838E+000, 1.5972542E+000, 1.5975454E+000
 5.7600885E+002, 4.9969165E+004, 4.9969165E+004, 4.9969165E+004, 5.5006458E+001, 5.4949587E+001, 5.4889101E+001, 1.5969792E+000, 1.5972560E+000, 1.5975505E+000
 5.7664136E+002, 4.9969166E+004, 4.9969166E+004, 4.9969166E+004, 5.5007345E+001, 5.4949332E+001, 5.4888132E+001, 1.5969749E+000, 1.5972572E+000, 1.5975552E+000
 5.7727380E+002, 4.9969166E+004, 4.9969166E+004, 4.9969166E+004, 5.5008232E+001, 5.4949160E+001, 5.4887179E+001, 1.5969705E+000, 1.5972581E+000, 1.5975599E+000
 5.7782721E+002, 4.9969167E+004, 4.9969167E+004, 4.9969167E+004, 5.5009017E+001, 5.4949078E+001, 5.4886359E+001, 1.5969667E+000, 1.5972585E+000, 1.5975639E+000
 5.7845966E+002, 4.9969167E+004, 4.9969167E+004, 4.9969167E+004, 5.5009764E+001, 5.4949067E+001, 5.4885611E+001, 1.5969631E+000, 1.5972585E+000, 1.5975675E+000
 5.7901306E+002, 4.9969168E+004, 4.9969168E+004, 4.9969168E+004, 5.5010483E+001, 5.4949113E+001, 5.4884928E+001, 1.5969596E+000, 1.5972583E+000, 1.5975708E+000
 5.7964551E+002, 4.9969168E+004, 4.9969168E+004, 4.9969168E+004, 5.5011180E+001, 5.4949213E+001, 5.4884314E+001, 1.5969562E+000, 1.5972578E+000, 1.5975738E+000
 5.8027795E+002, 4.9969169E+004, 4.9969169E+004, 4.9969169E+004, 5.5011908E+001, 5.4949370E+001, 5.4883730E+001, 1.5969527E+000, 1.5972571E+000, 1.5975767E+000
 5.8083136E+002, 4.9969169E+004, 4.9969169E+004, 4.9969169E+004, 5.5012580E+001, 5.4949556E+001, 5.4883247E+001, 1.5969494E+000, 1.5972562E+000, 1.5975790E+000
 5.8146381E+002, 4.9969170E+004, 4.9969170E+004, 4.9969170E+004, 5.5013248E+001, 5.4949777E+001, 5.4882828E+001, 1.5969462E+000, 1.5972551E+000, 1.5975811E+000
 5.8201721E+002, 4.9969170E+004, 4.9969170E+004, 4.9969170E+004, 5.5013914E+001, 5.4950023E+001, 5.4882468E+001, 1.5969429E+000, 1.5972539E+000, 1.5975828E+000
 5.8264966E+002, 4.9969171E+004, 4.9969171E+004, 4.9969171E+004, 5.5014582E+001, 5.4950289E+001, 5.4882168E+001, 1.5969397E+000, 1.5972526E+000, 1.5975843E+000
